MDTU,S_F
1,5.41937e-06
2,5.37769e-06
3,5.3704e-06
4,5.42528e-06
5,5.4016e-06
6,5.39233e-06
7,5.43837e-06
8,5.44028e-06
9,5.47612e-06
10,5.43458e-06
11,5.49753e-06
12,5.5072e-06
13,5.53292e-06
14,5.51608e-06
15,5.48408e-06
16,5.52955e-06
17,5.54074e-06
18,5.57839e-06
19,5.63807e-06
20,5.59987e-06
21,5.70987e-06
22,5.67611e-06
23,5.6783e-06
24,5.74585e-06
25,5.72205e-06
26,5.6609e-06
27,5.61333e-06
28,5.61333e-06
29,5.67933e-06
30,5.62891e-06
31,5.66696e-06
32,5.64774e-06
33,5.64774e-06
34,5.66036e-06
35,5.66036e-06
36,5.72166e-06
37,5.68826e-06
38,5.72285e-06
39,5.70831e-06
40,5.70831e-06
41,5.65915e-06
42,5.6887e-06
43,5.70611e-06
44,5.77005e-06
45,5.78979e-06
46,5.75259e-06
47,5.72757e-06
48,5.73007e-06
49,5.76533e-06
50,5.83715e-06
51,5.79491e-06
52,5.82406e-06
53,5.82406e-06
54,5.79196e-06
55,5.79196e-06
56,5.82965e-06
57,5.82965e-06
58,5.82965e-06
59,5.75324e-06
60,5.75358e-06
61,5.75358e-06
62,5.8127e-06
63,5.79934e-06
64,5.77052e-06
65,5.80219e-06
66,5.80219e-06
67,5.83991e-06
68,5.80218e-06
69,5.87031e-06
70,5.81114e-06
71,5.7477e-06
72,5.7477e-06
73,5.7477e-06
74,5.7477e-06
75,5.84563e-06
76,5.91979e-06
77,5.90697e-06
78,5.91319e-06
79,5.91319e-06
80,5.91033e-06
81,5.81245e-06
82,5.88542e-06
83,5.98494e-06
84,5.96842e-06
85,5.9979e-06
86,6.13566e-06
87,6.13566e-06
88,6.12434e-06
89,6.13194e-06
90,5.99963e-06
91,5.99963e-06
92,6.0194e-06
93,5.96094e-06
94,5.96094e-06
95,5.96094e-06
96,5.97956e-06
97,6.05703e-06
98,6.00645e-06
99,5.94665e-06
100,6.04246e-06
101,6.07888e-06
102,5.98225e-06
103,6.04115e-06
104,6.04557e-06
105,6.04557e-06
106,6.06776e-06
107,6.04721e-06
108,6.00017e-06
109,6.03911e-06
110,6.09427e-06
111,6.09427e-06
112,6.10373e-06
113,6.01943e-06
114,6.01247e-06
115,6.1088e-06
116,6.1336e-06
117,6.13145e-06
118,6.14382e-06
119,6.14088e-06
120,6.04526e-06
121,6.04526e-06
122,6.04526e-06
123,6.05971e-06
124,5.90892e-06
125,6.03503e-06
126,5.9799e-06
