t,eps_f,eps_g
10,0.0078125,0.000558036
20,0.015625,0.00111607
30,0.03125,0.00223214
40,0.0333333,0.00238095
50,0.0333333,0.00238095
60,0.0333333,0.00238095
70,0.0333333,0.00238095
80,0.0333333,0.00238095
90,0.0333333,0.00238095
100,0.0333333,0.00238095
110,0.0333333,0.00238095
120,0.0333333,0.00238095
130,0.0333333,0.00238095
140,0.0333333,0.00238095
150,0.0333333,0.00238095
160,0.0333333,0.00238095
170,0.0333333,0.00238095
180,0.0333333,0.00238095
190,0.0333333,0.00238095
200,0.0333333,0.00238095
210,0.0333333,0.00277778
220,0.0333333,0.00238095
230,0.0333333,0.00238095
240,0.0333333,0.00238095
250,0.0333333,0.00238095
260,0.0333333,0.00238095
270,0.0333333,0.00238095
280,0.0333333,0.00238095
290,0.0333333,0.00238095
300,0.0333333,0.00238095
310,0.0333333,0.00238095
320,0.0333333,0.00238095
330,0.0333333,0.00238095
340,0.0333333,0.00238095
350,0.0333333,0.00238095
360,0.0333333,0.00238095
370,0.0333333,0.00238095
380,0.0333333,0.00238095
390,0.0333333,0.00238095
400,0.0333333,0.00238095
410,0.0333333,0.00238095
420,0.0333333,0.00238095
430,0.0333333,0.00238095
440,0.0333333,0.00238095
450,0.0333333,0.00238095
460,0.0333333,0.00238095
470,0.0333333,0.00238095
480,0.0333333,0.00238095
490,0.0333333,0.00238095
500,0.0333333,0.00238095
510,0.0333333,0.00238095
520,0.0333333,0.00238095
530,0.0333333,0.00238095
540,0.0333333,0.00238095
550,0.0333333,0.00238095
560,0.0333333,0.00238095
570,0.0333333,0.00238095
580,0.0333333,0.00238095
590,0.0333333,0.00238095
600,0.0333333,0.00238095
610,0.0333333,0.00238095
620,0.0333333,0.00238095
630,0.0333333,0.00238095
640,0.0333333,0.00238095
650,0.0333333,0.00238095
660,0.0333333,0.00238095
670,0.0333333,0.00238095
680,0.0333333,0.00238095
690,0.0333333,0.00238095
700,0.0333333,0.00238095
710,0.0333333,0.00238095
720,0.0333333,0.00238095
730,0.0333333,0.00238095
740,0.0333333,0.00238095
750,0.0333333,0.00238095
760,0.0333333,0.00238095
770,0.0333333,0.00238095
780,0.0333333,0.00238095
790,0.0333333,0.00238095
800,0.0333333,0.00238095
810,0.0333333,0.00238095
820,0.0333333,0.00238095
830,0.0333333,0.00238095
840,0.0333333,0.00238095
850,0.0333333,0.00238095
860,0.0333333,0.00238095
870,0.0333333,0.00238095
880,0.0333333,0.00238095
890,0.0333333,0.00238095
900,0.0333333,0.00238095
910,0.0333333,0.00238095
920,0.0333333,0.00238095
930,0.0333333,0.00238095
940,0.0333333,0.00238095
950,0.0333333,0.00238095
960,0.0333333,0.00238095
970,0.0333333,0.00238095
980,0.0333333,0.00238095
990,0.0333333,0.00238095
1000,0.0333333,0.00238095
1010,0.0333333,0.00238095
1020,0.0333333,0.00238095
1030,0.0333333,0.00238095
1040,0.0333333,0.00238095
1050,0.0333333,0.00238095
1060,0.0333333,0.00238095
1070,0.0333333,0.00238095
1080,0.0333333,0.00238095
1090,0.0333333,0.00238095
1100,0.0333333,0.00238095
1110,0.0333333,0.00238095
1120,0.0333333,0.00238095
1130,0.0333333,0.00238095
1140,0.0333333,0.00238095
1150,0.0333333,0.00238095
1160,0.0333333,0.00238095
1170,0.0333333,0.00238095
1180,0.0333333,0.00238095
1190,0.0333333,0.00238095
1200,0.0333333,0.00238095
1210,0.0333333,0.00238095
1220,0.0333333,0.00238095
1230,0.0333333,0.00238095
1240,0.0333333,0.00238095
1250,0.0333333,0.00238095
1260,0.0333333,0.00238095
1270,0.0333333,0.00238095
1280,0.0333333,0.00238095
1290,0.0333333,0.00238095
1300,0.0333333,0.00238095
1310,0.0333333,0.00238095
1320,0.0333333,0.00238095
1330,0.0333333,0.00238095
1340,0.0333333,0.00238095
1350,0.0333333,0.00238095
1360,0.0333333,0.00238095
1370,0.0333333,0.00238095
1380,0.0333333,0.00238095
1390,0.0333333,0.00238095
1400,0.0333333,0.00238095
1410,0.0333333,0.00238095
1420,0.0333333,0.00238095
1430,0.0333333,0.00238095
1440,0.0333333,0.00238095
1450,0.0333333,0.00238095
1460,0.0333333,0.00238095
1470,0.0333333,0.00238095
1480,0.0333333,0.00238095
1490,0.0333333,0.00238095
1500,0.0333333,0.00238095
1510,0.0333333,0.00238095
1520,0.0333333,0.00238095
1530,0.0333333,0.00238095
1540,0.0333333,0.00238095
1550,0.0333333,0.00238095
1560,0.0333333,0.00238095
1570,0.0333333,0.00238095
1580,0.0333333,0.00238095
1590,0.0333333,0.00238095
1600,0.0333333,0.00238095
1610,0.0333333,0.00238095
1620,0.0333333,0.00238095
1630,0.0333333,0.00238095
1640,0.0333333,0.00238095
1650,0.0333333,0.00238095
1660,0.0333333,0.00238095
1670,0.0333333,0.00238095
1680,0.0333333,0.00238095
1690,0.0333333,0.00238095
1700,0.0333333,0.00238095
1710,0.0333333,0.00238095
1720,0.0333333,0.00238095
1730,0.0333333,0.00238095
1740,0.0333333,0.00238095
1750,0.0333333,0.00238095
1760,0.0333333,0.00238095
1770,0.0333333,0.00238095
1780,0.0333333,0.00238095
1790,0.0333333,0.00238095
1800,0.0333333,0.00238095
1810,0.0333333,0.00238095
1820,0.0333333,0.00238095
1830,0.0333333,0.00238095
1840,0.0333333,0.00238095
1850,0.0333333,0.00238095
1860,0.0333333,0.00238095
1870,0.0333333,0.00238095
1880,0.0333333,0.00238095
1890,0.0333333,0.00238095
1900,0.0333333,0.00238095
1910,0.0333333,0.00238095
1920,0.0333333,0.00238095
1930,0.0333333,0.00238095
1940,0.0333333,0.00238095
1950,0.0333333,0.00238095
1960,0.0333333,0.00238095
1970,0.0333333,0.00238095
1980,0.0333333,0.00238095
1990,0.0333333,0.00238095
2000,0.0333333,0.00238095
2010,0.0333333,0.00238095
2020,0.0333333,0.00238095
2030,0.0333333,0.00238095
2040,0.0333333,0.00238095
2050,0.0333333,0.00238095
2060,0.0333333,0.00238095
2070,0.0333333,0.00238095
2080,0.0333333,0.00238095
2090,0.0333333,0.00238095
2100,0.0333333,0.00238095
2110,0.0333333,0.00238095
2120,0.0333333,0.00238095
2130,0.0333333,0.00238095
2140,0.0333333,0.00238095
2150,0.0333333,0.00238095
2160,0.0333333,0.00238095
2170,0.0333333,0.00238095
2180,0.0333333,0.00238095
2190,0.0333333,0.00238095
2200,0.0333333,0.00238095
2210,0.0333333,0.00238095
2220,0.0333333,0.00238095
2230,0.0333333,0.00238095
2240,0.0333333,0.00238095
2250,0.0333333,0.00238095
2260,0.0333333,0.00238095
2270,0.0333333,0.00238095
2280,0.0333333,0.00238095
2290,0.0333333,0.00238095
2300,0.0333333,0.00238095
2310,0.0333333,0.00238095
2320,0.0333333,0.00238095
2330,0.0333333,0.00238095
2340,0.0333333,0.00238095
2350,0.0333333,0.00238095
2360,0.0333333,0.00238095
2370,0.0333333,0.00238095
2380,0.0333333,0.00238095
2390,0.0333333,0.00238095
2400,0.0333333,0.00238095
2410,0.0333333,0.00238095
2420,0.0333333,0.00238095
2430,0.0333333,0.00238095
2440,0.0333333,0.00238095
2450,0.0333333,0.00238095
2460,0.0333333,0.00238095
2470,0.0333333,0.00238095
2480,0.0333333,0.00238095
2490,0.0333333,0.00238095
2500,0.0333333,0.00238095
2510,0.0333333,0.00238095
2520,0.0333333,0.00238095
2530,0.0333333,0.00238095
2540,0.0333333,0.00238095
2550,0.0333333,0.00238095
2560,0.0333333,0.00238095
2570,0.0333333,0.00238095
2580,0.0333333,0.00238095
2590,0.0333333,0.00238095
2600,0.0333333,0.00238095
2610,0.0333333,0.00238095
2620,0.0333333,0.00238095
2630,0.0333333,0.00238095
2640,0.0333333,0.00238095
2650,0.0333333,0.00238095
2660,0.0333333,0.00238095
2670,0.0333333,0.00238095
2680,0.0333333,0.00238095
2690,0.0333333,0.00238095
2700,0.0333333,0.00238095
2710,0.0333333,0.00238095
2720,0.0333333,0.00238095
2730,0.0333333,0.00238095
2740,0.0333333,0.00238095
2750,0.0333333,0.00238095
2760,0.0333333,0.00238095
2770,0.0333333,0.00238095
2780,0.0333333,0.00238095
2790,0.0333333,0.00238095
2800,0.0333333,0.00238095
2810,0.0333333,0.00238095
2820,0.0333333,0.00238095
2830,0.0333333,0.00238095
2840,0.0333333,0.00238095
2850,0.0333333,0.00238095
2860,0.0333333,0.00238095
2870,0.0333333,0.00238095
2880,0.0333333,0.00238095
2890,0.0333333,0.00238095
2900,0.0333333,0.00238095
2910,0.0333333,0.00238095
2920,0.0333333,0.00238095
2930,0.0333333,0.00238095
2940,0.0333333,0.00238095
2950,0.0333333,0.00238095
2960,0.0333333,0.00238095
2970,0.0333333,0.00238095
2980,0.0333333,0.00238095
2990,0.0333333,0.00238095
3000,0.0333333,0.00238095
3010,0.0333333,0.00238095
3020,0.0333333,0.00238095
3030,0.0333333,0.00238095
3040,0.0333333,0.00238095
3050,0.0333333,0.00238095
3060,0.0333333,0.00238095
3070,0.0333333,0.00238095
3080,0.0333333,0.00238095
3090,0.0333333,0.00238095
3100,0.0333333,0.00238095
3110,0.0333333,0.00238095
3120,0.0333333,0.00238095
3130,0.0333333,0.00238095
3140,0.0333333,0.00238095
3150,0.0333333,0.00238095
3160,0.0333333,0.00238095
3170,0.0333333,0.00238095
3180,0.0333333,0.00238095
3190,0.0333333,0.00238095
3200,0.0333333,0.00238095
3210,0.0333333,0.00238095
3220,0.0333333,0.00238095
3230,0.0333333,0.00238095
3240,0.0333333,0.00238095
3250,0.0333333,0.00238095
3260,0.0333333,0.00238095
3270,0.0333333,0.00238095
3280,0.0333333,0.00238095
3290,0.0333333,0.00238095
3300,0.0333333,0.00238095
3310,0.0333333,0.00238095
3320,0.0333333,0.00238095
3330,0.0333333,0.00238095
3340,0.0333333,0.00238095
3350,0.0333333,0.00238095
3360,0.0333333,0.00238095
3370,0.0333333,0.00238095
3380,0.0333333,0.00238095
3390,0.0333333,0.00238095
3400,0.0333333,0.00238095
3410,0.0333333,0.00238095
3420,0.0333333,0.00238095
3430,0.0333333,0.00238095
3440,0.0333333,0.00238095
3450,0.0333333,0.00238095
3460,0.0333333,0.00238095
3470,0.0333333,0.00238095
3480,0.0333333,0.00238095
3490,0.0333333,0.00238095
3500,0.0333333,0.00238095
3510,0.0333333,0.00238095
3520,0.0333333,0.00238095
3530,0.0333333,0.00238095
3540,0.0333333,0.00238095
3550,0.0333333,0.00238095
3560,0.0333333,0.00238095
3570,0.0333333,0.00238095
3580,0.0333333,0.00238095
3590,0.0333333,0.00238095
3600,0.0333333,0.00238095
3610,0.0333333,0.00238095
3620,0.0333333,0.00238095
3630,0.0333333,0.00238095
3640,0.0333333,0.00238095
3650,0.0333333,0.00238095
3660,0.0333333,0.00238095
3670,0.0333333,0.00238095
3680,0.0333333,0.00238095
3690,0.0333333,0.00238095
3700,0.0333333,0.00238095
3710,0.0333333,0.00238095
3720,0.0333333,0.00238095
3730,0.0333333,0.00238095
3740,0.0333333,0.00238095
3750,0.0333333,0.00238095
3760,0.0333333,0.00238095
3770,0.0333333,0.00238095
3780,0.0333333,0.00238095
3790,0.0333333,0.00238095
3800,0.0333333,0.00238095
3810,0.0333333,0.00238095
3820,0.0333333,0.00238095
3830,0.0333333,0.00238095
3840,0.0333333,0.00238095
3850,0.0333333,0.00238095
3860,0.0333333,0.00238095
3870,0.0333333,0.00238095
3880,0.0333333,0.00238095
3890,0.0333333,0.00238095
3900,0.0333333,0.00238095
3910,0.0333333,0.00238095
3920,0.0333333,0.00238095
3930,0.0333333,0.00238095
3940,0.0333333,0.00238095
3950,0.0333333,0.00238095
3960,0.0333333,0.00238095
3970,0.0333333,0.00238095
3980,0.0333333,0.00238095
3990,0.0333333,0.00238095
4000,0.0333333,0.00238095
4010,0.0333333,0.00238095
4020,0.0333333,0.00238095
4030,0.0333333,0.00238095
4040,0.0333333,0.00238095
4050,0.0333333,0.00238095
4060,0.0333333,0.00238095
4070,0.0333333,0.00238095
4080,0.0333333,0.00238095
4090,0.0333333,0.00238095
4100,0.0333333,0.00238095
4110,0.0333333,0.00238095
4120,0.0333333,0.00238095
4130,0.0333333,0.00238095
4140,0.0333333,0.00238095
4150,0.0333333,0.00238095
4160,0.0333333,0.00238095
4170,0.0333333,0.00238095
4180,0.0333333,0.00238095
4190,0.0333333,0.00238095
4200,0.0333333,0.00238095
4210,0.0333333,0.00238095
4220,0.0333333,0.00238095
4230,0.0333333,0.00238095
4240,0.0333333,0.00238095
4250,0.0333333,0.00238095
4260,0.0333333,0.00238095
4270,0.0333333,0.00238095
4280,0.0333333,0.00238095
4290,0.0333333,0.00238095
4300,0.0333333,0.00238095
4310,0.0333333,0.00238095
4320,0.0333333,0.00238095
4330,0.0333333,0.00238095
4340,0.0333333,0.00238095
4350,0.0333333,0.00238095
4360,0.0333333,0.00238095
4370,0.0333333,0.00238095
4380,0.0333333,0.00238095
4390,0.0333333,0.00238095
4400,0.0333333,0.00238095
4410,0.0333333,0.00238095
4420,0.0333333,0.00238095
4430,0.0333333,0.00238095
4440,0.0333333,0.00238095
4450,0.0333333,0.00238095
4460,0.0333333,0.00238095
4470,0.0333333,0.00238095
4480,0.0333333,0.00238095
4490,0.0333333,0.00238095
4500,0.0333333,0.00238095
4510,0.0333333,0.00238095
4520,0.0333333,0.00238095
4530,0.0333333,0.00238095
4540,0.0333333,0.00238095
4550,0.0333333,0.00238095
4560,0.0333333,0.00238095
4570,0.0333333,0.00238095
4580,0.0333333,0.00238095
4590,0.0333333,0.00238095
4600,0.0333333,0.00238095
4610,0.0333333,0.00238095
4620,0.0333333,0.00238095
4630,0.0333333,0.00238095
4640,0.0333333,0.00238095
4650,0.0333333,0.00238095
4660,0.0333333,0.00238095
4670,0.0333333,0.00238095
4680,0.0333333,0.00238095
