t,|deltaS|
1,1.525
2,0.06533
3,0.05108
4,0.1049
5,0.02275
6,0.1359
7,0.0342
8,0.01045
9,0.09528
10,0.08385
11,0.3033
12,0.1706
13,0.2777
14,0.05813
15,0.06157
16,0.04271
17,0.3173
18,0.2197
19,0.2677
20,0.01446
21,0.01391
22,0.1059
23,0.1488
24,0.6439
25,0.8552
26,0.2214
27,0.8672
28,1.415
29,0.4609
30,1.169
31,0.4244
32,0.2619
33,0.8188
34,0.7016
35,0.2838
36,0.5168
37,0.7142
38,0.7327
39,1.192
40,0.4193
41,0.6345
42,0.009609
43,2.944
44,0.145
45,0.4825
46,1.025
47,0.02276
48,0.2239
49,0.1916
50,0.2011
51,0.2477
52,0.2685
53,1.508
54,1.156
55,0.5547
56,0.6007
57,0.4647
58,1.338
59,1.1
60,0.7108
61,0.1813
62,0.5085
63,0.4847
64,0.3667
65,0.6175
66,0.8857
67,1.039
68,0.2546
69,2.229
70,0.7933
71,1.117
72,1.439
73,2.044
74,0.7082
75,0.112
76,1.24
77,1.468
78,0.7255
79,1.165
80,3.085
81,0.9799
82,1.599
83,0.8706
84,0.6821
85,0.4746
86,0.5039
87,1.601
88,0.4429
89,0.4673
90,0.9937
91,1.522
92,2.652
93,0.8791
94,0.6889
95,2.455
96,0.8195
97,0.652
98,0.2164
99,0.5526
100,0.01041
101,0.8693
102,1.741
103,0.6932
104,1.003
105,1.578
106,1.299
107,0.4556
108,1.845
109,0.6594
110,0.1179
111,1.066
112,0.3686
113,0.03662
114,0.7025
115,1.066
116,1.299
117,0.6091
118,0.09853
119,0.8564
120,0.4353
121,0.274
122,1.136
123,1.547
124,0.3717
125,1.21
126,2.159
127,0.3874
128,0.2711
129,0.5268
130,0.1629
131,1.258
132,0.7235
133,0.2973
134,2.095
135,1.486
136,0.9855
137,0.1737
138,0.3906
139,0.6896
140,1.099
141,1.547
142,1.195
143,1.53
144,0.973
145,0.1383
146,0.2411
147,0.6038
148,0.8176
149,1.94
150,1.252
151,0.7985
152,0.9836
153,0.2712
154,0.827
155,1.803
156,0.1344
157,0.4434
158,1.36
159,1.989
160,0.7629
161,0.2498
162,0.1882
163,2.629
164,1.111
165,1.147
166,0.5887
167,0.594
168,0.7416
169,0.9327
170,1.829
171,0.4107
172,0.4143
173,0.955
174,0.2599
175,0.9874
176,1.767
177,0.4275
178,1.508
179,1.53
180,0.5203
181,0.176
182,0.8347
183,1.908
184,1.382
185,0.02925
186,1.36
187,0.774
188,0.5654
189,0.3279
190,0.235
191,0.3206
192,0.2701
193,0.1477
194,0.04395
195,0.3573
196,0.6856
197,1.218
198,1.727
199,1.443
200,0.735
201,1.647
202,0.2375
203,0.7198
204,0.9865
205,0.7209
206,0.3066
207,2.037
208,0.4709
209,1.447
210,1.188
211,0.5839
212,0.04085
213,0.4335
214,1.664
215,0.7009
216,0.7982
217,0.5994
218,0.7549
219,0.6703
220,0.1831
221,0.4541
222,1.005
223,2.019
224,1.13
225,0.7358
226,0.9297
227,1.223
228,1.13
229,0.1015
230,2.676
231,1.945
232,0.627
233,0.372
234,1.702
235,0.1594
236,0.3001
237,0.9036
238,0.1535
239,0.3633
240,1.519
241,0.1742
242,0.5552
243,0.4339
244,0.3964
245,0.7195
246,0.9162
247,0.4767
248,0.3003
249,0.04497
250,1.27
251,3.214
252,0.47
253,1.025
254,0.5523
255,0.03759
256,0.2205
257,0.01574
258,0.9024
259,0.3015
260,0.4124
261,0.5872
262,0.4624
263,0.08103
264,0.4756
265,0.6986
266,0.9715
267,0.03636
268,0.4425
269,1.797
270,0.08107
271,2.447
272,0.7739
273,0.4173
274,0.1367
275,1.053
276,1.53
277,0.7734
278,0.5942
279,0.9762
280,0.3964
281,0.04961
282,2.188
283,1.116
284,0.5178
285,0.3388
286,0.03444
287,1.142
288,2.717
289,1.092
290,0.9523
291,0.2932
292,0.2365
293,1.515
294,0.8865
295,0.7944
296,0.2833
297,2.194
298,0.02283
299,1.575
300,2.47
301,1.316
302,1.487
303,2.148
304,0.5072
305,1.926
306,0.08334
307,0.7552
308,0.07902
309,0.4167
310,0.2212
311,0.9271
312,0.7004
313,0.564
314,2.52
315,1.52
316,0.04461
317,0.7667
318,0.8061
319,0.8275
320,0.7694
321,1.346
322,0.451
323,0.7806
324,0.04718
325,0.3756
326,1.229
327,1.165
328,0.9561
329,1.4
330,0.3452
331,1.552
332,0.1782
333,1.354
334,0.1101
335,0.03521
336,3.593
337,0.551
338,0.404
339,1.817
340,0.3671
341,2.241
342,0.6459
343,0.8927
344,0.1061
345,0.4999
346,0.2045
347,0.4914
348,0.3118
349,1.011
350,0.6094
351,3.007
352,2.21
353,0.3358
354,0.3099
355,1.873
356,1.188
357,1.579
358,0.2826
359,0.6319
360,0.9633
361,0.6403
362,0.5009
363,1.498
364,0.6246
365,0.3913
366,1.833
367,0.03342
368,1.922
369,0.7367
370,0.4708
371,1.493
372,0.03246
373,2.46
374,0.7561
375,1.075
376,0.2442
377,0.9364
378,0.2007
379,1.769
380,1.576
381,0.09537
382,1.366
383,1.11
384,2.384
385,1.613
386,1.662
387,0.2418
388,1.871
389,0.4548
390,0.71
391,0.3305
392,1.732
393,0.04183
394,0.9867
395,0.3896
396,2.095
397,1.038
398,1.665
399,0.1895
400,0.05325
401,0.7323
402,0.5617
403,3.427
404,1.123
405,0.7264
406,0.007169
407,1.995
408,1.865
409,0.8014
410,1.95
411,2.159
412,1.51
413,0.208
414,0.5697
415,0.5995
416,0.1551
417,1.605
418,0.5415
419,1.181
420,0.8887
421,1.015
422,0.2975
423,0.08855
424,0.1336
425,0.3886
426,0.9922
427,0.01558
428,0.05905
429,0.8007
430,0.5571
431,1.665
