t,cost
10,5930
20,3134.5
30,1476
40,1448
50,1529.5
60,1468.5
70,1448
80,1439
90,1443
100,1467.5
110,1423
120,1430
130,1420.5
140,1420
150,1413.5
160,1419.5
170,1479
180,1545
190,1524.5
200,1499
210,1443
220,38690
230,1459
240,1495.5
250,1496.5
260,1506.5
270,1492
280,1487
290,1498.5
300,1496.5
310,1487.5
320,1467.5
330,1483.5
340,1500.5
350,1523
360,1520
370,1538
380,1523.5
390,1517
400,1507.5
410,1519.5
420,1513.5
430,1518.5
440,1515.5
450,1527.5
460,1514
470,1500
480,1449
490,1461.5
500,1477.5
510,1474
520,1501.5
530,1501.5
540,1472
550,1493.5
560,1492
570,1492
580,1494
590,1490.5
600,1494.5
610,1478
620,1497.5
630,1506.5
640,1526.5
650,1506
660,1495
670,1512
680,1508.5
690,1500
700,1510.5
710,1509
720,1516.5
730,1525
740,1487
750,1528.5
760,1527.5
770,1507
780,1497.5
790,1524
800,1519
810,1515.5
820,1516
830,1508.5
840,1514.5
850,1489.5
860,1495.5
870,1513.5
880,1511.5
890,1494
900,1494
910,1504.5
920,1499
930,1495.5
940,1509
950,1520
960,1511
970,1498.5
980,1482
990,1505
1000,1491
1010,1492.5
1020,1478
1030,1478.5
1040,1493.5
1050,1510.5
1060,1428.5
1070,1423
1080,1423
1090,1403
1100,1427
1110,1429.5
1120,1443
1130,1478
1140,1473
1150,1486
1160,1480.5
1170,1473.5
1180,1453
1190,1410.5
1200,1445.5
1210,1448
1220,1425
1230,1539.5
1240,1530.5
1250,1543
1260,1559
1270,1504.5
1280,1468
1290,1442.5
1300,1464.5
1310,1507.5
1320,1516
1330,1503.5
1340,1495
1350,1493
1360,1484.5
1370,1505
1380,1545
1390,1555.5
1400,1572
1410,1563
1420,1536
1430,1537.5
1440,1521
1450,1550
1460,1540.5
1470,1563
1480,1471
1490,1485
1500,1496.5
1510,1417.5
1520,1448.5
1530,1500.5
1540,1455.5
1550,1408.5
1560,1460.5
1570,1487.5
1580,1478
1590,1471
1600,1441.5
1610,1451
1620,1458.5
1630,1457
1640,1530
1650,1515
1660,1529
