MDTU,plaq_ss,plaq_st
1,1.17199,1.39381
2,1.1569,1.35313
3,1.16717,1.35706
4,1.15543,1.35085
5,1.15884,1.34904
6,1.1591,1.34747
7,1.15688,1.34401
8,1.15956,1.3423
9,1.15605,1.33913
10,1.15882,1.32837
11,1.15305,1.32719
12,1.1522,1.31797
13,1.14838,1.31291
14,1.15028,1.30873
15,1.15113,1.30336
16,1.14868,1.29851
17,1.1446,1.28538
18,1.14221,1.28159
19,1.14291,1.27957
20,1.13653,1.2702
21,1.13698,1.2681
22,1.13524,1.26702
23,1.139,1.26444
24,1.13905,1.2726
25,1.13989,1.2701
26,1.13961,1.26923
27,1.13588,1.26641
28,1.13588,1.26641
29,1.13312,1.26536
30,1.13219,1.2632
31,1.13177,1.25706
32,1.13322,1.26002
33,1.13322,1.26002
34,1.12698,1.2604
35,1.12698,1.2604
36,1.11738,1.25938
37,1.11705,1.25142
38,1.11292,1.24677
39,1.11053,1.2462
40,1.11053,1.2462
41,1.11712,1.24381
42,1.11216,1.23699
43,1.10862,1.23656
44,1.09959,1.23641
45,1.09803,1.23204
46,1.09224,1.2309
47,1.09538,1.22879
48,1.09358,1.23275
49,1.09622,1.22276
50,1.08807,1.21868
51,1.09544,1.21843
52,1.08808,1.21818
53,1.08808,1.21818
54,1.08619,1.2199
55,1.08619,1.2199
56,1.08482,1.22997
57,1.08482,1.22997
58,1.08482,1.22997
59,1.08684,1.22823
60,1.08212,1.22918
61,1.08212,1.22918
62,1.08594,1.22923
63,1.08507,1.22426
64,1.08692,1.23216
65,1.08738,1.23616
66,1.08738,1.23616
67,1.08769,1.23305
68,1.08827,1.22942
69,1.08804,1.22051
70,1.08802,1.22704
71,1.08613,1.22686
72,1.08613,1.22686
73,1.08613,1.22686
74,1.08613,1.22686
75,1.08078,1.22447
76,1.08379,1.21495
77,1.0819,1.21723
78,1.08462,1.21235
79,1.08462,1.21235
80,1.08402,1.2061
81,1.08459,1.20451
82,1.07659,1.20245
83,1.07151,1.19673
84,1.0705,1.19381
85,1.06386,1.18893
86,1.05983,1.18054
87,1.05983,1.18054
88,1.06083,1.18177
89,1.0586,1.17921
90,1.05965,1.18309
91,1.05965,1.18309
92,1.06123,1.17962
93,1.06105,1.17589
94,1.06105,1.17589
95,1.06105,1.17589
96,1.05278,1.17996
97,1.05065,1.17745
98,1.04669,1.1774
99,1.05136,1.17575
100,1.05564,1.17726
101,1.05373,1.17279
102,1.05065,1.17129
103,1.05496,1.16638
104,1.05101,1.16547
105,1.05101,1.16547
106,1.04567,1.16477
107,1.04989,1.16458
108,1.04832,1.16757
109,1.04538,1.16239
110,1.03836,1.16838
111,1.03836,1.16838
112,1.03681,1.16635
113,1.04075,1.1661
114,1.03745,1.17202
115,1.03829,1.16777
116,1.03391,1.16175
117,1.03529,1.16105
118,1.0334,1.15667
119,1.03143,1.15159
120,1.03028,1.15455
121,1.03028,1.15455
122,1.03028,1.15455
123,1.02915,1.15593
124,1.03487,1.16173
125,1.02775,1.15748
126,1.03671,1.15591
127,1.04083,1.15919
128,1.038,1.16812
129,1.03663,1.16649
130,1.03832,1.16375
131,1.03832,1.16375
132,1.03832,1.16375
133,1.03625,1.16606
134,1.03104,1.15979
135,1.03696,1.1674
136,1.03696,1.1674
137,1.03628,1.16888
138,1.03279,1.16766
139,1.0342,1.157
140,1.0342,1.157
141,1.0342,1.157
142,1.0342,1.157
143,1.0342,1.157
144,1.0342,1.157
145,1.02525,1.15871
146,1.02324,1.15696
147,1.02324,1.15696
148,1.02324,1.15696
149,1.03097,1.16178
150,1.0181,1.16228
151,1.0181,1.16228
152,1.0181,1.16228
153,1.01898,1.16283
154,1.02043,1.16309
155,1.02043,1.16309
156,1.02407,1.16108
157,1.02044,1.16293
158,1.02,1.16418
159,1.02,1.16418
160,1.01481,1.16263
161,1.01235,1.16415
162,1.01026,1.16134
163,1.01026,1.16134
164,1.01026,1.16134
165,1.00897,1.16124
166,1.01214,1.16593
167,1.00937,1.16297
168,1.00581,1.16147
169,1.00958,1.1574
170,1.00958,1.1574
171,1.01015,1.15724
172,1.00975,1.15827
173,1.00566,1.1536
174,1.00895,1.15309
175,1.00882,1.16035
176,1.00544,1.15729
177,1.01057,1.15481
178,1.01057,1.15481
179,1.01057,1.15481
180,1.01227,1.15599
181,1.01023,1.15063
182,1.00993,1.15392
183,1.00993,1.15392
184,1.00993,1.15392
185,1.0139,1.15241
186,1.01933,1.13813
187,1.01933,1.13813
188,1.01846,1.14041
189,1.01846,1.14041
190,1.02062,1.13613
191,1.02376,1.13692
192,1.02136,1.14264
