t,G,F1,F2,F3
1,0.001355,0.001574,null,null
2,0.001346,0.001487,null,null
3,0.001336,0.001484,null,null
4,0.001335,0.001483,null,null
5,0.001335,0.001485,null,null
6,0.001334,0.001485,null,null
7,0.001334,0.001485,null,null
8,0.001333,0.001486,null,null
9,0.001333,0.001487,null,null
10,0.001332,0.001488,null,null
11,0.001331,0.001488,null,null
12,0.001331,0.001491,null,null
13,0.001329,0.00149,null,null
14,0.001329,0.00149,null,null
15,0.001329,0.001492,null,null
16,0.001328,0.001492,null,null
17,0.001327,0.001494,null,null
18,0.001326,0.001495,null,null
19,0.001325,0.001496,null,null
20,0.001324,0.001497,null,null
21,0.005296,0.005993,null,null
22,0.005288,0.005994,null,null
23,0.005285,0.006,null,null
24,0.005285,0.006001,null,null
25,0.005285,0.006006,null,null
26,0.005286,0.006006,null,null
27,0.005282,0.006007,null,null
28,0.005286,0.006013,null,null
29,0.005278,0.00601,null,null
30,0.005275,0.006016,null,null
31,0.005271,0.006019,null,null
32,0.005272,0.006021,null,null
33,0.005269,0.00602,null,null
34,0.005268,0.006022,null,null
35,0.005269,0.006021,null,null
36,0.005269,0.006021,null,null
37,0.005268,0.006024,null,null
38,0.005266,0.006025,null,null
39,0.005264,0.006025,null,null
40,0.00526,0.006029,null,null
41,0.00526,0.006028,null,null
42,0.005259,0.006033,null,null
43,0.005257,0.00604,null,null
44,0.005248,0.006041,null,null
45,0.005245,0.006046,null,null
46,0.005247,0.006046,null,null
47,0.005245,0.006052,null,null
48,0.005242,0.00606,null,null
49,0.005239,0.006058,null,null
50,0.005236,0.006059,null,null
51,0.005233,0.006062,null,null
52,0.005232,0.006063,null,null
53,0.00523,0.006069,null,null
54,0.005225,0.00607,null,null
55,0.005225,0.006074,null,null
56,0.005223,0.006076,null,null
57,0.005219,0.006079,null,null
58,0.005217,0.006083,null,null
59,0.00522,0.00608,null,null
60,0.005224,0.006077,null,null
61,0.005223,0.006082,null,null
62,0.005215,0.00608,null,null
63,0.005212,0.006082,null,null
64,0.005214,0.006089,null,null
65,0.005209,0.006088,null,null
66,0.00521,0.006092,null,null
67,0.00521,0.006091,null,null
68,0.005209,0.006093,null,null
69,0.005209,0.006091,null,null
70,0.005206,0.006098,null,null
71,0.005206,0.006099,null,null
