t,walltime
10,1484
20,1470
30,476.3
40,481
50,450.6
60,1281
70,439.3
80,435.6
90,401.9
100,402.7
110,395.2
120,405.2
130,387.3
140,392.4
150,387.3
160,389.5
170,383.7
180,383.1
190,387.7
200,390.6
210,381.9
220,380.6
230,382.7
240,379.4
250,386.6
260,390.3
270,398.1
280,408.2
290,955.3
300,1592
310,381
320,379
330,374
340,378.6
350,381.2
360,385
370,382.8
380,380.1
390,380.7
400,381.7
410,382
420,383.9
430,385.5
440,387.9
450,377.6
460,379.5
470,384.7
480,381.7
490,382.7
500,383.6
510,393.4
520,389.2
530,394
540,387.5
550,392.5
560,388.5
570,390.9
580,392.1
590,390.2
600,395.8
610,392.5
620,388.7
630,389.6
640,392.6
650,383.8
660,384.8
670,377
680,382.2
690,380.4
700,378.8
710,382.1
720,385.6
730,381.3
740,382.1
750,381.7
760,387.8
770,384.5
780,385.4
790,397.6
800,392.3
810,393.4
820,390.7
830,392.1
840,397.8
850,398.7
860,395.2
870,391.5
880,390.1
890,383.7
900,379.7
910,384.9
920,394.2
930,384.4
940,397.8
950,391.9
960,381.8
970,384.6
980,383
990,384.9
1000,388
1010,390.1
1020,387.3
1030,395.2
1040,384.5
1050,386.9
1060,382.3
1070,397
1080,386.9
1090,388.8
1100,392.4
1110,371
1120,370.5
1130,378.3
1140,373.8
1150,379.3
1160,378.9
1170,364.4
1180,371.5
1190,370.3
1200,367
1210,362.4
1220,387.8
1230,360.3
1240,366.1
1250,366.5
1260,367.5
1270,373.3
1280,370
1290,374.7
1300,382.6
1310,378.5
1320,376.8
1330,389.2
1340,380
1350,378.3
1360,371.2
1370,372.4
1380,382.3
1390,367
1400,372.3
1410,368.7
1420,373
1430,372.2
1440,381.7
1450,364.9
1460,361.9
1470,362.8
1480,377.6
1490,361.7
1500,365.4
1510,388.5
1520,386.9
1530,393.6
1540,394.4
1550,403.3
1560,426
1570,394
1580,391
1590,390.3
1600,386.7
1610,387.2
1620,391.4
1630,384.9
1640,387.5
1650,387.1
1660,388.7
1670,390.2
1680,394.8
1690,389
1700,388.9
1710,425.9
1720,414.4
1730,414.4
1740,417.1
1750,421.3
1760,414.6
1770,420.2
1780,420.1
1790,417.2
1800,420.3
1810,429.2
1820,418.6
1830,424.5
1840,423.9
1850,419
1860,424.3
1870,419.5
1880,422.3
1890,423.7
1900,423.1
1910,765.7
1920,815.6
1930,776.6
1940,823.2
1950,766.1
1960,734.2
1970,789.2
1980,777
1990,810.4
2000,832.2
2010,811.3
