t,deltaS
1,1.554
2,-0.1527
3,-0.06626
4,-0.02757
5,-0.03037
6,0.08188
7,-0.05045
8,-0.0133
9,-0.04272
10,-0.03961
11,0.06192
12,-0.0551
13,0.007741
14,-0.03886
15,-0.04321
16,-0.03122
17,-0.07133
18,-0.09394
19,-0.01842
20,-0.03853
21,-0.6314
22,-3.072
23,0.492
24,0.1099
25,-0.5014
26,-0.242
27,-0.4695
28,0.2178
29,-1.09
30,0.6605
31,0.3075
32,-0.1356
33,-0.4437
34,-0.4521
35,1.214
36,0.2576
37,-1.68
38,-0.8005
39,1.564
40,-0.3696
41,0.3253
42,0.1065
43,-1.249
44,0.05823
45,-0.03184
46,-1
47,-1.036
48,-1.304
49,0.1746
50,-0.7459
51,0.2698
52,-0.4474
53,-0.03348
54,-1.658
55,0.3654
56,0.6212
57,-0.8561
58,1.059
59,1.51
60,1.033
61,-1.479
62,0.2486
63,-0.2016
64,-0.2383
65,-0.3569
66,0.7251
67,0.5681
68,0.5053
69,0.4777
70,-1.637
71,-0.7325
72,0.5619
73,1.705
74,-0.256
75,0.4188
76,-2.378
77,-0.7006
78,0.2412
79,0.9434
80,-0.2071
81,-0.5626
82,0.7947
83,0.4953
84,-0.07328
85,0.7815
86,-0.4179
87,1.089
88,1.748
89,-0.1197
90,-1.128
91,1.515
92,0.6504
93,-0.8102
94,-0.8288
95,0.7535
96,-0.9847
97,0.6326
98,-0.3344
99,0.1612
100,-0.2354
101,-0.7766
102,1.43
103,0.5258
104,1.033
105,0.6524
106,0.9483
107,0.9962
108,-2
109,0.3527
110,-0.725
111,-1.683
112,0.03102
113,1.043
114,-1.082
115,0.152
116,-0.1463
117,-0.5733
118,0.6967
119,-1.02
120,-1.129
121,-0.338
122,0.5874
123,0.0493
124,0.6623
125,1.125
126,0.2637
127,1.393
128,-0.38
129,0.8666
130,2.199
131,0.316
132,0.3657
133,0.9847
134,2.05
135,1.094
136,0.3295
137,0.7243
138,-0.5315
139,0.2381
140,-0.8828
141,0.8559
142,1.021
143,-0.8783
144,-0.06079
145,1.202
146,-0.4142
147,0.7813
148,-1.105
149,0.547
150,-0.808
151,-0.2855
152,-0.2981
153,1.04
154,0.9589
155,0.2248
156,0.3436
157,0.7105
158,-0.4179
159,-0.4372
160,0.03874
161,0.1408
162,0.03234
163,-0.5091
164,-0.8992
165,-0.7736
166,1.133
167,0.1906
168,1.18
169,-1.521
170,1.047
171,-1.132
172,0.3357
173,1.611
174,2.14
175,-0.3597
176,1.275
177,0.2693
178,1.11
179,-1.511
180,1.501
181,-0.9241
182,0.3882
183,0.4993
184,-0.9142
185,0.7211
186,0.4033
187,0.6101
188,0.8079
189,1.407
190,-0.8157
191,0.01245
192,-0.5794
193,0.9546
194,-0.05415
195,-0.3008
196,-1.107
197,1.155
198,1.964
199,0.8053
200,2.617
201,-0.7429
202,0.9607
203,0.8133
204,0.5488
205,0.3785
206,-0.436
207,0.8349
208,0.8273
209,1.219
210,2.006
211,2.145
212,0.1591
213,0.8056
214,0.5043
215,-0.8761
216,0.6875
217,0.2377
218,1.166
219,-0.3294
220,0.1763
221,0.8986
222,1.151
223,0.6894
224,1.098
225,0.1174
226,-1.041
227,0.8911
228,1.103
229,0.9793
230,-0.7432
231,-0.2219
232,-1.012
233,-0.5183
234,-0.7382
235,1.246
236,-1.395
237,-0.933
238,-1.425
239,-0.08042
240,-0.2213
241,1.073
242,-1.836
243,-0.07917
244,-0.7458
245,1.069
246,-0.09283
247,-0.4606
248,0.5723
249,-1.105
250,0.1929
251,1.207
252,0.8135
253,1.187
254,1.644
255,0.7443
256,0.2778
257,0.1874
258,0.6572
259,-0.5148
260,-0.6419
261,0.05988
262,0.2066
263,0.151
264,1.79
265,1.303
266,1.461
267,1.342
268,-0.2365
269,2.342
270,-1.746
271,-0.09883
272,-1.62
273,-1.213
274,-0.8444
275,0.9233
276,0.4581
277,-1.577
278,0.1194
279,0.6762
280,0.6072
281,0.03696
282,1.557
283,-0.08356
284,0.3739
285,1.56
286,1.181
287,0.09879
288,1.217
289,0.433
290,-1.038
291,0.2813
292,1.463
293,-0.9252
294,-0.09637
295,-0.9747
296,0.9303
297,-0.6664
298,2.001
299,1.56
300,0.2061
301,0.6485
302,0.4457
303,-0.8458
304,0.308
305,0.9082
306,0.02394
307,0.839
308,-1.919
309,-0.2831
310,-0.3204
311,0.6189
312,-0.5971
313,0.1983
314,-0.01371
315,-0.6892
316,0.7352
317,-0.8629
318,2.028
319,1.506
320,0.7694
321,1.315
322,-0.4554
323,-0.1313
324,-0.9057
325,0.334
326,1.427
327,0.2501
328,0.8324
329,2.029
330,-0.08325
331,1.078
332,1.061
333,0.602
334,2.478
335,0.1696
336,-0.2335
337,-0.1405
338,-0.2834
339,-1.608
340,0.8423
341,1.688
342,1.864
343,0.6984
344,1.369
345,-0.2843
346,0.1043
347,1.108
348,1.616
349,0.04932
350,0.5252
351,1.538
352,0.4141
353,-0.497
354,1.747
355,-0.08453
356,-0.6087
357,1.303
358,0.2766
359,-0.6666
360,-0.1158
361,-1.318
362,0.6053
363,0.04913
364,0.8709
365,0.05957
366,0.9341
367,1.697
368,1.026
369,-0.01552
370,0.2814
371,2.152
372,0.5631
373,-0.1038
374,1.827
375,-0.1267
376,1.213
377,1.472
378,2.289
379,0.3362
380,0.4921
381,1.045
382,0.4143
383,0.4109
384,0.1511
385,0.1097
386,2.001
387,-0.2997
388,-0.5881
389,2.461
390,0.4458
391,1.256
392,0.1817
393,0.5552
394,-0.4369
395,0.2771
396,2.321
397,0.07802
398,0.01102
399,1.255
400,-0.01343
401,-0.7746
402,1.461
403,-0.05117
404,1.485
405,0.4983
406,-0.2609
407,2.414
408,0.6204
409,-0.06753
410,1.23
411,1.355
412,0.3354
413,1.336
414,0.2557
415,0.1089
416,2.16
417,0.624
418,-1.653
419,0.4323
420,0.1818
421,-0.4803
422,0.2247
423,0.5215
424,-0.4256
425,-0.545
426,-0.01484
427,1.379
428,1.557
