t,N_f,N_g
10,160,3200
20,160,3200
30,40,800
40,40,800
50,40,800
60,40,800
70,40,800
80,40,800
90,40,800
100,40,800
110,38,684
120,38,684
130,38,684
140,38,684
150,38,684
160,38,684
170,38,684
180,38,684
190,38,684
200,38,684
210,38,684
220,38,684
230,38,684
240,38,684
250,38,684
260,38,684
270,38,684
280,38,684
290,38,684
300,38,684
310,38,684
320,38,684
330,38,684
340,38,684
350,38,684
360,38,684
370,38,684
380,38,684
390,38,684
400,38,684
410,38,684
420,38,684
430,38,684
440,38,684
450,38,684
460,38,684
470,38,684
480,38,684
490,38,684
500,38,684
510,38,684
520,38,684
530,38,684
540,38,684
550,38,684
560,38,684
570,38,684
580,38,684
590,38,684
600,38,684
610,38,684
620,38,684
630,38,684
640,38,684
650,38,684
660,38,684
670,38,684
680,38,684
690,38,684
700,38,684
710,38,684
720,38,684
730,38,684
740,38,684
750,38,684
760,38,684
770,38,684
780,38,684
790,38,684
800,38,684
810,38,684
820,38,684
830,38,684
840,38,684
850,38,684
860,38,684
870,38,684
880,38,684
890,38,684
900,38,684
910,38,684
920,38,684
930,38,684
940,38,684
950,38,684
960,38,684
970,38,684
980,38,684
990,38,684
1000,38,684
1010,38,684
1020,38,684
1030,38,684
1040,38,684
1050,38,684
1060,38,684
1070,38,684
1080,38,684
1090,38,684
1100,38,684
1110,38,684
1120,38,684
1130,38,684
1140,38,684
1150,38,684
1160,38,684
1170,38,684
1180,38,684
1190,38,684
1200,38,684
1210,38,684
1220,38,684
1230,38,684
1240,38,684
1250,38,684
1260,38,684
1270,38,684
1280,38,684
1290,38,684
1300,38,684
1310,38,684
1320,38,684
1330,38,684
1340,38,684
1350,38,684
1360,38,684
1370,38,684
1380,38,684
1390,38,684
1400,38,684
1410,38,684
1420,38,684
1430,38,684
1440,38,684
1450,38,684
1460,38,684
1470,38,684
1480,38,684
1490,38,684
1500,38,684
1510,38,684
1520,38,684
1530,38,684
1540,38,684
1550,38,684
1560,38,684
1570,38,684
1580,38,684
1590,38,684
1600,38,684
1610,38,684
1620,38,684
1630,38,684
1640,38,684
1650,38,684
1660,38,684
1670,38,684
1680,38,684
1690,38,684
1700,38,684
1710,38,684
1720,38,684
1730,38,684
1740,38,684
1750,38,684
1760,38,684
1770,38,684
1780,38,684
1790,38,684
1800,38,684
1810,38,684
1820,38,684
1830,38,684
1840,38,684
1850,38,684
1860,38,684
1870,38,684
1880,38,684
1890,38,684
1900,38,684
1910,38,684
1920,38,684
1930,38,684
1940,38,684
1950,38,684
1960,38,684
1970,38,684
1980,38,684
1990,38,684
2000,38,684
2010,38,684
2020,38,684
