t,eps_f,eps_g
10,0.00625,0.0003125
20,0.00625,0.0003125
30,0.025,0.00125
40,0.025,0.00125
50,0.025,0.00125
60,0.025,0.00125
70,0.025,0.00125
80,0.025,0.00125
90,0.025,0.00125
100,0.025,0.00125
110,0.0263158,0.00146199
120,0.0263158,0.00146199
130,0.0263158,0.00146199
140,0.0263158,0.00146199
150,0.0263158,0.00146199
160,0.0263158,0.00146199
170,0.0263158,0.00146199
180,0.0263158,0.00146199
190,0.0263158,0.00146199
200,0.0263158,0.00146199
210,0.0263158,0.00146199
220,0.0263158,0.00146199
230,0.0263158,0.00146199
240,0.0263158,0.00146199
250,0.0263158,0.00146199
260,0.0263158,0.00146199
270,0.0263158,0.00146199
280,0.0263158,0.00146199
290,0.0263158,0.00146199
300,0.0263158,0.00146199
310,0.0263158,0.00146199
320,0.0263158,0.00146199
330,0.0263158,0.00146199
340,0.0263158,0.00146199
350,0.0263158,0.00146199
360,0.0263158,0.00146199
370,0.0263158,0.00146199
380,0.0263158,0.00146199
390,0.0263158,0.00146199
400,0.0263158,0.00146199
410,0.0263158,0.00146199
420,0.0263158,0.00146199
430,0.0263158,0.00146199
440,0.0263158,0.00146199
450,0.0263158,0.00146199
460,0.0263158,0.00146199
470,0.0263158,0.00146199
480,0.0263158,0.00146199
490,0.0263158,0.00146199
500,0.0263158,0.00146199
510,0.0263158,0.00146199
520,0.0263158,0.00146199
530,0.0263158,0.00146199
540,0.0263158,0.00146199
550,0.0263158,0.00146199
560,0.0263158,0.00146199
570,0.0263158,0.00146199
580,0.0263158,0.00146199
590,0.0263158,0.00146199
600,0.0263158,0.00146199
610,0.0263158,0.00146199
620,0.0263158,0.00146199
630,0.0263158,0.00146199
640,0.0263158,0.00146199
650,0.0263158,0.00146199
660,0.0263158,0.00146199
670,0.0263158,0.00146199
680,0.0263158,0.00146199
690,0.0263158,0.00146199
700,0.0263158,0.00146199
710,0.0263158,0.00146199
720,0.0263158,0.00146199
730,0.0263158,0.00146199
740,0.0263158,0.00146199
750,0.0263158,0.00146199
760,0.0263158,0.00146199
770,0.0263158,0.00146199
780,0.0263158,0.00146199
790,0.0263158,0.00146199
800,0.0263158,0.00146199
810,0.0263158,0.00146199
820,0.0263158,0.00146199
830,0.0263158,0.00146199
840,0.0263158,0.00146199
850,0.0263158,0.00146199
860,0.0263158,0.00146199
870,0.0263158,0.00146199
880,0.0263158,0.00146199
890,0.0263158,0.00146199
900,0.0263158,0.00146199
910,0.0263158,0.00146199
920,0.0263158,0.00146199
930,0.0263158,0.00146199
940,0.0263158,0.00146199
950,0.0263158,0.00146199
960,0.0263158,0.00146199
970,0.0263158,0.00146199
980,0.0263158,0.00146199
990,0.0263158,0.00146199
1000,0.0263158,0.00146199
1010,0.0263158,0.00146199
1020,0.0263158,0.00146199
1030,0.0263158,0.00146199
1040,0.0263158,0.00146199
1050,0.0263158,0.00146199
1060,0.0263158,0.00146199
1070,0.0263158,0.00146199
1080,0.0263158,0.00146199
1090,0.0263158,0.00146199
1100,0.0263158,0.00146199
1110,0.0263158,0.00146199
1120,0.0263158,0.00146199
1130,0.0263158,0.00146199
1140,0.0263158,0.00146199
1150,0.0263158,0.00146199
1160,0.0263158,0.00146199
1170,0.0263158,0.00146199
1180,0.0263158,0.00146199
1190,0.0263158,0.00146199
1200,0.0263158,0.00146199
1210,0.0263158,0.00146199
1220,0.0263158,0.00146199
1230,0.0263158,0.00146199
1240,0.0263158,0.00146199
1250,0.0263158,0.00146199
1260,0.0263158,0.00146199
1270,0.0263158,0.00146199
1280,0.0263158,0.00146199
1290,0.0263158,0.00146199
1300,0.0263158,0.00146199
1310,0.0263158,0.00146199
1320,0.0263158,0.00146199
1330,0.0263158,0.00146199
1340,0.0263158,0.00146199
1350,0.0263158,0.00146199
1360,0.0263158,0.00146199
1370,0.0263158,0.00146199
1380,0.0263158,0.00146199
1390,0.0263158,0.00146199
1400,0.0263158,0.00146199
1410,0.0263158,0.00146199
1420,0.0263158,0.00146199
1430,0.0263158,0.00146199
1440,0.0263158,0.00146199
1450,0.0263158,0.00146199
1460,0.0263158,0.00146199
1470,0.0263158,0.00146199
1480,0.0263158,0.00146199
1490,0.0263158,0.00146199
1500,0.0263158,0.00146199
1510,0.0263158,0.00146199
1520,0.0263158,0.00146199
1530,0.0263158,0.00146199
1540,0.0263158,0.00146199
1550,0.0263158,0.00146199
1560,0.0263158,0.00146199
1570,0.0263158,0.00146199
1580,0.0263158,0.00146199
1590,0.0263158,0.00146199
1600,0.0263158,0.00146199
1610,0.0263158,0.00146199
1620,0.0263158,0.00146199
1630,0.0263158,0.00146199
1640,0.0263158,0.00146199
1650,0.0263158,0.00146199
1660,0.0263158,0.00146199
1670,0.0263158,0.00146199
1680,0.0263158,0.00146199
1690,0.0263158,0.00146199
1700,0.0263158,0.00146199
1710,0.0263158,0.00146199
1720,0.0263158,0.00146199
1730,0.0263158,0.00146199
1740,0.0263158,0.00146199
1750,0.0263158,0.00146199
1760,0.0263158,0.00146199
1770,0.0263158,0.00146199
1780,0.0263158,0.00146199
1790,0.0263158,0.00146199
1800,0.0263158,0.00146199
1810,0.0263158,0.00146199
1820,0.0263158,0.00146199
1830,0.0263158,0.00146199
1840,0.0263158,0.00146199
1850,0.0263158,0.00146199
1860,0.0263158,0.00146199
1870,0.0263158,0.00146199
1880,0.0263158,0.00146199
1890,0.0263158,0.00146199
1900,0.0263158,0.00146199
1910,0.0263158,0.00146199
1920,0.0263158,0.00146199
1930,0.0263158,0.00146199
1940,0.0263158,0.00146199
1950,0.0263158,0.00146199
1960,0.0263158,0.00146199
1970,0.0263158,0.00146199
1980,0.0263158,0.00146199
1990,0.0263158,0.00146199
2000,0.0263158,0.00146199
2010,0.0263158,0.00146199
2020,0.0263158,0.00146199
