MDTU,min_min,min_max,max_min,max_max5
1,-0.471473,0.0263447,0.0342067,0.322482
2,-0.455667,0.0202484,0.0392655,0.32795
3,-0.455667,0.0202484,0.0392655,0.32795
4,-0.415159,0.00828526,0.0400688,0.325185
5,-0.443708,0.0119536,0.036507,0.320317
6,-0.444061,0.0216185,0.0422231,0.317037
7,-0.43259,0.00381325,0.0504952,0.314859
8,-0.411189,-0.00117511,0.0389256,0.31757
9,-0.405121,0.0209967,0.0421316,0.316242
10,-0.405121,0.0209967,0.0421316,0.316242
11,-0.405121,0.0209967,0.0421316,0.316242
12,-0.399904,-0.00895488,0.0534332,0.313196
13,-0.404979,-0.0118865,0.0518747,0.315374
14,-0.404979,-0.0118865,0.0518747,0.315374
15,-0.429638,-0.00587036,0.0561542,0.310617
16,-0.407753,-0.00407293,0.0516141,0.305386
17,-0.392173,0.0101452,0.0550635,0.304059
18,-0.395016,0.00174928,0.0458564,0.305149
19,-0.395016,0.00174928,0.0458564,0.305149
20,-0.398935,-0.0114522,0.0380635,0.306565
21,-0.398735,-0.00432213,0.04799,0.301599
22,-0.400619,0.00225443,0.0507666,0.317627
23,-0.400619,0.00225443,0.0507666,0.317627
24,-0.397806,-0.000169192,0.04404,0.320802
25,-0.419723,0.00459884,0.0492578,0.320317
26,-0.412444,0.00472087,0.047264,0.305659
27,-0.399104,-0.00816529,0.0460508,0.301934
28,-0.42086,-0.00353142,0.0467474,0.299746
29,-0.421513,-0.00325868,0.0585437,0.299973
30,-0.43418,-0.0210235,0.0586686,0.300304
31,-0.411801,-0.018515,0.0522181,0.290527
32,-0.429829,-0.0165232,0.0507829,0.296088
33,-0.394883,-0.0161303,0.0471671,0.30234
34,-0.376093,-0.00542328,0.0597159,0.295451
35,-0.403146,-0.0133824,0.0551339,0.30016
36,-0.403146,-0.0133824,0.0551339,0.30016
37,-0.384313,0.00351183,0.0522555,0.30071
38,-0.392776,-0.0141143,0.0536602,0.309426
39,-0.402748,-0.0171107,0.0573206,0.310768
40,-0.402748,-0.0171107,0.0573206,0.310768
41,-0.419312,-0.00831991,0.0501744,0.306777
42,-0.388452,0.00628605,0.0554897,0.299253
43,-0.388452,0.00628605,0.0554897,0.299253
44,-0.388452,0.00628605,0.0554897,0.299253
45,-0.38143,-0.00332401,0.056073,0.314995
46,-0.403503,-0.0171659,0.0624248,0.306672
47,-0.425454,-0.00862267,0.0505128,0.297431
48,-0.410974,0.00284386,0.0396885,0.319617
49,-0.426801,-0.0030841,0.0490819,0.309658
50,-0.399874,-0.007752,0.0599302,0.305034
51,-0.468843,0.021445,0.0481961,0.304279
52,-0.419484,-0.0148236,0.051909,0.30763
53,-0.396203,-0.0257675,0.0532347,0.316582
54,-0.396203,-0.0257675,0.0532347,0.316582
55,-0.396203,-0.0257675,0.0532347,0.316582
56,-0.410161,-0.0108006,0.0574962,0.291899
57,-0.407267,-0.0191029,0.0346633,0.308853
58,-0.408354,-0.0190743,0.0401816,0.300264
59,-0.409214,-0.00128515,0.0530586,0.305937
60,-0.409605,-0.0128391,0.0525174,0.295705
61,-0.446381,-0.00509177,0.0350995,0.312712
62,-0.406356,-0.00564904,0.0408668,0.302616
63,-0.401632,-0.0135468,0.0530808,0.312354
64,-0.394261,-0.0106296,0.0497476,0.300302
65,-0.407327,0.0134641,0.0388295,0.303993
66,-0.393879,-0.00406207,0.0436197,0.300213
67,-0.449311,-0.0177802,0.0504646,0.297554
68,-0.400516,-0.0197908,0.0475645,0.29558
69,-0.413254,-0.0212581,0.0504136,0.293186
70,-0.385386,-0.00477841,0.0541511,0.300928
71,-0.383333,-0.00976387,0.0639001,0.296259
72,-0.424538,-0.00910433,0.0505409,0.292314
73,-0.420572,-0.0109608,0.0664344,0.287651
74,-0.386728,-0.0303045,0.0618591,0.301902
75,-0.380946,-0.0159234,0.0625931,0.305849
76,-0.389946,-0.0236269,0.0574286,0.298391
77,-0.384641,-0.0143471,0.0513425,0.303178
78,-0.416226,-0.0171296,0.0653535,0.292096
79,-0.415173,-0.0262471,0.052857,0.300994
80,-0.388725,-0.009476,0.0572795,0.292826
81,-0.397904,-0.0160799,0.0507067,0.304123
82,-0.381073,-0.0232977,0.05416,0.286078
83,-0.434057,-0.0233326,0.048741,0.287424
84,-0.378637,-0.0130623,0.0540945,0.2995
85,-0.41084,-0.0145159,0.0457068,0.305013
86,-0.395413,-0.00518054,0.0628991,0.299359
87,-0.382747,-0.0186833,0.0656253,0.293554
