MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.87896,-0.1774,0.00019242
2,1.51248,-0.09231,0.000845338
3,1.51248,-0.09231,0.000845338
4,1.29028,-0.05901,3.50618e-05
5,1.23098,-0.04945,0.000159619
6,1.22691,-0.04883,-0.000514462
7,1.06096,-0.00322,-0.000275761
8,0.928282,0.029057,-8.52736e-05
9,0.972456,0.001497,-0.000345974
10,0.972456,0.001497,-0.000345974
11,0.972456,0.001497,-0.000345974
12,0.875271,0.046597,9.34049e-05
13,0.793069,0.066017,-0.000220322
14,0.793069,0.066017,-0.000220322
15,0.725612,0.082672,-9.15173e-05
16,0.765671,0.048113,-0.000175899
17,0.734492,0.07319,0.000341526
18,0.793973,0.043064,0.000488519
19,0.793973,0.043064,0.000488519
20,0.860842,0.012403,0.000186531
21,0.833721,0.0223,-0.000147511
22,0.828794,0.007097,3.63423e-05
23,0.828794,0.007097,3.63423e-05
24,0.912882,-0.01125,-0.000233896
25,1.05211,-0.06468,-3.37425e-05
26,1.11564,-0.0676,-0.000415011
27,0.983095,-0.0388,-0.000332351
28,0.871575,0.00634,7.62897e-06
29,0.950323,-0.03975,-0.000153022
30,0.695937,0.047469,1.83177e-05
31,0.752484,0.034418,-0.000198245
32,0.727365,0.025178,0.00023156
33,0.636861,0.074122,0.000184397
34,0.730671,0.017963,0.000266897
35,0.739336,0.031279,9.43322e-05
36,0.739336,0.031279,9.43322e-05
37,0.852751,-0.00764,0.000180133
38,0.78099,0.012743,0.000315896
39,0.826578,0.00415,0.000431166
40,0.826578,0.00415,0.000431166
41,0.926957,-0.05385,7.89833e-05
42,0.861202,-0.00397,-0.000171625
43,0.861202,-0.00397,-0.000171625
44,0.861202,-0.00397,-0.000171625
45,0.82851,0.005373,0.000125926
46,0.758081,0.032142,1.91137e-05
47,0.841377,0.001735,-3.60101e-05
48,0.734324,0.073681,-0.000176571
49,0.707586,0.091367,-0.00022574
50,0.656805,0.100508,0.000242434
51,0.825878,0.018672,-0.000139499
52,0.754414,0.045033,-0.000233775
53,0.664626,0.07562,-0.000271297
54,0.664626,0.07562,-0.000271297
55,0.664626,0.07562,-0.000271297
56,0.665018,0.087201,6.42435e-05
57,0.739764,0.069299,-0.000163106
58,0.807237,0.05527,-0.000156271
59,0.779493,0.061829,-0.000296836
60,0.763006,0.037986,0.000125722
61,0.779411,0.037651,-0.000125221
62,0.802995,0.023011,0.000316204
63,0.786259,0.000266,4.98141e-05
64,0.783988,0.008232,-0.000156655
65,0.84043,-0.01927,-4.07511e-05
66,0.803765,-0.00552,1.60619e-06
67,0.832956,-0.04012,0.000192245
68,0.725119,0.010673,-0.000243657
69,0.673732,0.01951,2.96985e-05
70,0.612236,0.039889,0.000541086
71,0.666753,0.021567,0.000349139
72,0.648558,0.023342,0.000257134
73,0.721602,-0.02246,0.000144031
74,0.526176,0.072163,-0.000327324
75,0.657712,0.003742,7.24851e-05
76,0.58829,0.051304,-0.000207646
77,0.604971,0.065561,8.35416e-05
78,0.550629,0.101378,-8.26895e-05
79,0.553301,0.059497,-2.01751e-06
80,0.598323,0.07072,0.000188469
81,0.538406,0.106354,-2.05575e-06
82,0.590776,0.062246,-0.000352175
83,0.539918,0.080889,-0.000159328
84,0.681805,0.022788,-0.000124505
85,0.663694,0.046472,-0.000116439
86,0.803812,-0.02203,-0.000252814
87,0.848152,-0.04237,-4.51501e-05
88,0.748894,-0.00562,0.000105238
89,0.648168,0.045377,-0.000306036
90,0.737323,0.012189,-0.000283877
91,0.718847,0.035432,5.95907e-05
92,0.761938,0.022571,7.01049e-05
93,0.761938,0.022571,7.01049e-05
94,0.800466,-0.01975,-0.000242169
95,0.720289,0.002429,0.000154301
96,0.722668,0.013302,-0.000237075
97,0.839234,-0.03917,0.000152628
98,0.71467,0.039905,-9.30543e-05
99,0.670504,0.019855,-0.000189698
100,0.77896,-0.05719,1.77819e-06
101,0.799742,-0.04499,-0.00053802
102,0.858001,-0.07046,-0.000397847
103,0.858001,-0.07046,-0.000397847
104,0.840137,-0.05119,-0.000462329
105,0.819311,-0.03669,-6.45877e-05
106,1.02958,-0.12215,-0.000222452
107,1.01496,-0.12294,0.000273485
108,0.932346,-0.08454,9.48149e-05
109,1.00335,-0.12037,0.000159124
110,1.03112,-0.11469,0.00041371
111,1.1815,-0.17236,0.000196664
112,1.03724,-0.13791,0.000497331
113,1.02928,-0.14726,0.000494516
114,1.08019,-0.15599,-0.000444419
115,1.05706,-0.15219,-0.000172023
116,1.07093,-0.1526,-5.61104e-05
117,0.964326,-0.11306,0.00013318
118,1.0025,-0.14574,-0.000410703
119,1.03674,-0.14901,-0.000497392
120,1.06232,-0.15068,-0.000460417
121,0.990351,-0.13227,0.000121476
122,0.926356,-0.1176,-5.08639e-05
123,0.858599,-0.06599,-0.000184056
124,0.850791,-0.08982,-0.000141366
125,0.889094,-0.09495,-0.000215443
126,0.897974,-0.11041,-0.000126001
127,0.897974,-0.11041,-0.000126001
128,0.938866,-0.15008,-3.22547e-05
129,0.938866,-0.15008,-3.22547e-05
130,0.931106,-0.13116,-0.000194087
131,0.949499,-0.12521,6.04644e-05
132,0.949499,-0.12521,6.04644e-05
133,0.964137,-0.14938,0.000238458
134,0.879256,-0.09978,-0.000338902
135,0.870629,-0.09491,-0.000387817
136,0.873587,-0.08939,-0.000395078
137,0.873587,-0.08939,-0.000395078
138,0.793722,-0.06144,0.000134761
139,0.747797,-0.04071,0.000194062
140,0.728182,-0.02261,0.000274258
141,0.691958,0.013379,7.32932e-06
142,0.772123,-0.02237,-0.000388137
143,0.7463,0.002846,-0.000605496
144,0.765055,0.008667,-0.000425756
145,0.736771,0.00663,6.76841e-05
146,0.715401,0.005014,0.000283439
147,0.679703,0.070866,-1.69637e-05
148,0.679703,0.070866,-1.69637e-05
149,0.679703,0.070866,-1.69637e-05
150,0.679703,0.070866,-1.69637e-05
151,0.553587,0.117155,0.000285738
152,0.553587,0.117155,0.000285738
153,0.553522,0.09651,0.000223241
154,0.519451,0.130227,-0.000450686
155,0.567713,0.079047,-0.000170217
156,0.604827,0.04637,-0.00020774
157,0.670954,0.031664,-6.25608e-05
158,0.670954,0.031664,-6.25608e-05
159,0.716145,0.006115,-0.000273487
