t,walltime
10,334.5
20,336.9
30,336.8
40,346.1
50,356.5
60,355.9
70,355.2
80,363.6
90,352.9
100,385.2
110,366.2
120,362
130,362.2
140,360.9
150,359.4
160,366.6
170,378.9
180,378.5
190,376.3
200,370
210,332.5
220,332.1
230,333.7
240,332.8
250,346.8
260,367.9
270,376.9
280,377.1
290,375.6
300,377.4
310,376.4
320,374.5
330,374.7
340,370.8
350,372.2
360,362.3
370,371.3
380,373.2
390,351.9
400,361.2
410,394.7
420,391.7
430,389.1
440,360.1
450,334.4
460,331.6
470,332.9
480,333
490,331.2
500,333.1
510,334.7
520,333.8
530,350
540,371.8
550,356.5
560,371.8
570,369.9
580,355.7
590,377
600,371.9
610,367.5
620,378.1
630,377.2
640,381.7
650,378.8
660,376
670,371.1
680,371.5
690,373.2
700,371.8
710,375
720,373.8
730,370.9
740,358.3
750,373.7
760,385.8
770,370.5
780,364.5
790,367.1
800,356.2
810,361.4
820,363.2
830,356.9
840,360.9
850,358
860,353.4
870,352.7
880,357.6
890,353.3
900,354.1
910,350
920,342.9
930,343.2
940,342.9
950,344.8
960,340.7
970,338.6
980,367.3
990,371.9
1000,375.8
1010,373.4
1020,371.6
1030,368.6
1040,372.8
1050,372.5
1060,371.5
1070,371.7
1080,370.4
1090,369
1100,369.4
1110,371
1120,371.1
1130,370.5
1140,366.9
1150,364.7
1160,360
1170,360.5
1180,359.5
1190,357.9
1200,363.2
1210,366.1
1220,364.5
1230,366.3
1240,363.5
1250,365.1
1260,358.7
1270,359.2
1280,371.1
1290,372.3
1300,375.4
1310,371
1320,369.7
1330,371.1
1340,371.6
1350,369.8
1360,369.5
1370,360.3
1380,370.5
1390,364.4
1400,367.8
1410,370.5
1420,368.4
1430,369.5
1440,363.2
1450,338.1
1460,363.9
1470,366.8
1480,361.7
1490,369
1500,361
1510,363.5
1520,355.3
1530,345.9
1540,351
1550,356.9
1560,371
1570,372.7
1580,370.6
1590,368.8
1600,371.4
1610,368.5
1620,369.2
