t,cost
10,713.6
20,718.72
30,718.507
40,738.347
50,760.533
60,759.253
70,757.76
80,775.68
90,752.853
100,821.76
110,781.227
120,772.267
130,772.693
140,769.92
150,766.72
160,782.08
170,808.32
180,807.467
190,802.773
200,789.333
210,709.333
220,708.48
230,711.893
240,709.973
250,739.84
260,784.853
270,804.053
280,804.48
290,801.28
300,805.12
310,802.987
320,798.933
330,799.36
340,791.04
350,794.027
360,772.907
370,792.107
380,796.16
390,750.72
400,770.56
410,842.027
420,835.627
430,830.08
440,768.213
450,713.387
460,707.413
470,710.187
480,710.4
490,706.56
500,710.613
510,714.027
520,712.107
530,746.667
540,793.173
550,760.533
560,793.173
570,789.12
580,758.827
590,804.267
600,793.387
610,784
620,806.613
630,804.693
640,814.293
650,808.107
660,802.133
670,791.68
680,792.533
690,796.16
700,793.173
710,800
720,797.44
730,791.253
740,764.373
750,797.227
760,823.04
770,790.4
780,777.6
790,783.147
800,759.893
810,770.987
820,774.827
830,761.387
840,769.92
850,763.733
860,753.92
870,752.427
880,762.88
890,753.707
900,755.413
910,746.667
920,731.52
930,732.16
940,731.52
950,735.573
960,726.827
970,722.347
980,783.573
990,793.387
1000,801.707
1010,796.587
1020,792.747
1030,786.347
1040,795.307
1050,794.667
1060,792.533
1070,792.96
1080,790.187
1090,787.2
1100,788.053
1110,791.467
1120,791.68
1130,790.4
1140,782.72
1150,778.027
1160,768
1170,769.067
1180,766.933
1190,763.52
1200,774.827
1210,781.013
1220,777.6
1230,781.44
1240,775.467
1250,778.88
1260,765.227
1270,766.293
1280,791.68
1290,794.24
1300,800.853
1310,791.467
1320,788.693
1330,791.68
1340,792.747
1350,788.907
1360,788.267
1370,768.64
1380,790.4
1390,777.387
1400,784.64
1410,790.4
1420,785.92
1430,788.267
1440,774.827
1450,721.28
1460,776.32
1470,782.507
1480,771.627
1490,787.2
1500,770.133
1510,775.467
1520,757.973
1530,737.92
1540,748.8
1550,761.387
1560,791.467
1570,795.093
1580,790.613
1590,786.773
1600,792.32
1610,786.133
1620,787.627
1630,789.12
1640,788.267
1650,786.347
1660,780.373
1670,784
1680,788.907
1690,787.84
1700,790.613
1710,763.307
1720,785.707
1730,781.44
1740,784.427
1750,785.28
1760,783.36
1770,782.293
1780,774.827
1790,769.067
1800,768.853
1810,793.6
1820,755.2
1830,750.933
1840,754.133
1850,758.187
1860,751.147
1870,744.96
1880,733.653
1890,737.28
1900,741.547
1910,740.267
1920,734.72
1930,781.013
1940,793.173
1950,788.48
1960,789.973
1970,784.213
1980,781.013
1990,766.293
2000,733.44
2010,773.547
2020,760.96
2030,768.853
2040,794.88
2050,808.533
2060,814.293
