t,cg_iters
1,6806
2,6844
3,6847
4,6910
5,6878
6,6861
7,6898
8,6835
9,6886
10,6862
11,6840
12,6844
13,6879
14,6829
15,6884
16,6926
17,6935
18,6929
19,6961
20,6887
21,6887
22,6941
23,6981
24,6858
25,6886
26,6880
27,6895
28,6866
29,6843
30,6947
31,6987
32,7030
33,7062
34,7070
35,6980
36,6902
37,6821
38,6900
39,6944
40,6874
41,6916
42,6991
43,6954
44,7003
45,7059
46,7005
47,6889
48,6900
49,6890
50,6944
51,6902
52,6940
53,6993
54,6890
55,6995
56,6913
57,6988
58,7040
59,6936
60,6871
61,6870
62,6938
63,6956
64,6953
65,6984
66,7020
67,6934
68,6927
69,6954
70,6928
71,7074
72,7032
73,7060
74,7144
75,7146
76,7072
77,7070
78,7006
79,6968
80,6997
81,6935
82,6981
83,7029
84,6961
85,6909
86,6857
87,6976
88,6888
89,6913
90,6984
91,6904
92,6881
93,6993
94,7021
95,7041
96,6960
97,7038
98,6926
99,6900
100,6936
101,6947
102,6864
103,6914
104,6866
105,6910
106,6906
107,6891
108,6901
109,6926
110,6930
111,6886
112,6945
113,6895
114,6926
115,6963
116,6989
117,6972
118,6909
119,6915
120,6949
121,6907
122,6876
123,6869
124,6862
125,6937
126,6961
127,6961
128,6967
129,6981
130,6982
131,7024
132,6987
133,6910
134,6886
135,6938
136,6881
137,6928
138,6969
139,6956
140,6926
141,6948
142,6944
143,6920
144,6937
145,7115
146,7057
147,6974
148,6819
149,6880
150,6851
151,6942
152,6930
153,6940
154,6939
155,6995
156,6975
157,6932
158,6851
159,6853
160,6895
161,6900
162,6904
163,6953
164,6981
165,6959
166,6956
167,6963
168,7057
169,6904
170,6899
171,6947
172,7037
173,6913
174,6902
175,7041
176,7008
177,6956
178,6968
179,6891
180,6929
181,6993
182,6994
183,7009
184,7022
185,6970
186,6881
187,6900
188,6941
189,6883
190,6929
191,6984
192,6964
193,6967
194,6967
195,6961
196,6874
197,6887
198,6875
199,6876
200,6909
201,6825
202,6823
203,6911
204,6940
205,6924
206,6964
207,6924
208,6985
209,7113
210,6919
211,6886
212,6993
213,6963
214,6915
215,6855
216,6899
217,6941
218,6879
219,6961
220,6953
221,6949
222,6983
223,7022
224,6901
225,6925
226,7026
227,6946
228,6976
229,6954
230,6886
231,6953
232,6987
233,6947
234,6948
235,6903
236,6914
237,6939
238,6892
239,6953
240,6953
241,6952
242,6953
243,6887
244,6917
245,6931
246,6933
247,6877
248,6883
249,6919
250,6845
251,6879
252,6937
253,7013
254,6956
255,6928
256,6887
257,6857
258,6864
259,6872
260,6961
261,6852
262,6932
263,6970
264,6929
265,6951
266,6855
267,6930
268,6975
269,7016
270,7026
271,6915
272,6954
273,6972
274,6972
275,6899
276,6896
277,6972
278,7000
279,6901
280,6914
281,6895
282,6879
283,6907
284,6956
285,6865
286,6895
287,6908
288,6924
289,6944
290,6970
291,6977
292,6986
293,7030
294,7034
295,6875
296,6907
297,6921
298,6979
299,6985
300,7010
301,6929
302,6994
303,7014
304,6889
305,6900
306,6881
307,6887
308,6856
309,6969
310,6955
311,6935
312,6999
313,6938
314,6945
315,6990
316,6944
317,6899
318,6937
319,6945
320,6970
321,7035
322,6998
323,7057
324,6959
325,6976
326,6893
327,7018
328,6974
329,6980
330,7021
331,6961
332,6994
333,6910
334,6893
335,6908
336,6940
337,6997
338,6895
339,6930
340,6941
341,6956
342,6977
343,6996
344,6870
345,6926
346,6942
347,6916
348,6896
349,6919
350,6932
351,6941
352,6865
353,6922
354,6968
355,6945
356,6947
357,6987
358,6968
359,6893
360,6889
361,6904
362,6834
363,6958
364,7017
365,6953
366,6949
367,6999
368,6978
369,7010
370,6976
371,6897
372,6916
373,6903
374,6904
375,7017
376,7022
377,6993
378,7069
379,7120
380,7064
381,7015
382,7039
383,7031
384,6978
385,6925
386,6912
387,6912
388,6889
389,6935
390,6913
391,6972
392,6943
393,6804
394,6903
395,6946
396,6844
397,6985
398,6969
399,6960
400,6962
401,6988
402,6924
403,6997
404,6909
405,6957
406,6953
407,6942
408,6897
409,6860
410,6916
411,6915
412,6925
413,6953
414,6869
415,6899
416,6929
417,6969
418,6894
419,6966
420,6932
421,6977
422,6944
423,6893
424,6890
425,6916
426,6878
427,6929
428,6869
429,6828
430,6878
431,6910
432,6940
433,7029
434,6979
435,6879
436,6941
437,6864
438,6906
439,6920
440,6964
441,6917
442,6918
443,6955
444,7028
445,7017
446,7003
447,7004
448,6999
449,6940
450,6968
451,6917
452,6902
453,6906
454,6885
455,6887
456,6886
457,6893
458,6897
459,6916
460,6906
461,6907
462,6906
463,6851
464,6897
465,6887
466,6960
467,7010
468,6931
469,6919
470,6943
471,6967
472,6950
473,6975
474,6931
475,6960
476,6987
477,7021
478,6896
479,6860
480,6833
481,6886
482,6805
483,6831
484,6917
485,6853
486,6877
487,6913
488,6976
489,6931
490,6968
491,6896
492,6916
493,6904
494,6947
495,6991
496,6893
497,6982
498,6973
499,6914
500,6885
501,6929
502,6928
503,6827
504,6887
505,6968
506,6954
507,7015
508,7127
509,7119
510,7043
511,6908
512,6996
513,7034
514,6949
515,6934
516,6961
517,6899
518,6994
519,6890
520,6931
521,6933
522,6980
523,6996
524,6962
525,6936
526,7011
527,7087
528,7040
529,7026
530,7063
531,7023
532,6944
533,6841
534,6816
535,6892
536,6898
537,6905
538,6917
539,6874
540,6854
541,6934
542,6873
543,7002
544,6975
545,6891
546,6910
547,6942
548,6919
549,6831
550,6869
551,6900
552,6934
553,6851
554,6847
555,6870
556,6877
557,6881
558,6921
559,6937
560,6908
561,6882
562,6831
563,6867
564,6881
565,6865
