ReTr(L),ImTr(L)
-0.360418,2.30879
-0.473865,2.21893
-0.473865,2.21893
-0.42172,2.07754
-0.43788,2.10566
-0.43722,2.0786
-0.30099,2.02326
-0.246465,1.95753
-0.303622,1.94139
-0.303622,1.94139
-0.303622,1.94139
-0.33551,1.86028
-0.366265,1.8095
-0.366265,1.8095
-0.342624,1.79008
-0.31508,1.79763
-0.317723,1.77397
-0.290703,1.81657
-0.290703,1.81657
-0.267898,1.83151
-0.263919,1.80605
-0.35304,1.78673
-0.35304,1.78673
-0.408947,1.82355
-0.34782,1.90746
-0.392624,1.88693
-0.366121,1.83939
-0.390509,1.79663
-0.322151,1.81886
-0.333199,1.68177
-0.289005,1.72691
-0.290062,1.70284
-0.329145,1.67543
-0.350766,1.70484
-0.322597,1.74643
-0.322597,1.74643
-0.416974,1.8059
-0.368376,1.73697
-0.365292,1.75033
-0.365292,1.75033
-0.366473,1.76463
-0.312229,1.77404
-0.312229,1.77404
-0.312229,1.77404
-0.251161,1.7858
-0.300226,1.77586
-0.372782,1.78203
-0.314093,1.77271
-0.323622,1.75772
-0.438489,1.70868
-0.460068,1.78681
-0.522283,1.73079
-0.438082,1.69548
-0.438082,1.69548
-0.438082,1.69548
-0.428638,1.67223
-0.446256,1.71934
-0.406897,1.76106
-0.370061,1.75782
-0.258938,1.72478
-0.326789,1.72936
-0.287595,1.7219
-0.272231,1.71149
-0.216718,1.73558
-0.264922,1.73197
-0.236259,1.71255
-0.245032,1.69454
-0.2678,1.67845
-0.283118,1.67252
-0.364346,1.61959
-0.337145,1.66689
-0.295334,1.65426
-0.281639,1.6773
-0.239148,1.57282
-0.254669,1.64295
-0.292884,1.61977
-0.260612,1.66508
-0.262855,1.63845
-0.260093,1.59035
-0.297023,1.62506
-0.330713,1.59703
-0.294178,1.59481
-0.327104,1.57531
-0.29507,1.6449
-0.325601,1.69522
-0.325433,1.75101
-0.318697,1.7818
-0.276333,1.71933
-0.250341,1.70769
-0.237096,1.76671
-0.227102,1.75234
-0.287991,1.77663
-0.287991,1.77663
-0.303797,1.76712
-0.314668,1.69432
-0.406401,1.67698
-0.429952,1.73316
-0.414525,1.69084
-0.44645,1.65845
-0.414758,1.68895
-0.43067,1.69336
-0.397664,1.74134
-0.397664,1.74134
-0.311515,1.75748
