t,cost
10,4914.58
20,2504.17
30,2077.5
40,1498.54
50,1158.33
60,960.208
70,921.25
80,786.667
90,816.458
100,712.5
110,673.75
120,685.833
130,667.083
140,695.417
150,687.917
160,687.708
170,709.792
180,711.458
190,709.167
200,707.292
210,684.375
220,681.458
230,680.417
240,687.292
250,694.167
260,736.875
270,736.667
280,730.417
290,726.875
300,723.958
310,696.667
320,698.333
330,701.458
340,702.292
350,694.792
360,738.542
370,750
380,734.375
390,738.125
400,739.375
410,669.167
420,626.25
430,629.375
440,665.417
450,658.542
460,664.375
470,666.667
480,661.458
490,667.083
500,653.75
510,694.583
520,694.583
530,695
540,695.625
550,689.792
560,686.667
570,703.333
580,699.792
590,699.583
600,697.708
610,755.833
620,743.958
630,754.375
640,743.125
650,737.292
660,736.667
670,741.042
680,745
690,746.25
700,734.375
710,727.5
720,737.5
730,723.542
740,717.917
750,713.542
760,714.375
770,721.875
780,706.458
790,703.333
800,714.375
810,728.333
820,703.125
830,712.917
840,700.208
850,690.833
860,736.875
870,742.708
880,745
890,739.792
900,743.542
910,750.833
920,752.292
930,748.958
940,753.958
950,745.208
960,753.75
970,744.583
980,740.625
990,738.75
1000,749.792
1010,742.5
1020,753.125
1030,751.25
1040,750.417
1050,741.25
1060,744.375
1070,748.125
1080,751.25
1090,756.667
1100,750.625
1110,791.875
1120,788.333
1130,788.958
1140,786.875
1150,773.542
1160,770.208
1170,780
1180,771.458
1190,766.25
1200,767.292
1210,758.958
1220,766.875
1230,760.208
1240,768.75
1250,768.542
1260,757.5
1270,764.792
1280,772.292
1290,779.792
1300,775.833
1310,762.083
1320,769.375
1330,769.375
1340,769.375
1350,768.125
1360,702.5
1370,705.625
1380,704.792
1390,690.625
1400,695.833
1410,687.083
1420,694.583
1430,705.208
1440,699.583
1450,682.5
1460,705
1470,704.583
1480,705.833
1490,703.958
1500,695.417
1510,705
1520,702.292
1530,695.833
1540,724.792
1550,740
1560,712.917
1570,705
1580,703.75
1590,703.333
1600,706.042
1610,760
1620,764.167
1630,797.5
1640,795
1650,812.083
1660,803.333
1670,793.75
1680,778.333
1690,780
1700,773.542
1710,768.958
1720,761.458
1730,759.583
1740,761.458
1750,753.333
1760,666.25
1770,672.917
1780,665
1790,663.542
1800,663.958
1810,753.542
1820,757.5
1830,767.083
1840,761.875
1850,751.458
1860,712.917
1870,768.333
1880,719.375
1890,696.875
1900,697.083
1910,700.625
1920,715.208
1930,713.333
1940,715.833
1950,712.083
1960,672.5
1970,680
