MDTU,plaq,Re(det),Im(det),link
1,47.9189,2.34635e+09,1.64061e+08,1.21455
2,32.551,1.71408e+08,1.34058e+07,0.972026
3,28.1291,6.68455e+07,5.49267e+06,0.890956
4,25.4114,3.48008e+07,2.97561e+06,0.838347
5,22.6899,1.65282e+07,1.48101e+06,0.784753
6,20.8725,9.76509e+06,907943,0.746102
7,19.1908,5.72441e+06,552227,0.709498
8,17.7244,3.44557e+06,343713,0.676487
9,16.3481,2.15301e+06,221490,0.6427
10,15.4529,1.45404e+06,152238,0.622792
11,14.5401,970571,103733,0.601489
12,13.5921,664626,72746.5,0.575894
13,12.757,466876,52387.5,0.552831
14,11.9414,346056,39188.5,0.527793
15,11.3654,250485,29143.2,0.512211
16,10.8097,191468,22831.7,0.495448
17,10.2828,147743,17936.2,0.47941
18,9.82897,113378,13921.5,0.4665
19,9.51523,90850,11282.2,0.458024
20,8.91118,71845.9,8975.4,0.435776
21,8.5826,56892.7,7183.19,0.425807
22,8.30679,45918.8,5880.31,0.417951
23,8.05135,37466.9,4881.41,0.410417
24,7.80131,30334.6,3976.53,0.403051
25,7.415,24643.7,3301.12,0.388047
26,7.10565,20021,2691.5,0.37744
27,6.91592,17076.1,2333.37,0.371052
28,6.73456,14288.1,1965.89,0.365238
29,6.57787,12482,1752.44,0.359407
30,6.40732,10209.1,1479.95,0.354246
31,6.21201,8764.43,1275.04,0.347178
32,6.05445,7756.12,1139.8,0.340982
33,5.91531,6742.92,986.052,0.335998
34,5.66841,5688.35,841.981,0.325486
35,5.50206,4913.29,740.28,0.318771
36,5.3084,4109.59,616.287,0.31138
37,5.26671,3756.88,563.611,0.310886
38,5.16888,3368.87,510.213,0.307417
39,5.06224,2985.14,454.297,0.303945
40,4.91239,2691.96,409.041,0.297733
41,4.73833,2298.19,358.086,0.28892
42,4.70859,2127.39,332.76,0.288779
43,4.63217,1908.37,300.368,0.286224
44,4.54366,1756.54,281.405,0.282011
45,4.40035,1551.91,246.779,0.275872
46,4.33681,1405.55,222.227,0.273768
47,4.22499,1316.21,209.032,0.268309
48,4.0497,1157.84,184.75,0.259233
49,3.96189,1055.85,168.448,0.255763
50,3.83101,948.462,152.561,0.248845
51,3.72253,858.864,140.728,0.243266
52,3.63463,769.66,127.208,0.238832
53,3.65506,735.671,120.57,0.241008
54,3.51423,677.033,113.749,0.233034
55,3.48311,613.166,103.992,0.232443
56,3.42504,576.525,97.3316,0.229617
57,3.30536,515.622,86.4279,0.223898
58,3.3371,486.336,81.9199,0.22663
59,3.25289,419.756,72.5233,0.222482
60,3.20524,404.922,69.4947,0.220061
61,3.1777,392.746,67.5973,0.219053
62,3.16207,386.527,66.0983,0.218618
63,3.08974,330.284,57.2424,0.215469
64,3.03274,298.312,52.9603,0.212096
65,3.00944,289.838,49.8986,0.212212
66,2.94164,274.353,48.184,0.208459
67,2.91148,257.557,45.3005,0.206958
68,2.8817,251.419,43.7473,0.205898
69,2.8301,239.493,41.751,0.203474
70,2.74585,224.696,39.5487,0.19795
71,2.69239,214.883,37.8966,0.194801
72,2.63951,203.155,35.962,0.192043
73,2.54937,195.468,34.266,0.186506
74,2.46331,179.152,31.9192,0.181282
75,2.39827,175.346,31.3538,0.177207
76,2.33362,158.224,28.8366,0.173561
77,2.33242,152.018,27.7726,0.173866
78,2.31634,143.395,25.8046,0.173509
79,2.30327,137.205,24.7039,0.172926
80,2.224,129.094,23.5929,0.167807
81,2.1746,123.783,22.4972,0.164681
82,2.13317,116.908,21.6048,0.161944
83,2.1702,111.625,20.7174,0.164824
84,2.15584,103.926,19.3041,0.164303
85,2.21033,100.734,18.7674,0.168463
86,2.13336,93.1049,17.5575,0.163536
87,2.13683,89.5058,16.6842,0.164531
88,2.08063,90.2351,16.7032,0.161023
89,2.12448,89.0379,16.5899,0.164285
90,2.07981,81.1944,15.0213,0.162138
91,2.03939,77.7415,14.6492,0.15899
92,2.00485,75.6544,14.2526,0.157077
93,2.05144,74.7318,13.7186,0.161701
94,1.98389,65.6297,12.3281,0.15735
95,1.9342,62.1576,11.7474,0.154113
96,1.92458,60.4909,11.4045,0.153793
97,1.85699,57.14,10.8264,0.149222
98,1.85691,55.6467,10.5119,0.149539
99,1.82192,50.9219,9.77801,0.147322
100,1.87247,50.0604,9.52584,0.15179
101,1.87247,50.0604,9.52584,0.15179
102,1.87247,50.0604,9.52584,0.15179
103,1.86696,46.5886,9.03912,0.151373
104,1.85738,44.6821,8.49021,0.151463
105,1.87812,44.6678,8.53851,0.153854
106,1.84651,43.5244,8.35261,0.151626
107,1.85714,41.9861,8.09967,0.153059
108,1.78857,39.619,7.68476,0.148053
109,1.7391,37.056,7.2316,0.143795
110,1.70477,35.7786,6.93274,0.142228
111,1.71746,34.5408,6.72416,0.14312
112,1.65897,31.8294,6.30006,0.139036
113,1.61375,30.5664,6.08885,0.13594
114,1.61535,29.806,5.9424,0.136251
115,1.61269,28.2296,5.66788,0.136509
116,1.60563,27.4621,5.51587,0.136304
117,1.58274,26.9961,5.37304,0.134861
118,1.56751,26.1751,5.28417,0.133823
119,1.57575,25.5064,5.06954,0.135406
120,1.54155,24.8862,5.02693,0.132853
121,1.51526,23.7068,4.7661,0.131081
122,1.49174,23.0116,4.66538,0.129064
123,1.4736,21.4577,4.38412,0.128116
124,1.4353,21.3973,4.28636,0.125313
125,1.4122,20.8866,4.27106,0.123696
126,1.37878,19.1398,3.99538,0.121094
127,1.39889,18.7587,3.92894,0.122984
128,1.39889,18.7587,3.92894,0.122984
129,1.34538,18.2884,3.84481,0.118305
130,1.31894,17.9076,3.77032,0.116381
131,1.23891,16.2101,3.52208,0.110154
132,1.29488,16.5835,3.5556,0.115065
133,1.29147,15.8351,3.39668,0.115282
134,1.32094,15.6965,3.31357,0.118097
135,1.28199,15.064,3.19114,0.114689
136,1.32303,15.3354,3.2252,0.118391
137,1.32238,15.5613,3.23407,0.118602
138,1.3655,16.1985,3.32819,0.122892
139,1.30346,14.7773,3.08782,0.118019
140,1.30852,15.2604,3.1762,0.118613
141,1.29706,14.966,3.14686,0.117315
142,1.35321,15.6631,3.22505,0.122747
143,1.31935,14.5917,3.05497,0.119559
144,1.28668,14.2685,3.03626,0.116516
145,1.28803,14.1772,3.03246,0.116434
146,1.25556,13.9977,2.96544,0.11391
147,1.25372,13.8027,2.90785,0.114182
148,1.25136,13.0068,2.76686,0.113947
149,1.19831,11.9353,2.61169,0.109094
150,1.2185,11.7067,2.54885,0.111047
151,1.22199,11.3135,2.44653,0.112082
152,1.24245,11.2281,2.40227,0.11401
153,1.19848,10.5504,2.29653,0.110578
154,1.22277,10.3769,2.21168,0.113103
155,1.22294,10.1077,2.18113,0.11341
156,1.21445,9.84927,2.13696,0.112543
157,1.20713,9.06234,1.99061,0.111761
158,1.20214,9.21276,2.01617,0.1116
159,1.19293,9.19553,2.01932,0.110815
160,1.13355,8.73001,1.96667,0.105202
161,1.13194,8.32253,1.88972,0.104842
162,1.13194,8.32253,1.88972,0.104842
163,1.13194,8.32253,1.88972,0.104842
164,1.13194,8.32253,1.88972,0.104842
165,1.11968,7.82513,1.80559,0.103884
166,1.12586,8.24418,1.85751,0.104649
167,1.12597,8.55559,1.93511,0.104888
168,1.08642,8.00214,1.82526,0.101612
169,1.10996,8.23974,1.85805,0.104014
170,1.11747,8.19509,1.85072,0.104797
171,1.10758,7.98494,1.79828,0.104028
172,1.04767,7.33738,1.70087,0.0987012
173,1.0196,7.34425,1.71843,0.0959563
174,0.978981,6.83671,1.64566,0.0922089
175,0.978981,6.83671,1.64566,0.0922089
176,1.01855,6.89248,1.62666,0.0959851
177,1.02929,6.83518,1.59432,0.0969092
178,1.00759,6.50472,1.5407,0.095259
179,1.00759,6.50472,1.5407,0.095259
180,1.0463,6.77487,1.57475,0.0991383
181,1.07359,6.85401,1.58402,0.101655
182,1.09867,6.91352,1.57933,0.104255
183,1.10608,6.95161,1.56649,0.105114
184,1.11428,6.93046,1.57157,0.106227
185,1.11961,6.87855,1.52465,0.107
186,1.11137,6.94869,1.55929,0.10616
187,1.08586,6.48173,1.46927,0.104221
188,1.09549,6.57726,1.48605,0.105156
189,1.07951,6.52332,1.48132,0.103411
190,1.03395,5.91387,1.36492,0.0993168
191,1.03395,5.91387,1.36492,0.0993168
192,1.06073,5.88551,1.34334,0.102182
193,1.10506,6.37714,1.42169,0.106271
194,1.12697,6.28998,1.38525,0.108971
195,1.1451,6.45817,1.40011,0.110782
196,1.1214,6.25431,1.37654,0.108548
197,1.13863,6.20337,1.35505,0.110497
198,1.16828,6.21167,1.33747,0.113429
199,1.18499,6.40616,1.36363,0.115359
200,1.16762,6.08407,1.32199,0.113687
201,1.12168,5.73463,1.26987,0.109302
202,1.06715,5.14936,1.16318,0.104118
203,1.06715,5.14936,1.16318,0.104118
204,1.04104,5.11217,1.18082,0.101396
205,1.07366,5.19008,1.17497,0.104761
206,1.07828,5.36043,1.21202,0.104745
207,1.03773,5.27048,1.20695,0.100826
208,1.03773,5.27048,1.20695,0.100826
209,1.05853,5.10111,1.15106,0.103477
210,1.04631,5.05155,1.1388,0.102161
211,1.05461,4.87049,1.11118,0.103224
212,1.07394,5.05806,1.14993,0.105354
213,1.07024,4.83813,1.09854,0.105417
214,1.10937,5.00578,1.12246,0.109426
215,1.09487,4.80387,1.08218,0.108181
216,1.08534,4.74648,1.07535,0.107285
217,1.12483,4.89775,1.08581,0.111329
218,1.12965,4.94668,1.10561,0.111735
219,1.15641,4.94968,1.09144,0.114871
