MDTU,plaq_ss,plaq_st
1,10.1042,13.1901
2,7.51219,9.66936
3,6.77446,8.658
4,6.31839,8.00359
5,5.79858,7.33165
6,5.4913,6.8702
7,5.17753,6.44746
8,4.87476,6.10254
9,4.63554,5.78794
10,4.4242,5.51974
11,4.21252,5.26386
12,4.04907,5.0435
13,3.8979,4.84703
14,3.78463,4.69909
15,3.66465,4.51136
16,3.56813,4.37477
17,3.46934,4.25013
18,3.35415,4.12601
19,3.2674,4.01773
20,3.20112,3.92933
21,3.12348,3.82095
22,3.04312,3.72517
23,2.97064,3.63504
24,2.89563,3.54432
25,2.84951,3.46545
26,2.77525,3.38749
27,2.73061,3.322
28,2.67761,3.24949
29,2.65143,3.19152
30,2.59416,3.11435
31,2.54398,3.06553
32,2.51192,3.02578
33,2.47897,2.97312
34,2.44184,2.92139
35,2.413,2.86688
36,2.36127,2.81163
37,2.32379,2.78243
38,2.29297,2.74709
39,2.25361,2.71
40,2.22007,2.68128
41,2.21187,2.62838
42,2.18381,2.60306
43,2.15347,2.57099
44,2.14364,2.54707
45,2.10555,2.51791
46,2.07822,2.48703
47,2.06173,2.47422
48,2.04306,2.44351
49,2.01489,2.42049
50,2.00375,2.39056
51,1.99041,2.36537
52,1.9763,2.33545
53,1.95395,2.32004
54,1.95005,2.30365
55,1.92285,2.27775
56,1.9106,2.26281
57,1.8827,2.23823
58,1.86636,2.21302
59,1.84505,2.17307
60,1.83703,2.16736
61,1.82459,2.15943
62,1.81217,2.15877
63,1.78384,2.12058
64,1.77875,2.09409
65,1.7505,2.09097
66,1.73953,2.07976
67,1.73226,2.06444
68,1.71891,2.06084
69,1.70548,2.05086
70,1.70617,2.03615
71,1.70007,2.02938
72,1.68648,2.02229
73,1.68439,2.01944
74,1.67547,2.00469
75,1.67498,2.00498
76,1.66051,1.98321
77,1.64907,1.97124
78,1.63358,1.95789
79,1.6262,1.94687
80,1.62121,1.93667
81,1.61838,1.93043
82,1.61561,1.92071
83,1.60254,1.90607
84,1.5915,1.88508
85,1.5795,1.86867
86,1.57235,1.85848
87,1.55511,1.85031
88,1.55458,1.85963
89,1.54788,1.84902
90,1.52697,1.83043
91,1.53138,1.82104
92,1.52497,1.81888
93,1.50182,1.81042
94,1.48844,1.78599
95,1.48506,1.77684
96,1.47775,1.77164
97,1.47372,1.7629
98,1.46673,1.7587
99,1.45689,1.74105
100,1.44087,1.73311
101,1.44087,1.73311
102,1.44087,1.73311
103,1.43262,1.71615
104,1.41995,1.70776
105,1.40835,1.70661
106,1.40794,1.70255
107,1.39687,1.69337
108,1.39452,1.68668
109,1.39823,1.67728
110,1.38696,1.67374
111,1.38307,1.66535
112,1.37725,1.65314
113,1.37367,1.64844
114,1.36999,1.64172
115,1.3568,1.62877
116,1.35173,1.623
117,1.3486,1.62097
118,1.3453,1.61585
119,1.33111,1.61239
120,1.33083,1.61077
121,1.32344,1.60484
122,1.32603,1.59798
123,1.31512,1.58381
124,1.31846,1.59283
125,1.31671,1.59131
126,1.31239,1.57479
127,1.30439,1.56814
128,1.30439,1.56814
129,1.31332,1.56666
130,1.31346,1.56747
131,1.31105,1.55831
132,1.29998,1.55593
133,1.28952,1.54861
134,1.27967,1.54406
135,1.28222,1.53912
136,1.27402,1.53869
137,1.27293,1.54371
138,1.26499,1.54774
139,1.26144,1.5366
140,1.2629,1.54322
141,1.26531,1.54057
142,1.25526,1.54737
143,1.25503,1.53369
144,1.2617,1.53063
145,1.26041,1.52737
146,1.26262,1.53071
147,1.25834,1.52985
148,1.25218,1.51521
149,1.25598,1.50035
150,1.24617,1.49556
151,1.23527,1.48615
152,1.22645,1.48274
153,1.22576,1.47572
154,1.21447,1.47189
155,1.20968,1.465
156,1.21056,1.45789
157,1.20342,1.44145
158,1.20257,1.44902
159,1.20508,1.44882
160,1.21508,1.44481
161,1.21103,1.43325
162,1.21103,1.43325
163,1.21103,1.43325
164,1.21103,1.43325
165,1.20629,1.42175
166,1.20632,1.43458
167,1.21018,1.44387
168,1.20671,1.43617
169,1.20184,1.43752
170,1.19834,1.43492
171,1.19782,1.43244
172,1.19971,1.42545
173,1.20756,1.43073
174,1.20969,1.42028
175,1.20969,1.42028
176,1.20011,1.41524
177,1.19541,1.41105
178,1.19164,1.40678
179,1.19164,1.40678
180,1.18538,1.41026
181,1.17913,1.40971
182,1.1727,1.40851
183,1.1702,1.40797
184,1.16484,1.40935
185,1.15902,1.40773
186,1.16398,1.41164
187,1.158,1.40189
188,1.15498,1.40396
189,1.16007,1.40064
190,1.15541,1.3874
191,1.15541,1.3874
192,1.1457,1.38669
193,1.14527,1.3956
194,1.13524,1.39304
195,1.13342,1.39868
196,1.13461,1.39429
197,1.12782,1.38851
198,1.11962,1.382
199,1.11703,1.39005
200,1.11488,1.38307
201,1.11931,1.37324
202,1.11886,1.36002
203,1.11886,1.36002
204,1.12731,1.36059
205,1.1179,1.36007
206,1.12171,1.36215
207,1.12935,1.36417
208,1.12935,1.36417
209,1.11656,1.35508
210,1.12057,1.36058
211,1.1123,1.35234
212,1.11123,1.36013
213,1.10407,1.35453
214,1.09778,1.35863
215,1.09506,1.35122
216,1.09529,1.35103
217,1.08775,1.35186
218,1.08855,1.35315
219,1.07983,1.35516
220,1.07542,1.34477
221,1.07542,1.34477
222,1.07542,1.34477
223,1.07542,1.34477
224,1.0825,1.34445
225,1.0844,1.34446
226,1.0844,1.34446
227,1.08721,1.33924
228,1.0808,1.33171
229,1.07324,1.32728
230,1.06834,1.31609
231,1.06931,1.31557
232,1.06672,1.31029
233,1.05899,1.30187
234,1.05899,1.30187
235,1.05445,1.3079
236,1.05565,1.303
237,1.05909,1.30282
238,1.05468,1.29924
239,1.05714,1.30787
240,1.05081,1.32619
241,1.04924,1.31002
242,1.04747,1.30737
243,1.0426,1.30643
244,1.0489,1.31186
245,1.05058,1.29841
246,1.04373,1.30128
247,1.04373,1.30128
248,1.04114,1.29344
249,1.04155,1.29015
250,1.04042,1.29078
251,1.03281,1.27902
252,1.03281,1.27902
253,1.03449,1.28417
254,1.04283,1.27912
255,1.04454,1.2781
256,1.04271,1.28193
257,1.03418,1.28346
258,1.0307,1.27781
259,1.0307,1.27781
260,1.02983,1.27902
261,1.02786,1.27964
262,1.02504,1.27559
263,1.02639,1.27826
264,1.02688,1.27576
265,1.02129,1.26676
266,1.01824,1.26829
267,1.01824,1.26829
268,1.01824,1.26829
269,1.01678,1.27908
270,1.00901,1.28412
271,1.01122,1.28525
272,1.01769,1.28073
273,1.01312,1.27843
274,1.00754,1.27629
275,1.00937,1.2846
276,1.00542,1.27665
277,1.00857,1.28371
278,1.00788,1.27902
279,1.00788,1.27902
280,1.01612,1.27226
281,1.01578,1.26685
282,1.01578,1.26685
283,1.00887,1.26685
284,1.00887,1.26685
285,1.00887,1.26685
286,1.01021,1.26784
287,1.00954,1.26143
288,1.00954,1.26143
289,1.01338,1.26462
290,1.01338,1.26462
291,1.01057,1.2663
292,1.00664,1.26503
293,1.00224,1.25741
294,1.00224,1.25741
295,0.993994,1.2625
296,0.991706,1.26015
297,0.997115,1.25841
298,0.997485,1.25111
299,1.0041,1.25028
300,1.00505,1.241
301,1.00545,1.23696
302,1.00545,1.23696
303,1.00545,1.23696
304,1.00952,1.24371
305,1.00377,1.24046
306,1.00377,1.24046
307,1.00197,1.23621
308,1.00197,1.23621
309,1.00197,1.23621
310,1.00197,1.23621
311,1.00197,1.23621
312,0.999278,1.23503
313,0.999278,1.23503
314,0.999278,1.23503
315,0.995696,1.23484
316,0.995696,1.23484
317,0.995696,1.23484
318,0.995243,1.23906
319,0.995243,1.23906
320,0.996596,1.23654
321,0.995083,1.23747
322,0.999238,1.23366
323,0.999238,1.23366
324,0.995685,1.23259
325,0.995335,1.23575
326,0.996656,1.23903
327,0.996656,1.23903
328,0.999348,1.23243
329,0.99094,1.2298
330,0.99094,1.2298
331,0.99094,1.2298
332,0.99094,1.2298
333,0.990355,1.23367
334,0.990355,1.23367
335,0.983415,1.2361
336,0.986102,1.22975
337,0.978971,1.23479
338,0.978971,1.23479
339,0.970991,1.22989
340,0.977445,1.23309
341,0.977544,1.23237
342,0.979177,1.2337
343,0.979177,1.2337
344,0.974551,1.23724
345,0.970783,1.23964
346,0.970783,1.23964
347,0.966883,1.23204
348,0.972076,1.22754
349,0.967528,1.23003
350,0.967528,1.23003
351,0.967528,1.23003
352,0.966341,1.23014
353,0.965786,1.21602
354,0.965786,1.21602
355,0.965786,1.21602
356,0.973885,1.22036
357,0.97645,1.22453
358,0.97645,1.22453
359,0.97645,1.22453
360,0.97866,1.2217
361,0.973772,1.21417
362,0.980451,1.21749
363,0.98005,1.2093
364,0.982143,1.21432
365,0.981006,1.2094
366,0.985719,1.2112
367,0.985719,1.2112
368,0.979435,1.21231
369,0.97495,1.21209
370,0.978371,1.20928
371,0.973301,1.20484
372,0.973301,1.20484
373,0.973301,1.20484
374,0.96927,1.20798
375,0.970268,1.19899
376,0.971327,1.19362
377,0.968693,1.19475
378,0.968693,1.19475
379,0.958883,1.19075
380,0.958883,1.19075
381,0.958883,1.19075
382,0.958784,1.18493
383,0.961761,1.19911
384,0.959171,1.19769
385,0.961254,1.20319
386,0.968814,1.19347
387,0.968814,1.19347
388,0.966106,1.20313
389,0.966106,1.20313
390,0.97249,1.20078
391,0.968133,1.19614
392,0.970693,1.19399
393,0.970693,1.19399
394,0.966711,1.19286
395,0.968367,1.19685
396,0.960565,1.19523
397,0.960565,1.19523
398,0.962743,1.18647
399,0.961591,1.18543
400,0.961595,1.18083
401,0.963125,1.18902
402,0.960968,1.19659
403,0.963184,1.2033
404,0.962252,1.2026
405,0.955462,1.20538
406,0.953682,1.19808
407,0.952889,1.1985
408,0.950108,1.19018
409,0.951111,1.19118
410,0.954112,1.18797
411,0.954112,1.18797
412,0.954112,1.18797
413,0.950774,1.19216
414,0.951436,1.18787
415,0.948968,1.18809
416,0.939126,1.18545
417,0.939126,1.18545
418,0.939126,1.18545
419,0.942564,1.19098
420,0.942564,1.19098
421,0.939568,1.19025
422,0.939568,1.19025
423,0.94001,1.18377
424,0.94001,1.18377
425,0.94001,1.18377
426,0.936785,1.18451
427,0.936785,1.18451
428,0.932165,1.18797
429,0.93276,1.18564
430,0.932778,1.19195
431,0.932778,1.19195
432,0.933733,1.19879
433,0.931628,1.19535
434,0.931628,1.19535
435,0.929505,1.1977
436,0.929505,1.1977
437,0.929505,1.1977
438,0.933845,1.20149
439,0.933845,1.20149
440,0.93086,1.2017
441,0.934966,1.20668
442,0.934966,1.20668
443,0.934966,1.20668
444,0.936465,1.20625
445,0.936465,1.20625
446,0.937637,1.20328
447,0.937637,1.20328
448,0.936693,1.20734
449,0.934765,1.20521
450,0.934765,1.20521
451,0.927764,1.19607
452,0.932392,1.20152
453,0.930712,1.19773
454,0.930712,1.19773
455,0.930712,1.19773
456,0.930712,1.19773
457,0.933967,1.20111
458,0.931413,1.19839
459,0.931413,1.19839
460,0.939671,1.20117
461,0.933825,1.19909
462,0.933825,1.19909
463,0.935403,1.19456
464,0.935403,1.19456
