MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.37065e+19,-2.85906e+09,59375.4
2,7.2809e+16,-2.07963e+08,937.168
3,1.10447e+16,-8.09085e+07,473.12
4,2.99479e+15,-4.21288e+07,1065.1
5,6.72084e+14,-1.99175e+07,304.705
6,2.34997e+14,-1.1782e+07,-139.654
7,8.06562e+13,-6.898e+06,98.8581
8,2.92338e+13,-4.15255e+06,-103.973
9,1.13804e+13,-2.58764e+06,3.45758
10,5.18427e+12,-1.74553e+06,-48.9045
11,2.29451e+12,-1.15833e+06,-4.80222
12,1.07469e+12,-792255,-0.380543
13,5.28665e+11,-554930,-12.2944
14,2.8807e+11,-408387,-4.22284
15,1.5236e+11,-297939,-5.83708
16,8.90922e+10,-227840,-4.55937
17,5.27609e+10,-174961,-5.40652
18,3.07299e+10,-132972,-0.602732
19,1.96938e+10,-106362,-1.21888
20,1.22126e+10,-83487.5,-0.764872
21,7.69445e+09,-66378.3,-2.11755
22,4.99728e+09,-53424.4,-3.05459
23,3.32044e+09,-43506.8,-4.05808
24,2.16818e+09,-35102.5,-1.15762
25,1.44065e+09,-28678.2,-0.141393
26,9.35412e+08,-22963.6,1.44067
27,6.81497e+08,-19607.6,0.580802
28,4.78461e+08,-16445.3,0.522755
29,3.69632e+08,-14517.6,0.851385
30,2.49625e+08,-11967,0.198975
31,1.82395e+08,-10195.8,-0.333522
32,1.42625e+08,-9009.36,0.325567
33,1.08642e+08,-7886.88,0.544447
34,7.72758e+07,-6649.02,-0.369362
35,5.8067e+07,-5777.42,-0.279174
36,4.03174e+07,-4800.93,-0.00501238
37,3.32987e+07,-4343.61,-0.134347
38,2.66996e+07,-3884.59,0.148292
39,2.06987e+07,-3403.13,-0.377791
40,1.65106e+07,-3016.06,-0.215204
41,1.2424e+07,-2648.42,-0.18274
42,1.05786e+07,-2437.64,-0.0363842
43,8.49248e+06,-2181.83,-0.0398729
44,7.2817e+06,-2029.06,-0.0238832
45,5.58968e+06,-1766.46,-0.063051
46,4.56396e+06,-1593.43,-0.0656563
47,3.94734e+06,-1473.51,-0.043287
48,3.07223e+06,-1302.89,-0.181717
49,2.5192e+06,-1173.04,0.0901315
50,2.05104e+06,-1062.16,-0.00313218
51,1.69284e+06,-967.154,-0.094582
52,1.37932e+06,-877.929,-0.0392309
53,1.24439e+06,-829.841,-0.11615
54,1.063e+06,-769.214,-0.136065
55,871199,-695.997,-0.0306339
56,770651,-654.825,-0.00650752
57,605953,-576.729,-0.00709978
58,539581,-544.378,0.022529
59,409158,-477.183,0.0183566
60,379039,-458.528,-0.0462353
61,351766,-439.258,-0.0289495
62,335191,-425.933,0.0212173
63,248034,-368.334,-0.0122162
64,208119,-341.063,-0.0667182
65,188389,-319.208,0.0226547
66,167704,-300.188,0.0321097
67,149312,-284.472,-0.00572762
68,139249,-272.257,-0.0313575
69,124801,-256.323,-0.0254679
70,111126,-243.051,-0.0258373
71,101917,-233.036,-0.0075789
72,90722.9,-219.449,0.0019865
73,83881.7,-210.95,0.0288111
74,71197.8,-195.15,-0.0127395
75,68042,-190.56,-0.0049869
76,55919,-173.357,0.00563164
77,51226.4,-165.365,0.000304701
78,45310.6,-155.186,-0.0106719
79,41558.7,-148.738,0.00528991
80,36886.1,-140.229,0.00554785
81,34050.5,-134.989,0.00983737
82,30949.9,-129.675,-0.0120776
83,28226.1,-123.842,0.000507964
84,24551.3,-115.664,0.000305774
85,22881.6,-111.274,-0.00746896
86,19808.4,-104.075,-0.00851036
87,17947,-98.2717,-0.00130886
88,18009.3,-97.9179,-0.00707463
89,17435.9,-96.0883,-0.00436193
90,14341.6,-86.7376,0.001739
91,13420.2,-84.6278,-0.00540433
92,12627.6,-81.8589,0.0164542
93,11806.1,-77.6728,0.0152328
94,9287.15,-69.4831,0.00382539
95,8415.84,-66.44,0.0032997
96,7927.3,-64.328,0.00472637
97,7080.53,-60.8139,0.00299848
98,6695.16,-59.0601,0.00301355
99,5687,-54.7572,-0.00478566
100,5370.91,-52.6699,-0.00134157
101,5370.91,-52.6699,-0.00134157
102,5370.91,-52.6699,-0.00134157
103,4702.89,-49.5045,-0.00324923
104,4265.88,-46.8754,-0.00382734
105,4176.98,-45.9224,0.00263456
106,3978.48,-44.8814,-0.000990826
107,3668.11,-42.8914,-0.00258418
108,3288.93,-40.7457,-0.00497225
109,2971.66,-39.3219,-0.00516007
110,2726.21,-37.3903,-0.000866133
111,2561.11,-36.3708,0.00232994
112,2206.72,-33.9694,-0.00297946
113,2035.36,-32.6187,0.00297471
114,1940.78,-31.8916,-0.00168546
115,1713.44,-29.7391,-0.00136742
116,1616.07,-28.8354,0.00408136
117,1550.73,-28.1615,0.00733467
118,1462.17,-27.3699,-0.00547908
119,1362.38,-26.1935,-0.00620806
120,1303.95,-25.6778,-0.00698249
121,1180.96,-24.4178,0.00119193
122,1128.73,-24.0297,-0.000119626
123,979.571,-22.3588,-0.000179483
124,988.554,-22.6349,0.000914805
125,945.875,-22.1672,-0.00217753
126,810.088,-20.6831,-0.00524486
127,767.755,-20.0107,-0.00321539
128,767.755,-20.0107,-0.00321539
129,748.94,-19.9923,0.000948471
130,727.706,-19.8194,-0.00208726
131,618.353,-18.5252,-0.00180267
132,620.673,-18.2488,-0.000913337
133,560.663,-17.2736,-0.00349169
134,538.691,-16.773,-0.00307937
135,506.511,-16.4135,-0.00543734
136,511.346,-16.3024,-0.000434376
137,522.332,-16.4232,0.001763
138,548.519,-16.5847,-0.000302074
139,466.612,-15.4502,0.00269949
140,494.02,-15.8447,0.00277346
141,482.405,-15.7646,-0.00213538
142,509.03,-15.9152,0.00103805
143,450.714,-15.115,0.00136156
144,440.227,-15.0804,0.00134136
145,432.829,-14.9211,-0.000592402
146,425.625,-14.8626,-0.0016
147,413.682,-14.6531,-0.000869466
148,367.841,-13.8206,0.000456643
149,321.699,-13.1311,0.00273019
150,303.252,-12.6376,0.000896927
151,276.006,-11.9175,0.00104641
152,265.927,-11.5796,-6.72866e-05
153,240.16,-11.1164,-0.00116787
154,226.758,-10.6858,-0.00192304
155,213.776,-10.337,-0.00207871
156,204.384,-10.1395,0.000775447
157,174.479,-9.4016,0.00106254
158,179.419,-9.5121,0.0022172
159,180.154,-9.5665,0.00162959
160,169.824,-9.4733,0.00215921
161,154.659,-9.0456,0.00169956
162,154.659,-9.0456,0.00169956
163,154.659,-9.0456,0.00169956
164,154.659,-9.0456,0.00169956
165,137.759,-8.55958,0.00135481
166,150.503,-8.89301,-1.30968e-05
167,162.901,-9.2714,0.000582933
168,144.316,-8.77211,0.000619448
169,148.601,-8.7895,0.00248966
170,145.442,-8.65203,-0.00013055
171,139.314,-8.50417,-0.000448468
172,122.702,-8.12233,-0.000516939
173,126.866,-8.36509,0.00112981
174,113.857,-8.0255,-0.000964625
175,113.857,-8.0255,-0.000964625
176,110.592,-7.7743,-0.000563252
177,107.04,-7.6012,0.00178795
178,98.0558,-7.30552,-6.52209e-05
179,98.0558,-7.30552,-6.52209e-05
180,102.628,-7.36541,-0.00180586
181,102.722,-7.29627,0.000865392
182,102.09,-7.19714,0.000549688
183,102.118,-7.16517,0.00114656
184,100.437,-7.06651,-4.0732e-05
185,97.192,-6.89587,0.000121766
186,100.581,-7.06153,-0.000144969
187,87.7344,-6.60022,0.00160704
188,89.1777,-6.61128,-0.000501533
189,88.6163,-6.62331,0.000308322
190,73.933,-6.09066,0.000702524
191,73.933,-6.09066,0.000702524
192,71.4548,-5.917,0.000885692
193,81.6359,-6.24073,-0.000588068
194,77.7003,-6.0181,-0.00105209
195,81.4116,-6.14355,0.000499851
196,77.0954,-6.00701,0.000497376
197,73.9965,-5.80332,-0.00195237
198,72.1447,-5.63657,-0.0014662
199,76.0125,-5.75449,0.000174354
200,69.2504,-5.5215,-0.000735709
201,62.7252,-5.31288,-0.000647497
202,51.982,-4.91051,0.000832911
203,51.982,-4.91051,0.000832911
204,52.5686,-5.00399,-0.000275326
205,52.3652,-4.90384,-0.000951817
206,55.5707,-5.03662,0.00111683
207,55.3349,-5.10884,-0.00119916
208,55.3349,-5.10884,-0.00119916
209,50.0397,-4.76376,-0.000585674
210,50.5275,-4.86955,-0.000152365
211,46.188,-4.60779,-0.000913905
212,49.5411,-4.75761,-0.000657831
213,45.0401,-4.5195,0.000197799
214,47.105,-4.55931,0.00196738
215,43.3126,-4.36628,0.00215795
216,42.5447,-4.34272,0.00123338
217,43.9955,-4.33918,-0.000204795
218,44.9126,-4.38413,-0.000821564
219,44.3049,-4.31443,-0.000568189
220,39.7437,-4.05553,0.000533684
221,39.7437,-4.05553,0.000533684
222,39.7437,-4.05553,0.000533684
223,39.7437,-4.05553,0.000533684
224,38.7365,-4.0664,-0.000142375
225,38.627,-4.07294,-0.000233131
226,38.627,-4.07294,-0.000233131
227,35.2299,-3.94007,-0.000219742
228,31.6426,-3.70969,0.000554186
229,30.6386,-3.59253,-0.000269101
230,27.2974,-3.35872,-0.000251216
231,25.872,-3.30488,0.000293716
232,24.5068,-3.19694,0.000193792
233,22.1354,-2.99156,0.000429693
234,22.1354,-2.99156,0.000429693
235,23.6074,-3.05612,0.00199362
236,21.6922,-2.95954,0.000351454
237,21.6526,-2.97486,0.000955611
238,20.4018,-2.87318,-0.0008218
239,22.4068,-3.02757,0.000321753
240,28.1148,-3.34198,-0.00064462
241,22.8546,-3.01097,-0.00094685
242,23.4891,-3.01095,-0.000201
243,22.2737,-2.93262,-0.000613561
244,24.4976,-3.08965,0.000148875
245,20.0095,-2.82377,0.000587726
246,21.2049,-2.84948,2.49936e-05
247,21.2049,-2.84948,2.49936e-05
248,19.3416,-2.6927,0.000187925
249,18.5783,-2.646,0.000373339
250,18.6212,-2.64305,9.74699e-05
251,15.8699,-2.39691,-3.1203e-06
252,15.8699,-2.39691,-3.1203e-06
253,16.921,-2.48677,-2.83557e-05
254,16.0635,-2.46436,-0.000369017
255,15.8639,-2.45891,0.000128285
256,16.3431,-2.48963,-0.000447976
257,16.0699,-2.4427,0.000383764
258,15.2069,-2.34693,-0.000143928
259,15.2069,-2.34693,-0.000143928
260,14.7703,-2.32912,0.000399889
261,15.6557,-2.36415,3.02583e-05
262,15.1191,-2.29279,-0.000850284
263,14.8276,-2.30404,-9.64146e-05
264,14.1588,-2.26364,0.000311542
265,12.2816,-2.08587,-0.000892263
266,12.5033,-2.0931,0.0004128
267,12.5033,-2.0931,0.0004128
268,12.5033,-2.0931,0.0004128
269,14.398,-2.25577,0.00116705
270,15.3851,-2.29766,0.00103682
271,15.5225,-2.31989,-0.000285445
272,14.4586,-2.27109,0.000711071
273,14.0575,-2.21619,-5.58968e-05
274,13.5944,-2.15322,0.000532498
275,15.3387,-2.29813,0.00043687
276,13.8963,-2.15428,0.000238298
277,15.3966,-2.28429,0.000294584
278,14.4159,-2.20783,0.000465531
279,14.4159,-2.20783,0.000465531
280,12.7424,-2.12181,-0.000280131
281,11.7828,-2.03596,0.000640007
282,11.7828,-2.03596,0.000640007
283,11.5095,-1.99022,0.000345171
284,11.5095,-1.99022,0.000345171
285,11.5095,-1.99022,0.000345171
286,11.5644,-2.00386,0.000188353
287,10.3357,-1.88953,3.41816e-06
288,10.3357,-1.88953,3.41816e-06
289,10.8458,-1.95606,-3.1831e-05
290,10.8458,-1.95606,-3.1831e-05
291,10.9962,-1.95993,0.000260334
292,10.8555,-1.92805,0.000633576
293,9.8266,-1.80578,0.000144433
294,9.8266,-1.80578,0.000144433
295,10.7164,-1.85579,0.000165303
296,10.278,-1.80267,0.000338706
297,9.81425,-1.78981,4.88445e-05
298,9.05779,-1.70192,5.0755e-06
299,8.80527,-1.7143,3.48947e-05
300,7.83754,-1.60697,0.000420403
301,7.35804,-1.55506,0.000757689
302,7.35804,-1.55506,0.000757689
303,7.35804,-1.55506,0.000757689
304,8.25608,-1.66552,0.000888118
305,7.82782,-1.59417,-0.000437208
306,7.82782,-1.59417,-0.000437208
307,7.21498,-1.52457,0.000141201
308,7.21498,-1.52457,0.000141201
309,7.21498,-1.52457,0.000141201
310,7.21498,-1.52457,0.000141201
311,7.21498,-1.52457,0.000141201
312,7.2341,-1.50506,-2.4072e-05
313,7.2341,-1.50506,-2.4072e-05
314,7.2341,-1.50506,-2.4072e-05
315,7.29613,-1.49219,-0.000409495
316,7.29613,-1.49219,-0.000409495
317,7.29613,-1.49219,-0.000409495
318,7.64371,-1.53597,-8.20271e-05
319,7.64371,-1.53597,-8.20271e-05
320,7.4225,-1.51148,-0.000395002
321,7.53261,-1.51968,0.000259623
322,6.92815,-1.47281,-0.000391553
323,6.92815,-1.47281,-0.000391553
324,6.97362,-1.45631,0.000436625
325,7.24275,-1.49328,0.000469151
326,7.47878,-1.53251,-8.94703e-05
327,7.47878,-1.53251,-8.94703e-05
328,6.70839,-1.45899,-0.000116128
329,6.60421,-1.39701,-5.40019e-05
330,6.60421,-1.39701,-5.40019e-05
331,6.60421,-1.39701,-5.4002e-05
332,6.60421,-1.39701,-5.4002e-05
333,6.9459,-1.4388,0.0004448
334,6.9459,-1.4388,0.0004448
335,7.10766,-1.43657,0.000221476
336,6.40467,-1.36579,0.000407446
337,6.895,-1.39598,-0.000195086
338,6.895,-1.39598,-0.000195086
339,6.64564,-1.32248,7.3363e-05
340,6.91046,-1.38178,-8.88501e-05
341,6.69387,-1.36681,0.000555938
342,6.8608,-1.39123,-0.000394005
343,6.8608,-1.39123,-0.000394005
344,7.26402,-1.41985,6.73752e-05
345,7.52029,-1.43482,-7.98363e-05
346,7.52029,-1.43482,-7.98363e-05
347,6.72009,-1.3293,0.000174102
348,6.26532,-1.29344,0.000450829
349,6.60096,-1.31518,-0.000420845
350,6.60096,-1.31518,-0.000420845
351,6.60096,-1.31518,-0.000420845
352,6.705,-1.31275,5.58616e-05
353,5.2994,-1.14158,7.77967e-05
354,5.2994,-1.14158,7.77967e-05
355,5.2994,-1.14158,7.77967e-05
356,5.69048,-1.21972,-8.12884e-05
357,6.01844,-1.27585,3.75843e-05
358,6.01844,-1.27585,3.75843e-05
359,6.01844,-1.27585,3.75843e-05
360,5.81485,-1.255,0.000110373
