MDTU,0,2,4,6,8,10
10,41.6307,41.6266,41.6224,41.6203,41.6171,41.6147
20,34.51,34.5024,34.5003,34.4977,34.4958,34.4927
30,30.9928,30.9858,30.9845,30.9805,30.9768,30.9746
40,28.3106,28.3015,28.2988,28.2952,28.2921,28.2888
50,26.6097,26.5995,26.5969,26.5897,26.5864,26.5815
60,25.4267,25.4169,25.4148,25.4057,25.3988,25.3906
70,24.4701,24.4587,24.4567,24.4535,24.4511,24.447
80,23.6023,23.5919,23.5905,23.5867,23.5842,23.5807
90,22.9332,22.9221,22.9193,22.9174,22.915,22.9139
100,22.1916,22.1795,22.1776,22.1732,22.1718,22.1672
110,21.7843,21.7705,21.7685,21.7662,21.7641,21.7616
120,21.3105,21.2988,21.2948,21.2883,21.2856,21.2823
130,21.0509,21.0395,21.0375,21.0345,21.0332,21.0325
140,20.7967,20.7838,20.7794,20.7733,20.7706,20.7625
150,20.3965,20.3865,20.3819,20.3783,20.3763,20.3744
160,20.2387,20.229,20.2214,20.2106,20.2039,20.1954
170,19.959,19.9442,19.9395,19.9318,19.925,19.9189
180,19.9008,19.8907,19.8858,19.8764,19.8717,19.8671
190,19.5814,19.5695,19.5628,19.5561,19.5539,19.5473
200,19.4284,19.4244,19.4144,19.4135,19.41,19.408
210,19.3957,19.3826,19.3769,19.3716,19.3704,19.3659
220,19.0677,19.0542,19.0487,19.0458,19.0426,19.0356
230,18.9102,18.9052,18.8962,18.8923,18.8899,18.8872
240,18.8596,18.8449,18.8421,18.8347,18.8308,18.8284
250,18.6918,18.6758,18.6727,18.6711,18.669,18.666
260,18.7014,18.6869,18.6813,18.6781,18.6715,18.6642
270,18.6399,18.6253,18.6195,18.6106,18.6063,18.5995
280,18.3418,18.333,18.3268,18.3237,18.319,18.3144
290,18.4673,18.4562,18.451,18.4401,18.4324,18.4248
300,18.3078,18.2961,18.2912,18.2847,18.2824,18.2733
310,18.3147,18.3036,18.299,18.2906,18.2849,18.2782
320,18.2882,18.2755,18.2737,18.2701,18.2672,18.2655
330,18.2711,18.2593,18.2556,18.2455,18.236,18.2304
340,18.2981,18.2865,18.2785,18.272,18.2688,18.2581
350,18.0051,17.9896,17.9878,17.9829,17.9811,17.9804
360,18.0418,18.031,18.0282,18.0249,18.0218,18.0185
370,18.0695,18.0549,18.0529,18.0463,18.0454,18.0418
380,17.9631,17.9513,17.9491,17.9381,17.9342,17.9295
390,17.9667,17.9528,17.951,17.9443,17.9431,17.9399
400,17.8706,17.8573,17.8543,17.8504,17.8475,17.8457
410,17.8945,17.8815,17.8776,17.869,17.8653,17.8632
420,17.8556,17.8392,17.8329,17.8255,17.8227,17.8137
430,17.6949,17.68,17.6767,17.6678,17.6661,17.6617
440,17.7857,17.7708,17.7682,17.7586,17.7533,17.7472
450,17.7592,17.7476,17.7452,17.7414,17.7394,17.7365
460,17.8756,17.8592,17.8563,17.8524,17.85,17.8445
470,17.7822,17.7771,17.7723,17.7667,17.7649,17.7638
480,17.688,17.6707,17.6677,17.6618,17.6594,17.6539
490,17.7435,17.7323,17.7281,17.718,17.7149,17.7076
500,17.6675,17.6526,17.6496,17.6469,17.6433,17.6389
510,17.6947,17.679,17.677,17.6714,17.6679,17.6625
520,17.5679,17.5548,17.5467,17.5384,17.5362,17.5248
530,17.4618,17.4483,17.4443,17.4314,17.4275,17.4196
540,17.4565,17.4432,17.4377,17.435,17.4314,17.4293
550,17.532,17.5269,17.5165,17.5149,17.5115,17.5101
560,17.6006,17.5871,17.5825,17.575,17.5717,17.5686
570,17.4664,17.4537,17.4479,17.442,17.4393,17.4305
580,17.4612,17.449,17.4423,17.4354,17.4302,17.4242
590,17.5242,17.5109,17.5073,17.499,17.493,17.4875
600,17.45,17.4348,17.433,17.4289,17.4245,17.4205
610,17.6284,17.6138,17.6098,17.6013,17.5989,17.593
620,17.6513,17.6399,17.6364,17.6311,17.6283,17.6242
630,17.6395,17.6325,17.6273,17.6224,17.6194,17.6165
640,17.8129,17.8013,17.7957,17.7903,17.7879,17.7843
650,17.3999,17.3874,17.3796,17.3769,17.3746,17.3716
660,17.3997,17.3966,17.3887,17.3848,17.3753,17.3737
670,17.4182,17.4028,17.4009,17.3935,17.3914,17.3868
680,17.4002,17.3867,17.3853,17.3769,17.3743,17.3703
690,17.5433,17.5272,17.5225,17.5166,17.512,17.506
700,17.4298,17.4158,17.413,17.4093,17.406,17.4021
710,17.3671,17.3523,17.3488,17.3433,17.3412,17.3359
720,17.3643,17.3498,17.3473,17.3406,17.3381,17.3342
730,17.3497,17.3368,17.3332,17.3311,17.3276,17.3257
740,17.3344,17.3187,17.3164,17.3116,17.3101,17.3087
750,17.501,17.4878,17.4837,17.473,17.469,17.4627
760,17.4541,17.4453,17.4399,17.4379,17.4291,17.4253
770,17.4708,17.4552,17.452,17.4473,17.4457,17.4429
780,17.4478,17.4351,17.429,17.4235,17.419,17.4112
790,17.4289,17.4165,17.4137,17.4084,17.4041,17.4005
800,17.3899,17.3756,17.3725,17.3697,17.3684,17.3667
810,17.3827,17.3658,17.3606,17.3523,17.3491,17.3423
820,17.675,17.6624,17.66,17.6534,17.6515,17.6474
830,17.5798,17.5705,17.5652,17.5555,17.5468,17.5435
840,17.5232,17.5106,17.5073,17.5024,17.4992,17.4958
850,17.5697,17.5556,17.5528,17.5464,17.5412,17.5362
860,17.5056,17.4998,17.4938,17.4918,17.486,17.4843
870,17.5992,17.5846,17.5804,17.5748,17.5716,17.5666
880,17.5713,17.5584,17.5546,17.5447,17.5391,17.5331
890,17.6159,17.6013,17.5986,17.5887,17.5846,17.581
900,17.5103,17.4965,17.4951,17.4914,17.4863,17.4834
910,17.5717,17.5585,17.5569,17.5517,17.5499,17.5445
920,17.5051,17.4912,17.4861,17.4824,17.4801,17.4724
930,17.6054,17.5931,17.5921,17.58,17.5761,17.574
940,17.4914,17.478,17.4737,17.47,17.4673,17.465
950,17.5855,17.5718,17.5606,17.553,17.5508,17.5373
960,17.508,17.4942,17.4904,17.4859,17.4823,17.4782
