t,N_f,N_g
10,200,8000
20,100,3600
30,80,2560
40,60,1440
50,50,1000
60,40,800
70,36,720
80,32,512
90,32,576
100,28,504
110,28,504
120,28,504
130,28,504
140,28,504
150,28,504
160,28,448
170,28,448
180,28,448
190,28,448
200,28,448
210,26,364
220,28,392
230,28,392
240,28,392
250,28,392
260,28,392
270,28,392
280,28,392
290,28,392
300,28,392
310,28,392
320,28,392
330,28,392
340,28,392
350,28,392
360,28,392
370,28,392
380,28,392
390,28,392
400,28,392
410,28,336
420,26,364
430,24,336
440,26,364
450,26,364
460,26,364
470,26,364
480,26,364
490,26,364
500,26,364
510,28,392
520,28,392
530,28,392
540,28,392
550,28,392
560,28,392
570,28,392
580,28,392
590,28,392
600,28,392
610,28,392
620,28,392
630,28,392
640,28,392
650,28,392
660,28,392
670,28,392
680,28,392
690,28,392
700,28,392
710,28,392
720,28,392
730,28,392
740,28,392
750,28,392
760,28,392
770,28,392
780,28,392
790,28,392
800,28,392
810,28,392
820,28,392
830,28,392
840,28,392
850,28,392
860,28,392
870,28,392
880,28,392
890,28,392
900,28,392
910,28,392
920,28,392
930,28,392
940,28,392
950,28,392
960,28,392
970,28,392
980,28,392
990,28,392
1000,28,392
1010,28,392
1020,28,392
1030,28,392
1040,28,392
1050,28,392
1060,28,392
1070,28,392
1080,28,392
1090,28,392
1100,28,392
1110,28,392
1120,28,392
1130,28,392
1140,28,392
1150,28,392
1160,28,392
1170,28,392
1180,28,392
1190,28,392
1200,28,392
1210,28,392
1220,28,392
1230,28,392
1240,28,392
1250,28,392
1260,28,392
1270,28,392
1280,28,392
1290,28,392
1300,28,392
1310,28,392
1320,28,392
1330,28,392
1340,28,392
1350,28,392
1360,28,392
1370,28,392
1380,28,392
1390,28,392
1400,28,392
1410,28,392
1420,28,392
1430,28,392
1440,28,392
1450,28,392
1460,28,392
1470,28,392
1480,28,392
1490,28,392
1500,28,392
1510,28,392
1520,28,392
1530,28,392
1540,28,392
1550,28,392
1560,28,392
1570,28,392
1580,28,392
1590,28,392
1600,28,392
1610,28,392
1620,28,392
1630,28,392
1640,28,392
1650,28,392
1660,28,392
1670,28,392
1680,28,392
1690,28,392
1700,28,392
1710,28,392
1720,28,392
1730,28,392
1740,28,392
1750,28,392
1760,28,392
1770,28,392
1780,28,392
1790,28,392
1800,28,392
1810,28,392
1820,28,392
1830,28,392
1840,28,392
1850,28,392
1860,28,392
1870,28,392
1880,28,392
1890,28,392
1900,28,392
1910,28,392
1920,28,392
1930,28,392
1940,28,392
1950,28,392
1960,28,392
1970,28,392
1980,28,392
1990,28,392
2000,28,392
2010,28,392
2020,28,392
2030,28,392
2040,28,392
2050,28,392
2060,28,392
2070,28,392
2080,28,392
2090,28,392
2100,28,392
2110,28,392
2120,28,392
2130,28,392
2140,28,392
2150,28,392
2160,28,392
2170,28,392
2180,28,392
2190,28,392
2200,28,392
2210,28,392
2220,28,392
2230,28,392
2240,28,392
2250,28,392
2260,28,392
2270,28,392
2280,28,392
2290,28,392
2300,28,392
2310,28,392
2320,28,392
2330,28,392
2340,28,392
2350,28,392
2360,28,392
2370,28,392
2380,28,392
2390,28,392
2400,28,392
2410,28,392
2420,28,392
2430,28,392
2440,28,392
2450,28,392
2460,28,392
2470,28,392
2480,28,392
2490,28,392
2500,28,392
2510,28,392
2520,28,392
2530,28,392
2540,28,392
2550,28,392
2560,28,392
2570,28,392
2580,28,392
2590,28,392
2600,28,392
2610,28,392
2620,28,392
2630,28,392
2640,28,392
2650,28,392
2660,28,392
2670,28,392
2680,28,392
2690,28,392
2700,28,392
2710,28,392
2720,28,392
2730,28,392
2740,28,392
2750,28,392
2760,28,392
2770,28,392
2780,28,392
2790,28,392
2800,28,392
2810,28,392
2820,28,392
2830,28,392
2840,28,392
2850,28,392
2860,28,392
2870,28,392
2880,28,392
2890,28,392
2900,28,392
2910,28,392
2920,28,392
2930,28,392
2940,28,392
2950,28,392
2960,28,392
2970,28,392
2980,28,392
2990,28,392
3000,28,392
3010,28,392
3020,28,392
3030,28,392
3040,28,392
3050,28,392
3060,28,392
3070,28,392
3080,28,392
3090,28,392
3100,28,392
3110,28,392
3120,28,392
3130,28,392
3140,28,392
3150,28,392
3160,28,392
3170,28,392
3180,28,392
3190,28,392
3200,28,392
3210,28,392
3220,28,392
3230,28,392
3240,28,392
3250,28,392
3260,28,392
3270,28,392
3280,28,392
3290,28,392
3300,28,392
3310,28,392
3320,28,392
3330,28,392
3340,28,392
3350,28,392
3360,28,392
3370,28,392
3380,28,392
3390,28,392
3400,28,392
3410,28,392
3420,28,392
3430,28,392
3440,28,392
3450,28,392
3460,28,392
3470,28,392
3480,28,392
3490,28,392
3500,28,392
3510,28,392
3520,28,392
3530,28,392
3540,28,392
3550,28,392
3560,28,392
3570,28,392
3580,28,392
3590,28,392
3600,28,392
3610,28,392
3620,28,392
3630,28,392
3640,28,392
3650,28,392
3660,28,392
3670,28,392
3680,28,392
3690,28,392
3700,28,392
3710,28,392
3720,28,392
3730,28,392
3740,28,392
3750,28,392
3760,28,392
3770,28,392
3780,28,392
3790,28,392
3800,28,392
3810,28,392
3820,28,392
3830,28,392
3840,28,392
3850,28,392
3860,28,392
3870,28,392
3880,28,392
3890,28,392
3900,28,392
3910,28,392
3920,28,392
3930,28,392
3940,28,392
3950,28,392
3960,28,392
3970,28,392
3980,28,392
3990,28,392
4000,28,392
4010,28,392
4020,28,392
4030,28,392
4040,28,392
4050,28,392
4060,28,392
4070,28,392
4080,28,392
4090,28,392
4100,28,392
4110,28,392
4120,28,392
4130,28,392
4140,28,392
4150,28,392
4160,28,392
4170,28,392
4180,28,392
4190,28,392
4200,28,392
4210,28,392
4220,28,392
4230,28,392
4240,28,392
4250,28,392
4260,28,392
4270,28,392
4280,28,392
4290,28,392
4300,28,392
4310,28,392
4320,28,392
4330,28,392
4340,28,392
4350,28,392
4360,28,392
4370,28,392
4380,28,392
4390,28,392
4400,28,392
4410,28,392
4420,28,392
4430,28,392
4440,28,392
4450,28,392
4460,28,392
4470,28,392
4480,28,392
4490,28,392
4500,28,392
4510,28,392
4520,28,392
4530,28,392
4540,28,392
4550,28,392
4560,28,392
4570,28,392
4580,28,392
4590,28,392
4600,28,392
4610,28,392
4620,28,392
4630,28,392
4640,28,392
4650,28,392
4660,28,392
4670,28,392
4680,28,392
4690,28,392
4700,28,392
4710,28,392
4720,28,392
4730,28,392
4740,28,392
4750,28,392
4760,28,392
4770,28,392
4780,28,392
4790,28,392
4800,28,392
4810,28,392
4820,28,392
4830,28,392
4840,28,392
4850,28,392
4860,28,392
4870,28,392
4880,28,392
4890,28,392
4900,28,392
4910,28,392
4920,28,392
4930,28,392
4940,28,392
4950,28,392
4960,28,392
4970,28,392
4980,28,392
4990,28,392
5000,28,392
5010,28,392
5020,28,392
5030,28,392
5040,28,392
5050,28,392
5060,28,392
5070,28,392
5080,28,392
5090,28,392
5100,28,392
5110,28,392
5120,28,392
5130,28,392
5140,28,392
5150,28,392
5160,28,392
5170,28,392
5180,28,392
5190,28,392
5200,28,392
5210,28,392
5220,28,392
5230,28,392
5240,28,392
