t,|deltaS|
1,0.5557
2,0.1645
3,0.1223
4,0.09568
5,0.1578
6,0.1676
7,0.1209
8,0.1217
9,0.1073
10,0.1215
11,0.4062
12,0.5365
13,0.4862
14,0.33
15,0.5144
16,0.4099
17,0.3136
18,0.3223
19,0.3533
20,0.44
21,0.4399
22,0.3935
23,0.5539
24,0.485
25,0.3984
26,0.5091
27,0.3925
28,0.5185
29,0.3068
30,0.6513
31,0.4162
32,0.6069
33,0.3088
34,0.5324
35,0.5592
36,0.8343
37,0.5365
38,0.3862
39,0.8299
40,0.7912
41,0.5006
42,0.5685
43,0.2829
44,0.4183
45,0.5412
46,0.5034
47,0.5795
48,0.2412
49,0.3153
50,0.5093
51,0.8358
52,0.03225
53,0.8669
54,0.8944
55,0.7845
56,0.3357
57,0.9647
58,0.8961
59,1.108
60,0.1049
61,0.3496
62,0.03874
63,1.043
64,1.135
65,0.3521
66,0.2779
67,1.398
68,0.9883
69,1.076
70,0.3979
71,1.423
72,0.3678
73,0.2605
74,0.4862
75,0.5755
76,2.072
77,1.147
78,0.3418
79,0.3701
80,0.944
81,0.4
82,0.4841
83,0.3325
84,0.4816
85,0.4356
86,0.6556
87,0.9263
88,1.075
89,0.4079
90,1.433
91,1.497
92,1.341
93,1.06
94,1.449
95,0.3764
96,1.402
97,0.4905
98,0.1435
99,0.849
100,0.1664
101,0.6306
102,1.031
103,1.712
104,1.241
105,0.4725
106,0.3192
107,1.759
108,0.7648
109,1.018
110,1.296
111,0.3853
112,1.905
113,0.3292
114,0.17
115,1.11
116,0.7831
117,0.8171
118,0.8334
119,1.351
120,0.3075
121,0.217
122,0.6239
123,0.4022
124,0.2029
125,0.3918
126,2.081
127,0.7359
128,1.626
129,0.5781
130,0.2492
131,1.337
132,0.01139
133,1.059
134,3.742
135,0.2897
136,0.1055
137,0.4629
138,0.6457
139,0.267
140,0.9053
141,0.4998
142,0.2574
143,0.2895
144,0.216
145,0.2333
146,0.2358
147,0.1071
148,0.6997
149,0.3218
150,1.188
151,1.946
152,0.3124
153,0.3543
154,0.236
155,0.2764
156,0.6611
157,0.2137
158,0.4601
159,0.2314
160,0.01088
161,0.02918
162,0.3595
163,1.264
164,0.4401
165,1.9
166,1.339
167,0.2311
168,0.9131
169,0.1006
170,0.6511
171,0.959
172,0.2106
173,1.089
174,1.094
175,0.9047
176,1.056
177,0.03527
178,0.2534
179,0.9451
180,0.4856
181,0.495
182,0.03974
183,0.00378
184,0.8386
185,1.071
186,0.3266
187,0.3417
188,0.6927
189,0.3835
190,1.465
191,1.169
192,0.1187
193,0.191
194,0.4704
195,0.4798
196,0.1634
197,0.7644
198,0.0797
199,0.8522
200,0.1169
201,0.7862
202,1.526
203,1.424
204,1.872
205,0.2933
206,0.05504
207,1.375
208,2.444
209,1.183
210,1.415
211,0.2642
212,0.03309
213,0.8195
214,0.2798
215,1.781
216,0.02163
217,0.4886
218,0.7128
219,1.343
220,1.537
221,0.7162
222,1.285
223,0.6015
224,0.08315
225,1.114
226,0.4771
227,0.9181
228,2.512
229,0.1142
230,0.2037
231,1.24
232,0.08458
233,0.6894
234,1.682
235,0.2826
236,0.7531
237,0.1886
238,0.3714
239,0.4398
240,0.854
241,1.035
242,0.2953
243,0.4219
244,0.152
245,0.2124
246,0.8718
247,2.2
248,1.882
249,0.6043
250,0.02798
251,1.698
252,2.428
253,0.9719
254,0.2934
255,0.02594
256,0.6276
257,0.2491
258,0.9739
259,0.9762
260,0.1654
261,0.3351
262,1.35
263,0.8423
264,0.598
265,0.2109
266,0.2399
267,1.146
268,1.117
269,0.01492
270,0.2719
271,0.4836
272,0.06667
273,0.2129
274,0.5852
275,0.2108
276,0.9413
277,0.8884
278,0.4327
279,0.72
280,0.5252
281,0.6807
282,0.5575
283,0.09352
284,1.401
285,0.567
286,0.1594
287,0.7486
288,0.9011
289,1.509
290,1.298
291,0.5648
292,0.3645
293,0.2002
294,2.349
295,0.2706
296,1.063
297,0.3658
298,0.6281
299,0.05772
300,0.7864
301,0.2487
302,1.124
303,0.3448
304,0.02445
305,0.7411
306,1.51
307,1.024
308,0.7345
309,1.902
310,0.1768
311,1.233
312,1.771
313,1.196
314,2.327
315,0.1445
316,0.9195
317,1.286
318,0.7659
319,1.895
320,0.004768
321,0.5103
322,0.7252
323,2.203
324,1.178
325,0.2524
326,0.6808
327,2.266
328,0.5746
329,0.6226
330,2.06
331,0.6074
332,0.5253
333,0.5016
334,1.134
335,0.8298
336,0.9499
337,1.215
338,1.085
339,0.5551
340,0.2827
341,0.2024
342,0.1155
343,0.9596
344,0.3729
345,1.014
346,1.424
347,0.9352
348,0.02936
349,0.6058
350,0.704
351,0.6289
352,0.299
353,1.963
354,1.495
355,1.623
356,0.4429
357,0.5584
358,0.7986
359,0.847
360,0.01875
361,1.399
362,1.197
363,0.06953
364,1.63
365,0.267
366,0.1797
367,1.507
368,0.6207
369,0.2906
370,0.3127
371,0.02697
372,0.6207
373,2.053
374,0.4003
375,0.8574
376,0.517
377,1.074
378,1.586
379,0.3742
380,1.763
381,0.8625
382,0.2714
383,1.748
384,0.1576
385,0.04656
386,0.01448
387,1.432
388,0.3981
389,1.013
390,0.3497
391,0.06104
392,0.04774
393,0.2842
394,0.1007
395,1.053
396,0.1943
397,1.693
398,0.4191
399,0.8161
400,0.0395
401,0.8369
402,0.9369
403,0.1784
404,0.2387
405,0.06756
406,0.8115
407,1.515
408,0.3084
409,0.1073
410,0.2889
411,0.8642
412,0.9663
413,0.8214
414,1.107
415,0.02487
416,1.028
417,0.5514
418,1.217
419,0.0984
420,0.3238
421,1.757
422,1.608
423,0.7689
424,2.045
425,1.051
426,0.1292
427,2.455
428,2.188
429,0.00189
430,0.2483
431,0.8576
432,0.1881
433,0.8826
434,1.598
435,1.431
436,1.837
437,1.039
438,1.518
439,1.435
440,0.3554
441,0.2674
442,0.9191
443,0.5948
444,0.8762
445,1.822
446,0.0967
447,2.873
448,1.55
449,1.173
450,0.7843
451,0.5101
452,0.4462
453,0.8443
454,0.2052
455,0.2226
456,1.723
457,1.124
458,1.226
459,0.8162
460,0.5445
461,0.2529
462,0.297
463,0.01995
464,0.2018
465,0.9777
466,1.299
467,0.6529
468,1.437
469,2.205
470,0.3114
471,0.8486
472,2.423
473,0.8997
474,1.121
475,0.004372
476,1.416
477,0.07028
478,0.9522
479,2.208
480,0.3715
481,0.07599
482,0.6029
483,2.045
484,1.246
485,2.321
486,0.8224
487,0.6592
488,0.3752
489,0.2633
490,1.002
491,0.5469
492,0.374
493,0.1302
494,0.4301
495,2.345
496,0.4578
497,0.5869
498,0.9448
499,0.3997
500,3.307
501,0.5134
502,0.1701
503,0.0749
504,0.1393
505,0.8874
506,0.4296
507,0.6517
508,0.2279
509,1.083
510,0.4925
511,2.594
512,0.4011
513,0.9138
514,1.065
515,0.3989
516,0.291
517,1.267
518,1.208
519,0.2633
520,0.7595
521,0.2175
522,0.6077
523,0.9072
524,1.398
525,0.2646
526,0.8323
527,1.783
528,0.6041
529,1.767
530,1.167
531,0.6809
532,0.09511
533,0.1995
534,1.457
535,0.2047
536,0.3027
537,0.7176
538,0.02492
539,0.368
540,2.033
541,0.2721
542,1.764
543,0.3325
544,0.1299
545,1.675
546,0.904
547,0.2112
548,0.2678
549,0.5451
550,0.9998
551,0.02761
552,0.6701
553,1.015
554,1.282
555,1.605
556,0.4492
557,0.1697
558,1.213
559,0.45
560,0.5561
561,1.393
562,0.611
563,1.057
564,0.2299
565,0.8999
566,0.2693
567,1.486
568,0.9936
569,2.552
570,2.559
571,0.4508
572,0.5307
573,1.064
574,1.485
575,0.2287
576,1.762
577,1.152
578,1.856
579,2.767
580,1.555
581,1.623
582,1.191
583,1.62
584,0.5085
585,1.885
586,0.3612
587,1.577
588,0.0476
589,0.7681
590,0.7656
591,0.8109
592,0.6078
593,1.197
594,0.7674
595,0.6358
596,1.808
597,0.7204
598,0.8909
599,0.2864
600,0.6525
601,0.2618
602,0.9908
603,0.3074
604,0.592
605,0.342
606,0.63
607,1.595
608,0.007577
609,0.07522
610,0.1731
611,0.5375
612,1.621
613,0.4052
614,1.261
615,0.7739
616,0.4465
617,0.7944
618,0.1996
619,1.06
620,0.1345
621,1.002
622,0.6547
623,0.4323
624,0.3444
625,1.36
626,1.256
627,0.8527
628,0.4671
629,0.04101
630,0.4657
631,2.475
632,0.09193
633,1.278
634,0.7522
635,1.22
636,1.311
637,1.048
638,1.03
639,0.4075
640,1.258
641,0.2265
642,1.229
643,1.033
644,1.125
645,0.3702
646,0.376
647,1.548
648,0.03429
649,0.3308
650,0.09896
651,0.6027
652,0.7387
653,0.1791
654,0.1711
655,1.145
656,0.8087
657,0.9021
658,0.09615
659,0.4457
660,0.4253
661,1.888
662,1.166
663,2.742
664,0.8481
665,0.6498
666,0.4299
667,2.43
668,0.8227
669,1.637
670,1.16
671,0.9486
672,0.3768
673,2.753
674,0.6512
675,1.16
676,0.3111
677,1.895
678,0.03567
679,0.6234
680,0.1317
681,0.03666
682,1.374
683,0.8085
684,0.01768
685,0.1627
686,1.072
687,2.334
688,1.264
689,0.4865
690,0.1431
691,0.06699
692,1.296
693,0.5791
694,0.5467
695,1.353
696,0.1734
697,1.507
698,0.2892
699,1.282
700,0.3932
701,0.9815
702,0.1234
703,0.4217
704,0.7584
705,0.3063
706,0.5258
707,0.4333
708,0.6862
709,1.314
710,0.3106
711,0.7935
712,0.3777
713,0.5786
714,0.4456
715,0.8153
716,0.4694
717,1.865
718,0.4805
719,0.4124
720,0.7761
721,0.7722
722,0.8447
723,1.901
724,1.635
725,0.691
726,0.05191
727,0.8037
728,0.2559
729,0.8251
730,0.9647
731,0.3074
732,0.3012
733,1.121
734,0.8079
735,1.096
736,3.219
737,1.174
738,0.7612
739,0.4472
740,1.21
741,0.5164
742,0.3097
743,0.1721
744,1.63
745,0.8423
746,0.06188
747,1.137
748,1.196
749,0.608
750,0.121
751,0.3319
752,0.1613
753,0.6438
754,0.5954
755,0.1745
756,0.1244
757,1.044
758,0.2749
759,0.277
760,1.744
761,0.392
762,0.9923
763,1.186
764,0.5295
765,1.257
766,1.559
767,1.482
768,0.9128
769,0.1666
770,0.268
771,0.1609
772,1.478
773,1.117
774,1.072
775,0.08619
776,0.3042
777,0.6288
778,0.5354
779,2.97
780,0.2672
781,0.507
782,1.357
783,1.695
784,0.0345
785,0.02659
786,0.3746
787,1.298
788,0.3178
789,0.3244
790,3.519
791,0.105
792,0.9716
793,0.6694
794,1.886
795,0.2679
796,0.9908
797,0.5824
798,0.4044
799,0.2289
800,1.565
801,0.7101
802,0.05307
803,1.628
804,0.7056
805,0.4339
806,0.4022
807,1.436
808,0.4506
809,0.464
810,0.8219
811,1.635
812,0.5387
813,0.6896
814,0.744
815,0.1724
816,0.3594
817,0.2097
818,1.733
819,0.4947
820,1.037
821,2.898
822,1.031
823,2.115
824,1.942
825,0.5501
826,1.249
827,0.4971
828,0.1427
829,0.4304
830,0.1017
831,0.2685
832,0.07285
833,0.53
834,1.618
835,0.3535
836,1.021
837,0.649
838,1.689
839,0.3491
840,1.431
841,1.46
842,0.7344
843,0.151
844,0.6646
845,0.1068
846,1.959
847,1.218
848,0.3836
849,0.3728
850,0.6756
851,0.2389
852,1.663
853,0.7419
854,1.065
855,1.133
856,1.046
857,0.9318
858,0.6759
859,0.6386
860,0.6188
861,1.04
862,0.6256
863,0.005849
864,0.4534
865,1.371
866,0.1732
867,0.4697
868,2.66
869,0.8676
870,0.1368
871,0.692
872,0.8798
873,0.4257
874,0.6771
875,0.2078
876,1.134
877,0.6509
878,0.5039
879,0.007011
880,0.5161
881,1.061
882,0.367
883,1.014
884,0.4053
885,0.1583
886,1.959
887,0.4183
888,1.128
889,1.28
890,2.095
891,2.12
892,1.831
893,0.1769
894,1.644
895,0.1145
896,1.203
897,0.7358
898,0.8473
899,0.9094
900,0.329
901,0.382
902,0.9629
903,1.95
904,0.9598
905,0.1752
906,0.6434
907,0.7849
908,0.1007
909,1.11
910,0.7426
911,0.3453
912,0.599
913,0.499
914,0.1866
915,0.6748
916,0.3493
917,1.628
918,0.3583
919,1.668
920,1.402
921,0.552
922,1.238
923,0.4308
924,0.258
925,0.9891
926,1.233
927,0.5357
928,0.6955
929,1.204
930,1.483
931,0.4023
932,0.1334
933,0.7227
934,0.2833
935,1.793
936,0.8056
937,0.1728
938,1.116
939,0.2078
940,0.6726
941,0.2483
942,1.611
943,0.8305
944,0.7313
945,1.198
946,0.5391
947,0.9823
948,0.2525
949,0.6189
950,0.8924
951,0.2291
952,0.4653
953,0.6251
954,1.641
955,0.7452
956,0.3821
957,0.7175
958,1.262
959,0.5913
960,0.6548
961,1.398
962,1.082
963,0.3427
964,2.358
965,1.837
966,1.123
967,0.4677
968,0.6945
969,0.8725
970,0.3916
971,0.6312
972,0.006356
973,1.293
974,1.602
975,0.8275
976,0.1737
977,0.1737
978,0.1956
979,0.2411
980,0.7827
981,0.1678
982,1.482
983,0.9209
984,0.2263
985,0.04742
986,1.176
987,1.83
988,0.1256
989,0.3144
990,2.606
991,0.1189
992,2.784
993,1.498
994,0.1619
995,1.085
996,2.378
997,0.4439
998,0.6171
999,1.727
1000,0.9647
1001,1.158
1002,0.212
1003,0.05153
1004,1.477
1005,0.2933
1006,1.294
1007,0.1885
1008,0.5095
1009,0.4429
1010,1.852
1011,0.6772
1012,1.342
1013,0.9103
1014,0.005095
1015,0.1481
1016,0.663
1017,1.017
1018,0.3342
1019,1.967
1020,0.8332
1021,1.443
1022,0.1697
1023,0.6973
1024,0.417
1025,0.3879
1026,1.281
1027,0.3982
1028,0.939
1029,1.261
1030,0.6186
1031,0.8129
1032,0.8269
1033,1
1034,0.04276
1035,1.397
1036,1.164
1037,0.2538
1038,0.6893
1039,0.2999
1040,0.7276
1041,0.7124
1042,0.5677
1043,0.3547
1044,1.164
1045,0.5384
1046,1.769
1047,0.3175
1048,0.2318
1049,0.2232
1050,0.7138
1051,2.291
1052,0.3593
1053,0.2511
1054,0.06934
1055,1.876
1056,0.1269
1057,0.4398
1058,0.5283
1059,0.8028
1060,0.8381
1061,0.8931
1062,0.4493
1063,0.8312
1064,1.589
1065,1.632
1066,0.499
1067,1.777
1068,0.5401
1069,0.9347
1070,0.9322
1071,0.4289
1072,0.06873
1073,0.7634
1074,0.183
1075,0.393
1076,1.279
1077,0.09821
1078,0.3592
1079,1.182
1080,1.087
1081,0.3422
1082,0.1658
1083,0.06554
1084,0.8933
1085,0.435
1086,1.064
1087,0.5084
1088,2.491
1089,0.8054
1090,1.382
1091,0.1079
1092,1.069
1093,0.9865
1094,1.914
1095,1.419
1096,0.5802
1097,0.8893
1098,0.7906
1099,1.063
1100,0.1943
1101,0.6876
1102,1.29
1103,0.5442
1104,0.3362
1105,0.3629
1106,1.914
1107,0.1753
1108,1.093
1109,0.7986
1110,0.3227
1111,0.6195
1112,0.5629
1113,0.5755
1114,0.07306
1115,0.09677
1116,0.5179
1117,0.03666
1118,0.2136
1119,2.91
1120,1.099
1121,1.16
1122,0.5258
1123,0.003772
1124,0.6688
1125,0.3065
1126,1.483
1127,0.007198
1128,1.294
1129,0.3739
1130,0.8061
1131,0.3503
1132,0.1534
1133,0.7718
1134,1.292
1135,0.188
1136,0.6433
1137,0.5622
1138,1.357
1139,0.2135
1140,0.8871
1141,0.5569
1142,1.305
1143,1.006
1144,0.3986
1145,0.4236
1146,1.409
1147,1.588
1148,2.491
1149,0.9369
1150,1.359
1151,0.1736
1152,0.689
1153,0.07325
1154,0.5317
1155,0.3969
1156,1.103
1157,0.4745
1158,0.07419
1159,2.872
1160,0.05397
1161,1.387
1162,1.714
1163,0.7907
1164,1.261
1165,1.363
1166,1.792
1167,0.5056
1168,1.085
1169,2.414
1170,1.212
1171,0.746
1172,0.09182
1173,0.2479
1174,0.6088
1175,0.5464
1176,0.8492
1177,1.86
1178,0.09293
1179,2.863
1180,0.02231
1181,0.9447
1182,0.401
1183,0.2878
1184,0.1615
1185,0.3513
1186,0.8655
1187,0.2847
1188,0.05749
1189,1.045
1190,1.084
1191,2.043
1192,2.456
1193,0.2215
1194,1.174
1195,0.1821
1196,0.7307
1197,0.7065
1198,0.06716
1199,0.7175
1200,1.366
1201,1.186
1202,1.004
1203,0.4459
1204,0.3884
1205,0.05135
1206,2.074
1207,1.005
1208,1.158
1209,2.028
1210,1.677
1211,0.78
1212,0.4997
1213,0.3638
1214,0.04849
1215,0.6886
1216,0.4597
1217,1.647
1218,0.0648
1219,1.302
1220,0.5442
1221,0.9103
1222,0.9177
1223,0.815
1224,0.1727
1225,2.495
1226,0.4781
1227,0.1938
1228,0.8312
1229,0.04761
1230,0.225
1231,0.8058
1232,0.5229
1233,0.4027
1234,1.67
1235,1.524
1236,0.3114
1237,0.2235
1238,1.831
1239,0.8175
1240,0.4336
1241,1.291
1242,0.7213
1243,0.1585
1244,0.2979
1245,0.02518
1246,0.6579
1247,0.5643
1248,0.94
1249,0.5217
1250,1.004
1251,0.09584
1252,2.321
1253,0.05426
1254,0.4877
1255,1.003
1256,2.847
1257,0.4323
1258,1.431
1259,0.9879
1260,1.132
1261,1.001
1262,1.893
1263,0.8219
1264,0.4519
1265,0.8076
1266,0.1834
1267,0.5897
1268,0.9736
1269,0.5441
1270,0.2549
1271,1.006
1272,0.7104
1273,0.8479
1274,0.9084
1275,0.8157
1276,0.7911
1277,0.8357
1278,0.4755
1279,0.1603
1280,0.113
1281,0.079
1282,0.4096
1283,0.8848
1284,1.871
1285,1.555
1286,2.359
1287,1.695
1288,0.278
1289,1.748
1290,0.9057
1291,1.043
1292,0.1838
1293,0.01068
1294,0.8071
1295,0.1344
1296,0.4766
1297,0.6073
