ReTr(L),ImTr(L)
0.980587,-0.00182626
0.97624,-0.0229154
0.976061,-0.0076239
0.974915,-0.0129268
0.972894,-0.033945
0.971917,-0.0311338
0.973542,-0.050807
0.969893,-0.0659326
0.971105,-0.0605455
0.970879,-0.0775954
0.971974,-0.056425
0.971143,-0.0651025
0.97332,-0.0322314
0.970099,-0.0500823
0.968451,-0.0608344
0.966853,-0.0739864
0.963369,-0.0802781
0.96239,-0.0901187
0.958206,-0.103718
0.95361,-0.139884
0.950166,-0.158585
0.945556,-0.165919
0.95174,-0.137488
0.954824,-0.126621
0.949505,-0.122595
0.945192,-0.137396
0.949341,-0.131339
0.948893,-0.118814
0.951819,-0.127281
0.95068,-0.104452
0.944305,-0.13684
0.950555,-0.142594
0.944714,-0.170299
0.931239,-0.194634
0.926005,-0.217814
0.920242,-0.227516
0.919224,-0.21645
0.93016,-0.20363
0.918983,-0.232741
0.918549,-0.229184
0.918319,-0.203655
0.930024,-0.18035
0.915926,-0.232806
0.911393,-0.244615
0.916714,-0.222934
0.916471,-0.232692
0.920341,-0.226511
0.928104,-0.194414
0.927231,-0.201169
0.925503,-0.222514
0.924761,-0.21721
0.918545,-0.233222
0.919092,-0.230986
0.916822,-0.224
0.920218,-0.18863
0.92906,-0.151356
0.930695,-0.143008
0.927106,-0.175259
0.919042,-0.191263
0.927357,-0.17449
0.917879,-0.189716
0.925864,-0.174381
0.925874,-0.153986
0.918859,-0.135747
0.930554,-0.1177
0.92046,-0.158046
0.923033,-0.16007
0.921569,-0.152971
0.929312,-0.142539
0.925442,-0.143446
0.923131,-0.164426
0.914381,-0.209919
0.919134,-0.187619
0.918711,-0.185837
0.907161,-0.23467
0.904227,-0.256327
0.911376,-0.219469
0.923866,-0.172431
0.921236,-0.155557
0.921256,-0.163502
0.92808,-0.150936
0.92641,-0.125706
0.93393,-0.0755586
0.935079,-0.109442
0.929031,-0.0976145
0.924584,-0.129215
0.929022,-0.120457
0.92405,-0.130509
0.9232,-0.142771
0.925612,-0.136827
0.924629,-0.122336
0.919924,-0.149086
0.922474,-0.150194
0.922975,-0.131912
0.917495,-0.13553
0.910246,-0.197205
0.905327,-0.223245
0.89712,-0.23723
0.895249,-0.233966
0.884985,-0.267544
0.884985,-0.267544
0.884985,-0.267544
0.886851,-0.27306
0.892766,-0.262711
0.903486,-0.238601
0.89844,-0.228654
0.91298,-0.176741
0.91629,-0.152609
0.919299,-0.156995
0.913615,-0.15968
0.920835,-0.145613
0.90798,-0.16407
0.917948,-0.135043
0.916775,-0.147666
0.91233,-0.112934
0.919963,-0.115826
0.920098,-0.0834019
0.920057,-0.100866
0.918219,-0.0745097
0.918103,-0.0663076
0.92233,-0.0522804
0.92533,-0.032165
0.925656,-0.0294925
0.923544,-0.0315358
0.919863,-0.0597208
0.918534,-0.0271963
0.920824,-0.0345449
0.920824,-0.0345449
0.925157,-0.0128311
0.919405,-0.0146053
0.923801,0.0111648
0.923685,0.0210314
0.918033,0.0262059
0.92247,0.00689764
0.917599,-0.0125245
0.920146,-0.0174599
0.92202,-0.0217354
0.921125,-0.0825389
0.918019,-0.096418
0.917493,-0.047213
0.914996,-0.0964523
0.920026,-0.067405
0.918764,-0.017543
0.920523,0.000929205
0.917141,0.0113396
0.922935,-0.0100292
0.921134,0.0100264
0.921281,0.0359069
0.920914,0.0236416
0.918776,0.0280852
0.917215,0.0813394
0.91809,0.0779255
0.918054,0.0391507
0.919744,0.0662811
0.918339,0.110151
0.918821,0.0802716
0.914802,0.0838861
0.913611,0.0895365
0.917316,0.0993514
0.913767,0.104141
0.914427,0.081986
0.914427,0.081986
0.914427,0.081986
0.914427,0.081986
0.911436,0.0902722
0.915846,0.0944851
0.917084,0.0918239
0.917319,0.0840951
0.911301,0.0963185
0.911253,0.0621828
0.91498,0.0524441
0.91577,0.0302191
0.914515,0.0320221
0.917341,0.0485055
0.917341,0.0485055
0.913183,0.0654074
0.906948,0.0803224
0.906236,0.060542
0.906236,0.060542
0.914341,0.0384273
0.91662,-0.00743867
0.91309,0.0178321
0.9147,0.0223722
0.920761,0.014175
0.9213,0.00259526
0.924632,-0.00149806
0.918969,0.0201181
0.912079,0.0372244
