t,|deltaS|
1,2.033
2,0.3201
3,0.1382
4,0.09631
5,0.09871
6,0.04651
7,0.08583
8,0.06087
9,0.05958
10,0.04639
11,0.5453
12,0.4254
13,0.5614
14,0.02019
15,0.4545
16,0.08914
17,0.3088
18,0.5277
19,0.2005
20,0.03967
21,1.529
22,0.6562
23,0.9601
24,0.2086
25,0.4648
26,0.1045
27,0.7463
28,0.3109
29,0.5527
30,0.07112
31,0.4583
32,1.179
33,1.115
34,0.003156
35,1.834
36,1.313
37,2.486
38,0.7095
39,1.135
40,0.1422
41,0.4977
42,0.5267
43,0.3509
44,0.6814
45,0.4282
46,0.6121
47,1.541
48,0.4968
49,0.5435
50,0.02843
51,0.6186
52,0.116
53,0.2703
54,0.2688
55,0.8378
56,0.4873
57,0.641
58,0.6097
59,1.771
60,0.4475
61,0.6744
62,1.288
63,1.457
64,2.319
65,0.1819
66,0.2957
67,0.1916
68,0.2144
69,0.7171
70,0.06352
71,0.07859
72,0.5749
73,1.138
74,1.673
75,0.1001
76,0.2778
77,0.8647
78,0.6522
79,0.847
80,0.6885
81,0.3861
82,0.4005
83,1.113
84,0.207
85,0.8069
86,1.072
87,0.9381
88,0.1508
89,1.336
90,1.4
91,0.2098
92,0.06118
93,0.7958
94,0.5882
95,1.124
96,0.71
97,0.4927
98,0.8892
99,0.5696
100,0.6729
101,0.8705
102,0.03053
103,0.5061
104,0.3781
105,1.522
106,0.03296
107,0.4882
108,0.1038
109,1.001
110,1.156
111,0.9975
112,0.3436
113,0.7767
114,0.742
115,0.07819
116,0.1083
117,1.08
118,2.153
119,0.8506
120,0.1218
121,0.06703
122,0.1958
123,0.1113
124,0.8246
125,0.2821
126,0.9389
127,0.5299
128,0.7004
129,1.643
130,0.303
131,1.09
132,0.7445
133,0.04875
134,1.531
135,0.1957
136,0.4094
137,0.0853
138,0.9969
139,0.9866
140,1.286
141,0.2354
142,0.7186
143,0.1326
144,0.2044
145,0.09105
146,0.1384
147,0.8986
148,1.662
149,0.6133
150,0.01937
151,0.6369
152,1.321
153,0.3875
154,0.1657
155,1.608
156,0.09575
157,1.068
158,0.8919
159,0.028
160,0.1655
161,0.3852
162,0.5457
163,1.116
164,0.8095
165,0.4918
166,0.3448
167,0.676
168,2.032
169,1.005
170,0.9817
171,0.5224
172,0.3852
173,0.3569
174,1.069
175,0.138
176,1.87
177,1.436
178,0.3267
179,0.4379
180,1.012
181,0.4004
182,1.327
183,0.7262
184,1.217
185,2.041
186,0.1892
187,0.2739
188,0.9041
189,1.456
190,1.673
191,0.8112
192,1.157
193,0.8649
194,0.8038
195,0.561
196,0.3333
197,0.9361
198,0.754
199,0.4786
200,2.287
201,1.69
202,0.8565
203,1.047
204,0.6156
205,0.2402
206,0.5432
207,1.435
