t,cg_iters
1,41537
2,41730
3,42011
4,42540
5,42080
6,42095
7,42391
8,42408
9,42159
10,42521
11,12876
12,12951
13,13033
14,12957
15,12914
16,12975
17,13042
18,13086
19,12954
20,12966
21,8754
22,8808
23,8865
24,8926
25,8987
26,8896
27,8863
28,8912
29,8917
30,8897
31,7559
32,7596
33,7556
34,7608
35,7572
36,7567
37,7555
38,7548
39,7589
40,7533
41,7466
42,7542
43,7496
44,7527
45,7523
46,7566
47,7541
48,7596
49,7617
50,7644
51,7605
52,7542
53,7674
54,7631
55,7538
56,7519
57,7606
58,7611
59,7513
60,7570
61,7567
62,7538
63,7566
64,7570
65,7611
66,7561
67,7502
68,7520
69,7510
70,7543
71,7551
72,7627
73,7709
74,7637
75,7683
76,7663
77,7634
78,7731
79,7658
80,7635
81,7756
82,7867
83,7714
84,7686
85,7538
86,7505
87,7520
88,7538
89,7648
90,7647
91,7639
92,7521
93,7573
94,7533
95,7604
96,7576
97,7662
98,7636
99,7694
100,7694
101,7790
102,7633
103,7617
104,7672
105,7669
106,7611
107,7665
108,7677
109,7632
110,7599
111,7566
112,7555
113,7532
114,7635
115,7571
116,7613
117,7569
118,7547
119,7559
120,7539
121,7646
122,7525
123,7756
124,7672
125,7619
126,7570
127,7570
128,7650
129,7626
130,7572
131,7469
132,7520
133,7583
134,7664
135,7583
136,7522
137,7598
138,7582
139,7644
140,7575
141,7581
142,7557
143,7586
144,7601
145,7508
146,7625
147,7699
148,7611
149,7611
150,7598
151,7148
152,7220
153,7200
154,7178
155,7177
156,7207
157,7149
158,7191
159,7170
160,7154
161,7182
162,7190
163,7228
164,7194
165,7229
166,7254
167,7204
168,7186
169,7172
170,7199
171,7289
172,7295
173,7226
174,7282
175,7152
176,7106
177,7272
178,7209
179,7159
180,7166
181,7128
182,7176
183,7076
184,7117
185,7061
186,7168
187,7246
188,7145
189,7196
190,7207
191,7139
192,7171
193,7185
194,7228
195,7207
196,7268
197,7351
198,7349
199,7248
200,7213
201,7196
202,7163
203,7172
204,7181
205,7147
206,7156
207,7117
208,7198
209,7104
210,7243
211,7233
212,7171
213,7166
214,7164
215,7140
216,7092
217,7128
218,7126
219,7133
220,7125
221,7152
222,7210
223,7200
224,7172
225,7118
226,7152
227,7136
228,7155
229,7120
230,7087
231,7149
232,7171
233,7176
234,7227
235,7231
236,7257
237,7300
238,7230
239,7222
240,7299
241,7223
242,7181
243,7227
244,7182
245,7230
246,7225
247,7191
248,7306
249,7239
250,7207
251,7636
252,7653
253,7588
254,7543
255,7651
256,7658
257,7637
258,7655
259,7680
260,7721
261,7619
262,7757
263,7629
264,7647
265,7644
266,7735
267,7795
268,7772
269,7781
270,7688
271,7701
272,7662
273,7678
274,7659
275,7631
276,7572
277,7586
278,7656
279,7596
280,7638
281,7706
282,7665
283,7655
284,7631
285,7599
286,7637
287,7575
288,7682
289,7727
290,7769
291,7730
292,7705
293,7806
294,7825
295,7682
296,7678
297,7605
298,7647
299,7626
300,7665
301,7614
302,7702
303,7706
304,7613
305,7652
306,7673
307,7572
308,7589
309,7665
310,7552
311,7577
312,7596
313,7701
314,7719
315,7739
316,7742
317,7758
318,7672
319,7682
320,7614
321,7572
322,7594
323,7666
324,7747
325,7744
326,7779
327,7677
328,7717
329,7731
330,7695
331,7825
332,7711
333,7731
334,7694
335,7657
336,7617
337,7654
338,7694
339,7665
340,7735
341,7750
342,7722
343,7682
344,7617
345,7607
346,7669
347,7665
