MDTU,|det-1|^2,1-Re(det),Im(det)
1,39054,-122.378,0.00128315
2,13827.3,-73.4975,-0.00720743
3,8111.71,-56.8454,-0.00406098
4,5889.81,-49.0201,8.88316e-05
5,4561.67,-43.7243,0.000320575
6,3889.93,-40.3856,0.000938717
7,3207.99,-37.0362,0.00164976
8,2997.14,-36.1571,-0.00223905
9,2589.41,-33.6756,-0.00265677
10,2429.38,-32.7073,0.00383273
11,2051.56,-30.2155,-0.000527895
12,1687.32,-27.6935,-0.00245575
13,1625.56,-27.0933,-0.00196546
14,1592.13,-26.8312,-0.00102899
15,1346.59,-24.8132,9.49515e-05
16,1217.47,-23.9049,-0.000653504
17,1070.28,-22.6866,-0.00088239
18,899.328,-21.0452,-0.00171849
19,887.434,-21.018,-0.00337996
20,803.98,-20.0995,-0.00187675
21,636.013,-18.2434,-0.00117653
22,594.634,-17.8943,-0.000129441
23,588.581,-17.5054,0.0006904
24,565.464,-17.1996,0.000110846
25,505.499,-16.3295,-5.10844e-05
26,470.547,-15.7971,0.000204683
27,436.088,-15.335,-6.25118e-05
28,419.973,-14.9646,-0.000186498
29,373.968,-14.1791,0.000718312
30,371.34,-14.1194,0.00133254
31,344.695,-13.6271,-0.000433284
32,315.562,-13.1133,-0.00127
33,303.521,-12.7714,0.00128227
34,293.009,-12.5761,0.000254075
35,268.32,-12.0459,-0.000381002
36,258.547,-11.8622,0.000924841
37,241.881,-11.4103,-3.37132e-05
38,226.422,-11.0189,0.00139323
39,208.514,-10.5094,0.00046521
40,203.617,-10.425,0.00127959
41,203.617,-10.425,0.00127959
42,203.744,-10.3933,0.00167066
43,203.744,-10.3933,0.00167066
44,186.872,-9.9196,0.000626446
45,176.366,-9.7129,-1.51741e-05
46,155.891,-9.1073,0.000859904
47,148.158,-8.85795,0.000268875
48,145.613,-8.87838,0.000681707
49,149.614,-8.94887,0.000534901
50,141.366,-8.79489,1.10991e-05
51,134.102,-8.59189,-0.00154322
52,121.353,-8.20345,0.0002522
53,126.287,-8.34038,-0.000283513
54,118.284,-8.07047,0.00130781
55,101.074,-7.54381,0.000121496
56,95.6316,-7.34155,0.000659028
57,84.8581,-6.89505,0.00123649
58,77.7428,-6.60132,0.00093881
59,76.4225,-6.50125,0.0004226
60,76.4225,-6.50125,0.0004226
61,76.4225,-6.50125,0.0004226
62,78.1134,-6.57487,0.000290502
63,66.9137,-6.11666,-0.000262849
64,60.3273,-5.7846,-0.000363842
65,64.131,-5.90494,-0.000352348
66,60.4601,-5.76484,-0.000103848
67,60.5602,-5.70304,-0.000494641
68,61.0545,-5.68841,-0.000454021
69,58.1855,-5.57672,6.10347e-05
70,54.1502,-5.41566,-2.27356e-05
71,55.5314,-5.51244,-0.000460438
72,47.6277,-5.08405,-0.000144093
73,42.8767,-4.95103,0.000285866
74,42.8767,-4.95103,0.000285866
75,41.4144,-4.87226,-5.00019e-05
76,41.4144,-4.87226,-5.00019e-05
77,43.012,-4.96883,4.90975e-05
78,39.9641,-4.84633,-0.000159385
79,38.5452,-4.74083,0.000104674
80,34.9369,-4.54936,6.71371e-05
81,34.6139,-4.489,0.000296433
82,33.7276,-4.41376,0.000366246
83,33.5046,-4.38733,-0.000422826
84,32.3133,-4.29612,-0.000241001
85,29.0076,-4.09351,-0.000217276
86,29.0076,-4.09351,-0.000217276
87,30.6453,-4.12999,0.000124913
88,29.0773,-4.01996,0.000388279
89,27.7338,-3.87202,0.000345631
90,30.5755,-4.03613,0.000644005
91,31.0945,-4.06213,2.90321e-05
92,28.0706,-3.89596,9.99991e-05
93,28.0706,-3.89596,9.99991e-05
94,29.3642,-3.98718,-0.00028018
95,29.3642,-3.98718,-0.00028018
96,27.6526,-3.8661,-0.000188922
97,26.2742,-3.74668,0.000212843
98,26.2742,-3.74668,0.000212843
99,26.5076,-3.77386,0.000335589
100,26.5076,-3.77386,0.000335589
101,25.4436,-3.66543,0.000111361
102,25.143,-3.64598,-0.000116984
103,23.2124,-3.50311,-0.000230053
104,21.3413,-3.37854,-0.000259812
105,19.7125,-3.26709,-0.000334023
106,19.0967,-3.21352,0.000131485
107,19.0967,-3.21352,0.000131485
108,20.4496,-3.30436,0.000231071
109,20.7654,-3.29892,0.000208279
110,20.7654,-3.29892,0.000208279
111,20.7654,-3.29892,0.000208279
112,18.9228,-3.16399,0.00012454
113,19.4948,-3.17561,0.000198704
114,19.4948,-3.17561,0.000198704
115,17.6656,-2.99578,0.000376866
116,15.8429,-2.87051,5.36455e-05
117,14.8495,-2.73454,7.42152e-05
118,14.8495,-2.73454,7.42152e-05
119,14.8495,-2.73454,7.42152e-05
120,15.0421,-2.7352,9.89501e-05
121,14.2301,-2.66107,0.00017881
122,14.2301,-2.66107,0.00017881
123,15.6116,-2.73439,0.000222122
124,18.1313,-2.97726,0.000259488
125,18.1313,-2.97726,0.000259488
126,16.7285,-2.83391,-5.68457e-05
127,16.7285,-2.83391,-5.68457e-05
128,17.0801,-2.88456,0.000127484
129,17.0801,-2.88456,0.000127484
130,16.6744,-2.88636,-0.000206392
131,17.064,-2.92799,0.000135174
132,15.7826,-2.81644,-7.9827e-05
133,15.8294,-2.80295,0.000111885
