MDTU,S_F
1,6.06348e-06
2,6.02961e-06
3,6.05146e-06
4,6.01271e-06
5,5.95433e-06
6,6.00089e-06
7,6.07426e-06
8,6.08783e-06
9,6.13616e-06
10,6.26879e-06
11,6.16438e-06
12,6.16438e-06
13,6.09526e-06
14,6.07941e-06
15,6.13603e-06
16,6.09249e-06
17,6.10839e-06
18,6.16269e-06
19,6.13419e-06
20,6.18495e-06
21,6.18495e-06
22,6.22651e-06
23,6.12114e-06
24,6.16662e-06
25,6.19406e-06
26,6.14449e-06
27,6.11536e-06
28,6.03151e-06
29,6.05546e-06
30,5.94099e-06
31,5.93198e-06
32,5.86568e-06
33,5.9315e-06
34,5.9315e-06
35,5.94262e-06
36,5.94262e-06
37,5.8767e-06
38,5.92789e-06
39,5.98207e-06
40,5.99329e-06
41,5.93308e-06
42,5.98106e-06
43,5.98106e-06
44,5.98106e-06
45,6.01012e-06
46,6.19284e-06
47,6.15283e-06
48,6.08267e-06
49,6.08267e-06
50,6.08267e-06
51,6.13616e-06
52,6.13616e-06
53,6.13616e-06
54,6.13616e-06
55,6.09701e-06
56,6.09701e-06
57,6.11263e-06
58,6.14666e-06
59,6.14666e-06
60,6.14666e-06
61,6.14666e-06
62,6.14666e-06
63,6.03912e-06
64,6.04903e-06
65,6.05956e-06
66,6.01568e-06
67,5.9849e-06
68,6.00866e-06
69,6.08482e-06
70,6.08482e-06
71,6.08482e-06
72,6.08482e-06
73,6.10331e-06
74,6.10331e-06
75,6.07423e-06
76,6.07423e-06
77,6.07423e-06
78,6.06031e-06
79,6.06031e-06
80,6.00933e-06
81,6.00933e-06
82,6.01252e-06
83,5.94405e-06
84,5.94936e-06
85,5.94936e-06
86,5.93409e-06
87,5.93409e-06
88,5.8958e-06
89,5.83582e-06
90,5.83197e-06
91,5.82988e-06
92,5.82206e-06
93,5.85857e-06
94,5.83396e-06
95,5.8573e-06
96,5.8573e-06
97,5.8991e-06
98,5.8991e-06
99,5.8991e-06
100,5.94469e-06
101,5.98979e-06
102,5.94995e-06
103,6.00494e-06
104,6.00971e-06
105,6.05456e-06
106,5.93255e-06
107,5.94789e-06
108,6.04911e-06
109,6.07527e-06
110,5.97869e-06
111,6.07274e-06
112,6.00294e-06
113,5.91641e-06
114,5.88874e-06
115,5.92783e-06
116,6.08243e-06
117,5.91541e-06
118,6.1676e-06
119,6.07936e-06
120,6.08979e-06
121,6.08979e-06
122,6.22436e-06
123,6.26367e-06
124,6.26367e-06
125,6.20739e-06
126,6.26004e-06
127,6.26004e-06
128,6.05949e-06
129,6.05949e-06
130,6.18921e-06
131,6.18921e-06
132,6.0061e-06
133,6.0061e-06
134,5.97896e-06
135,5.89605e-06
136,5.87126e-06
137,5.87126e-06
138,5.90383e-06
139,5.90383e-06
140,5.86333e-06
141,5.8835e-06
142,5.8835e-06
143,5.8341e-06
144,5.8341e-06
145,5.99237e-06
146,5.99237e-06
147,5.99237e-06
148,5.97002e-06
