MDTU,0,2,4,6,8,10
10,15.3296,15.3098,15.3031,15.295,15.2916,15.2875
20,15.4994,15.4752,15.4669,15.4551,15.4431,15.4323
30,15.5608,15.5423,15.5349,15.5266,15.5227,15.5154
40,15.8326,15.8147,15.8079,15.7954,15.7876,15.7805
50,15.7958,15.7727,15.7654,15.7557,15.7499,15.749
60,15.9737,15.9669,15.9537,15.9534,15.9499,15.9451
70,16.096,16.082,16.0707,16.0619,16.0574,16.0515
80,16.1018,16.0808,16.0752,16.0695,16.068,16.0639
90,16.3459,16.3269,16.3118,16.3001,16.2959,16.29
100,16.2621,16.2445,16.2394,16.2326,16.2273,16.225
110,16.3908,16.374,16.3561,16.3448,16.3382,16.3158
120,16.3641,16.3441,16.3349,16.3311,16.3254,16.3183
130,16.4609,16.4468,16.4414,16.4368,16.4322,16.4269
140,16.4319,16.4233,16.4136,16.4107,16.4078,16.4048
150,16.7884,16.7715,16.7666,16.7613,16.7552,16.7514
160,16.6536,16.6455,16.6407,16.6333,16.63,16.6256
170,16.7425,16.7271,16.7182,16.7131,16.7081,16.6949
180,16.8118,16.7865,16.7776,16.7592,16.7539,16.7407
190,16.7587,16.7441,16.7396,16.7306,16.7266,16.7196
200,16.8057,16.7873,16.7839,16.7772,16.7737,16.7684
210,16.949,16.9312,16.9273,16.9147,16.9105,16.9048
220,17.1119,17.0918,17.0748,17.0544,17.0463,17.0271
230,16.9931,16.9771,16.9752,16.9734,16.9612,16.9591
240,16.8945,16.8836,16.8753,16.8718,16.8648,16.8612
250,16.9643,16.943,16.9298,16.9026,16.8941,16.8814
260,17.0531,17.0373,17.0279,17.0249,17.0168,17.009
270,16.9015,16.8855,16.8795,16.8723,16.8678,16.8647
280,17.1178,17.0999,17.0847,17.0762,17.0687,17.0506
290,17.1159,17.1006,17.0894,17.0767,17.0723,17.056
300,16.9045,16.8956,16.8906,16.8898,16.8811,16.8751
310,16.9341,16.9146,16.906,16.899,16.8966,16.895
320,17.1423,17.1296,17.1217,17.1161,17.11,17.1049
330,17.0899,17.0764,17.0713,17.067,17.0614,17.0555
340,16.8923,16.88,16.8715,16.8659,16.8639,16.8594
350,16.9651,16.9462,16.9424,16.9309,16.9289,16.9213
360,16.9533,16.9348,16.9313,16.9202,16.9145,16.9088
370,17.0027,16.9838,16.9659,16.9424,16.9298,16.9098
380,17.063,17.0472,17.0419,17.0358,17.0326,17.0213
390,17.0071,16.9932,16.9886,16.9843,16.9718,16.9688
400,17.1013,17.0901,17.0889,17.0841,17.0789,17.0773
410,16.9259,16.9159,16.9074,16.8997,16.8982,16.8949
420,16.9439,16.9261,16.9206,16.9159,16.9127,16.9086
430,17.1051,17.0871,17.0819,17.0752,17.0716,17.066
440,16.9686,16.9465,16.9426,16.9357,16.9321,16.9226
450,17.082,17.0601,17.0551,17.0421,17.0382,17.0313
460,17.1426,17.1224,17.1154,17.1024,17.0987,17.0891
470,17.3355,17.3197,17.3162,17.3099,17.3038,17.2998
480,17.1524,17.1383,17.1309,17.1298,17.1258,17.1193
490,17.1695,17.1595,17.1487,17.1425,17.1397,17.1349
500,17.1424,17.123,17.1205,17.1155,17.106,17.1027
510,17.2258,17.2088,17.2045,17.1974,17.1952,17.1881
520,17.3027,17.2855,17.2795,17.2696,17.2625,17.2542
530,17.3735,17.3536,17.3457,17.3437,17.339,17.333
540,17.2968,17.2809,17.2652,17.255,17.2492,17.2338
550,17.5346,17.5181,17.5111,17.4869,17.4678,17.4612
560,17.3597,17.3413,17.3379,17.327,17.326,17.319
570,17.3446,17.3298,17.3241,17.3134,17.3041,17.3019
580,17.3538,17.3352,17.3292,17.3179,17.3141,17.3099
590,17.3704,17.3582,17.3534,17.3492,17.3424,17.3388
600,17.3798,17.3594,17.3506,17.3444,17.3389,17.3362
610,17.2099,17.1954,17.1927,17.1822,17.1751,17.1731
620,17.3338,17.3153,17.312,17.2972,17.2894,17.2803
630,17.2705,17.2557,17.2524,17.246,17.2429,17.2326
640,17.3459,17.3342,17.3283,17.3223,17.3181,17.3126
650,17.3767,17.3587,17.3518,17.3343,17.3317,17.3206
660,17.2694,17.2601,17.2493,17.2442,17.2421,17.2392
670,17.2539,17.2342,17.2298,17.2233,17.2178,17.2107
680,17.1554,17.1379,17.1335,17.1236,17.121,17.1175
690,17.3082,17.287,17.2757,17.2705,17.2695,17.2651
700,17.3482,17.3314,17.3289,17.3223,17.3197,17.3126
710,17.1959,17.1774,17.1735,17.1694,17.1626,17.1581
720,17.1924,17.1767,17.1711,17.1646,17.1567,17.1507
730,17.3132,17.2961,17.2916,17.2819,17.2762,17.2705
740,17.4099,17.3906,17.3876,17.3806,17.3756,17.3643
750,17.3251,17.3116,17.3064,17.294,17.2837,17.2742
760,17.2411,17.2237,17.2134,17.2035,17.2001,17.1854
770,17.2191,17.2071,17.2011,17.1981,17.1961,17.1952
780,17.1754,17.1605,17.1494,17.1418,17.1361,17.1246
790,17.3471,17.3309,17.3139,17.3069,17.3041,17.2888
800,17.2616,17.2576,17.2455,17.2429,17.2395,17.2351
810,17.2256,17.2065,17.1961,17.1884,17.1831,17.1771
820,17.3317,17.319,17.3134,17.3051,17.2973,17.2927
830,17.3446,17.325,17.3146,17.3092,17.3073,17.2989
840,17.3895,17.3741,17.3706,17.3616,17.3588,17.3516
850,17.2417,17.2367,17.2249,17.2197,17.2181,17.2151
860,17.2668,17.252,17.2405,17.2334,17.2309,17.2274
870,17.2749,17.257,17.2505,17.2464,17.243,17.2394
880,17.3408,17.3291,17.3258,17.3193,17.3092,17.3023
890,17.1906,17.1725,17.1678,17.1631,17.1581,17.1518
900,17.262,17.2454,17.2351,17.2306,17.2226,17.2188
910,17.3287,17.312,17.3097,17.2962,17.2866,17.2799
920,17.2804,17.2648,17.2603,17.2519,17.242,17.2372
930,17.3169,17.3013,17.295,17.2844,17.28,17.2689
940,17.3937,17.3798,17.3718,17.3652,17.3599,17.3528
950,17.2975,17.2791,17.2681,17.2614,17.251,17.2461
960,17.4365,17.4234,17.4138,17.4047,17.3976,17.3873
970,17.4061,17.3929,17.3858,17.3783,17.3708,17.3657
980,17.3399,17.3226,17.3135,17.3055,17.2975,17.2913
