MDTU,S_F
1,1.36099e-05
2,1.33479e-05
3,1.34036e-05
4,1.33573e-05
5,1.33344e-05
6,1.33969e-05
7,1.34402e-05
8,1.34111e-05
9,1.34362e-05
10,1.3392e-05
11,1.35702e-05
12,1.36869e-05
13,1.36582e-05
14,1.39454e-05
15,1.3728e-05
16,1.35282e-05
17,1.35659e-05
18,1.35593e-05
19,1.33678e-05
20,1.31761e-05
21,1.32351e-05
22,1.31484e-05
23,1.31871e-05
24,1.31871e-05
25,1.31871e-05
26,1.33086e-05
27,1.34131e-05
28,1.34131e-05
29,1.33971e-05
30,1.31101e-05
31,1.31359e-05
32,1.31872e-05
33,1.3394e-05
34,1.3394e-05
35,1.33755e-05
36,1.34309e-05
37,1.35477e-05
38,1.35424e-05
39,1.32517e-05
40,1.32776e-05
41,1.32776e-05
42,1.33468e-05
43,1.31376e-05
44,1.31376e-05
45,1.31376e-05
46,1.29467e-05
47,1.3006e-05
48,1.29188e-05
49,1.29673e-05
50,1.29673e-05
51,1.28513e-05
52,1.29789e-05
53,1.27686e-05
54,1.2666e-05
55,1.2669e-05
56,1.27641e-05
57,1.27513e-05
58,1.27513e-05
59,1.2745e-05
60,1.26905e-05
61,1.26905e-05
62,1.26541e-05
63,1.26525e-05
64,1.28432e-05
65,1.27036e-05
66,1.27523e-05
67,1.28155e-05
68,1.28204e-05
69,1.27622e-05
70,1.27622e-05
71,1.26686e-05
72,1.26686e-05
73,1.27673e-05
74,1.25385e-05
75,1.25126e-05
76,1.23918e-05
77,1.23918e-05
78,1.23918e-05
79,1.23918e-05
80,1.24185e-05
81,1.24185e-05
82,1.25687e-05
83,1.23316e-05
84,1.23316e-05
85,1.22814e-05
86,1.23502e-05
87,1.24747e-05
88,1.24747e-05
89,1.26086e-05
90,1.25061e-05
91,1.23889e-05
92,1.23889e-05
93,1.23459e-05
94,1.23459e-05
95,1.25375e-05
96,1.23427e-05
97,1.22871e-05
98,1.23621e-05
99,1.23621e-05
100,1.24468e-05
101,1.23399e-05
102,1.23981e-05
103,1.23981e-05
104,1.23302e-05
105,1.24043e-05
106,1.24043e-05
107,1.25453e-05
108,1.23865e-05
109,1.23317e-05
110,1.23317e-05
111,1.22948e-05
112,1.25547e-05
113,1.28064e-05
114,1.258e-05
115,1.2681e-05
116,1.25024e-05
117,1.25592e-05
118,1.25728e-05
119,1.25141e-05
120,1.24197e-05
121,1.25814e-05
122,1.23347e-05
123,1.23153e-05
124,1.24043e-05
125,1.24321e-05
126,1.26273e-05
127,1.26273e-05
128,1.26099e-05
129,1.24634e-05
130,1.24634e-05
131,1.23404e-05
132,1.21019e-05
133,1.19949e-05
134,1.19262e-05
135,1.20217e-05
136,1.20217e-05
137,1.20217e-05
138,1.20674e-05
139,1.20747e-05
140,1.18804e-05
141,1.20608e-05
142,1.18655e-05
143,1.20598e-05
144,1.20621e-05
145,1.20411e-05
146,1.20753e-05
147,1.19022e-05
148,1.19707e-05
149,1.19707e-05
150,1.20766e-05
151,1.19999e-05
152,1.22401e-05
153,1.22401e-05
154,1.22401e-05
155,1.22744e-05
156,1.22744e-05
157,1.21784e-05
158,1.19319e-05
159,1.19319e-05
160,1.1912e-05
161,1.18713e-05
162,1.19538e-05
163,1.19538e-05
164,1.21361e-05
165,1.20302e-05
166,1.2063e-05
167,1.21993e-05
168,1.21993e-05
169,1.21208e-05
170,1.22159e-05
171,1.21182e-05
172,1.20186e-05
173,1.19133e-05
174,1.19753e-05
175,1.19043e-05
176,1.2051e-05
177,1.19012e-05
178,1.19012e-05
179,1.19775e-05
180,1.19775e-05
181,1.19854e-05
182,1.19854e-05
183,1.21125e-05
184,1.2217e-05
185,1.2341e-05
186,1.228e-05
187,1.20634e-05
188,1.21618e-05
189,1.20623e-05
190,1.20063e-05
191,1.20063e-05
192,1.2005e-05
193,1.20665e-05
194,1.18575e-05
195,1.18575e-05
196,1.19527e-05
197,1.20437e-05
198,1.20437e-05
199,1.20437e-05
200,1.20437e-05
201,1.21971e-05
202,1.22349e-05
203,1.22564e-05
204,1.22581e-05
205,1.19792e-05
206,1.19792e-05
207,1.19792e-05
208,1.19792e-05
209,1.21447e-05
210,1.2209e-05
211,1.19948e-05
212,1.21024e-05
213,1.20897e-05
214,1.23257e-05
215,1.2177e-05
216,1.21484e-05
217,1.18806e-05
218,1.19054e-05
219,1.19054e-05
220,1.20307e-05
221,1.20385e-05
222,1.20459e-05
223,1.20459e-05
224,1.2074e-05
225,1.2074e-05
226,1.19832e-05
227,1.17597e-05
228,1.17613e-05
229,1.18612e-05
230,1.17613e-05
231,1.16519e-05
232,1.16719e-05
233,1.18646e-05
234,1.16481e-05
235,1.16481e-05
236,1.17292e-05
237,1.16849e-05
238,1.16823e-05
239,1.15933e-05
240,1.16567e-05
241,1.18028e-05
242,1.18028e-05
243,1.18476e-05
244,1.18095e-05
245,1.19112e-05
246,1.19482e-05
247,1.19264e-05
248,1.20048e-05
249,1.19297e-05
250,1.19061e-05
251,1.18815e-05
252,1.18815e-05
253,1.19928e-05
254,1.19928e-05
255,1.19942e-05
256,1.19416e-05
257,1.18839e-05
258,1.20598e-05
259,1.20598e-05
260,1.20115e-05
261,1.2275e-05
262,1.21683e-05
263,1.21464e-05
264,1.21464e-05
265,1.22144e-05
266,1.19284e-05
267,1.19284e-05
268,1.19793e-05
269,1.19925e-05
270,1.19323e-05
271,1.20369e-05
272,1.20369e-05
273,1.19901e-05
274,1.19901e-05
275,1.18563e-05
276,1.20576e-05
277,1.18922e-05
278,1.19933e-05
279,1.19933e-05
280,1.16787e-05
281,1.18034e-05
282,1.16554e-05
283,1.16532e-05
284,1.15998e-05
285,1.15038e-05
286,1.14797e-05
287,1.18634e-05
288,1.19042e-05
289,1.18113e-05
290,1.16359e-05
291,1.16359e-05
292,1.18003e-05
293,1.18176e-05
294,1.18071e-05
295,1.19367e-05
296,1.18585e-05
297,1.18585e-05
298,1.18073e-05
299,1.18073e-05
300,1.1816e-05
301,1.17032e-05
302,1.1843e-05
303,1.19031e-05
304,1.1799e-05
305,1.19444e-05
306,1.19483e-05
307,1.18429e-05
308,1.18429e-05
309,1.17879e-05
310,1.17879e-05
311,1.17879e-05
312,1.16971e-05
313,1.15761e-05
314,1.15742e-05
315,1.17e-05
316,1.17149e-05
317,1.17612e-05
318,1.17612e-05
319,1.16199e-05
320,1.17121e-05
321,1.16423e-05
322,1.16295e-05
323,1.1766e-05
324,1.19649e-05
325,1.18095e-05
326,1.19309e-05
327,1.1973e-05
328,1.1973e-05
329,1.1973e-05
330,1.1973e-05
331,1.18504e-05
332,1.20329e-05
333,1.19944e-05
334,1.20902e-05
335,1.21432e-05
336,1.20868e-05
337,1.21212e-05
338,1.20884e-05
339,1.20884e-05
