MDTU,susyTrans,Im(bilin)
10,0.00128942,-1.5756e-05
20,-0.00146785,0.000155349
30,-0.00400441,0.000951554
40,-0.0017354,-9.46486e-05
50,-0.000553393,-0.000299394
60,-0.00105983,0.000256642
70,0.000577369,-0.00064182
80,0.00114674,0.000340071
90,-0.00430661,-0.000353589
100,0.000465533,-0.00153979
110,3.53312e-05,-0.000299598
120,0.00187684,-0.000346223
130,-0.000753946,-0.000332459
140,0.00118781,-0.000413876
150,0.000859647,0.00104702
160,0.000888647,0.000210418
170,0.000270848,0.000431803
180,0.00145874,0.000665992
190,-0.00649179,0.00154395
200,-0.00556724,0.00144442
210,0.000647927,0.000110732
220,-0.00315693,-0.00108736
230,-0.000560248,0.000170312
240,0.00204713,-0.00130759
250,0.000364828,0.00184672
260,-0.000288922,-0.000255008
270,-0.000370683,3.77716e-05
280,-0.00034724,-2.5917e-05
290,0.00151343,-0.000773035
300,0.00106056,0.000103522
310,-0.00442169,-0.00159833
320,-0.00540445,-0.000826606
330,-0.000743658,0.000452971
340,0.000400884,-0.000504729
350,-0.00060585,0.0006243
360,-0.00505559,0.000574706
370,-0.00162159,0.000159313
380,-0.00176163,-0.000873352
390,0.000817502,-0.000927087
400,-0.00192008,0.00031349
410,-0.00133871,0.000183261
420,-0.0038377,0.000946126
430,-0.000253098,0.000669711
440,-0.00155545,-0.00014614
450,-0.00412236,-9.57476e-05
460,0.00276405,-0.00117915
470,0.00360379,-0.000279781
480,0.00367379,0.000664773
490,-0.000730002,-0.000668198
500,-0.00880936,-0.000800627
510,0.0029666,0.000961172
520,0.00118926,0.000975527
530,0.00175178,0.000509312
540,0.00420453,-0.00117821
550,0.00202469,-0.000120077
560,0.00291245,0.00123163
570,-0.00483563,0.000619978
580,0.00206413,-0.000492083
590,0.00113679,-0.000147656
600,0.00422492,-8.0423e-05
610,0.00196958,0.000601036
620,-0.000889461,-0.000152227
630,-0.00312336,0.000409922
640,0.00289354,-0.00111358
650,-0.000742982,-0.000460118
660,0.00510072,-0.000641897
670,-0.00469624,0.000265708
680,-0.000719816,-0.00168718
690,0.000188518,0.00036905
700,-0.00135716,-0.000220178
710,0.00464562,0.000463913
720,-0.00283662,0.000994053
730,-0.00871824,-0.000324321
740,-0.00242909,0.000603582
750,-0.000914257,-0.00150043
760,-0.00643452,0.000390042
770,2.94154e-05,0.000654088
780,-0.00178208,0.000734742
790,-0.00523921,0.00106393
800,0.00184863,0.00133674
810,0.00172328,0.000382306
820,0.00315973,7.29501e-05
830,-0.00705196,0.00111714
840,0.000317883,-4.5427e-05
850,-0.00120026,0.000567197
860,-0.00162434,0.00041008
870,-0.00462718,0.000146214
880,0.00354967,-0.000189378
890,-0.00203372,0.000670389
900,0.000624075,-0.000230768
910,0.00131742,0.000966969
920,-0.000123516,0.000359627
930,0.00198282,0.000604972
940,-0.00268273,-0.000361649
950,-0.00318312,-0.000337964
960,0.00321173,0.000294402
970,-0.00132082,-0.00099257
980,0.00114899,-0.000735192
990,0.00351587,0.00096874
1000,-0.00340094,-0.00029569
1010,-0.00241639,0.000792778
1020,-0.0010851,0.000307164
1030,-0.000719786,-0.000107312
1040,0.000789602,8.42518e-05
1050,-0.00168724,-0.00042134
1060,0.00190757,-7.88016e-05
1070,-0.0005547,0.000239218
1080,0.00273562,-0.000149348
1090,0.0022502,0.00150412
1100,0.00100133,0.00124156
1110,-0.00310241,-0.00163004
1120,-0.000159407,-0.000290517
1130,0.00328404,0.00166867
1140,0.00395201,0.00038329
1150,-0.00227788,-0.000351391
1160,-0.00287779,0.000752374
1170,0.00400379,-0.00100625
1180,-0.000335782,-0.00117936
1190,0.000306671,-9.64297e-05
1200,-0.00294963,6.78593e-05
1210,0.000430259,-0.000261634
1220,-5.30416e-05,-0.00141997
1230,-0.00288385,-0.000647032
1240,0.000413174,0.000390708
1250,0.00185204,-0.000667454
1260,0.00119474,-0.00043897
1270,-0.00361742,-0.000555974
1280,-0.00653151,0.000986869
1290,-0.00334035,-0.000867512
1300,-0.00430486,-0.000338689
1310,-0.000754304,-5.86454e-05
1320,0.00471781,-0.000244584
1330,-0.00559441,0.000554734
1340,0.00363399,-0.000299024
1350,-0.00245371,0.000446329
1360,0.00507613,-0.001288
1370,0.00607456,-6.62646e-05
1380,0.0014792,1.74688e-05
1390,-0.00238138,-0.000481058
1400,-0.00058986,-0.000870838
1410,-0.00152887,-0.00116373
1420,-0.000760504,0.00282265
1430,0.00363486,-0.000204676
1440,-0.00321641,0.000664629
1450,-0.000582429,-0.00111289
1460,0.000648743,0.00033685
1470,-0.000578121,-0.000865375
1480,-0.000938022,-0.000520238
1490,-0.000524597,0.00025319
1500,0.000318073,-0.000374188
1510,-0.0012267,-0.000428824
1520,-0.00170076,0.000800347
1530,0.000777707,0.000559757
1540,0.00070633,0.000463525
1550,0,-0.000180875
1560,-0.00466902,-0.000400746
1570,-0.0041763,-0.000449242
1580,-0.00366903,0.000397134
1590,-0.00483471,0.000363423
1600,0.000212261,0.000286981
1610,-0.00214453,0.000867516
1620,-0.00198175,0.00118142
1630,-0.00253395,0.00033313
1640,0.000830065,0.00134196
1650,-0.000259616,-0.00119581
1660,-0.00339204,0.00218148
1670,0.0016283,-0.000443076
1680,-0.00231667,-0.000945385
1690,0.00200932,-2.22264e-05
1700,-0.00162149,-0.000848324
1710,-0.000106095,0.000258613
1720,-0.00743268,7.63681e-05
1730,0.00141878,-0.000772336
1740,0.00248239,0.00150278
1750,0.00145515,0.000273988
1760,0.00305387,-0.00123836
1770,0.00116526,-0.000227439
1780,0.00107182,0.00158608
1790,-0.0040105,-0.000356203
1800,0.00575562,3.7625e-05
1810,-0.00363571,-0.000340902
1820,-8.26632e-05,0.000164531
1830,0.002029,0.00122019
1840,0.00188251,-0.000853998
1850,-0.000584023,0.000981633
1860,0.000295127,-0.000766991
1870,-0.00282692,-0.000300778
1880,-0.00187726,-0.000455561
1890,0.0014652,-0.000506179
1900,-0.00312219,0.00164678
1910,-0.000383046,-0.00152204
1920,0.000123731,0.000165731
1930,0.000407297,-0.000363472
1940,0.000294601,-0.000810926
1950,0.00468664,-0.000356103
1960,0.000223759,5.1888e-05
1970,0.00194726,-0.000841053
1980,-0.000895877,-4.38792e-05
1990,0.00236294,0.000724558
2000,-0.000959931,-0.00103811
2010,0.00164703,-0.000461373
2020,0.002189,-0.000308
2030,-0.00124313,-0.000235849
2040,-0.00160561,-0.00135828
2050,-0.0013995,-0.000100335
2060,-0.00209869,0.00155765
2070,0.00179741,0.000417637
2080,-0.00275074,-0.00142898
2090,0.00551882,1.9305e-05
