MDTU,plaq,Re(det),Im(det),link
1,0.960435,0.279326,0.0529942,0.106967
2,1.04178,0.337742,0.0628609,0.117726
3,1.05443,0.335977,0.0605347,0.11937
4,1.05687,0.353855,0.064964,0.119182
5,1.05269,0.345241,0.0627463,0.118571
6,1.0793,0.37028,0.0679318,0.12175
7,1.05013,0.339568,0.0611253,0.119415
8,1.05668,0.336332,0.0626214,0.120335
9,1.07405,0.3509,0.0644302,0.123753
10,1.12872,0.417098,0.0740391,0.129552
11,1.09469,0.361602,0.0672601,0.126889
12,1.14507,0.422561,0.075808,0.132735
13,1.13028,0.389995,0.0715177,0.131935
14,1.14551,0.407891,0.0751195,0.133914
15,1.13544,0.41665,0.0761795,0.132076
16,1.16806,0.46203,0.0831892,0.135651
17,1.21802,0.494705,0.0886213,0.142371
18,1.24721,0.536086,0.0956767,0.1458
19,1.25006,0.5549,0.097734,0.145658
20,1.24366,0.568248,0.100749,0.144217
21,1.2431,0.546894,0.0974781,0.144879
22,1.23344,0.556181,0.0988484,0.142442
23,1.20229,0.505222,0.0893358,0.139659
24,1.20229,0.505222,0.0893358,0.139659
25,1.20229,0.505222,0.0893358,0.139659
26,1.20495,0.490442,0.0889811,0.140664
27,1.2102,0.473504,0.0877057,0.142296
28,1.2102,0.473504,0.0877057,0.142296
29,1.24078,0.50533,0.0932015,0.146704
30,1.2485,0.546407,0.0985453,0.146284
31,1.24655,0.558316,0.101342,0.145886
32,1.22698,0.519026,0.0973671,0.143884
33,1.20359,0.470411,0.0904633,0.142883
34,1.20359,0.470411,0.0904633,0.142883
35,1.21941,0.477618,0.0940013,0.145074
36,1.22265,0.508971,0.097767,0.144594
37,1.23947,0.525454,0.100666,0.146786
38,1.25272,0.552684,0.103821,0.148136
39,1.29475,0.640162,0.118356,0.151967
40,1.26639,0.622004,0.116758,0.147777
41,1.26639,0.622004,0.116758,0.147777
42,1.30889,0.695358,0.128284,0.15299
43,1.2898,0.733586,0.131319,0.148844
