t,walltime
10,1286
20,1261
30,520.2
40,527.3
50,513.5
60,510.9
70,523.2
80,511.3
90,525.6
100,517.9
110,508.1
120,509.2
130,511.3
140,516.9
150,511.2
160,511.9
170,515.3
180,515.3
190,511.2
200,515.5
210,509.6
220,531.5
230,514.9
240,516.4
250,523.9
260,525.7
270,517.9
280,513
290,511.6
300,514.5
310,510.6
320,514.9
330,516.8
340,513.4
350,516.6
360,507.9
370,516.7
380,512.6
390,513.1
400,513.5
410,505.3
420,511
430,513.6
440,517.3
450,513.1
460,518.5
470,513.1
480,516.4
490,522.6
500,511.2
510,511
520,516.5
530,513.9
540,513
550,510.7
560,516.5
570,518.7
580,512.9
590,517.5
600,519.5
610,514
620,512.2
630,514.1
640,515.2
650,513.3
660,516.9
670,519.6
680,515.1
690,524.3
700,520.2
710,512
720,504.9
730,510
740,518.1
750,522.3
760,509.8
770,518
780,517
790,515.2
800,515.3
810,511.8
820,513.9
830,512.6
840,511.4
850,512.6
860,518.6
870,515.2
880,513.3
890,510
900,517
910,508.8
920,511
930,510.2
940,517.2
950,512.5
960,520.9
970,519.4
980,516
990,521.6
1000,521.6
1010,515.4
1020,517.9
1030,512.2
1040,511.8
1050,516.5
1060,519.9
1070,519.4
1080,515.4
1090,518.6
1100,515.4
1110,527.9
1120,517.8
1130,521.3
1140,516.4
1150,520.7
1160,516.4
1170,514.6
1180,514.3
1190,515
1200,511.6
1210,515.7
1220,520.9
1230,516.9
1240,515.2
1250,520.8
1260,522.4
1270,523.7
1280,518.3
1290,514.2
1300,513.4
1310,515.8
1320,515.7
1330,516.6
1340,515
1350,509.3
1360,514
1370,512.7
1380,512.1
1390,514.8
1400,518.6
1410,511.3
1420,516.6
1430,516
1440,514.1
1450,513.5
1460,515.8
1470,517.2
1480,511.8
1490,508.9
1500,519.5
1510,505.6
1520,525.2
1530,517.3
1540,513
1550,512.7
1560,517.6
1570,522.1
1580,510.6
1590,507.6
1600,521.4
1610,512.5
1620,516.9
1630,512.1
1640,520.4
1650,514.1
1660,516.2
1670,515.8
1680,519.3
1690,517.7
1700,517.6
1710,520.1
1720,514.4
1730,513.8
1740,506.1
1750,507.6
1760,507.6
1770,513
1780,507.6
1790,507.4
1800,501.7
1810,504.9
1820,502.9
1830,508.2
1840,510.5
1850,519.6
1860,502.7
1870,503.5
1880,514
1890,514.1
1900,509.1
1910,505.9
1920,498.5
1930,507.7
1940,501.8
1950,502.7
1960,500.8
1970,505.7
1980,507.3
1990,517.8
2000,506.5
2010,502.7
2020,509.3
2030,330
2040,328.6
2050,332.1
