t,cost
10,1466.24
20,1478.19
30,721.28
40,713.813
50,708.693
60,708.267
70,709.76
80,697.6
90,699.52
100,707.2
110,699.947
120,713.387
130,710.187
140,716.8
150,709.973
160,708.907
170,712.32
180,717.227
190,712.533
200,708.693
210,708.267
220,702.293
230,663.68
240,654.507
250,666.667
260,664.747
270,662.187
280,656.64
290,663.68
300,661.333
310,665.387
320,665.173
330,663.893
340,665.813
350,665.173
360,664.96
370,663.253
380,664.32
390,660.907
400,667.733
410,664.533
420,663.467
430,657.92
440,653.44
450,653.653
460,655.787
470,669.227
480,663.893
490,664.747
500,661.547
510,657.067
520,651.307
530,648.107
540,647.04
550,651.52
560,648.107
570,644.48
580,644.693
590,644.267
600,653.44
610,657.92
620,658.133
630,689.707
640,694.827
650,694.187
660,691.627
670,685.867
680,693.973
690,695.68
700,694.827
710,694.4
720,696.747
730,699.947
740,701.653
750,704
760,706.347
770,707.2
780,704.427
790,702.08
800,698.667
810,698.453
820,692.053
830,638.72
840,637.013
850,639.147
860,664.32
870,674.347
880,670.507
890,668.587
900,666.453
910,671.147
920,665.173
930,669.227
940,668.8
950,668.8
960,660.907
970,655.36
980,664.32
990,675.2
1000,658.987
1010,684.587
1020,676.693
1030,660.053
1040,661.76
1050,658.133
1060,658.56
1070,661.973
1080,663.893
1090,674.347
1100,678.187
1110,676.267
1120,673.28
1130,672
1140,659.2
1150,664.96
1160,663.893
1170,664.533
1180,666.453
1190,671.573
1200,666.453
1210,670.293
1220,669.013
1230,663.253
1240,648.32
1250,663.68
1260,660.907
1270,661.76
1280,656.64
1290,654.507
1300,653.653
1310,646.613
1320,644.053
1330,640.427
1340,640.64
1350,647.893
1360,651.947
1370,654.08
1380,671.36
1390,674.773
1400,670.08
1410,668.16
1420,664.96
1430,718.293
1440,715.733
1450,715.947
1460,721.28
1470,714.88
1480,714.24
1490,711.04
1500,716.8
1510,721.707
1520,724.907
1530,708.267
1540,721.493
1550,725.973
1560,724.907
1570,722.773
1580,721.493
1590,721.28
1600,714.453
1610,720.213
1620,725.547
1630,721.067
1640,712.96
1650,723.627
1660,720.213
1670,700.587
1680,706.133
1690,697.6
1700,703.36
1710,705.92
1720,696.107
1730,693.76
1740,697.173
1750,696.747
1760,708.693
1770,720
1780,715.733
1790,721.493
1800,720.213
1810,723.413
1820,723.413
1830,723.84
1840,718.507
1850,718.933
1860,722.133
1870,727.04
1880,728.107
1890,725.12
1900,722.133
1910,725.12
1920,727.893
1930,727.467
1940,723.2
1950,723.627
1960,722.773
1970,721.707
1980,727.04
1990,718.933
2000,718.507
2010,722.987
2020,723.84
2030,722.987
2040,723.84
2050,719.573
2060,718.293
2070,718.933
2080,719.573
2090,721.28
2100,717.44
2110,715.52
2120,717.013
2130,714.24
2140,712.107
2150,694.827
2160,687.573
2170,695.68
2180,702.507
2190,697.173
2200,699.733
2210,693.333
2220,700.8
2230,639.147
2240,634.24
2250,637.867
2260,646.827
2270,705.707
2280,678.613
2290,692.48
2300,698.027
2310,696.96
2320,693.12
2330,688.853
2340,688
2350,686.507
2360,693.973
2370,698.027
2380,689.92
2390,685.653
2400,692.053
2410,693.12
2420,691.2
2430,696.747
2440,701.227
2450,701.867
2460,703.147
2470,696.107
2480,699.947
2490,697.387
2500,698.453
2510,699.307
2520,699.733
2530,703.573
2540,707.413
2550,713.6
2560,715.733
2570,714.24
2580,713.813
2590,710.187
2600,706.347
2610,714.027
2620,703.36
2630,720.427
2640,729.173
2650,724.907
2660,723.627
2670,724.907
2680,723.84
2690,718.933
2700,719.573
2710,727.68
2720,725.973
2730,718.933
2740,704.213
2750,716.373
2760,714.027
2770,713.387
2780,715.093
2790,708.907
2800,711.04
2810,724.48
2820,720.64
2830,703.573
2840,672.427
2850,688
2860,679.68
2870,670.08
2880,672.64
2890,666.667
2900,667.093
2910,687.147
2920,695.04
2930,697.6
2940,724.053
2950,722.56
2960,725.547
2970,718.293
2980,720.213
2990,725.333
3000,718.933
3010,719.573
3020,720.64
3030,686.933
3040,690.773
3050,691.413
3060,701.227
3070,701.867
3080,703.787
3090,723.84
3100,722.347
3110,693.76
3120,702.293
3130,718.08
3140,721.493
3150,728.96
3160,714.667
3170,714.88
3180,712.533
3190,722.56
3200,720.213
3210,719.787
3220,724.267
3230,752.427
3240,744.107
3250,746.24
3260,746.24
3270,720.853
3280,722.133
3290,721.92
3300,721.92
3310,724.267
3320,728.747
3330,732.16
3340,732.16
3350,735.787
3360,724.907
3370,726.613
3380,723.413
3390,714.88
3400,719.573
3410,725.76
3420,716.373
3430,661.333
3440,671.147
3450,673.493
3460,691.84
3470,710.187
3480,709.333
3490,707.2
3500,677.333
3510,682.453
3520,681.173
3530,676.267
3540,653.227
3550,663.893
3560,663.04
3570,664.96
3580,672
3590,673.92
