MDTU,S_B
1,1.00975
2,1.00465
3,1.00146
4,1.00151
5,1.00151
6,1.00217
7,1.00057
8,1.00056
9,1.00235
10,0.999327
11,0.999327
12,0.999429
13,1.00032
14,0.999744
15,1.00104
16,0.99997
17,1.00105
18,1.00003
19,1.00003
20,1.00217
21,0.999643
22,1.00037
23,1.00105
24,1.00012
25,1.00012
26,1.00198
27,1.00157
28,1.00157
29,1.00214
30,1.00053
31,1.00037
32,1.00028
33,1.00102
34,1.0005
35,0.999071
36,1.00168
37,1.00101
38,1.00031
39,1.0009
40,1.00052
41,1.00213
42,1.00013
43,1.00131
44,1.00097
45,1.00051
46,0.999893
47,0.999893
48,0.999893
49,1.0015
50,0.999714
51,0.999714
52,1.00022
53,0.998659
54,0.998659
55,1.00069
56,1.00152
57,1.00152
58,1.00027
59,1.00003
60,1.00039
61,0.999931
62,1.00028
63,1.00049
64,1.00035
65,1.00023
66,1.00124
67,0.999244
68,1.00032
69,1.00122
70,1.0008
71,0.999466
72,0.999525
73,0.999525
74,0.999796
75,0.999796
76,0.999796
77,1.0009
78,1.0009
79,0.99983
80,1.00004
81,1.00034
82,1.00036
83,1.00145
84,1.0005
85,0.998805
86,1.00072
87,1.00045
88,0.998681
89,1.00078
90,1.00064
91,1.00064
92,1.00064
93,0.998403
94,1.00046
95,1.00087
96,1.00074
97,1.00074
98,0.999908
99,1.00083
100,0.9992
101,1.00106
102,1.00106
103,1.00106
104,1.00027
105,0.999512
106,1.00025
107,1.00025
108,0.999507
109,0.999507
110,0.999507
111,0.999507
112,1.00131
113,1.00131
114,1.00034
115,1.0004
116,0.999534
117,1.00189
118,1.0003
119,0.999422
120,1.00122
121,1.00016
122,1.00063
123,1.00063
124,1.00138
125,1.00012
126,1.00109
127,1.00044
128,1.00001
129,0.998906
130,0.998906
131,1.00072
132,1.00072
133,0.999096
134,1.00061
135,1.00097
136,0.999718
137,0.99968
138,0.99968
139,0.999156
140,0.999875
141,0.999875
142,0.999458
143,0.998534
144,0.999668
145,0.999594
146,1.00052
147,0.999966
148,0.999425
149,1.00019
150,1.00019
151,0.999513
152,0.999513
153,1.00014
154,0.999801
155,0.999801
156,1.00084
157,1.00114
158,0.998606
159,0.998606
160,1.0009
161,0.99866
162,0.998926
163,0.99976
164,0.999048
165,0.999048
166,0.999048
167,0.999048
168,0.998853
169,0.998853
170,0.998313
171,0.998313
172,1.00122
173,0.999137
174,1.00002
175,0.998338
176,0.99931
177,0.99931
178,0.998629
179,0.998558
180,0.998558
181,1.00002
182,0.99889
183,0.999554
184,0.999688
185,0.998362
186,0.999147
187,0.99982
188,1.00007
189,1.00103
190,0.998777
191,1.00048
192,1.00098
193,1.00129
194,0.999534
195,1.00083
196,1.00083
197,1.00083
198,1.00074
199,1.00077
200,1.00007
201,0.998996
202,0.999619
203,1.00048
204,0.999098
205,1.00056
206,0.998745
207,0.998904
208,1.0002
209,1.00122
210,1.00122
211,0.99875
212,0.99875
213,0.99867
214,1.00016
215,1.0004
216,1.00079
217,0.999288
218,0.998906
219,0.99942
220,0.99942
221,0.99942
222,1.00025
223,0.999824
224,0.997818
225,0.998493
226,0.998493
227,1.00023
228,0.999812
229,0.999259
230,1.00008
231,1.00008
232,1.00008
233,0.999942
234,0.999588
235,1.00023
236,0.999602
237,0.999474
238,0.998704
239,0.999513
240,0.999513
241,1.00165
242,0.999099
243,0.999099
244,0.999924
245,1.00063
246,1.00117
247,1.00117
248,1.00128
249,1.00128
250,1.00035
251,1.00035
252,0.998648
253,0.999252
254,0.998638
255,0.999878
256,0.999814
257,0.999814
258,0.999814
259,1.00009
260,0.999241
261,1.00102
262,1.00102
263,1.00055
264,0.99899
265,0.99899
266,1.00146
267,1.00103
268,1.00103
269,1.00105
270,1.00105
271,0.99958
272,0.999415
273,1.00017
274,1.00021
275,1.00021
276,1.00021
277,1.00021
278,1.00059
279,1.00083
280,0.999133
281,0.999792
282,1.00055
283,1.0003
284,0.999391
285,1.00011
286,1.00011
287,0.998248
288,1.00082
289,1.00036
290,0.998877
291,0.999868
292,0.998581
293,0.998581
294,0.998676
295,1.00147
296,1.00178
297,1.00178
298,1.00178
299,1.00008
300,1.00026
301,1.00037
302,0.999072
303,0.999072
304,0.999072
305,0.999914
306,1.00029
307,1.00029
308,0.999849
309,0.999854
310,1.00091
311,1.00091
312,0.99931
313,0.998633
314,1.00075
315,1.00075
316,0.999397
317,0.999375
318,1.0003
319,1.00011
320,1.00156
321,0.999203
322,1.00098
323,1.00005
324,0.999148
325,0.999765
326,1.00048
327,1.00048
328,0.998899
329,0.998899
330,0.999912
331,1.00255
332,0.99872
333,0.998964
334,1.00029
335,1.00037
336,0.999366
337,0.99984
338,1.00005
339,0.999344
340,1.00152
341,0.999544
342,0.99938
343,0.999758
344,0.999758
345,1.00119
346,0.998422
347,1.00036
348,1.00046
349,1.00046
350,1.00044
351,1.00089
352,0.999159
353,0.999885
354,1.00132
355,0.999145
356,1.00114
357,0.998885
358,0.999824
359,1.00051
360,1.00015
361,0.999734
362,1.00083
363,1.00083
364,0.99935
365,0.99935
366,1.00041
367,0.998872
368,0.998872
369,0.999558
370,1.00027
371,1.00027
372,1.00012
373,1.0003
374,1.0003
375,0.999265
376,0.999652
377,0.999652
378,0.997924
379,0.999298
380,0.999306
381,0.999364
382,0.999796
383,0.999796
384,0.999796
385,0.999796
386,1.00009
387,1.00009
388,1.00009
389,1.00008
390,1.0018
391,0.99758
392,1.00021
393,1.00043
394,0.999385
395,0.999966
396,0.999953
397,1.00105
398,1.00059
399,1.00014
400,0.999564
401,1.00139
402,0.99979
403,1.00043
404,0.999118
405,0.999995
406,1.00091
407,1.00091
408,0.998442
409,1.00068
410,1.00129
411,1.00129
412,1.00129
413,1.00129
414,0.999857
415,0.999633
416,1.00032
417,0.999789
418,0.999686
419,0.999164
420,1.00043
421,1.00029
422,0.999191
423,0.999191
424,0.999428
425,1.0003
426,0.999663
427,0.998825
428,0.998825
429,0.998882
430,0.999046
431,0.999046
432,0.998986
433,1.00018
434,0.99844
435,0.998687
436,0.997846
437,0.99991
438,1.00017
439,0.999181
440,1.00115
441,0.999927
442,0.999928
443,1.00065
444,0.99981
445,1.00072
446,1.00246
447,0.999506
448,1.00234
449,0.999661
450,0.998938
451,0.999557
452,0.999903
453,0.999949
454,0.999949
455,1.00014
456,1.00014
457,0.998959
458,0.998959
459,0.998959
460,1.0005
461,1.00033
462,0.998458
463,0.999505
464,0.999255
465,0.998692
466,0.998996
467,0.998445
468,0.999375
469,1.00073
470,0.999648
471,1.00003
472,0.998232
473,0.999341
474,0.999341
475,0.999341
476,0.999341
477,0.999341
478,0.999665
479,0.999689
480,1
481,1.00041
482,1.00111
483,0.99969
484,0.99969
485,0.99969
486,0.99969
487,0.999199
488,0.999199
489,0.999199
490,0.999199
491,0.999686
492,1.00061
493,1.00061
494,1.00044
495,1.00007
496,1.00082
497,0.998561
498,0.998561
499,1.00145
500,1.00102
501,0.998837
502,0.998837
503,0.999724
504,0.999335
505,0.999335
506,0.999645
507,0.999645
508,0.999645
509,0.997948
510,1.00127
511,0.999734
512,0.999811
513,0.999723
514,0.999691
515,0.998915
516,0.998915
517,0.999445
518,0.999445
519,0.998001
520,0.999867
521,0.999867
522,0.999444
523,1.00023
524,0.99935
525,1.00003
526,0.998877
527,0.999468
528,0.999326
529,0.99946
530,0.999686
531,1.00063
532,0.999487
533,0.999426
534,1.00006
535,1.00006
536,0.999739
537,0.999739
538,0.999583
539,1.00072
540,1.00072
541,0.99986
542,0.999849
543,1.00015
544,0.999434
545,1.00043
546,1.00043
547,1.0005
548,0.9998
549,0.999956
550,0.999593
551,1.00096
552,1.00096
553,0.998929
554,1.00033
555,1.00106
556,1.00106
557,0.998264
558,1.00063
559,1.00019
560,0.999638
561,0.999456
562,1.00105
563,1.00086
564,1.00086
565,1.00179
566,1.00179
567,0.999729
568,0.999231
569,0.999041
570,1.00015
571,0.999179
572,0.998861
573,1.00067
574,1.00047
575,1.00072
576,1.00037
577,1.00037
578,1.0008
579,1.00182
580,0.999956
581,0.999889
582,1.00143
