t,walltime
10,687.3
20,692.9
30,338.1
40,334.6
50,332.2
60,332
70,332.7
80,327
90,327.9
100,331.5
110,328.1
120,334.4
130,332.9
140,336
150,332.8
160,332.3
170,333.9
180,336.2
190,334
200,332.2
210,332
220,329.2
230,311.1
240,306.8
250,312.5
260,311.6
270,310.4
280,307.8
290,311.1
300,310
310,311.9
320,311.8
330,311.2
340,312.1
350,311.8
360,311.7
370,310.9
380,311.4
390,309.8
400,313
410,311.5
420,311
430,308.4
440,306.3
450,306.4
460,307.4
470,313.7
480,311.2
490,311.6
500,310.1
510,308
520,305.3
530,303.8
540,303.3
550,305.4
560,303.8
570,302.1
580,302.2
590,302
600,306.3
610,308.4
620,308.5
630,323.3
640,325.7
650,325.4
660,324.2
670,321.5
680,325.3
690,326.1
700,325.7
710,325.5
720,326.6
730,328.1
740,328.9
750,330
760,331.1
770,331.5
780,330.2
790,329.1
800,327.5
810,327.4
820,324.4
830,299.4
840,298.6
850,299.6
860,311.4
870,316.1
880,314.3
890,313.4
900,312.4
910,314.6
920,311.8
930,313.7
940,313.5
950,313.5
960,309.8
970,307.2
980,311.4
990,316.5
1000,308.9
1010,320.9
1020,317.2
1030,309.4
1040,310.2
1050,308.5
1060,308.7
1070,310.3
1080,311.2
1090,316.1
1100,317.9
1110,317
1120,315.6
1130,315
1140,309
1150,311.7
1160,311.2
1170,311.5
1180,312.4
1190,314.8
1200,312.4
1210,314.2
1220,313.6
1230,310.9
1240,303.9
1250,311.1
1260,309.8
1270,310.2
1280,307.8
1290,306.8
1300,306.4
1310,303.1
1320,301.9
1330,300.2
1340,300.3
1350,303.7
1360,305.6
1370,306.6
1380,314.7
1390,316.3
1400,314.1
1410,313.2
1420,311.7
1430,336.7
1440,335.5
1450,335.6
1460,338.1
1470,335.1
1480,334.8
1490,333.3
1500,336
1510,338.3
1520,339.8
1530,332
1540,338.2
1550,340.3
1560,339.8
1570,338.8
1580,338.2
1590,338.1
1600,334.9
1610,337.6
1620,340.1
1630,338
1640,334.2
1650,339.2
1660,337.6
1670,328.4
1680,331
1690,327
1700,329.7
1710,330.9
1720,326.3
1730,325.2
1740,326.8
1750,326.6
1760,332.2
1770,337.5
1780,335.5
1790,338.2
1800,337.6
1810,339.1
1820,339.1
1830,339.3
1840,336.8
1850,337
1860,338.5
1870,340.8
1880,341.3
1890,339.9
1900,338.5
1910,339.9
1920,341.2
1930,341
1940,339
1950,339.2
1960,338.8
1970,338.3
1980,340.8
1990,337
2000,336.8
2010,338.9
2020,339.3
2030,338.9
2040,339.3
2050,337.3
2060,336.7
2070,337
2080,337.3
2090,338.1
2100,336.3
2110,335.4
2120,336.1
2130,334.8
2140,333.8
2150,325.7
2160,322.3
2170,326.1
2180,329.3
2190,326.8
2200,328
2210,325
2220,328.5
2230,299.6
2240,297.3
2250,299
2260,303.2
2270,330.8
2280,318.1
2290,324.6
2300,327.2
2310,326.7
2320,324.9
2330,322.9
2340,322.5
2350,321.8
2360,325.3
2370,327.2
2380,323.4
2390,321.4
2400,324.4
2410,324.9
2420,324
2430,326.6
2440,328.7
2450,329
2460,329.6
2470,326.3
2480,328.1
2490,326.9
2500,327.4
2510,327.8
2520,328
2530,329.8
2540,331.6
2550,334.5
2560,335.5
2570,334.8
2580,334.6
2590,332.9
2600,331.1
2610,334.7
2620,329.7
2630,337.7
