MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.916841,0.702559,-4.36406e-05
2,0.893641,0.728764,-9.57516e-05
3,0.888334,0.73335,-0.000104312
4,0.868886,0.74165,-1.31463e-05
5,0.868886,0.74165,-1.31463e-05
6,0.848168,0.753411,2.70253e-05
7,0.873079,0.739501,5.58681e-05
8,0.8914,0.72719,3.87575e-05
9,0.899823,0.714854,4.50426e-05
10,0.884892,0.72902,1.48849e-05
11,0.884892,0.72902,1.48849e-05
12,0.91102,0.713959,2.78458e-05
13,0.979707,0.680536,5.93608e-05
14,1.08254,0.647559,0.00014387
15,1.3101,0.586889,-3.04642e-05
16,1.4291,0.561027,-2.31761e-05
17,1.53353,0.539309,5.07298e-05
18,1.42774,0.559098,1.91118e-05
19,1.42774,0.559098,1.91118e-05
20,1.57227,0.524765,-6.33186e-05
21,1.69506,0.507469,-6.28851e-05
22,1.79702,0.487345,-2.26304e-05
23,1.82663,0.478948,-5.73499e-05
24,1.38069,0.563332,-6.71649e-05
25,1.38069,0.563332,-6.71649e-05
26,1.4139,0.550913,8.01947e-05
27,1.66997,0.502347,-0.000104884
28,1.66997,0.502347,-0.000104884
29,1.61985,0.506418,-3.26443e-05
30,1.71934,0.488076,4.67977e-05
31,1.74107,0.48315,6.99425e-06
32,1.56971,0.50837,0.000110937
33,1.84133,0.45989,-0.000123183
34,1.9975,0.434446,2.22182e-05
35,2.11687,0.412964,5.92918e-05
36,3.15463,0.281051,-1.84544e-05
37,3.22526,0.279186,3.01195e-05
38,3.08707,0.293708,-0.000310919
39,3.26902,0.272366,0.000125493
40,3.30252,0.266652,8.91278e-05
41,3.02369,0.288413,8.46947e-05
42,2.67174,0.328654,-0.000203773
43,3.5093,0.229883,-6.16771e-05
44,3.66394,0.213629,-0.000177341
45,3.67525,0.212762,0.000169578
46,3.63684,0.212992,1.81303e-05
47,3.63684,0.212992,1.81303e-05
48,3.63684,0.212992,1.81303e-05
49,4.45082,0.132446,6.61408e-05
50,4.14846,0.161653,0.000190636
51,4.14846,0.161653,0.000190636
52,3.99105,0.17031,0.000105021
53,4.64678,0.112035,-0.00010193
54,4.64678,0.112035,-0.00010193
55,5.71029,0.023117,-0.000232252
56,5.8509,0.009073,0.000230751
57,5.8509,0.009073,0.000230751
58,5.37123,0.039212,-0.000192901
59,6.19973,-0.01296,-0.00018883
60,5.84293,0.004244,-0.000320244
61,6.46905,-0.03523,-0.000198525
62,7.51416,-0.1082,0.000203959
63,6.86846,-0.06609,7.44374e-05
64,7.55594,-0.11214,-0.000447015
65,9.60894,-0.22278,0.000317196
66,9.26496,-0.20548,-0.000373761
67,9.19791,-0.19659,5.09004e-06
68,10.8237,-0.29024,0.000150957
69,11.1046,-0.31626,-9.59252e-05
70,9.27699,-0.22516,2.10593e-06
71,9.54277,-0.24103,5.04585e-05
72,8.58103,-0.19201,0.00035327
73,8.58103,-0.19201,0.00035327
74,9.7585,-0.25529,0.000546108
75,9.7585,-0.25529,0.000546108
76,9.7585,-0.25529,0.000546108
77,12.9496,-0.41726,-3.25526e-05
78,12.9496,-0.41726,-3.25526e-05
79,17.4164,-0.59382,0.00024256
80,15.612,-0.52605,0.00012474
81,15.3819,-0.52133,-0.00023438
82,16.6631,-0.57614,-0.000214236
83,17.9365,-0.6314,0.00036294
84,16.2113,-0.56503,0.000504556
85,18.098,-0.63883,-0.000179551
86,15.3579,-0.53124,-7.18414e-05
87,15.8512,-0.55335,-6.92471e-05
88,14.5512,-0.49608,0.000222806
89,18.2645,-0.64394,0.00011917
90,21.1164,-0.75229,-1.97985e-05
91,21.1164,-0.75229,-1.97979e-05
92,21.1164,-0.75229,-1.97979e-05
93,17.3232,-0.60488,0.000117898
94,18.4326,-0.6485,-1.62211e-05
95,19.1678,-0.69046,0.000326672
96,14.458,-0.5089,-0.000305014
97,14.458,-0.5089,-0.000305014
98,15.0486,-0.5307,-0.000123583
99,13.552,-0.46119,-3.59329e-05
100,14.5849,-0.50395,0.000135771
101,16.4709,-0.58338,-0.00066276
102,16.4709,-0.58338,-0.00066276
103,16.4709,-0.58338,-0.00066276
104,14.1018,-0.48734,-0.000297563
105,11.3377,-0.35382,-8.11025e-05
106,11.2909,-0.3519,-0.000113378
107,11.2909,-0.3519,-0.000113378
108,11.6445,-0.37163,-8.09205e-05
109,11.6445,-0.37163,-8.09205e-05
110,11.6445,-0.37163,-8.09205e-05
111,11.6445,-0.37163,-8.09206e-05
112,15.7095,-0.56269,-0.000180642
113,15.7095,-0.56269,-0.000180642
114,14.9098,-0.52079,-0.000228338
115,23.5914,-0.84428,0.000156158
116,23.7626,-0.85299,0.000102747
117,21.7509,-0.79669,0.000761127
118,25.1635,-0.90593,-0.000126744
119,24.6263,-0.89029,-0.000138735
120,21.6951,-0.80363,0.000528872
121,25.5833,-0.93622,0.000204068
122,22.5506,-0.84393,0.000120992
123,22.5506,-0.84393,0.000120992
124,23.9458,-0.88655,0.000669929
125,20.5735,-0.76422,-0.000217969
126,22.9247,-0.85391,-0.000315558
127,18.5707,-0.69484,0.000335591
128,18.8408,-0.70632,2.09169e-06
129,22.5186,-0.82617,-0.000523331
130,22.5186,-0.82617,-0.000523331
131,24.5879,-0.89789,0.000191792
132,24.5879,-0.89789,0.000191792
133,28.5764,-1.01489,0.000457848
134,35.042,-1.21353,-0.000107693
135,33.5084,-1.16334,0.000389383
136,30.4229,-1.06123,0.000122775
137,29.5559,-1.03546,0.000324386
138,29.5559,-1.03546,0.000324386
139,31.9421,-1.10031,0.000643427
140,29.8764,-1.04726,-1.48256e-05
141,29.8764,-1.04726,-1.48258e-05
142,32.7318,-1.13192,0.000478963
143,39.3119,-1.299,0.000203807
144,33.5473,-1.14463,-0.000297019
145,36.4528,-1.22633,9.89423e-06
146,26.7459,-0.95728,0.000223781
147,28.8697,-1.02179,-0.000494169
148,34.1416,-1.16924,-0.000438074
149,33.4769,-1.17486,-0.000497931
150,33.4769,-1.17486,-0.000497931
151,36.8313,-1.25271,-4.33677e-05
152,36.8313,-1.25271,-4.33677e-05
153,40.1776,-1.35042,0.0005672
154,38.0989,-1.30661,0.000388333
155,38.0989,-1.30661,0.000388333
156,37.0468,-1.28872,0.000635184
157,38.1674,-1.31968,-0.000510156
158,37.7044,-1.28914,0.00048005
159,37.7044,-1.28914,0.00048005
160,40.4652,-1.36081,1.67368e-05
161,41.2432,-1.37205,-7.88369e-05
162,30.8891,-1.09216,7.07865e-05
163,36.0545,-1.24657,0.000324566
164,32.3194,-1.15179,-0.000319089
165,32.3194,-1.15179,-0.000319089
166,32.3194,-1.15179,-0.000319089
167,32.3194,-1.15179,-0.000319089
168,31.8784,-1.14244,0.000464886
169,31.8784,-1.14244,0.000464886
170,29.9309,-1.08444,0.000160445
171,29.9309,-1.08444,0.000160445
172,34.233,-1.20987,9.40212e-05
173,36.4672,-1.26058,-0.000228211
174,33.2745,-1.1874,-0.000170582
175,27.7899,-1.02436,-0.000550266
176,28.3075,-1.04962,-0.000234825
177,28.3075,-1.04962,-0.000234825
178,26.4431,-0.99662,-4.45885e-05
179,22.8163,-0.87335,-0.000882961
180,22.8163,-0.87335,-0.000882961
181,23.9543,-0.91488,-0.00117762
182,27.9649,-1.03712,-0.000761373
183,24.0863,-0.91107,2.21727e-05
184,29.1973,-1.06655,-0.000176783
185,29.0952,-1.06249,0.00032498
186,28.5344,-1.04246,-0.000246366
187,28.0031,-1.03807,-4.76907e-05
188,28.2709,-1.04455,-0.00036721
189,25.7982,-0.97657,-0.000495017
190,20.0052,-0.7672,-0.00076529
191,20.3629,-0.78383,2.3866e-05
192,29.9302,-1.08882,-0.000448664
193,27.9532,-1.02956,0.000645179
194,22.913,-0.8635,0.000201323
195,25.2134,-0.94067,-0.000332194
196,25.2134,-0.94067,-0.000332194
197,25.2134,-0.94067,-0.000332194
198,23.4987,-0.89108,0.000456276
199,27.3697,-1.01334,-0.000111698
200,21.5496,-0.82125,3.30134e-05
201,19.9648,-0.76576,-0.000532939
202,21.9795,-0.84318,-0.000376221
203,21.853,-0.84566,-0.000109404
204,22.1208,-0.84063,0.000124135
205,21.3142,-0.82002,0.000207592
206,23.495,-0.87831,0.000636897
207,24.5401,-0.90393,0.000169127
208,24.7542,-0.92463,-0.000608682
209,20.3445,-0.79298,0.000218518
210,20.3445,-0.79298,0.000218518
211,15.6579,-0.60536,0.000386068
212,15.6579,-0.60536,0.000386068
213,24.1825,-0.92047,-0.000577101
214,24.2692,-0.92621,0.000306819
215,21.1863,-0.81919,-4.76193e-05
216,22.1359,-0.85614,0.000129035
217,19.7421,-0.7643,0.000551477
218,20.6458,-0.79674,-6.59029e-05
219,21.4291,-0.82675,0.00021679
220,21.4291,-0.82675,0.00021679
221,21.4291,-0.82675,0.000216791
222,19.2637,-0.74625,-0.000306262
223,16.944,-0.65002,-0.00036716
224,16.3378,-0.61605,-0.000221006
225,16.2631,-0.6146,-0.000437924
226,16.2631,-0.6146,-0.000437924
227,16.2615,-0.61854,-4.00653e-05
228,13.8591,-0.52106,-0.000563961
229,16.555,-0.62684,0.000306628
230,15.9496,-0.62885,-0.000553302
231,15.9496,-0.62885,-0.000553301
232,15.9496,-0.62885,-0.000553301
233,18.9488,-0.74853,0.000213819
234,21.9493,-0.8593,-0.000458033
235,21.5786,-0.85172,7.46747e-05
236,18.9382,-0.7555,0.000184724
237,16.9764,-0.68105,-0.000111418
238,18.6926,-0.73825,-0.000120215
239,18.1267,-0.72202,-0.000421076
240,18.1267,-0.72202,-0.000421076
241,20.4453,-0.8172,7.57011e-06
242,19.0936,-0.74769,0.00021606
243,19.0936,-0.74769,0.00021606
244,18.3325,-0.73035,0.000339032
245,19.2864,-0.76188,0.000662261
246,20.1066,-0.79222,-4.78632e-05
247,20.1066,-0.79222,-4.78632e-05
248,27.5881,-1.03473,0.000516437
249,27.5881,-1.03473,0.000516437
250,28.9046,-1.06593,0.000462074
