t,|deltaS|
1,0.02273
2,0.09292
3,0.2169
4,0.04271
5,0.1356
6,0.05352
7,0.03339
8,0.08723
9,0.1189
10,0.02416
11,0.1326
12,0.03992
13,0.07531
14,0.08948
15,0.06861
16,0.05169
17,0.06326
18,0.1555
19,0.2126
20,0.00851
21,0.001291
22,0.8974
23,0.0227
24,0.2334
25,1.532
26,0.0484
27,0.9433
28,1.039
29,0.5295
30,0.2914
31,0.6838
32,0.8768
33,0.01174
34,0.6562
35,0.7072
36,0.6639
37,0.2785
38,0.1018
39,0.2932
40,0.7693
41,1.223
42,0.3407
43,0.7634
44,0.9212
45,0.1455
46,0.3444
47,0.7069
48,0.5151
49,0.3719
50,0.1812
51,0.524
52,0.8405
53,0.6092
54,1.377
55,0.5618
56,0.7506
57,0.1025
58,0.1296
59,0.2692
60,0.5561
61,0.1228
62,0.04131
63,0.0961
64,0.155
65,0.302
66,0.08461
67,0.3262
68,0.7737
69,0.3812
70,0.8275
71,0.3877
72,0.2019
73,0.8668
74,0.0885
75,0.8092
76,1.173
77,0.05963
78,1.088
79,0.4664
80,0.5967
81,0.01221
82,0.6751
83,0.9857
84,0.582
85,0.9314
86,0.0502
87,0.09728
88,0.7527
89,0.551
90,0.07787
91,0.61
92,0.282
93,0.2727
94,0.06925
95,0.703
96,0.2206
97,0.3717
98,0.9664
99,0.1789
100,0.2635
101,0.1177
102,0.8545
103,1.139
104,0.448
105,0.2088
106,0.5913
107,0.5622
108,0.06603
109,0.4247
110,1.015
111,0.5909
112,0.3044
113,0.9242
114,0.2352
115,0.2783
116,0.814
117,0.2128
118,0.3329
119,0.5326
120,0.165
121,0.5018
122,0.05856
123,0.4971
124,0.3572
125,0.2594
126,0.5605
127,0.5677
128,0.3602
129,0.06331
130,0.4809
131,0.7254
132,0.8434
133,0.5193
134,0.4814
135,0.003801
136,0.2475
137,0.5986
138,0.9267
139,0.5927
140,0.2769
141,0.2254
142,0.6788
143,0.1002
144,0.1928
145,0.1613
146,0.03909
147,0.517
148,0.1137
149,0.6043
150,0.6073
151,0.6857
152,1.329
153,0.3936
154,0.09825
155,0.2835
156,0.04043
157,0.3827
158,0.2137
159,0.6169
160,0.03607
161,0.9618
162,0.7137
163,0.2711
164,0.8289
165,0.6508
166,1
167,0.9729
168,0.2211
169,0.9877
170,0.06876
171,1.19
172,0.382
173,0.002571
174,0.9528
175,0.04823
176,0.1587
177,0.5227
178,0.2191
179,0.2863
180,0.3701
181,0.6297
182,0.3811
183,0.3986
184,0.6674
185,0.2307
186,0.2918
187,0.953
188,0.4072
189,0.4852
190,0.09085
191,0.2797
192,0.2827
193,0.4252
194,0.1221
195,0.4972
196,0.7585
197,0.8373
198,0.8604
199,0.9789
200,0.2417
201,0.06488
202,0.1133
203,0.4293
204,0.3499
205,0.003846
206,0.1518
207,0.07347
208,0.8733
209,0.4073
210,0.5006
211,0.2612
212,0.9435
213,0.3614
214,1.196
215,0.1435
216,0.4212
217,0.2217
218,0.7685
219,0.3192
220,0.9367
221,1.158
222,0.5645
223,0.1879
224,0.3552
225,0.1875
226,0.6025
227,0.03512
228,0.07375
229,0.883
230,0.06995
231,1.066
232,0.2288
233,0.001947
234,0.1411
235,0.4772
236,0.4618
237,0.1085
238,0.15
239,0.2024
240,0.7093
241,0.1778
242,0.2069
243,0.6464
244,0.1294
245,0.4331
246,0.4096
247,0.1443
248,0.05185
249,0.372
250,0.4296
251,0.394
252,1.012
253,0.1051
254,0.761
255,0.3583
256,0.1324
257,0.9924
258,0.7655
259,0.555
260,0.09499
261,1.138
262,0.6655
263,0.269
264,0.2882
265,0.5609
266,0.2485
267,0.5669
268,0.5804
269,0.3071
270,0.3572
271,0.2929
272,0.123
273,0.2232
274,0.04798
275,0.9711
276,0.6445
277,0.9289
278,0.1806
279,0.6833
280,0.2445
281,0.6812
282,0.9412
283,0.5044
284,0.1485
285,0.8323
286,1.108
287,0.6625
288,0.8342
289,0.05299
290,0.266
291,0.9242
292,0.1925
293,0.9269
294,0.501
295,0.7792
296,0.2685
297,0.7863
298,0.9761
299,0.03795
300,0.4382
301,0.5926
302,0.2193
303,0.3398
304,0.3372
305,0.6438
306,0.4393
307,0.31
308,0.6624
309,0.4897
310,0.6362
311,0.5309
312,0.1991
313,0.1154
314,0.7569
315,0.4837
316,0.1451
317,0.1587
318,0.1552
319,0.6774
320,0.02885
321,0.1647
322,0.08853
323,0.1259
324,0.2705
325,0.9674
326,0.1435
327,0.4825
328,0.2515
329,0.4431
330,0.09374
331,0.8837
332,0.7485
333,0.4776
334,0.1318
335,0.3488
336,0.1495
337,0.6342
338,0.02627
339,0.31
340,0.378
341,1.204
342,0.3654
343,0.5564
344,1.328
345,0.6666
346,0.9601
347,1.156
348,0.896
349,0.5294
350,0.4897
351,0.6791
352,0.37
353,0.09447
354,0.43
355,1.078
356,0.2199
357,0.03158
358,0.3222
359,0.0174
360,0.3017
361,0.1061
362,0.805
363,0.9701
364,0.2643
365,0.824
366,0.6657
367,0.02114
368,0.6392
369,0.08408
370,0.6675
371,0.6296
372,0.6591
373,0.1222
374,0.4035
375,0.3375
376,0.0408
377,0.6969
378,0.4178
379,0.3125
380,0.128
381,0.08221
382,0.3195
383,0.1761
384,0.7484
385,0.3341
386,0.3358
387,0.8414
388,0.7994
389,0.08336
390,0.719
391,0.8419
392,0.5913
393,0.3208
394,0.7574
395,0.4506
396,0.3693
397,0.318
398,0.7347
399,0.2453
400,0.2523
401,0.07893
402,0.01243
403,0.03872
404,0.2716
405,0.3833
406,0.1405
407,1.007
408,0.2735
409,0.7994
410,0.1494
411,0.2593
412,0.7083
413,0.9466
414,0.2783
415,0.5538
416,0.1838
417,0.2634
418,0.4086
419,0.2003
420,0.5448
421,0.7697
422,0.5425
423,0.6216
424,0.3274
425,0.1786
426,0.1022
427,0.3347
428,0.7474
429,0.1841
430,0.884
431,0.6486
432,0.234
433,0.3213
434,0.8745
435,1.173
436,0.1769
437,0.2788
438,0.07878
439,0.3082
440,0.3927
441,0.3652
442,0.7012
443,0.6672
444,0.2846
445,0.4559
446,0.094
447,0.8304
448,0.04321
449,0.8459
450,0.2533
451,0.07088
452,0.1496
453,0.2282
454,0.4243
455,0.3724
456,1.247
457,0.113
458,0.8074
459,0.6447
460,0.639
461,0.0251
462,0.3157
463,0.2197
464,0.05132
465,0.248
466,0.8319
467,0.09157
468,0.1785
469,0.5183
470,0.1099
471,0.4625
472,0.1677
473,1.406
474,0.4998
475,1.032
476,1.152
477,0.3542
478,0.4903
479,0.1035
480,0.3864
481,0.1808
482,0.671
483,0.7747
484,0.7226
485,0.3056
486,0.2339
487,0.03529
488,1.649
489,0.2895
490,0.9254
491,0.5446
492,0.5422
493,0.7257
494,0.2304
495,0.3575
496,0.01436
497,0.6804
498,0.8631
499,0.03294
500,1.045
501,0.09831
502,0.2422
503,0.5854
504,0.3359
505,0.4401
506,0.1542
507,0.1854
508,0.5505
509,0.4642
510,0.6665
511,0.06257
512,0.2883
513,0.1124
514,0.9383
515,0.04515
516,0.5765
517,0.12
518,0.8257
519,0.1093
520,0.1786
521,0.271
522,0.0118
523,0.1051
524,0.2814
525,0.1704
526,0.5746
527,0.1563
528,0.2725
529,0.005034
530,0.2693
531,0.4235
532,0.1971
533,0.3082
534,0.4287
535,1.003
536,0.2628
537,0.2654
538,0.1496
539,0.5334
540,0.6873
541,0.3294
542,0.177
543,0.9881
544,0.2907
545,0.2282
546,0.8988
547,0.2588
548,0.1234
549,0.4569
550,0.9569
551,1.168
552,0.6377
553,0.2273
554,0.01982
555,0.8368
556,0.861
557,0.3207
558,0.2452
559,0.3748
560,0.4647
561,0.9139
562,0.5956
563,1.185
564,0.8159
565,0.2921
566,0.9556
567,1.808
568,0.343
569,0.861
570,0.01566
571,0.1044
572,0.3598
573,0.2667
574,0.9174
575,0.6848
576,0.6532
577,0.7713
578,0.04342
