MDTU,plaq,Re(det),Im(det),link
1,1.40029,0.646077,0.076389,0.168702
2,1.39577,0.597779,0.0721417,0.169915
3,1.40272,0.588001,0.0691865,0.171489
4,1.3989,0.560826,0.0656981,0.171908
5,1.3989,0.560826,0.0656981,0.171908
6,1.37878,0.525702,0.0646305,0.170042
7,1.42404,0.566975,0.0689634,0.176653
8,1.43671,0.59782,0.0721589,0.17803
9,1.46129,0.618946,0.075575,0.182005
10,1.45079,0.590279,0.0706666,0.181239
11,1.45079,0.590279,0.0706666,0.181239
12,1.48187,0.628899,0.0759532,0.184931
13,1.51716,0.713779,0.0842418,0.188689
14,1.55037,0.809036,0.0930893,0.191631
15,1.59014,0.9764,0.110903,0.194273
16,1.62698,1.04917,0.116607,0.198993
17,1.63359,1.1077,0.1252,0.198975
18,1.62207,1.04937,0.118171,0.198188
19,1.62207,1.04937,0.118171,0.198188
20,1.65139,1.13185,0.125737,0.20149
21,1.67535,1.19157,0.133038,0.204659
22,1.70041,1.24087,0.140526,0.208275
23,1.71304,1.25581,0.142091,0.210582
24,1.63996,1.02424,0.119467,0.202651
25,1.63996,1.02424,0.119467,0.202651
26,1.66084,1.04663,0.122361,0.205919
27,1.7121,1.18298,0.134786,0.212047
28,1.7121,1.18298,0.134786,0.212047
29,1.72565,1.15991,0.134206,0.215507
30,1.75864,1.20912,0.138385,0.220427
31,1.76356,1.21973,0.14109,0.221401
32,1.74486,1.13746,0.132156,0.220083
33,1.8092,1.26818,0.146805,0.229465
34,1.8257,1.33607,0.15388,0.231076
35,1.83994,1.38648,0.15495,0.232763
36,1.90994,1.74283,0.195391,0.239417
37,1.89214,1.76295,0.198298,0.235194
38,1.90836,1.72102,0.197246,0.238979
39,1.92235,1.7762,0.199904,0.240973
40,1.92971,1.78585,0.20529,0.242226
41,1.91209,1.70344,0.196946,0.240423
42,1.88758,1.5904,0.185325,0.237665
43,1.95571,1.84708,0.21153,0.246411
44,1.95835,1.88964,0.218077,0.246169
45,1.96702,1.89274,0.217995,0.247811
46,1.98994,1.88281,0.215678,0.252562
47,1.98994,1.88281,0.215678,0.252562
48,1.98994,1.88281,0.215678,0.252562
49,2.02033,2.09219,0.236714,0.254355
50,2.01993,2.01673,0.234793,0.255711
51,2.01993,2.01673,0.234793,0.255711
52,2.03129,1.97774,0.224955,0.258958
53,2.05778,2.13925,0.240522,0.261529
54,2.05778,2.13925,0.240522,0.261529
55,2.08989,2.37458,0.266661,0.264408
56,2.09956,2.40359,0.271205,0.266315
57,2.09956,2.40359,0.271205,0.266315
58,2.09624,2.30254,0.260776,0.267017
59,2.11776,2.47323,0.287558,0.269155
60,2.09982,2.40095,0.279887,0.26631
61,2.09615,2.52688,0.287565,0.263847
62,2.13237,2.72176,0.307346,0.268317
63,2.09944,2.6031,0.296579,0.263821
64,2.13991,2.72953,0.305032,0.269936
65,2.17546,3.07276,0.342744,0.272962
66,2.16442,3.01833,0.335283,0.271106
67,2.17124,3.00884,0.325803,0.273058
68,2.19799,3.25704,0.36217,0.275222
69,2.24053,3.29642,0.371657,0.284148
70,2.20381,3.0185,0.339047,0.279193
71,2.22247,3.06059,0.342694,0.282176
72,2.20984,2.90465,0.327371,0.281651
73,2.20984,2.90465,0.327371,0.281651
74,2.21846,3.09435,0.343942,0.2811
75,2.21846,3.09435,0.343942,0.2811
76,2.21846,3.09435,0.343942,0.2811
77,2.25363,3.55309,0.388738,0.283235
78,2.25363,3.55309,0.388738,0.283235
79,2.30105,4.10685,0.444521,0.286529
80,2.28859,3.89327,0.421628,0.285675
81,2.29751,3.86481,0.416404,0.2878
82,2.29834,4.01726,0.438983,0.286226
83,2.30843,4.1629,0.456229,0.287731
84,2.29437,3.96317,0.430518,0.286693
85,2.32867,4.18177,0.450175,0.291844
86,2.29863,3.85915,0.427357,0.289139
87,2.29162,3.91923,0.42965,0.286165
88,2.29134,3.75947,0.414061,0.28831
89,2.32122,4.19962,0.461561,0.290025
90,2.34925,4.50698,0.487466,0.292832
91,2.34925,4.50698,0.487466,0.292832
92,2.34925,4.50698,0.487466,0.292832
93,2.33086,4.09263,0.455759,0.293338
94,2.32775,4.2184,0.465989,0.291742
95,2.34975,4.29684,0.47779,0.295022
96,2.29605,3.74517,0.415562,0.289667
97,2.29605,3.74517,0.415562,0.289667
98,2.31697,3.81903,0.426545,0.293654
99,2.29075,3.6301,0.402043,0.290743
100,2.31441,3.76195,0.422769,0.294222
101,2.33123,3.9918,0.44285,0.29576
102,2.33123,3.9918,0.44285,0.29576
103,2.33123,3.9918,0.44285,0.29576
104,2.30592,3.70092,0.409183,0.2937
105,2.25899,3.32826,0.36775,0.287958
106,2.27778,3.3201,0.379503,0.291682
107,2.27778,3.3201,0.379503,0.291682
108,2.27764,3.37124,0.375681,0.290733
109,2.27764,3.37124,0.375681,0.290733
110,2.27764,3.37124,0.375681,0.290733
111,2.27764,3.37124,0.375681,0.290733
112,2.31874,3.89969,0.430392,0.293811
113,2.31874,3.89969,0.430392,0.293811
114,2.29211,3.80349,0.414819,0.289498
115,2.35932,4.75531,0.515402,0.294028
116,2.37596,4.77181,0.514646,0.297571
117,2.36563,4.56813,0.49842,0.297444
118,2.40144,4.9044,0.538233,0.301782
119,2.40161,4.85344,0.527089,0.301879
120,2.3897,4.56113,0.495369,0.302203
121,2.43558,4.9405,0.546047,0.308473
122,2.43592,4.64537,0.50879,0.311324
123,2.43592,4.64537,0.50879,0.311324
124,2.43109,4.78354,0.526834,0.308717
125,2.4003,4.44261,0.502689,0.305112
126,2.43306,4.68181,0.525502,0.309594
127,2.40323,4.22643,0.474514,0.308122
128,2.40236,4.25724,0.466773,0.307342
129,2.41981,4.64514,0.508622,0.307798
130,2.41981,4.64514,0.508622,0.307798
131,2.41952,4.84685,0.538248,0.305585
132,2.41952,4.84685,0.538248,0.305585
133,2.43736,5.21848,0.560293,0.306268
134,2.47952,5.76133,0.61356,0.311051
135,2.47011,5.6382,0.604743,0.309645
136,2.44306,5.3807,0.587183,0.306671
137,2.43794,5.30617,0.572889,0.306028
138,2.43794,5.30617,0.572889,0.306028
