MDTU,link
1,0.871444
2,0.864575
3,0.862782
4,0.861814
5,0.861814
6,0.861054
7,0.86003
8,0.861645
9,0.862882
10,0.8602
11,0.8602
12,0.860939
13,0.864647
14,0.866816
15,0.872543
16,0.872928
17,0.87531
18,0.873683
19,0.873683
20,0.87665
21,0.875757
22,0.876438
23,0.876704
24,0.872517
25,0.872517
26,0.872905
27,0.87455
28,0.87455
29,0.873696
30,0.873302
31,0.873468
32,0.872864
33,0.873256
34,0.87455
35,0.875874
36,0.882556
37,0.883327
38,0.880982
39,0.881693
40,0.881632
41,0.882696
42,0.881498
43,0.884747
44,0.885844
45,0.885004
46,0.883658
47,0.883658
48,0.883658
49,0.887602
50,0.88543
51,0.88543
52,0.884268
53,0.886228
54,0.886228
55,0.889641
56,0.890305
57,0.890305
58,0.889318
59,0.889788
60,0.891103
61,0.893231
62,0.894487
63,0.895048
64,0.89472
65,0.896172
66,0.896099
67,0.894522
68,0.897466
69,0.896678
70,0.89595
71,0.895289
72,0.894541
73,0.894541
74,0.896401
75,0.896401
76,0.896401
77,0.900894
78,0.900894
79,0.902349
80,0.90109
81,0.900895
82,0.902995
83,0.904929
84,0.903936
85,0.903404
86,0.902681
87,0.904026
88,0.901473
89,0.904311
90,0.905698
91,0.905698
92,0.905698
93,0.90163
94,0.903955
95,0.904846
96,0.903322
97,0.903322
98,0.902436
99,0.901755
100,0.901265
101,0.902952
102,0.902952
103,0.902952
104,0.901532
105,0.89981
106,0.898484
107,0.898484
108,0.89927
109,0.89927
110,0.89927
111,0.89927
112,0.904173
113,0.904173
114,0.903735
115,0.909325
116,0.908454
117,0.908637
118,0.908537
119,0.90821
120,0.907972
121,0.908242
122,0.906423
123,0.906423
124,0.907626
125,0.905919
126,0.906676
127,0.903946
128,0.904301
129,0.905382
130,0.905382
131,0.907551
132,0.907551
133,0.908794
134,0.912026
135,0.910915
136,0.909283
137,0.908877
138,0.908877
139,0.908178
140,0.908364
141,0.908364
142,0.911179
143,0.911438
144,0.909618
145,0.91105
146,0.909006
147,0.909075
148,0.910809
149,0.913692
150,0.913692
151,0.914057
152,0.914057
153,0.916279
154,0.916558
155,0.916558
156,0.917172
157,0.917007
158,0.915445
159,0.915445
160,0.917346
161,0.916158
162,0.914601
163,0.916677
164,0.915665
165,0.915665
166,0.915665
167,0.915665
168,0.916899
169,0.916899
170,0.916231
171,0.916231
172,0.917847
173,0.916517
174,0.916586
175,0.914324
176,0.915239
177,0.915239
178,0.914072
179,0.912237
180,0.912237
181,0.914019
182,0.914687
183,0.912279
184,0.914569
185,0.914656
186,0.916354
187,0.916062
188,0.915722
189,0.915284
190,0.912107
191,0.912649
192,0.917693
193,0.916923
194,0.914118
195,0.914636
196,0.914636
197,0.914636
198,0.915927
199,0.916268
200,0.91402
201,0.9128
202,0.914195
203,0.915025
204,0.914519
205,0.91457
206,0.913388
207,0.913008
208,0.913691
209,0.91444
210,0.91444
211,0.910677
212,0.910677
213,0.916737
214,0.916873
215,0.914736
216,0.915433
217,0.912142
218,0.913423
219,0.91432
220,0.91432
221,0.91432
222,0.91306
223,0.911681
224,0.909443
225,0.910091
226,0.910091
227,0.910552
228,0.910559
229,0.910587
230,0.911422
231,0.911422
232,0.911422
233,0.911701
234,0.91391
235,0.913928
236,0.912137
237,0.910951
238,0.913506
239,0.912763
240,0.912763
241,0.914862
242,0.911685
243,0.911685
244,0.913887
245,0.915158
246,0.916822
247,0.916822
248,0.919395
249,0.919395
250,0.919568
251,0.919568
252,0.919387
253,0.918813
254,0.916596
255,0.916028
256,0.912512
257,0.912512
258,0.912512
259,0.915825
260,0.91281
261,0.914783
