MDTU,plaq,Re(det),Im(det),link
1,0.641559,0.745789,0.194041,0.0676654
2,0.641559,0.745789,0.194041,0.0676654
3,0.641559,0.745789,0.194041,0.0676654
4,0.641559,0.745789,0.194041,0.0676654
5,0.641559,0.745789,0.194041,0.0676654
6,0.918687,3.63129,0.8609,0.0903891
7,0.925328,3.40036,0.788225,0.0917603
8,0.947585,3.58917,0.827,0.0937684
9,0.942195,3.49037,0.803279,0.0931363
10,0.915047,3.35082,0.78541,0.0904515
11,0.920539,3.32236,0.777785,0.0910611
12,0.877472,3.07451,0.744348,0.0868101
13,0.895155,3.13349,0.748315,0.0886976
14,0.869909,2.96457,0.719224,0.0865153
15,0.851516,2.8139,0.685483,0.0850351
16,0.848389,2.79031,0.676769,0.0848762
17,0.867552,2.77351,0.668311,0.0869232
18,0.836399,2.61154,0.639006,0.0839569
19,0.798769,2.54346,0.636441,0.0801679
20,0.767781,2.37676,0.609248,0.0770628
21,0.748928,2.29929,0.599231,0.0752559
22,0.74746,2.23447,0.584849,0.0751606
23,0.740748,2.12629,0.5614,0.074643
24,0.740208,2.1007,0.557385,0.0747344
25,0.736932,2.06763,0.553347,0.0742872
26,0.736932,2.06763,0.553347,0.0742872
27,0.747928,2.05527,0.537817,0.0755735
28,0.763652,2.07645,0.540589,0.0770649
29,0.72443,1.91983,0.517525,0.0733368
30,0.715921,1.93504,0.520365,0.0722973
31,0.693306,1.83571,0.503375,0.070295
32,0.681351,1.86193,0.520802,0.0689919
33,0.641272,1.75111,0.508233,0.0650935
34,0.615404,1.68757,0.496984,0.062471
35,0.658921,1.72456,0.490426,0.0667841
36,0.676619,1.75639,0.49254,0.0688625
37,0.63234,1.6071,0.473637,0.0643607
38,0.652314,1.57326,0.456592,0.0665442
39,0.663814,1.6503,0.474815,0.0675464
40,0.645123,1.53083,0.445488,0.0658601
41,0.649545,1.55699,0.45038,0.0663612
42,0.645771,1.51351,0.436086,0.06614
43,0.66213,1.5558,0.442943,0.0677492
44,0.674806,1.57072,0.442921,0.0691354
45,0.674806,1.57072,0.442921,0.0691354
46,0.676381,1.58384,0.444667,0.0693598
47,0.69589,1.58957,0.438303,0.0715657
48,0.682193,1.56955,0.434721,0.0700776
49,0.694186,1.58347,0.435429,0.071231
50,0.663706,1.51693,0.420328,0.0682142
51,0.65181,1.43997,0.408427,0.0670303
52,0.678143,1.4625,0.408481,0.0697534
53,0.71411,1.56717,0.423486,0.0734374
54,0.711716,1.56546,0.424929,0.0731556
55,0.682892,1.51539,0.420765,0.0701494
56,0.702345,1.52152,0.414428,0.0723547
57,0.682037,1.50398,0.414164,0.0702612
58,0.685019,1.49929,0.415852,0.0704688
59,0.687346,1.45352,0.401979,0.0709931
60,0.680548,1.47671,0.410141,0.0700793
61,0.671236,1.40675,0.390379,0.0693712
62,0.660105,1.35889,0.379495,0.0683215
63,0.660105,1.35889,0.379495,0.0683215
64,0.660105,1.35889,0.379495,0.0683215
65,0.669691,1.41557,0.391245,0.0691449
66,0.693964,1.42534,0.38602,0.0717913
67,0.682395,1.39534,0.382062,0.0706989
68,0.695309,1.40896,0.380866,0.0719874
69,0.699378,1.38841,0.373699,0.0724894
70,0.699378,1.38841,0.373699,0.0724894
71,0.699378,1.38841,0.373699,0.0724894
72,0.687597,1.37865,0.375129,0.0709689
73,0.687597,1.37865,0.375129,0.0709689
74,0.699158,1.37827,0.37024,0.0725256
75,0.727459,1.41199,0.366833,0.0756583
76,0.713101,1.40592,0.374135,0.0740632
77,0.687589,1.30348,0.356333,0.0715593
78,0.69393,1.29903,0.352716,0.0722208
79,0.645886,1.17868,0.333039,0.0673166
80,0.676896,1.25559,0.343579,0.0703427
81,0.676896,1.25559,0.343579,0.0703427
82,0.669169,1.22591,0.337687,0.069686
83,0.669236,1.15186,0.317013,0.0701166
84,0.669236,1.15186,0.317013,0.0701166
85,0.670977,1.18318,0.325627,0.0700985
86,0.656362,1.14399,0.32139,0.0687327
87,0.668828,1.16573,0.319761,0.0698139
88,0.668828,1.16573,0.319761,0.0698139
89,0.668828,1.16573,0.319761,0.0698139
90,0.668828,1.16573,0.319761,0.0698139
