MDTU,susyTrans,Im(bilin)
2010,-0.00542198,0.000372358
2020,0.000856375,-9.08131e-05
2030,0.000563032,-0.000522701
2040,-0.00187205,-0.000317433
2050,-0.00102686,0.000753833
2060,-4.583e-05,-0.000446546
2070,-0.000159939,0.000709235
2080,-0.00279172,0.000645574
2090,0.00199634,-0.00143531
2100,0.00110946,0.000274507
2110,-0.00164486,0.000456804
2120,0.00113215,-0.000312685
2130,6.82973e-05,0.000468847
2140,-0.0019069,-0.000222073
2150,-0.00179777,-0.000337668
2160,-0.000349628,0.000389543
2170,-0.00420437,-2.2196e-06
2180,-0.000933087,0.000106216
2190,-1.12617e-05,-2.79423e-05
2200,-0.00117138,-8.66288e-06
2210,-0.000667218,0.000771992
2220,-0.00132465,-0.000160322
2230,0.00102633,-0.000315304
2240,0.00102025,-0.00046844
2250,-0.00367792,-0.000581915
2260,-0.00132212,-4.48621e-05
2270,0.0047438,-0.000192315
2280,0.00177307,0.000356693
2290,-0.00387457,-0.000103621
2300,-0.00418514,0.00011072
2310,-0.00292393,-0.000461149
2320,-0.000343902,0.000651636
2330,-0.000799508,7.26976e-05
2340,-0.00102656,-0.000460826
2350,-0.00326414,-0.000639181
2360,0.00139919,-0.000241012
2370,9.40061e-05,8.4506e-06
2380,0.00344403,9.83867e-05
2390,-0.000150174,0.000200921
2400,-7.47405e-05,-0.00014054
2410,0.00156212,4.51247e-05
2420,0.00114812,0.000908249
2430,-0.000106103,-0.000146956
2440,-0.00174293,-0.000550269
2450,-0.000955304,-6.26796e-05
2460,-0.00101438,-0.000183611
2470,-0.00124792,-0.000321843
2480,0.00402571,-0.000640897
2490,-0.00240405,0.000406118
2500,0.000396471,-9.38634e-05
2510,-0.000358383,-0.000222787
2520,-0.000856591,0.000147845
2530,-0.0013928,-0.000518533
2540,-0.000815776,-4.65754e-05
2550,-0.00216506,1.89887e-05
2560,-0.000966075,-0.000574704
2570,-0.00151013,-0.000977518
2580,-0.00106657,-0.000474155
2590,0.000715964,-0.000454043
2600,0.000551141,-0.000941686
2610,0.00042799,-8.81896e-05
2620,-0.00272558,0.000615169
2630,-0.00109593,0.0001966
2640,0.00128504,-0.00101831
2650,-0.00240315,0.000463675
2660,-0.00227854,0.000203166
2670,-6.66992e-05,-0.00024145
2680,0.00106818,-0.000573152
2690,0.000300322,0.000602725
2700,0.00207623,-0.000369749
2710,-0.000213936,0.000388708
2720,0.0030729,0.000691713
2730,-0.000185347,-8.82514e-05
2740,0.00111756,-0.000923796
2750,-0.00080757,0.000406421
2760,-0.00159175,-0.000361142
2770,-0.00204857,0.000475633
2780,0.000492168,-0.00032831
2790,-0.0015756,0.000791983
2800,0.00244798,0.000816385
2810,-0.0017615,0.000349122
2820,0.0011755,0.000671898
2830,0.00159787,0.000408765
2840,-0.00046798,-0.000456401
2850,-0.00315093,-0.000755992
2860,-0.00131304,0.000223933
2870,-0.00409116,0.000197363
2880,-0.00111048,-0.00103653
2890,-6.2658e-05,3.90048e-05
2900,0.000406731,-0.000180377
2910,0.000615353,6.74883e-05
2920,-0.00245168,0.000761918
2930,-0.000832197,0.000375487
2940,0.000796034,0.000424229
2950,0.00306888,0.000136693
2960,-0.000948194,3.24301e-05
2970,-0.00237259,-0.000742705
2980,-0.000653771,-0.000230311
2990,-0.00340302,-0.000552424
3000,-0.00380168,-0.000265519
3010,-0.000446478,0.000422044
3020,0.00284489,0.000758783
3030,0.00183941,0.00103381
3040,0.00085865,-0.000368613
3050,-0.00164203,0.000379472
3060,-0.000193845,-0.000485202
3070,-0.00508267,-8.05203e-05
3080,-0.00317992,-0.000151826
3090,-4.98701e-05,-0.00049924
3100,-0.00190109,0.00027065
3110,-0.000892053,-0.000361121
3120,-0.0023983,-0.000895695
3130,0.000354392,0.00026932
3140,-0.00304853,-8.26012e-05
3150,0.000195356,0.000319585
3160,0.00169164,-4.77499e-05
3170,-0.000501711,0.0011296
3180,0.00384765,0.000378857
3190,-0.00309589,0.000369375
3200,-0.00182577,2.56025e-05
3210,1.44694e-05,0.00021097
3220,-0.000257344,1.93855e-05
3230,0.000499333,0.000137136
3240,-0.00101718,0.000129225
3250,-0.000446138,0.000341457
3260,0.00108974,-7.94951e-05
3270,-0.00353819,-0.000994299
3280,0.000324578,0.000474505
3290,-0.00383922,-0.000324497
3300,0.000715096,-9.90002e-05
3310,-0.00245881,-0.000838215
