t,deltaS
1,1.091
2,1.112
3,1.145
4,1.098
5,1.038
6,1.124
7,-0.06678
8,-0.002908
9,-0.002419
10,-0.07676
11,0.01921
12,-0.06678
13,-0.07767
14,-0.08243
15,-0.1201
16,-0.04865
17,0.02419
18,-0.09963
19,0.04686
20,-0.1443
21,-0.4785
22,-0.2118
23,-0.1335
24,-0.03614
25,-0.1358
26,0.4288
27,-0.3369
28,-0.09831
29,-0.07195
30,-0.1649
31,0.1913
32,0.2574
33,0.1364
34,-0.03867
35,-0.2805
36,-0.1645
37,-0.2981
38,-0.1311
39,0.1025
40,-0.2505
41,-0.4788
42,-0.2409
43,0.2548
44,0.04536
45,1.481
46,-0.5814
47,-0.1517
48,0.7471
49,-0.3525
50,0.3197
51,-0.7461
52,0.4282
53,-0.2697
54,-0.2218
55,0.339
56,-0.9719
57,0.4453
58,-2.091
59,-0.5142
60,-0.08991
61,-0.3307
62,-0.9657
63,1.078
64,0.8847
65,-0.08199
66,0.2684
67,0.04536
68,-0.9171
69,-1.08
70,1.123
71,0.4996
72,0.04569
73,0.9127
74,0.474
75,-1.464
76,0.02316
77,-0.6642
78,-0.1176
79,-0.5966
80,0.02679
81,0.7041
82,0.2783
83,-1.243
84,1.258
85,0.3669
86,0.5481
87,-0.1893
88,1.39
89,0.4318
90,0.2807
91,0.1513
92,0.2308
93,2.201
94,0.8261
95,1.661
96,0.6404
97,0.8946
98,-0.4185
99,0.2833
100,0.4463
101,0.2043
102,0.346
103,1.386
104,1.321
105,0.03995
106,0.1687
107,0.177
108,-1.811
109,-1.132
110,0.3201
111,-0.5046
112,0.5606
113,-0.03238
114,-1.509
115,-0.1894
116,-0.7203
117,-0.5348
118,0.6692
119,0.3376
120,0.7825
121,0.5451
122,-0.0431
123,1.479
124,-0.3688
125,-1.205
126,-0.3379
127,0.4855
128,1.828
129,-0.3337
130,0.6789
131,-0.7512
132,0.2852
133,-1.233
134,0.5713
135,-0.8952
136,0.004375
137,-0.0041
138,-0.0961
139,1.085
140,-0.3448
141,0.2192
142,0.05747
143,-0.01235
144,1.227
145,-0.1917
146,-0.273
147,0.6229
148,1.11
149,-0.7952
150,0.461
151,-0.5102
152,0.3089
153,1.296
154,1.308
155,-0.2651
156,-0.4417
157,0.2662
158,-0.2301
159,-0.8118
160,-0.7298
161,0.6988
162,-1.31
163,-0.1762
164,0.1127
165,1.932
166,0.4957
167,-0.7189
168,-0.5317
169,0.7876
170,-0.4163
171,0.5839
172,0.6457
173,0.3159
174,0.4652
175,1.152
176,-0.653
177,-0.2521
178,-0.1411
179,0.3346
180,0.6134
181,1.254
182,0.3594
183,1.018
184,0.6129
185,2.095
186,0.05439
187,-0.1931
188,0.3599
189,0.5777
190,-0.4532
191,-1.166
192,2.213
193,-0.6537
194,0.7622
195,-0.06848
196,-1.042
197,0.2447
198,0.3493
199,-0.002202
200,0.804
201,0.5934
202,-1.416
203,1.098
204,0.8172
205,1.317
206,-0.0116
207,-0.1916
208,-0.3912
209,0.3476
210,-0.04511
211,0.0794
212,-0.05565
213,0.3366
214,-0.03603
215,0.1933
216,-0.6489
217,0.336
218,0.8021
219,-1.242
220,-1.528
221,-0.89
222,0.4013
223,0.007782
224,0.239
225,0.4518
226,0.4702
227,0.9705
228,1.722
229,0.4445
230,0.1386
231,0.7709
232,0.8501
233,-0.6242
234,-0.2859
235,1.626
236,-1.168
237,0.4628
238,0.1902
239,0.946
240,-1.022
241,0.1535
242,1.752
243,0.5653
244,0.7563
245,0.6251
246,0.949
247,0.03902
248,0.3078
249,-1.027
250,-0.09738
251,2.035
252,0.207
253,2.102
254,0.4869
255,1.029
256,1.991
257,0.6234
258,1.795
259,1.361
260,0.9625
261,-0.5245
262,0.4458
263,-0.2885
264,-0.7086
265,1.343
266,0.847
267,1.358
268,0.03896
269,-1.841
270,0.8713
271,0.2588
272,-0.9976
273,-0.8447
274,-0.1609
275,-0.394
276,-0.06529
277,0.4277
278,0.2844
279,1.393
280,0.6767
281,0.6263
282,-0.2395
283,-0.3953
284,1.094
285,0.6032
286,1.436
287,2.178
288,1.107
289,-1.176
290,1.018
291,-0.8614
292,1.127
293,0.5148
294,0.4886
295,-0.0253
296,-0.2942
297,0.8102
298,-0.4125
299,1.262
300,1.763
