t,G,F1,F2,F3
1,0.002277,0.002577,null,null
2,0.002279,0.002578,null,null
3,0.002278,0.002579,null,null
4,0.002279,0.002577,null,null
5,0.002276,0.002578,null,null
6,0.002276,0.002577,null,null
7,0.002262,0.00246,null,null
8,0.002258,0.002456,null,null
9,0.002256,0.002455,null,null
10,0.002256,0.002457,null,null
11,0.002255,0.002456,null,null
12,0.002255,0.00246,null,null
13,0.002252,0.00246,null,null
14,0.002254,0.002464,null,null
15,0.00225,0.002468,null,null
16,0.002246,0.00247,null,null
17,0.002243,0.002471,null,null
18,0.002245,0.002474,null,null
19,0.00224,0.002475,null,null
20,0.002241,0.002478,null,null
21,0.004475,0.00496,null,null
22,0.004473,0.004961,null,null
23,0.004472,0.004965,null,null
24,0.004469,0.004963,null,null
25,0.00447,0.004963,null,null
26,0.004475,0.004961,null,null
27,0.004474,0.004965,null,null
28,0.004464,0.004965,null,null
29,0.004467,0.004968,null,null
30,0.004463,0.004969,null,null
31,0.004463,0.004976,null,null
32,0.004465,0.004976,null,null
33,0.004461,0.004974,null,null
34,0.004461,0.004972,null,null
35,0.004458,0.004976,null,null
36,0.004456,0.004975,null,null
37,0.004456,0.00498,null,null
38,0.004454,0.004989,null,null
39,0.004451,0.004988,null,null
40,0.004452,0.004995,null,null
41,0.01016,0.009992,null,null
42,0.01016,0.01,null,null
43,0.01015,0.01,null,null
44,0.01015,0.01,null,null
45,0.01014,0.01,null,null
46,0.01014,0.01,null,null
47,0.01014,0.01,null,null
48,0.01014,0.01,null,null
49,0.01014,0.01001,null,null
50,0.01014,0.01001,null,null
51,0.008865,0.01002,null,null
52,0.008862,0.01002,null,null
53,0.008864,0.01002,null,null
54,0.008869,0.01001,null,null
55,0.008861,0.01002,null,null
56,0.008864,0.01002,null,null
57,0.008855,0.01003,null,null
58,0.00886,0.01003,null,null
59,0.008855,0.01004,null,null
60,0.008859,0.01004,null,null
61,0.008859,0.01005,null,null
62,0.008839,0.01006,null,null
63,0.008825,0.01006,null,null
64,0.008836,0.01005,null,null
65,0.008833,0.01006,null,null
66,0.008837,0.01006,null,null
67,0.008821,0.01005,null,null
68,0.00883,0.01008,null,null
69,0.008821,0.01009,null,null
70,0.008816,0.01009,null,null
71,0.008806,0.01008,null,null
72,0.008803,0.01008,null,null
73,0.008807,0.01009,null,null
74,0.008806,0.01009,null,null
75,0.008806,0.01009,null,null
76,0.008812,0.0101,null,null
77,0.00881,0.0101,null,null
78,0.008803,0.0101,null,null
79,0.008799,0.01011,null,null
80,0.008796,0.0101,null,null
81,0.008793,0.01011,null,null
82,0.00879,0.01011,null,null
83,0.008793,0.01013,null,null
84,0.008767,0.01013,null,null
85,0.008775,0.01013,null,null
86,0.008778,0.01013,null,null
87,0.008776,0.01013,null,null
88,0.008773,0.01013,null,null
89,0.008767,0.01013,null,null
90,0.008776,0.01014,null,null
91,0.008776,0.01013,null,null
92,0.008769,0.01013,null,null
93,0.008773,0.01013,null,null
94,0.008764,0.01014,null,null
95,0.008773,0.01014,null,null
96,0.008776,0.01014,null,null
97,0.008769,0.01013,null,null
98,0.008768,0.01014,null,null
99,0.008773,0.01013,null,null
100,0.008773,0.01014,null,null
101,0.008768,0.01014,null,null
102,0.008761,0.01014,null,null
103,0.008762,0.01014,null,null
104,0.008767,0.01014,null,null
105,0.008769,0.01013,null,null
106,0.008769,0.01014,null,null
107,0.00876,0.01013,null,null
108,0.008761,0.01015,null,null
109,0.008764,0.01015,null,null
110,0.008767,0.01015,null,null
111,0.008762,0.01014,null,null
112,0.00876,0.01015,null,null
113,0.008759,0.01014,null,null
114,0.008754,0.01015,null,null
115,0.008755,0.01016,null,null
116,0.00875,0.01015,null,null
117,0.008757,0.01017,null,null
118,0.008745,0.01017,null,null
119,0.008752,0.01017,null,null
120,0.008741,0.01017,null,null
121,0.008746,0.01017,null,null
122,0.008743,0.01017,null,null
123,0.008753,0.01016,null,null
124,0.008744,0.01016,null,null
125,0.00874,0.01017,null,null
126,0.008744,0.01017,null,null
127,0.008733,0.01018,null,null
128,0.008737,0.01018,null,null
129,0.008734,0.01018,null,null
130,0.008729,0.01019,null,null
131,0.008733,0.01018,null,null
132,0.008728,0.01018,null,null
133,0.008728,0.01018,null,null
134,0.008731,0.0102,null,null
135,0.008725,0.01019,null,null
136,0.008717,0.0102,null,null
137,0.008722,0.0102,null,null
138,0.008717,0.0102,null,null
139,0.008712,0.0102,null,null
140,0.008715,0.0102,null,null
141,0.008716,0.01021,null,null
142,0.008713,0.01021,null,null
143,0.008713,0.01022,null,null
144,0.008703,0.01022,null,null
145,0.00871,0.01022,null,null
146,0.008701,0.01021,null,null
147,0.008702,0.01022,null,null
148,0.008701,0.01022,null,null
149,0.008699,0.01022,null,null
150,0.008702,0.01022,null,null
151,0.008705,0.01023,null,null
152,0.008694,0.01024,null,null
153,0.008702,0.01023,null,null
154,0.008693,0.01022,null,null
155,0.008697,0.01023,null,null
156,0.008705,0.01023,null,null
157,0.008691,0.01023,null,null
158,0.0087,0.01023,null,null
159,0.008681,0.01023,null,null
160,0.008686,0.01024,null,null
161,0.008684,0.01024,null,null
162,0.008682,0.01025,null,null
163,0.008679,0.01024,null,null
164,0.00868,0.01025,null,null
165,0.008687,0.01024,null,null
166,0.008689,0.01024,null,null
167,0.00869,0.01023,null,null
168,0.008684,0.01024,null,null
169,0.008681,0.01024,null,null
170,0.008684,0.01025,null,null
171,0.008676,0.01025,null,null
172,0.008684,0.01025,null,null
173,0.008675,0.01025,null,null
174,0.008675,0.01026,null,null
175,0.008674,0.01025,null,null
176,0.008675,0.01025,null,null
177,0.008673,0.01025,null,null
178,0.008672,0.01026,null,null
179,0.008674,0.01026,null,null
180,0.008669,0.01025,null,null
181,0.008678,0.01026,null,null
182,0.008667,0.01026,null,null
183,0.008668,0.01025,null,null
184,0.008675,0.01025,null,null
185,0.008678,0.01026,null,null
186,0.008688,0.01025,null,null
187,0.008681,0.01024,null,null
188,0.00868,0.01025,null,null
