t,deltaS
1,1.237
2,-0.1946
3,0.09751
4,-0.2011
5,-0.1547
6,-0.1284
7,-0.1112
8,-0.1757
9,-0.2134
10,-0.03941
11,-0.212
12,0.1434
13,-0.1636
14,-0.1724
15,-0.2916
16,-0.3183
17,-0.5902
18,-0.4102
19,-0.1149
20,-0.175
21,-0.423
22,-0.6797
23,-0.231
24,-0.614
25,-0.6209
26,-1.13
27,-0.3949
28,-0.7567
29,-0.5114
30,0.3706
31,-1.097
32,1.042
33,-1.002
34,0.3474
35,-0.4743
36,-1.064
37,-0.6876
38,0.3219
39,0.436
40,-0.0684
41,-1.22
42,-1.145
43,0.5269
44,0.1127
45,-1.193
46,-0.4761
47,-0.2302
48,-0.03372
49,-0.6544
50,0.9238
51,-0.02581
52,-1.181
53,-0.6656
54,0.08978
55,0.2838
56,1.262
57,-0.7732
58,-1.248
59,2.302
60,0.4595
61,-0.03538
62,0.3687
63,-0.7941
64,-0.2187
65,0.1867
66,1.612
67,-0.2823
68,-0.3458
69,-0.4753
70,0.286
71,0.1755
72,0.7706
73,-0.8189
74,0.2862
75,-0.04623
76,-0.1158
77,0.2527
78,-0.5792
79,1.384
80,-1.266
81,1.161
82,0.933
83,-0.8144
84,0.3893
85,-1.477
86,0.3675
87,1.135
88,0.313
89,0.8349
90,-0.5473
91,-0.7176
92,-0.719
93,0.5577
94,0.9269
95,0.3548
96,-0.3832
97,0.8564
98,-0.2572
99,-0.977
100,-0.163
101,0.7113
102,1.173
103,-1.091
104,1.583
105,1.241
106,0.9334
107,1.001
108,0.4591
109,1.314
110,-0.5943
111,-0.4422
112,0.1662
113,0.8699
114,0.1542
115,1.367
116,-0.449
117,0.3349
118,0.2032
119,-0.3272
120,0.741
121,0.158
122,1.191
123,1.331
124,-0.7057
125,-0.7143
126,0.7113
127,1.737
128,-0.1012
129,1.114
130,0.9027
131,-0.226
132,0.1186
133,1.52
134,-0.312
135,0.5379
136,0.2647
137,0.5919
138,0.7763
139,-0.6353
140,0.7011
141,0.4526
142,-1.589
143,-0.2314
144,0.2563
145,1.308
146,0.8506
147,-0.2495
148,-1.671
149,2.545
150,1.612
151,-0.9991
152,0.9849
153,0.6581
154,0.389
155,0.1884
156,3.297
157,1.782
158,-1.309
159,0.2402
160,-0.14
161,-1.178
162,-0.4621
163,0.7422
164,2.382
165,1.304
166,1.52
167,-0.9064
168,-0.8357
169,0.2008
170,0.3245
171,1.033
172,0.1842
173,0.1256
174,-0.1767
175,1.795
176,0.5141
177,-0.1455
178,-0.5431
179,-1.328
180,-0.3481
181,0.6315
182,-0.09809
183,0.6122
184,-0.6923
185,-0.4012
186,1.384
187,2.217
188,-0.06524
189,0.5126
190,0.08311
191,-0.6674
192,0.5365
193,-1.677
194,-0.3968
195,-0.09518
196,0.09149
197,0.8543
198,-0.2593
199,-0.07368
200,0.6232
201,1.52
202,-1.375
203,1.829
204,0.2161
205,-1.394
206,-2.007
207,-0.8017
208,0.8511
209,0.8234
210,1.233
211,-0.5976
212,1.04
213,-0.1895
214,2.896
215,1.724
216,1.62
217,-1.033
218,3.958
219,0.5511
220,-0.2291
221,1.07
222,2.11
223,0.8088
224,2.178
225,-0.4292
226,-1.944
227,1.96
228,1.339
229,1.276
230,0.3491
231,0.7855
232,1.292
233,0.8562
234,1.388
235,0.4053
236,0.7239
237,1.195
238,-0.08427
239,1.123
240,1.456
241,2.098
242,-0.4393
243,-0.4293
244,-0.2391
245,1.115
246,-0.3556
247,0.6757
248,-0.4038
249,0.7086
250,1.739
251,0.6506
252,1.413
253,-0.03542
254,1.301
255,0.5582
256,1.344
257,1.619
258,0.00873
259,0.7728
260,-0.6878
261,-0.1642
262,0.6112
263,-0.001326
264,0.38
265,-0.5985
266,0.8324
267,0.01626
268,0.3504
269,-0.6756
270,-0.3692
271,0.2687
272,-0.1358
273,0.2326
274,-0.814
275,0.5425
276,1.102
277,0.2928
278,0.471
279,0.4215
280,-0.2576
281,-0.2111
282,1.112
283,3.655
284,1.581
285,0.934
286,0.1741
287,-0.1279
288,1.543
289,0.9703
290,1.223
291,-0.03766
292,-0.4253
293,0.8807
294,-0.7101
295,0.5736
296,-1.007
297,-1.166
298,-0.5394
299,0.4917
300,0.9935
301,0.8476
302,1.067
303,-0.3563
304,-0.149
305,1.217
306,0.1607
307,1.732
308,1.352
309,0.3782
310,1.442
311,0.5938
312,-1.17
313,0.9216
314,2.365
315,-0.4633
316,-1.183
317,1.187
318,-0.4631
319,-0.936
320,1.177
321,-0.9758
322,1.096
323,1.256
324,1.533
325,0.08764
326,-1.119
327,-0.4086
328,0.1647
329,1.457
330,-0.1727
331,2.105
332,0.6512
333,-0.01744
334,0.3408
335,0.849
336,0.6672
337,0.4606
338,-0.6502
339,-0.3137
340,-0.2033
341,2.872
342,2.395
343,0.6516
344,-1.955
345,-0.2767
346,0.9993
347,0.2706
348,1.216
349,0.4817
350,0.2746
351,1.249
352,-0.1413
353,-1.06
354,0.1848
355,-0.6359
356,1.2
357,-0.2233
358,1.529
359,0.59
360,0.8677
361,-0.2333
362,1.045
363,0.4605
364,1.271
365,1.483
366,0.2296
367,0.1827
368,0.8419
369,-0.1963
370,-0.1036
371,0.6337
372,-0.6452
373,-0.0643
374,-0.5688
375,-0.5224
376,2.238
377,-0.7164
378,-0.4396
379,-0.2144
380,-0.2491
381,1.238
382,0.931
383,2.819
384,-0.2608
385,-0.1143
386,-0.2266
387,2.197
388,1.672
389,0.5812
390,2.092
391,1.644
392,1.81
393,0.6741
394,0.02039
395,-0.7023
396,0.1312
397,1.9
398,0.1811
399,1.16
400,-1.923
401,0.5434
402,0.507
403,0.7592
404,-0.6244
405,-0.494
406,0.01252
407,-0.344
408,-0.2042
409,1.372
410,-0.1333
411,-0.7192
412,-0.4164
413,-0.127
414,0.3413
415,0.293
416,1.329
417,0.5272
418,0.07488
419,-0.3343
420,0.9372
421,1.734
422,1.008
423,0.07669
424,1.304
425,1.611
426,0.2172
427,2.027
428,1.199
429,-0.3451
430,0.155
431,-0.5767
432,0.4255
433,0.9774
434,-0.08786
435,0.1194
436,2.433
437,1.07
438,1.504
439,0.1032
440,-0.2269
441,1.633
442,0.2587
443,0.9867
444,2.617
445,-0.04515
446,2.405
447,3.653
448,1.341
449,0.9907
450,-0.9294
451,0.5799
452,-0.4565
453,-0.5201
454,0.242
455,0.5601
456,1.049
457,2.588
458,-0.7106
459,0.7628
460,-0.2534
461,1.281
462,0.02615
463,0.6442
464,-0.6662
465,-0.1913
466,-0.1194
467,0.7106
468,1.389
469,0.6408
470,-1.367
471,-1.281
472,0.5538
473,1.205
474,-0.2497
475,0.7962
476,0.7897
477,1.019
478,1.299
479,-2.269
480,0.3738
481,0.3516
482,0.429
483,0.5996
484,-1.816
485,1.125
486,-0.4248
487,0.596
488,-0.667
