MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,2.29964,1.3914,1.83094
2,2.11746,1.19257,1.74969
3,2.16472,1.23096,1.78066
4,2.05605,1.1925,1.6749
5,1.97758,1.17901,1.58769
6,1.97786,1.22031,1.55653
7,2.04048,1.3045,1.56902
8,1.85606,1.13033,1.47218
9,1.80173,1.05292,1.46205
10,1.78073,0.981919,1.48554
11,1.78029,0.981975,1.48497
12,1.83901,1.04627,1.51237
13,1.79831,1.04041,1.46678
14,1.81091,1.11094,1.4301
15,1.7099,1.00592,1.38271
16,1.75086,1.08668,1.37282
17,1.7961,1.09877,1.42081
18,1.7679,1.05248,1.42048
19,1.68376,1.0101,1.34712
20,1.68194,1.03893,1.32271
21,1.67808,1.00892,1.34091
22,1.66887,0.975635,1.35398
23,1.65807,0.945121,1.36233
24,1.70002,0.986392,1.38459
25,1.7186,0.974726,1.41545
26,1.64343,0.892991,1.37965
27,1.68005,0.920686,1.40531
28,1.68014,0.929002,1.39993
29,1.65817,0.905253,1.38927
30,1.66247,0.94091,1.37058
31,1.61898,0.891437,1.35146
32,1.58608,0.849548,1.33938
33,1.59477,0.813858,1.37147
34,1.59659,0.776985,1.39478
35,1.5704,0.787941,1.35842
36,1.56037,0.836602,1.31713
37,1.58879,0.894991,1.31273
38,1.58038,0.907829,1.29362
39,1.58883,0.962522,1.26409
40,1.59086,0.962937,1.26632
41,1.53716,0.993821,1.17269
42,1.54826,0.999433,1.18248
43,1.54826,0.999433,1.18248
44,1.57739,0.995614,1.22348
45,1.62598,1.00692,1.27668
46,1.59341,1.02005,1.22411
47,1.56992,1.0158,1.197
48,1.54396,0.928321,1.2337
49,1.57114,0.959003,1.2445
50,1.57114,0.959003,1.2445
51,1.52173,0.874298,1.24549
52,1.52409,0.889619,1.23751
53,1.50276,0.986539,1.1336
54,1.50539,1.02533,1.10222
55,1.51692,0.970791,1.1656
56,1.51692,0.970791,1.1656
57,1.49011,0.947042,1.15046
58,1.47912,0.90778,1.16779
59,1.47912,0.90778,1.16779
60,1.47912,0.90778,1.16779
61,1.50563,0.944326,1.17267
62,1.45856,0.925542,1.12729
63,1.50573,0.962683,1.15778
64,1.47988,0.883967,1.18687
65,1.48533,0.903971,1.17857
66,1.48533,0.903971,1.17857
67,1.47314,0.858071,1.19744
68,1.42542,0.826684,1.16122
69,1.45182,0.821589,1.19699
70,1.46576,0.818664,1.21584
71,1.45864,0.798063,1.22095
72,1.507,0.816085,1.2669
73,1.52512,0.835239,1.27607
74,1.48299,0.77095,1.26684
75,1.54327,0.7925,1.32424
76,1.57168,0.829187,1.33515
77,1.4468,0.707833,1.26183
78,1.45486,0.784862,1.225
79,1.45486,0.784862,1.225
80,1.41377,0.779236,1.17963
81,1.41377,0.779236,1.17963
82,1.40472,0.809405,1.14809
83,1.39013,0.836705,1.11013
84,1.39013,0.836705,1.11013
85,1.45616,0.857113,1.17719
86,1.45616,0.857113,1.17719
87,1.45616,0.857113,1.17719
88,1.43345,0.919542,1.09964
89,1.43345,0.919542,1.09964
90,1.38287,0.904448,1.04609
91,1.35862,0.842451,1.06589
92,1.3914,0.888047,1.07116
93,1.3914,0.888047,1.07116
94,1.3914,0.888047,1.07116
95,1.3914,0.888047,1.07116
96,1.38966,0.861165,1.09066
97,1.38966,0.861165,1.09066
98,1.39076,0.797584,1.13933
99,1.366,0.780119,1.12133
100,1.34668,0.718735,1.13884
101,1.34668,0.718735,1.13884
102,1.35301,0.710032,1.15173
103,1.32673,0.650754,1.15617
104,1.32673,0.650754,1.15617
105,1.32673,0.650754,1.15617
106,1.36307,0.621126,1.21333
107,1.38204,0.663556,1.21232
108,1.41341,0.693754,1.23143
109,1.40496,0.63025,1.25567
110,1.4047,0.636602,1.25217
111,1.42921,0.677388,1.25848
112,1.3892,0.631793,1.23722
113,1.3892,0.631793,1.23722
114,1.37878,0.622162,1.23043
115,1.37878,0.622162,1.23043
116,1.39735,0.682711,1.21922
117,1.39735,0.682711,1.21922
118,1.34113,0.596791,1.20102
119,1.3268,0.561268,1.20224
120,1.3268,0.561268,1.20224
121,1.30022,0.568266,1.16946
122,1.30022,0.568266,1.16946
123,1.30022,0.568266,1.16946
124,1.34169,0.561658,1.21847
125,1.34531,0.588802,1.20962
126,1.35419,0.598684,1.21466
127,1.33056,0.596653,1.18929
128,1.285,0.65037,1.10826
129,1.34169,0.61982,1.18994
130,1.34169,0.61982,1.18994
131,1.33864,0.619193,1.18683
132,1.39331,0.632392,1.24153
133,1.42555,0.581162,1.30171
134,1.4247,0.553031,1.31298
135,1.43582,0.559338,1.32239
136,1.43582,0.559338,1.32239
137,1.43297,0.515927,1.33687
138,1.43297,0.515927,1.33687
139,1.39153,0.481124,1.30571
140,1.39153,0.481124,1.30571
141,1.36467,0.447472,1.28922
142,1.33695,0.462518,1.2544
143,1.33238,0.3984,1.27143
144,1.30366,0.405619,1.23896
145,1.30366,0.405619,1.23896
146,1.30366,0.405619,1.23896
147,1.33666,0.433847,1.26429
