MDTU,min_ave,max_ave
1,-0.177388,0.219056
2,-0.186327,0.213406
3,-0.183491,0.215204
4,-0.185842,0.214457
5,-0.188174,0.213663
6,-0.19001,0.212412
7,-0.18976,0.213453
8,-0.19392,0.21083
9,-0.195982,0.211122
10,-0.196038,0.211427
11,-0.197364,0.209864
12,-0.196572,0.209806
13,-0.198087,0.21013
14,-0.200057,0.209449
15,-0.198238,0.209986
16,-0.202187,0.208328
17,-0.203926,0.207392
18,-0.206047,0.205859
19,-0.207595,0.206555
20,-0.20977,0.205434
21,-0.210726,0.204073
22,-0.213865,0.203944
23,-0.213309,0.203324
24,-0.214971,0.20333
25,-0.21459,0.202674
26,-0.218738,0.200464
27,-0.219815,0.200565
28,-0.221176,0.20118
29,-0.221434,0.199611
30,-0.218644,0.201327
31,-0.223584,0.19882
32,-0.220877,0.200343
33,-0.222224,0.199987
34,-0.224345,0.197842
35,-0.226138,0.197965
36,-0.224704,0.19907
37,-0.22772,0.198217
38,-0.226844,0.197629
39,-0.225287,0.199246
40,-0.22479,0.198926
41,-0.227125,0.198379
42,-0.228725,0.197432
43,-0.228725,0.197432
44,-0.22641,0.199463
45,-0.230262,0.19771
46,-0.230266,0.197697
47,-0.231059,0.197351
48,-0.230595,0.197429
49,-0.233179,0.195811
50,-0.233179,0.195811
51,-0.232954,0.195949
52,-0.233458,0.194961
53,-0.235989,0.194267
54,-0.237628,0.193246
55,-0.237334,0.193597
56,-0.237334,0.193597
57,-0.235599,0.193854
58,-0.237962,0.193786
59,-0.237962,0.193786
60,-0.237962,0.193786
61,-0.239438,0.192453
62,-0.237988,0.193172
63,-0.240335,0.192791
64,-0.240122,0.192949
65,-0.240248,0.193105
66,-0.240248,0.193105
67,-0.239222,0.193101
68,-0.238912,0.193313
69,-0.239607,0.193253
70,-0.239195,0.193494
71,-0.238393,0.194031
72,-0.239944,0.193531
73,-0.239692,0.19335
74,-0.240425,0.19336
75,-0.243543,0.192861
76,-0.241685,0.192494
77,-0.244172,0.191588
78,-0.24542,0.191214
79,-0.24542,0.191214
80,-0.248841,0.190242
81,-0.248841,0.190242
82,-0.246559,0.189832
83,-0.248532,0.188474
84,-0.248532,0.188474
85,-0.252737,0.187626
86,-0.252737,0.187626
87,-0.252737,0.187626
88,-0.251972,0.189119
89,-0.251972,0.189119
90,-0.250542,0.189168
91,-0.251486,0.187244
92,-0.251115,0.189502
93,-0.251115,0.189502
94,-0.251115,0.189502
95,-0.251115,0.189502
96,-0.250814,0.188058
97,-0.250814,0.188058
98,-0.251109,0.188195
99,-0.250484,0.188827
100,-0.251744,0.188369
101,-0.251744,0.188369
102,-0.250855,0.189318
103,-0.251996,0.188712
104,-0.251996,0.188712
105,-0.251996,0.188712
106,-0.250441,0.190211
107,-0.250349,0.189152
108,-0.248848,0.18944
109,-0.248579,0.191076
110,-0.247905,0.189694
111,-0.248408,0.190559
112,-0.248521,0.190529
113,-0.248521,0.190529
114,-0.249627,0.190001
115,-0.249627,0.190001
