MDTU,min_min,min_max,max_min,max_max5
1,-0.423316,0.0117917,0.0820041,0.367007
2,-0.419576,0.00228476,0.072325,0.350888
3,-0.428786,0.00509225,0.0778484,0.352306
4,-0.421334,-0.00170146,0.0818813,0.353521
5,-0.483826,-0.00496391,0.0690401,0.368822
6,-0.455721,-0.0155483,0.0822796,0.345788
7,-0.434659,-0.0117251,0.0792139,0.343676
8,-0.441432,-0.00540038,0.0796297,0.336454
9,-0.418276,-0.0270262,0.0864447,0.336104
10,-0.402047,-0.000331356,0.0741276,0.334682
11,-0.445575,-0.00581164,0.0813258,0.338233
12,-0.439355,-0.0210626,0.0893667,0.332718
13,-0.422172,-0.00301186,0.075196,0.34098
14,-0.415901,-0.0252331,0.0839598,0.33094
15,-0.432685,-0.0259347,0.0929036,0.320785
16,-0.428676,-0.02649,0.0841314,0.343888
17,-0.423144,-0.021215,0.0936376,0.352613
18,-0.45109,-0.0128197,0.0851713,0.333255
19,-0.418803,-0.0235595,0.0852781,0.328375
20,-0.468746,-0.0280111,0.0749752,0.325
21,-0.422241,-0.00669694,0.086713,0.325791
22,-0.435615,-0.0386273,0.0989958,0.332525
23,-0.44026,-0.0294457,0.0873473,0.337577
24,-0.448642,-0.0334457,0.0669394,0.328234
25,-0.454923,-0.0250883,0.0932061,0.32617
26,-0.462505,-0.0224798,0.0771921,0.336657
27,-0.468054,-0.0399716,0.0826141,0.331372
28,-0.44324,-0.0184627,0.0852388,0.329537
29,-0.435784,-0.0424757,0.0862571,0.332697
30,-0.456502,-0.0240406,0.0911871,0.338914
31,-0.452229,-0.0294956,0.0808886,0.353821
32,-0.503144,-0.0393769,0.0829303,0.33364
33,-0.45672,-0.0312283,0.0876008,0.320245
34,-0.449342,-0.044435,0.0713178,0.32439
35,-0.423314,-0.0378469,0.0664981,0.331407
36,-0.448221,-0.0435266,0.0828294,0.327777
37,-0.47364,-0.0382212,0.0734241,0.335373
38,-0.453978,-0.0364665,0.080357,0.328533
39,-0.437279,-0.0414039,0.0816419,0.337289
40,-0.446309,-0.0485514,0.085534,0.324859
41,-0.451345,-0.034104,0.0851714,0.322579
42,-0.468615,-0.0473817,0.0904136,0.323021
43,-0.468615,-0.0473817,0.0904136,0.323021
44,-0.441066,-0.0347145,0.0850827,0.332358
45,-0.431399,-0.0274812,0.0871046,0.333995
46,-0.462472,-0.0432037,0.0956698,0.338688
47,-0.472601,-0.0282944,0.0992295,0.334275
48,-0.471365,-0.0307078,0.0842831,0.323612
49,-0.450477,-0.0473772,0.0750703,0.336036
50,-0.450477,-0.0473772,0.0750703,0.336036
51,-0.477747,-0.0468593,0.0874483,0.32472
52,-0.456213,-0.0590914,0.0886406,0.336611
53,-0.464476,-0.0445842,0.0819559,0.316605
