MDTU,0,2,4,6,8,10
10,0.0233284,0.0234602,0.0240355,0.0240949,0.0247041,0.0248902
20,0.0220493,0.0222073,0.0226131,0.0227038,0.0230226,0.0231041
30,0.0208741,0.0210019,0.0216396,0.0218115,0.0219557,0.0222146
40,0.0211051,0.0215829,0.0219735,0.0220229,0.0223537,0.0224976
50,0.0207066,0.020926,0.0211422,0.0216009,0.0218918,0.0220471
60,0.0201032,0.0203588,0.020942,0.0210235,0.0210898,0.0211927
70,0.0201962,0.0202845,0.0207156,0.0208412,0.0214312,0.0215873
80,0.0205557,0.0208869,0.0210795,0.0212593,0.0213858,0.02155
90,0.0191403,0.0193749,0.0199248,0.020113,0.0203484,0.0204986
100,0.0196119,0.0197437,0.0204976,0.020693,0.0207337,0.0207829
110,0.0186723,0.0190152,0.0191112,0.0192751,0.019509,0.0196907
120,0.0193099,0.0195282,0.0199314,0.0202929,0.0203916,0.0204916
130,0.0194249,0.0197465,0.0200306,0.0201474,0.020358,0.02043
140,0.0195445,0.0197955,0.0199407,0.0200575,0.0205458,0.0205739
150,0.0201012,0.0202687,0.0204599,0.0205524,0.0206185,0.0208873
160,0.0194062,0.0195857,0.0196689,0.0199227,0.020249,0.0204532
170,0.0180285,0.0184562,0.0187095,0.0187463,0.019069,0.019793
180,0.0187914,0.0188271,0.0193775,0.0194313,0.0198334,0.0199422
190,0.0190096,0.0192253,0.0194364,0.0196356,0.0197094,0.0198996
200,0.0191237,0.0191647,0.019332,0.0194793,0.019711,0.0199608
210,0.0180164,0.0181276,0.0190845,0.0192057,0.0193153,0.0195494
220,0.0181656,0.0182025,0.0188266,0.0188954,0.0190144,0.0192408
230,0.0188369,0.0188915,0.0193149,0.0194716,0.0199932,0.0200376
240,0.0180602,0.0181688,0.0187308,0.018871,0.0192939,0.0193488
250,0.0184491,0.0189543,0.019224,0.0193718,0.019601,0.0196848
260,0.0183109,0.0184117,0.019211,0.0194029,0.0195894,0.0196939
270,0.0188331,0.0194659,0.0195616,0.0196573,0.0198455,0.0199993
280,0.0187436,0.0190297,0.0191874,0.0195096,0.0200454,0.0201029
290,0.0183096,0.0184056,0.0192536,0.0195767,0.0196553,0.0197643
300,0.0195892,0.0197497,0.0199159,0.019984,0.0201923,0.0203853
310,0.0188273,0.0192189,0.0194416,0.0197783,0.019832,0.0199859
320,0.0183947,0.0187275,0.019162,0.0192883,0.0195168,0.0195939
330,0.0189403,0.019147,0.0192123,0.0194868,0.0198158,0.019937
340,0.0191879,0.0193018,0.0198286,0.0200155,0.0200763,0.0203383
350,0.0185844,0.0186805,0.0192729,0.0193274,0.0195624,0.0197245
360,0.0188587,0.0189957,0.0192907,0.0193829,0.0197155,0.0198298
370,0.0178331,0.0178983,0.0190162,0.0191947,0.0193379,0.0193998
380,0.0195808,0.0196275,0.0198325,0.0201163,0.0201968,0.0204959
390,0.01869,0.0192366,0.0195095,0.0195534,0.0196906,0.019758
400,0.0193147,0.0194773,0.0197372,0.0199863,0.0202267,0.020324
410,0.017467,0.0181765,0.0188545,0.01928,0.0195945,0.0196816
420,0.0187268,0.0189302,0.0192735,0.0193621,0.0194606,0.0197366
430,0.0193189,0.0194234,0.0195805,0.0196861,0.0200353,0.0201778
440,0.0189514,0.0190631,0.0191647,0.019359,0.0194731,0.0195739
450,0.0190087,0.0191312,0.0192318,0.019355,0.0196595,0.019997
460,0.017572,0.0177114,0.0179359,0.0182076,0.0188486,0.0189776
470,0.017922,0.0183192,0.0188698,0.0190724,0.0192264,0.0193714
480,0.0188551,0.0191406,0.0193752,0.0195943,0.0196894,0.0197228
490,0.01741,0.0176818,0.0179173,0.018046,0.0185329,0.0186027
500,0.0188429,0.0190858,0.0193629,0.0197018,0.0197511,0.0198352
510,0.0185162,0.0186589,0.0188232,0.0189863,0.0191575,0.0192589
520,0.0185066,0.01872,0.0190648,0.0191212,0.0193079,0.0194187
530,0.0184508,0.0185206,0.0191168,0.0192124,0.0194729,0.0196076
540,0.0181204,0.0182897,0.0184093,0.018829,0.0188751,0.0190185
550,0.0186445,0.0187421,0.0191786,0.0194824,0.0195911,0.0197058
560,0.0194393,0.0195129,0.0197087,0.0198736,0.0199764,0.0200449
570,0.0174848,0.0178123,0.0184224,0.0184955,0.0185587,0.0187457
580,0.0177999,0.0179651,0.0187073,0.0188576,0.0190778,0.0191538
590,0.0194446,0.0196815,0.0198289,0.0200029,0.0202175,0.0204387
600,0.0186005,0.0186411,0.0192331,0.0195626,0.0196225,0.0198194
610,0.0187844,0.0188598,0.0191389,0.0192104,0.0195138,0.0196997
620,0.0184872,0.0185795,0.0189667,0.0191406,0.0192222,0.0192837
630,0.0177906,0.0181714,0.0187857,0.0191095,0.0192309,0.0194119
