t,N_f,N_g
10,150,2700
20,150,2700
30,70,1260
40,50,900
50,40,720
60,40,720
70,40,720
80,40,720
90,40,720
100,40,720
110,40,720
120,40,720
130,40,720
140,40,720
150,40,720
160,40,720
170,40,720
180,40,720
190,40,720
200,40,720
210,40,640
220,40,640
230,40,640
240,40,640
250,40,640
260,38,608
270,38,608
280,38,608
290,38,608
300,38,608
310,38,608
320,38,608
330,38,608
340,38,608
350,38,608
360,38,608
370,38,608
380,38,608
390,38,608
400,38,608
410,38,608
420,38,608
430,38,608
440,38,608
450,38,608
460,38,608
470,38,608
480,38,608
490,38,608
500,38,608
510,38,608
520,38,608
530,38,608
540,38,608
550,38,608
560,38,608
570,38,608
580,38,608
590,38,608
600,38,608
610,38,608
620,38,608
630,38,608
640,38,608
650,38,608
660,38,608
670,38,608
680,38,608
690,38,608
700,38,608
710,38,608
720,38,608
730,38,608
740,38,608
750,38,608
760,38,608
770,38,608
780,38,608
790,38,608
800,38,608
810,38,608
820,38,608
830,38,608
840,38,608
850,38,608
860,38,608
870,38,608
880,38,608
890,38,608
900,38,608
910,38,608
920,38,608
930,38,608
940,38,608
950,38,608
960,38,608
970,38,608
980,38,608
990,38,608
1000,38,608
1010,38,608
1020,38,608
1030,38,608
1040,38,608
1050,38,608
1060,38,608
1070,38,608
1080,38,608
1090,38,608
1100,38,608
1110,38,608
1120,38,608
1130,38,608
1140,38,608
1150,38,608
1160,38,608
1170,38,608
1180,38,608
1190,38,608
1200,38,608
1210,38,608
1220,38,608
1230,38,608
1240,38,608
1250,38,608
1260,38,608
1270,38,608
1280,38,608
1290,38,608
1300,38,608
1310,38,608
1320,38,608
1330,38,608
1340,38,608
1350,38,608
1360,38,608
1370,38,608
1380,38,608
1390,38,608
1400,38,608
1410,38,608
1420,38,608
1430,38,608
1440,38,608
1450,38,608
1460,38,608
1470,38,608
1480,38,608
1490,38,608
1500,38,608
1510,38,608
1520,38,608
1530,38,608
1540,38,608
1550,38,608
1560,38,608
1570,38,608
1580,38,608
1590,38,608
1600,38,608
1610,38,608
1620,38,608
1630,38,608
1640,38,608
1650,38,608
1660,38,608
1670,38,608
1680,38,608
1690,38,608
1700,38,608
1710,38,608
1720,38,608
1730,38,608
1740,38,608
1750,38,608
1760,38,608
1770,38,608
1780,38,608
1790,38,608
1800,38,608
1810,38,608
1820,38,608
1830,38,608
1840,38,608
1850,38,608
1860,38,608
1870,38,608
1880,38,608
1890,38,608
1900,38,608
1910,38,608
1920,38,608
1930,38,608
1940,38,608
1950,38,608
1960,38,608
1970,38,608
1980,38,608
1990,38,608
2000,38,608
2010,38,608
2020,38,608
2030,38,608
2040,38,608
2050,38,608
2060,38,608
2070,38,608
2080,38,608
2090,38,608
2100,38,608
2110,38,608
2120,38,608
2130,38,608
2140,38,608
2150,38,608
2160,38,608
2170,38,608
2180,38,608
2190,38,608
2200,38,608
2210,38,608
2220,38,608
2230,38,608
2240,38,608
2250,38,608
2260,38,608
2270,38,608
2280,38,608
2290,38,608
2300,38,608
2310,38,608
2320,38,608
2330,38,608
2340,38,608
2350,38,608
2360,38,608
2370,38,608
2380,38,608
2390,38,608
2400,38,608
