t,|deltaS|
1,2.081
2,0.0191
3,0.07256
4,0.09632
5,0.03003
6,0.1071
7,0.03933
8,0.1275
9,0.1287
10,0.1582
11,0.9329
12,0.2416
13,0.8507
14,0.234
15,0.2718
16,0.1469
17,0.3131
18,0.5182
19,0.1648
20,0.4402
21,0.721
22,1.312
23,0.3
24,1.327
25,1.252
26,0.2822
27,0.8192
28,0.6625
29,0.6846
30,0.8398
31,0.04293
32,0.5006
33,0.6487
34,0.4678
35,0.8241
36,0.2075
37,0.02227
38,0.079
39,1.426
40,0.6665
41,0.2628
42,0.1683
43,0.7067
44,0.8283
45,0.3035
46,0.8434
47,0.003813
48,1.371
49,0.6154
50,0.8413
51,1.413
52,0.9455
53,0.425
54,0.3538
55,0.9447
56,2.115
57,0.5514
58,0.05453
59,0.3703
60,0.9778
61,0.03643
62,0.7918
63,0.2728
64,0.8247
65,1.008
66,0.4914
67,0.6794
68,0.07577
69,0.3884
70,0.3653
71,0.3882
72,0.2016
73,0.05346
74,0.1611
75,0.6011
76,1.177
77,1.413
78,0.247
79,0.1204
80,0.4312
81,0.3638
82,0.2565
83,0.7998
84,0.4004
85,0.5849
86,0.6248
87,0.08069
88,0.2807
89,0.6224
90,1.143
91,0.7948
92,1.274
93,0.4377
94,0.5051
95,0.3108
96,0.2701
97,0.6482
98,0.5319
99,0.245
100,0.3561
101,1.804
102,0.9758
103,1.976
104,0.2428
105,1.578
106,0.368
107,1.556
108,1.422
109,0.2474
110,0.4208
111,0.5109
112,1.308
113,1.089
114,0.3345
115,1.119
116,1.015
117,1.539
118,0.2016
119,0.9172
120,0.185
121,0.495
122,0.8461
123,0.5916
124,0.6993
125,0.3929
126,0.348
127,0.07171
128,0.04888
129,0.7684
130,0.7671
131,0.9746
132,0.6628
133,1.499
134,0.48
135,0.6003
136,0.8789
137,1.198
138,1.289
139,0.6081
140,0.5547
141,0.5319
142,0.2889
143,1.974
144,1.609
145,1.289
146,0.286
147,1.169
148,0.09455
149,0.6023
150,0.3788
151,1.396
152,0.8891
153,0.1179
154,0.453
155,0.9191
156,0.6832
157,0.2278
158,0.9953
159,1.228
160,1.3
161,1.025
162,0.1901
163,0.7258
164,0.3443
165,0.02065
166,0.3392
167,0.1988
168,0.9566
169,1.026
170,0.595
171,0.3402
172,0.2855
173,0.934
174,0.01732
175,0.1447
176,0.5157
177,0.469
178,0.9423
179,0.7501
180,0.8901
181,0.3236
182,0.2984
183,0.4154
184,0.6112
185,0.941
186,0.6873
187,0.4587
188,0.2768
189,1.027
190,0.6833
191,0.2591
192,0.1261
193,0.3135
194,1.158
195,0.4516
196,0.1562
197,0.03059
198,1.265
199,0.4671
200,0.6372
201,0.329
202,0.451
203,0.6172
204,0.4078
205,0.6537
206,0.111
207,1.321
208,0.7609
209,0.02024
210,0.08513
211,0.4558
212,1.434
213,1.958
214,0.1784
215,2.205
216,0.928
217,0.3538
218,0.5934
219,1.582
220,0.1652
221,0.8162
222,0.9114
223,0.8965
224,0.3545
225,1.306
226,0.5935
227,0.9742
228,0.688
229,0.6565
230,0.2863
231,1.55
232,0.07058
233,1.054
234,0.04891
235,0.006153
236,0.3883
237,0.4145
238,0.7639
239,0.3205
240,0.1791
241,0.2152
242,0.1441
243,0.8656
244,0.416
245,0.8188
246,1.363
247,0.973
248,0.3735
249,0.05412
250,0.08331
251,0.1848
252,0.01606
253,0.6567
254,0.3514
255,0.09437
256,1.369
257,1.237
258,1.018
259,0.3113
260,0.1725
261,0.9986
262,0.5339
263,0.4243
264,0.449
265,1.102
266,0.3579
267,0.8577
268,0.8127
269,2.013
270,0.6541
271,0.444
272,0.9978
273,1.348
274,1.654
275,0.122
276,0.8672
277,0.1087
278,1.175
279,0.3666
280,0.007109
281,0.4343
282,0.1986
283,0.6136
284,0.6893
285,0.3967
286,0.1084
287,1.254
288,0.5043
289,1.156
290,0.00553
291,0.1937
292,0.45
293,0.7683
294,1.061
295,1.063
296,0.8918
297,0.321
298,0.6599
299,1.377
300,1.008
301,0.6058
302,0.2974
303,0.2102
304,0.2899
305,1.202
306,0.6658
307,0.7919
308,0.07936
309,1.854
310,0.5594
311,0.07215
312,0.7019
313,1.766
314,1.066
315,0.5794
316,0.7208
317,0.14
318,0.1558
319,0.5479
320,0.85
321,0.8272
322,0.02968
323,1.79
324,0.4034
325,0.7134
326,1.309
327,0.5539
328,0.5193
329,1.494
330,1.77
331,0.5231
332,0.4618
333,0.1545
334,0.3504
335,0.4306
336,0.5762
337,0.6471
338,0.4447
339,0.6419
340,0.5081
341,0.9336
342,1.485
343,0.2051
344,0.7979
345,0.6401
346,0.5301
347,1.413
348,0.2907
349,0.5759
350,0.03569
351,0.9677
352,0.4986
353,2.107
354,0.4579
355,0.3426
356,2.033
357,0.6437
358,0.6139
359,0.2711
360,0.84
361,0.5249
362,0.686
363,1.068
364,1.623
365,0.4301
366,1.011
367,0.07747
368,0.9836
369,1.275
370,0.8052
371,1.333
372,0.2697
373,0.6622
374,1.023
375,2.397
376,1.542
377,0.9766
378,1.289
379,0.309
380,1.748
381,0.7384
382,0.85
383,0.8021
384,0.6635
385,0.8707
386,1.213
387,0.9762
388,0.07842
389,0.463
390,0.4115
391,1.808
392,0.6543
393,1.047
394,0.8712
395,2.541
396,0.3287
397,0.3481
398,0.6849
399,0.4247
400,0.4739
401,0.9946
402,0.1649
403,0.5252
404,0.183
405,1.243
406,0.8986
407,0.3215
408,1.401
409,0.9099
410,0.5635
411,1.631
412,1.716
413,0.4775
414,0.1823
415,2.024
416,0.7616
417,0.4577
418,0.1646
419,1.825
420,0.1341
421,0.9013
422,0.004795
423,1.305
424,0.5219
425,0.5015
426,0.3033
427,1.297
428,0.712
429,0.5809
430,0.7944
431,0.5772
432,0.9212
433,0.8808
434,1.574
435,2.338
436,0.5791
437,0.917
438,0.7213
439,0.4889
440,1.269
441,1.878
442,0.2216
443,0.6977
444,0.6457
445,0.3699
446,1.077
447,1.259
448,0.08911
449,0.9338
450,0.994
451,0.3667
452,1.351
453,0.3685
454,0.2066
455,0.06384
456,0.1642
457,0.3294
458,0.0431
459,0.4939
460,0.4982
461,0.4173
462,0.8544
463,0.3193
464,1.312
465,0.6499
466,0.5794
467,1.194
468,1.091
469,0.465
470,2.253
471,0.2067
472,0.04382
473,0.49
474,1.204
475,0.221
476,0.7862
477,1.31
478,1.017
479,0.376
480,0.5148
481,0.7613
482,1.215
483,0.1867
484,0.008687
485,1.227
486,1.557
487,1.325
488,0.3888
489,0.0512
490,1.031
491,0.8041
492,1.462
493,0.0822
494,1.027
495,1.069
