MDTU,susyTrans,Im(bilin)
10,-0.000888129,0.000662909
20,-0.00217472,0.000281478
30,0.00185876,-0.00308265
40,-0.00253979,-3.1138e-05
50,-0.000255213,-0.000597528
60,-0.00163449,0.000903371
70,-0.000381505,-0.00196171
80,-0.00421745,0.00195824
90,0.00277917,0.000531904
100,-8.28267e-05,-0.000251282
110,-3.31542e-06,0.00180301
120,-0.00286648,0.000539764
130,-0.00321151,-0.000365081
140,0.0010276,0.00175089
150,-0.00223622,0.000127532
160,-0.000335049,0.00136254
170,-0.00127375,0.000360643
180,-0.00308845,-9.3971e-05
190,-0.00258278,0.00100862
200,-0.000527022,-0.00133871
210,-0.0025114,-0.000728613
220,-0.00459234,0.000437501
230,-0.00182343,0.000211169
240,0.00121214,0.000280307
250,0.00306223,-0.00176219
260,-0.00418289,0.0012374
270,-0.00371095,-0.000887536
280,-0.00255388,-0.00147329
290,-0.000577046,-7.06237e-05
300,-0.00133163,0.00213512
310,0.00106166,-0.00143278
320,-0.00660952,0.00125597
330,0.000737947,-0.000293668
340,0.00337215,0.00131762
350,0.00128549,-0.00112671
360,-0.000875469,0.00139049
370,-0.00325312,0.00140254
380,-0.00215204,-0.000138781
390,-0.00440936,-0.00117517
400,-0.00113551,-0.0029706
410,-0.00493455,0.00140782
420,-0.000212163,0.000929095
430,0.00229603,0.00174753
440,-0.0011151,-0.00125688
450,-0.00167151,-0.00196399
460,0.00162957,0.000941656
470,-0.000241677,-5.69777e-05
480,-0.000817903,7.99697e-06
490,-0.00171637,0.000270991
500,-0.00297503,-0.0013095
510,0.000192245,0.000993957
520,0.00140687,-0.000592131
530,-0.000804936,-0.00030268
540,0.00101294,-0.000683352
550,-0.00263622,0.000385577
560,-0.000706094,-3.86003e-05
570,-0.00230207,0.000420569
580,-0.000381221,-0.0013882
590,-0.0028692,-0.000351895
600,0.000907949,0.0019843
610,-4.30905e-05,-0.0003825
620,0.00247199,-0.000515857
630,-0.000540945,-0.000153952
640,0.00170495,-0.000445424
650,-0.00439846,0.0015452
660,-0.00135481,0.000751899
670,-0.0015933,0.00136071
680,-5.96203e-05,-0.000648996
690,0.00403683,-0.000367007
700,-0.00285717,0.000533458
710,-0.00168213,-0.000103655
720,0.000119322,-0.00117088
730,-0.00389716,0.0011627
740,-0.00557824,0.000490266
750,0.000165763,0.000239064
760,-0.000723427,-0.00205177
