MDTU,min_ave,max_ave
1,-0.369276,0.172892
2,-0.368598,0.172069
3,-0.367918,0.173368
4,-0.365621,0.17327
5,-0.366984,0.172345
6,-0.365246,0.173161
7,-0.365246,0.173161
8,-0.36398,0.173311
9,-0.362966,0.173557
10,-0.362966,0.173557
11,-0.362966,0.173557
12,-0.362966,0.173557
13,-0.362966,0.173557
14,-0.361623,0.173488
15,-0.360986,0.173632
16,-0.36281,0.173241
17,-0.361233,0.173095
18,-0.361233,0.173095
19,-0.361233,0.173095
20,-0.358684,0.174653
21,-0.356188,0.174841
22,-0.353872,0.176626
23,-0.352473,0.17696
24,-0.352473,0.17696
25,-0.352473,0.17696
26,-0.352473,0.17696
27,-0.350415,0.178599
28,-0.349359,0.178284
29,-0.349359,0.178284
30,-0.349359,0.178284
31,-0.349392,0.178207
32,-0.347336,0.178189
33,-0.346829,0.17823
34,-0.345733,0.178388
35,-0.345162,0.179349
36,-0.345162,0.179349
37,-0.343161,0.179581
38,-0.343876,0.1797
39,-0.343876,0.1797
40,-0.342836,0.180348
41,-0.341855,0.180457
42,-0.341855,0.180457
43,-0.341235,0.180539
44,-0.341235,0.180539
45,-0.33751,0.182495
46,-0.336142,0.181914
47,-0.338135,0.181486
48,-0.335364,0.182472
49,-0.334166,0.183315
50,-0.334166,0.183315
51,-0.33605,0.182422
52,-0.33605,0.182422
53,-0.333823,0.183674
54,-0.333823,0.183674
55,-0.334273,0.183119
56,-0.334273,0.183119
57,-0.33226,0.184462
58,-0.335057,0.182839
59,-0.332501,0.183535
60,-0.332501,0.183535
61,-0.332655,0.184261
62,-0.333202,0.184678
63,-0.33359,0.183849
64,-0.33359,0.183849
65,-0.332113,0.184286
66,-0.332113,0.184286
67,-0.328545,0.185017
68,-0.32797,0.185568
69,-0.328698,0.185093
70,-0.328848,0.185094
71,-0.328848,0.185094
72,-0.327244,0.185668
73,-0.325914,0.185492
74,-0.324036,0.18664
75,-0.324036,0.18664
76,-0.323863,0.186367
77,-0.323863,0.186367
78,-0.323836,0.187132
79,-0.32239,0.187645
80,-0.323051,0.187277
81,-0.320761,0.188483
82,-0.31827,0.18973
83,-0.31827,0.18973
84,-0.31827,0.18973
85,-0.31823,0.189536
86,-0.31737,0.190134
87,-0.318397,0.18944
88,-0.317164,0.188901
89,-0.318749,0.188772
90,-0.318749,0.188772
91,-0.31674,0.189924
92,-0.31674,0.189924
93,-0.317989,0.188811
94,-0.314941,0.189209
95,-0.316574,0.189082
96,-0.316558,0.188938
97,-0.314083,0.189836
98,-0.312181,0.190069
99,-0.312181,0.190069
100,-0.312738,0.189858
101,-0.311126,0.190951
102,-0.31317,0.190041
103,-0.31317,0.190041
104,-0.311095,0.190763
105,-0.311095,0.190763
106,-0.312683,0.189889
107,-0.311295,0.190557
108,-0.311295,0.190557
109,-0.310977,0.189574
110,-0.310511,0.190701
111,-0.310511,0.190701
112,-0.310511,0.190701
113,-0.307707,0.191784
114,-0.308501,0.191797
115,-0.307667,0.191984
116,-0.307667,0.191984
117,-0.307667,0.191984
118,-0.307247,0.192484
119,-0.307791,0.191382
120,-0.307697,0.192616
121,-0.307697,0.192616
122,-0.307697,0.192616
123,-0.307356,0.192062
124,-0.307356,0.192062
125,-0.305339,0.192367
126,-0.30596,0.192598
127,-0.305547,0.191734
128,-0.305688,0.191453
129,-0.305688,0.191453
130,-0.306035,0.192287
131,-0.306035,0.192287
132,-0.306472,0.191993
133,-0.306472,0.191993
134,-0.304461,0.192575
135,-0.304461,0.192575
136,-0.306085,0.192701
137,-0.306085,0.192701
138,-0.303193,0.193573
139,-0.302957,0.193536
140,-0.300061,0.194967
141,-0.299336,0.195251
142,-0.299251,0.195631
143,-0.299251,0.195631
144,-0.299251,0.195631
145,-0.299251,0.195631
146,-0.296897,0.196138
147,-0.296897,0.196138
148,-0.300132,0.194846
149,-0.300319,0.194864
150,-0.298391,0.196676
151,-0.298391,0.196676
152,-0.298391,0.196676
153,-0.299736,0.195698
154,-0.298535,0.195778
155,-0.298323,0.195341
156,-0.298323,0.195341
157,-0.298323,0.195341
158,-0.298323,0.195341
159,-0.298323,0.195341
160,-0.298323,0.195341
161,-0.298323,0.195341
162,-0.298323,0.195341
163,-0.29856,0.195608
164,-0.297868,0.195327
165,-0.296377,0.195215
166,-0.296377,0.195215
167,-0.296377,0.195215
168,-0.294147,0.19662
169,-0.294147,0.19662
170,-0.292145,0.198392
171,-0.292645,0.198143
172,-0.293006,0.198096
173,-0.294576,0.197207
174,-0.293643,0.197018
175,-0.292357,0.198391
176,-0.29227,0.196816
177,-0.292048,0.198031
178,-0.292048,0.198031
179,-0.292048,0.198031
180,-0.294236,0.197137
181,-0.291585,0.198178
182,-0.292425,0.197851
183,-0.2919,0.197906
184,-0.2919,0.197906
185,-0.290623,0.198029
186,-0.292057,0.196617
187,-0.292057,0.196617
188,-0.293336,0.196264
189,-0.293336,0.196264
190,-0.293336,0.196264
191,-0.29299,0.196732
192,-0.291668,0.196762
193,-0.292664,0.197
194,-0.292664,0.197
195,-0.291348,0.19708
196,-0.293881,0.196663
197,-0.291834,0.19717
198,-0.290613,0.198336
199,-0.289358,0.198295
200,-0.289358,0.198295
201,-0.289526,0.19877
202,-0.289277,0.199317
203,-0.289763,0.197951
204,-0.289763,0.197951
205,-0.289763,0.197951
206,-0.290726,0.197757
207,-0.289579,0.198225
208,-0.291128,0.197428
209,-0.28861,0.198427
210,-0.28861,0.198427
211,-0.290838,0.198029
212,-0.290838,0.198029
213,-0.290838,0.198029
214,-0.290234,0.197265
215,-0.290234,0.197265
216,-0.290234,0.197265
217,-0.290234,0.197265
218,-0.290234,0.197265
219,-0.290234,0.197265
220,-0.2887,0.198539
221,-0.290397,0.19815
222,-0.290495,0.198435
223,-0.292938,0.198219
224,-0.293624,0.198215
225,-0.291119,0.198749
226,-0.291119,0.198749
227,-0.29067,0.198906
228,-0.29067,0.198906
229,-0.29067,0.198906
230,-0.291489,0.197733
231,-0.291489,0.197733
232,-0.291669,0.197778
233,-0.291669,0.197778
234,-0.292023,0.197101
235,-0.292529,0.196665
236,-0.294336,0.196704
237,-0.292228,0.196585
238,-0.292262,0.197362
239,-0.291758,0.197505
240,-0.291426,0.19775
241,-0.291326,0.197905
242,-0.292221,0.196885
243,-0.289536,0.198192
244,-0.289536,0.198192
