ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.9854,-0.0103655,null,null,null
0.107593,null,-0.146059,null,null
0.100475,null,null,-0.052057,null
-0.00423791,null,null,null,-0.00105117
0.985542,-0.0127801,null,null,null
0.0648354,null,-0.2073,null,null
0.104031,null,null,-0.0717679,null
-0.00125877,null,null,null,0.000657356
0.98563,-0.0105741,null,null,null
0.0645786,null,-0.184726,null,null
0.150859,null,null,-0.0633799,null
-0.000324726,null,null,null,-0.00315656
0.985696,-0.0129509,null,null,null
0.0701033,null,-0.242119,null,null
0.155183,null,null,-0.0454059,null
-0.000517804,null,null,null,-0.00083303
0.985561,-0.0139077,null,null,null
0.0753079,null,-0.207512,null,null
0.111609,null,null,-0.0582247,null
0.000276977,null,null,null,-0.00275465
0.98558,-0.0111907,null,null,null
0.054482,null,-0.210943,null,null
0.122113,null,null,-0.0773988,null
0.000945086,null,null,null,-0.00157045
0.98558,-0.0111907,null,null,null
0.054482,null,-0.210943,null,null
0.122113,null,null,-0.0773988,null
0.000945086,null,null,null,-0.00157045
0.985541,-0.015542,null,null,null
0.0396164,null,-0.200194,null,null
0.0954312,null,null,-0.0400791,null
-0.00221361,null,null,null,-0.00183352
0.985479,-0.0154359,null,null,null
0.018728,null,-0.185775,null,null
0.0719975,null,null,-0.0272624,null
-0.00591849,null,null,null,-0.000961208
0.985479,-0.0154359,null,null,null
0.018728,null,-0.185775,null,null
0.0719975,null,null,-0.0272624,null
-0.00591849,null,null,null,-0.000961208
0.985479,-0.0154359,null,null,null
0.018728,null,-0.185775,null,null
0.0719975,null,null,-0.0272624,null
-0.00591849,null,null,null,-0.000961208
0.985479,-0.0154359,null,null,null
0.018728,null,-0.185775,null,null
0.0719975,null,null,-0.0272624,null
-0.00591849,null,null,null,-0.000961208
0.985479,-0.0154359,null,null,null
0.018728,null,-0.185775,null,null
0.0719975,null,null,-0.0272624,null
-0.00591849,null,null,null,-0.000961208
0.985339,-0.0152943,null,null,null
0.0207825,null,-0.212034,null,null
0.0743216,null,null,-0.0432691,null
-0.00597719,null,null,null,0.0030072
0.98532,-0.0133563,null,null,null
-0.00561976,null,-0.206583,null,null
0.0992206,null,null,-0.0359349,null
0.00141144,null,null,null,0.000602055
0.985079,-0.00803945,null,null,null
-0.00468718,null,-0.230447,null,null
0.109157,null,null,-0.0745545,null
0.00103752,null,null,null,0.0058984
0.985248,-0.00481632,null,null,null
0.0572849,null,-0.188665,null,null
0.0997335,null,null,-0.0522235,null
0.00015734,null,null,null,0.00629609
0.985248,-0.00481632,null,null,null
0.0572849,null,-0.188665,null,null
0.0997335,null,null,-0.0522235,null
0.00015734,null,null,null,0.00629609
0.985248,-0.00481632,null,null,null
0.0572849,null,-0.188665,null,null
0.0997335,null,null,-0.0522235,null
0.00015734,null,null,null,0.00629609
0.985495,-0.00155645,null,null,null
0.0734817,null,-0.165385,null,null
0.123158,null,null,-0.0725556,null
-0.00832929,null,null,null,-0.00053393
0.985541,0.00231318,null,null,null
0.0847419,null,-0.128924,null,null
0.0847428,null,null,-0.0598426,null
-0.00509445,null,null,null,-0.000329978
0.985794,0.00127019,null,null,null
0.0656188,null,-0.126392,null,null
0.104589,null,null,-0.0430058,null
-0.00280535,null,null,null,-0.000214205
0.985791,-0.00452093,null,null,null
0.0800258,null,-0.150122,null,null
0.0922982,null,null,-0.0799098,null
-0.0048613,null,null,null,-0.00120639
0.985791,-0.00452093,null,null,null
0.0800258,null,-0.150122,null,null
0.0922982,null,null,-0.0799098,null
-0.0048613,null,null,null,-0.00120639
0.985791,-0.00452093,null,null,null
0.0800258,null,-0.150122,null,null
0.0922982,null,null,-0.0799098,null
-0.0048613,null,null,null,-0.00120639
0.985791,-0.00452093,null,null,null
0.0800258,null,-0.150122,null,null
0.0922982,null,null,-0.0799098,null
-0.0048613,null,null,null,-0.00120639
0.985923,-0.00495912,null,null,null
0.0599931,null,-0.133912,null,null
0.0867195,null,null,-0.084598,null
0.000943949,null,null,null,0.00220818
0.985866,-0.00731883,null,null,null
0.0399934,null,-0.146742,null,null
0.0687897,null,null,-0.103059,null
0.000609919,null,null,null,0.000371279
0.985866,-0.00731883,null,null,null
0.0399934,null,-0.146742,null,null
0.0687897,null,null,-0.103059,null
0.000609919,null,null,null,0.000371279
0.985866,-0.00731883,null,null,null
0.0399934,null,-0.146742,null,null
0.0687897,null,null,-0.103059,null
0.000609919,null,null,null,0.000371279
0.985838,-0.00759532,null,null,null
0.0628066,null,-0.118123,null,null
0.0653249,null,null,-0.099121,null
-0.00496329,null,null,null,0.00441436
0.9858,-0.00414016,null,null,null
0.0576935,null,-0.131584,null,null
0.052793,null,null,-0.0731144,null
-0.00355804,null,null,null,0.00345125
0.985625,0.00590456,null,null,null
0.0790054,null,-0.132085,null,null
0.0896876,null,null,-0.0470639,null
0.00449916,null,null,null,-0.00445319
0.985976,0.00495353,null,null,null
0.0795516,null,-0.128221,null,null
0.0968192,null,null,-0.0150595,null
0.00123317,null,null,null,-0.00116274
0.985973,0.00274092,null,null,null
0.0703788,null,-0.113814,null,null
0.0685121,null,null,-0.0686454,null
0.0015293,null,null,null,-0.00882256
0.985973,0.00274092,null,null,null
0.0703788,null,-0.113814,null,null
0.0685121,null,null,-0.0686454,null
0.0015293,null,null,null,-0.00882256
0.986084,-0.00251985,null,null,null
0.0974905,null,-0.158659,null,null
0.0775699,null,null,-0.0216525,null
0.00249521,null,null,null,-0.00403705
0.986144,-0.00625993,null,null,null
0.125207,null,-0.17768,null,null
0.10525,null,null,-0.0591519,null
0.000420364,null,null,null,0.00200073
0.986144,-0.00625993,null,null,null
0.125207,null,-0.17768,null,null
0.10525,null,null,-0.0591519,null
0.000420364,null,null,null,0.00200073
0.986073,-0.00564978,null,null,null
0.107062,null,-0.179237,null,null
0.0440666,null,null,-0.0580693,null
-0.00169555,null,null,null,0.000669306
0.986073,-0.00522219,null,null,null
0.139066,null,-0.137791,null,null
0.0416535,null,null,-0.0697869,null
0.00339849,null,null,null,0.00457771
0.986073,-0.00522219,null,null,null
0.139066,null,-0.137791,null,null
0.0416535,null,null,-0.0697869,null
0.00339849,null,null,null,0.00457771
0.98592,-0.00363359,null,null,null
0.128836,null,-0.176795,null,null
0.0489047,null,null,-0.0911393,null
0.0029116,null,null,null,-0.000975935
0.98592,-0.00363359,null,null,null
0.128836,null,-0.176795,null,null
0.0489047,null,null,-0.0911393,null
0.0029116,null,null,null,-0.000975935
0.986409,-0.00514389,null,null,null
0.0713984,null,-0.181127,null,null
0.0789471,null,null,-0.0766155,null
0.000707019,null,null,null,0.00290452
0.985996,-0.00282561,null,null,null
0.0840331,null,-0.197436,null,null
0.0610282,null,null,-0.0780808,null
0.00295592,null,null,null,0.000760016
0.98596,-0.00224704,null,null,null
0.0555661,null,-0.227105,null,null
0.124287,null,null,-0.159383,null
-0.00145336,null,null,null,-0.000110094
0.986145,-0.00488493,null,null,null
0.021584,null,-0.225671,null,null
0.0480306,null,null,-0.134242,null
0.000958365,null,null,null,-0.000697494
0.986302,-0.00608779,null,null,null
0.0497474,null,-0.211575,null,null
0.067225,null,null,-0.0708817,null
-0.00421942,null,null,null,-0.0011826
0.986302,-0.00608779,null,null,null
0.0497474,null,-0.211575,null,null
0.067225,null,null,-0.0708817,null
-0.00421942,null,null,null,-0.0011826
0.986178,-0.0065226,null,null,null
0.0080233,null,-0.191103,null,null
0.0108998,null,null,-0.0980664,null
-0.00490446,null,null,null,0.00406444
0.986178,-0.0065226,null,null,null
0.0080233,null,-0.191103,null,null
0.0108998,null,null,-0.0980664,null
-0.00490446,null,null,null,0.00406444
0.986498,-0.0107647,null,null,null
0.0255036,null,-0.199474,null,null
0.0164189,null,null,-0.122803,null
0.000160511,null,null,null,0.000837287
0.986498,-0.0107647,null,null,null
0.0255036,null,-0.199474,null,null
0.0164189,null,null,-0.122803,null
0.000160511,null,null,null,0.000837287
0.986506,-0.0050591,null,null,null
0.0180856,null,-0.190185,null,null
0.0422698,null,null,-0.0904496,null
0.00700545,null,null,null,-0.000153471
0.986506,-0.0050591,null,null,null
0.0180856,null,-0.190185,null,null
0.0422698,null,null,-0.0904496,null
0.00700545,null,null,null,-0.000153471
0.986519,-0.00950579,null,null,null
0.00649393,null,-0.194161,null,null
0.044963,null,null,-0.105936,null
0.00273045,null,null,null,-0.00468035
0.986367,-0.0070645,null,null,null
0.0219669,null,-0.224635,null,null
0.0864155,null,null,-0.127995,null
-0.00359111,null,null,null,-0.00505646
0.986376,-0.00750329,null,null,null
0.0517081,null,-0.224428,null,null
0.100398,null,null,-0.0992429,null
0.00237438,null,null,null,0.000128938
0.986376,-0.00750329,null,null,null
0.0517081,null,-0.224428,null,null
0.100398,null,null,-0.0992429,null
0.00237438,null,null,null,0.000128938
0.986231,-0.0112351,null,null,null
0.0431135,null,-0.217138,null,null
0.107808,null,null,-0.124172,null
-5.23571e-05,null,null,null,0.000252754
0.986429,-0.00609444,null,null,null
0.0561514,null,-0.254856,null,null
0.113366,null,null,-0.103605,null
0.00646983,null,null,null,0.0049807
0.986217,-0.00636085,null,null,null
0.0842169,null,-0.281956,null,null
0.09539,null,null,-0.103938,null
-0.00227938,null,null,null,-0.000570684
0.986217,-0.00636085,null,null,null
0.0842169,null,-0.281956,null,null
0.09539,null,null,-0.103938,null
-0.00227938,null,null,null,-0.000570684
0.986211,-0.00850775,null,null,null
0.0945236,null,-0.292605,null,null
0.104404,null,null,-0.130777,null
-0.00333961,null,null,null,-0.0022954
0.986211,-0.00850775,null,null,null
0.0945236,null,-0.292605,null,null
0.104404,null,null,-0.130777,null
-0.00333961,null,null,null,-0.0022954
0.986287,-0.0102104,null,null,null
0.0762027,null,-0.320164,null,null
0.114462,null,null,-0.121549,null
0.00101982,null,null,null,-0.00398871
0.986376,-0.0126777,null,null,null
0.0701939,null,-0.299439,null,null
0.0986855,null,null,-0.101573,null
0.00057192,null,null,null,-0.00256198
0.986385,-0.0113687,null,null,null
0.0553644,null,-0.281095,null,null
0.0563381,null,null,-0.102149,null
0.000583859,null,null,null,0.00359721
0.986354,-0.0120547,null,null,null
0.0714735,null,-0.313115,null,null
0.0851124,null,null,-0.149534,null
-0.00409595,null,null,null,-0.000826164
0.986354,-0.0120547,null,null,null
0.0714735,null,-0.313115,null,null
0.0851124,null,null,-0.149534,null
-0.00409595,null,null,null,-0.000826163
0.98648,-0.0110714,null,null,null
0.117307,null,-0.307529,null,null
0.0886396,null,null,-0.0906778,null
-0.00318313,null,null,null,-0.00131481
0.986421,-0.0134031,null,null,null
0.13393,null,-0.313976,null,null
0.0728451,null,null,-0.0965776,null
0.00200691,null,null,null,-0.00342474
0.986627,-0.0114044,null,null,null
0.125871,null,-0.334819,null,null
0.0681018,null,null,-0.106599,null
0.00298073,null,null,null,-0.00322301
0.986627,-0.0114044,null,null,null
0.125871,null,-0.334819,null,null
0.0681018,null,null,-0.106599,null
0.00298073,null,null,null,-0.00322301
0.986386,-0.0171021,null,null,null
0.0774642,null,-0.311281,null,null
0.104009,null,null,-0.153159,null
0.00113535,null,null,null,-0.000606449
0.986386,-0.0171021,null,null,null
0.0774642,null,-0.311281,null,null
0.104009,null,null,-0.153159,null
0.00113535,null,null,null,-0.000606449
0.986533,-0.0154604,null,null,null
0.0379231,null,-0.293755,null,null
0.0768656,null,null,-0.129904,null
0.00469321,null,null,null,0.000298107
0.986425,-0.0197037,null,null,null
0.0841273,null,-0.330691,null,null
0.0620913,null,null,-0.14846,null
0.000889627,null,null,null,0.00137555
0.986199,-0.0225802,null,null,null
0.118381,null,-0.297984,null,null
0.107109,null,null,-0.118722,null
-0.000104439,null,null,null,-0.000122842
0.986507,-0.0168864,null,null,null
0.13204,null,-0.293316,null,null
0.0698424,null,null,-0.132725,null
0.00048188,null,null,null,0.0044384
0.986797,-0.0140386,null,null,null
0.125481,null,-0.336344,null,null
0.0954441,null,null,-0.0738681,null
-0.00671745,null,null,null,-0.00374175
0.986797,-0.0140386,null,null,null
0.125481,null,-0.336344,null,null
0.0954441,null,null,-0.0738681,null
-0.00671745,null,null,null,-0.00374175
0.986797,-0.0140386,null,null,null
0.125481,null,-0.336344,null,null
0.0954441,null,null,-0.0738681,null
-0.00671745,null,null,null,-0.00374175
0.986901,-0.00794816,null,null,null
0.139563,null,-0.32722,null,null
0.092664,null,null,-0.0485228,null
-0.00314506,null,null,null,0.00275253
0.986746,-0.0100314,null,null,null
0.17136,null,-0.288625,null,null
0.0623143,null,null,-0.0360396,null
-0.000393935,null,null,null,0.00142165
0.986834,-0.0104205,null,null,null
0.151186,null,-0.280988,null,null
0.0780575,null,null,0.00360962,null
0.000502631,null,null,null,0.00219001
0.986846,-0.0140033,null,null,null
0.144341,null,-0.29947,null,null
