MDTU,S_B
1,1.00354
2,1.00217
3,1.00204
4,1.00252
5,0.999502
6,1.00154
7,1.00154
8,1.00058
9,0.999071
10,0.999071
11,0.999071
12,0.999071
13,0.999071
14,1.00031
15,1.00088
16,1.00079
17,0.999903
18,0.999903
19,0.999903
20,1.00071
21,0.999967
22,1.00106
23,0.999841
24,0.999841
25,0.999841
26,0.999841
27,1.00085
28,0.999724
29,0.999724
30,0.999724
31,1.00002
32,1.00116
33,1.00086
34,0.999534
35,1.00012
36,1.00012
37,1.00055
38,0.998854
39,0.998854
40,0.999215
41,0.999982
42,0.999982
43,1.00061
44,1.00061
45,1.00041
46,1.00141
47,0.999279
48,1.00101
49,1.001
50,1.001
51,0.998822
52,0.998822
53,0.999736
54,0.999736
55,0.999006
56,0.999006
57,1.00035
58,0.999449
59,0.999453
60,0.999453
61,1.0006
62,0.999428
63,0.999846
64,0.999846
65,0.999229
66,0.999229
67,1.00045
68,1.00067
69,0.999921
70,0.999942
71,0.999942
72,0.99995
73,0.999664
74,1.00025
75,1.00025
76,0.999988
77,0.999988
78,0.999166
79,1.00014
80,1.00127
81,1.0008
82,1.00008
83,1.00008
84,1.00008
85,0.999059
86,1.00071
87,0.999932
88,0.999978
89,0.999161
90,0.999161
91,1.00033
92,1.00033
93,0.998658
94,0.999769
95,0.998818
96,1.00071
97,1.00034
98,1.00026
99,1.00026
100,0.99949
101,1.00052
102,0.999654
103,0.999654
104,0.999934
105,0.999934
106,0.999088
107,1.00064
108,1.00064
109,0.999479
110,0.998646
111,0.998646
112,0.998646
113,1.00118
114,0.999124
115,0.999199
116,0.999199
117,0.999199
118,0.998862
119,0.998237
120,0.999899
121,0.999899
122,0.999899
123,0.998855
124,0.998855
125,1
126,0.998088
127,0.999937
128,0.999096
129,0.999096
130,0.9988
131,0.9988
132,1.0012
133,1.0012
134,0.999566
135,0.999566
136,0.997938
137,0.997938
138,1.00015
139,0.999025
140,1.00018
141,0.999331
142,0.998583
143,0.998583
144,0.998583
145,0.998583
146,0.999806
147,0.999806
148,0.998855
149,0.997747
150,1.00028
151,1.00028
152,1.00028
153,0.998916
154,0.999453
155,0.999789
156,0.999789
157,0.999789
158,0.999789
159,0.999789
160,0.999789
161,0.999789
162,0.999789
163,1.00078
164,0.999524
165,0.999736
166,0.999736
167,0.999736
168,0.999244
169,0.999244
170,1.00026
171,0.999215
172,1.0003
173,0.999093
174,0.998135
