MDTU,min_width,max_width
1,0.0702558,0.0374623
2,0.0729549,0.0391767
3,0.0709737,0.0388581
4,0.0705083,0.0385284
5,0.0708237,0.038961
6,0.0719834,0.0396052
7,0.0719834,0.0396052
8,0.0719834,0.0396052
9,0.0715031,0.040752
10,0.0715031,0.040752
11,0.0750626,0.0418323
12,0.0718864,0.040042
13,0.0736813,0.0399096
14,0.0736589,0.04089
15,0.073332,0.0410844
16,0.0732601,0.040981
17,0.0743425,0.041307
18,0.0745954,0.041053
19,0.0727355,0.0396385
20,0.0731364,0.0400831
21,0.0731364,0.0400831
22,0.0736104,0.0402797
23,0.0737489,0.0401738
24,0.0737756,0.04024
25,0.0736976,0.0411679
26,0.0745126,0.0421648
27,0.0745126,0.0421648
28,0.0759019,0.042374
29,0.0724936,0.0407872
30,0.0726919,0.0404415
31,0.0726919,0.0404415
32,0.0732463,0.0408056
33,0.0732463,0.0408056
34,0.0737937,0.0414256
35,0.0722273,0.0408346
36,0.0722273,0.0408346
37,0.0722273,0.0408346
38,0.0722273,0.0408346
39,0.0722273,0.0408346
40,0.0723881,0.040061
41,0.0703274,0.0395424
42,0.0703274,0.0395424
43,0.0720243,0.0397546
44,0.0720243,0.0397546
45,0.0720243,0.0397546
46,0.072449,0.0399191
47,0.0696743,0.038401
48,0.0719627,0.0398573
49,0.0712116,0.0395304
50,0.0712116,0.0395304
51,0.069318,0.0388274
52,0.069318,0.0388274
53,0.0682997,0.0380479
54,0.0682997,0.0380479
55,0.0682997,0.0380479
56,0.0675927,0.0377476
57,0.0675927,0.0377476
58,0.0685522,0.0388389
59,0.0685522,0.0388389
60,0.067723,0.037975
61,0.0679223,0.037251
62,0.0672857,0.0371421
63,0.0681768,0.0383755
64,0.0681768,0.0383755
65,0.0683794,0.038672
66,0.0679048,0.0382708
67,0.0678412,0.038334
68,0.0675973,0.0367304
69,0.0675973,0.0367304
70,0.0675973,0.0367304
71,0.0675973,0.0367304
72,0.0658547,0.0363855
73,0.0658547,0.0363855
74,0.0658547,0.0363855
75,0.067477,0.0380853
76,0.0655546,0.0360936
77,0.0691415,0.0383334
78,0.0671688,0.038011
79,0.0671688,0.038011
80,0.0671688,0.038011
81,0.0674405,0.0384984
82,0.0674405,0.0384984
