t,G,F1,F2,F3
1,0.0047,0.005521,null,null
2,0.004073,0.005254,null,null
3,0.004052,0.005247,null,null
4,0.004044,0.005242,null,null
5,0.00405,0.005241,null,null
6,0.004041,0.005244,null,null
7,0.004046,0.005237,null,null
8,0.004055,0.005239,null,null
9,0.004046,0.005241,null,null
10,0.004049,0.005234,null,null
11,0.004054,0.005236,null,null
12,0.004049,0.005233,null,null
13,0.004056,0.005227,null,null
14,0.004059,0.005219,null,null
15,0.004061,0.005216,null,null
16,0.004065,0.005207,null,null
17,0.004071,0.005205,null,null
18,0.004073,0.0052,null,null
19,0.004074,0.005197,null,null
20,0.004073,0.005197,null,null
21,0.008149,0.01039,null,null
22,0.008143,0.01039,null,null
23,0.008147,0.01039,null,null
24,0.008164,0.01037,null,null
25,0.008174,0.01035,null,null
26,0.008183,0.01035,null,null
27,0.008187,0.01033,null,null
28,0.008189,0.01032,null,null
29,0.008196,0.01032,null,null
30,0.008201,0.01032,null,null
31,0.01422,0.01787,null,null
32,0.01422,0.01789,null,null
33,0.01424,0.01786,null,null
34,0.01422,0.01785,null,null
35,0.01424,0.01788,null,null
36,0.01424,0.01785,null,null
37,0.01427,0.01784,null,null
38,0.01425,0.01785,null,null
39,0.01424,0.01784,null,null
40,0.01426,0.01785,null,null
41,0.01425,0.01783,null,null
42,0.01426,0.01783,null,null
43,0.01423,0.01784,null,null
44,0.01428,0.01785,null,null
45,0.01427,0.01785,null,null
46,0.01423,0.01782,null,null
47,0.01425,0.01782,null,null
48,0.01425,0.01784,null,null
49,0.01425,0.01782,null,null
50,0.01428,0.01781,null,null
51,0.01429,0.01781,null,null
52,0.0143,0.01777,null,null
53,0.0143,0.01776,null,null
54,0.01429,0.01775,null,null
55,0.01433,0.01775,null,null
56,0.01429,0.01774,null,null
57,0.01433,0.01774,null,null
58,0.01432,0.01774,null,null
59,0.01432,0.01773,null,null
60,0.01432,0.01772,null,null
61,0.01433,0.01771,null,null
62,0.01435,0.01772,null,null
63,0.01434,0.01767,null,null
64,0.01435,0.01767,null,null
65,0.01433,0.01767,null,null
66,0.01439,0.01767,null,null
67,0.01439,0.01764,null,null
68,0.01439,0.0176,null,null
69,0.0144,0.01761,null,null
70,0.01443,0.01763,null,null
71,0.0144,0.01762,null,null
72,0.01441,0.0176,null,null
73,0.0144,0.01759,null,null
74,0.01443,0.01759,null,null
75,0.01441,0.01759,null,null
76,0.01443,0.01756,null,null
77,0.01446,0.01753,null,null
78,0.01445,0.01752,null,null
79,0.01446,0.01756,null,null
80,0.01447,0.01754,null,null
81,0.01446,0.01754,null,null
82,0.01447,0.01751,null,null
83,0.01447,0.0175,null,null
84,0.01449,0.01751,null,null
85,0.01449,0.01752,null,null
86,0.01449,0.01747,null,null
87,0.01449,0.01747,null,null
88,0.01452,0.01747,null,null
89,0.01448,0.01749,null,null
90,0.01452,0.01745,null,null
91,0.0145,0.01744,null,null
92,0.01451,0.01743,null,null
93,0.01456,0.01745,null,null
94,0.01451,0.01744,null,null
95,0.01454,0.01744,null,null
96,0.01452,0.01744,null,null
97,0.01453,0.01742,null,null
98,0.01456,0.01742,null,null
99,0.01455,0.01743,null,null
100,0.01452,0.0174,null,null
101,0.01453,0.0174,null,null
102,0.01454,0.01741,null,null
103,0.01454,0.01739,null,null
104,0.01454,0.01739,null,null
105,0.01457,0.01739,null,null
106,0.01455,0.01738,null,null
107,0.01457,0.01739,null,null
108,0.01458,0.01739,null,null
109,0.01454,0.01737,null,null
110,0.01458,0.01738,null,null
111,0.01457,0.01738,null,null
112,0.01458,0.01739,null,null
113,0.01455,0.01736,null,null
114,0.01459,0.01739,null,null
115,0.01455,0.01737,null,null
116,0.01459,0.01737,null,null
117,0.01456,0.01737,null,null
118,0.01457,0.01737,null,null
119,0.01459,0.01735,null,null
120,0.01462,0.01735,null,null
121,0.01459,0.01734,null,null
122,0.01461,0.01735,null,null
123,0.01462,0.0173,null,null
124,0.01461,0.01731,null,null
125,0.01463,0.01731,null,null
126,0.01462,0.01728,null,null
127,0.01462,0.01729,null,null
128,0.01462,0.01728,null,null
129,0.01463,0.01727,null,null
130,0.01465,0.01727,null,null
131,0.01463,0.01728,null,null
132,0.01463,0.0173,null,null
133,0.01464,0.01725,null,null
134,0.01464,0.01726,null,null
135,0.01463,0.01723,null,null
136,0.01467,0.01727,null,null
137,0.01464,0.01724,null,null
138,0.01467,0.01724,null,null
139,0.01468,0.01722,null,null
140,0.01467,0.01723,null,null
141,0.01469,0.01722,null,null
142,0.01466,0.01721,null,null
143,0.01469,0.01722,null,null
144,0.01467,0.01719,null,null
145,0.01471,0.01718,null,null
146,0.01468,0.01721,null,null
147,0.0147,0.01722,null,null
148,0.01469,0.0172,null,null
149,0.0147,0.01718,null,null
150,0.01473,0.0172,null,null
151,0.01471,0.01718,null,null
152,0.01471,0.01715,null,null
153,0.01471,0.01716,null,null
154,0.01472,0.01716,null,null
155,0.01472,0.01716,null,null
156,0.01472,0.01715,null,null
157,0.01472,0.01715,null,null
158,0.01472,0.01715,null,null
159,0.01472,0.01715,null,null
160,0.01471,0.01715,null,null
161,0.0147,0.01716,null,null
162,0.01474,0.01718,null,null
163,0.01473,0.01715,null,null
164,0.01474,0.01712,null,null
165,0.01475,0.0171,null,null
166,0.01476,0.01709,null,null
167,0.01476,0.01708,null,null
168,0.01475,0.0171,null,null
169,0.01479,0.0171,null,null
170,0.01478,0.01708,null,null
171,0.01479,0.01704,null,null
172,0.01482,0.01705,null,null
173,0.01482,0.01703,null,null
174,0.01481,0.01704,null,null
175,0.01481,0.01704,null,null
176,0.0148,0.01705,null,null
177,0.01482,0.01705,null,null
178,0.0148,0.01703,null,null
179,0.0148,0.01703,null,null
180,0.01483,0.01704,null,null
181,0.01483,0.01703,null,null
182,0.01483,0.01702,null,null
183,0.01482,0.01701,null,null
184,0.01484,0.017,null,null
185,0.01482,0.01701,null,null
186,0.01485,0.01699,null,null
187,0.01484,0.01699,null,null
188,0.01483,0.01697,null,null
189,0.01485,0.01698,null,null
190,0.01483,0.01699,null,null
191,0.01488,0.01699,null,null
192,0.01485,0.01698,null,null
193,0.01484,0.01696,null,null
194,0.01485,0.01695,null,null
195,0.01487,0.01696,null,null
196,0.01489,0.01695,null,null
197,0.01489,0.01694,null,null
198,0.0149,0.01693,null,null
199,0.0149,0.01692,null,null
200,0.01489,0.01692,null,null
201,0.01721,0.01954,null,null
202,0.01717,0.01952,null,null
203,0.01719,0.0195,null,null
204,0.01719,0.01951,null,null
205,0.01723,0.01953,null,null
206,0.01719,0.0195,null,null
207,0.01719,0.0195,null,null
208,0.0172,0.0195,null,null
209,0.01719,0.01951,null,null
210,0.01721,0.01951,null,null
211,0.01719,0.01953,null,null
212,0.01717,0.01951,null,null
213,0.01724,0.01952,null,null
214,0.01721,0.01951,null,null
215,0.0172,0.01952,null,null
216,0.01721,0.01953,null,null
217,0.01723,0.01953,null,null
218,0.01721,0.01952,null,null
219,0.01721,0.01955,null,null
220,0.01718,0.01955,null,null
221,0.0172,0.01952,null,null
222,0.01719,0.01952,null,null
223,0.0172,0.01952,null,null
224,0.0172,0.01956,null,null
225,0.01719,0.01952,null,null
226,0.01719,0.0195,null,null
227,0.01719,0.01951,null,null
228,0.01719,0.01951,null,null
229,0.01718,0.01951,null,null
230,0.01723,0.01951,null,null
231,0.0172,0.01949,null,null
232,0.01721,0.01951,null,null
233,0.01721,0.01948,null,null
234,0.01724,0.01948,null,null
235,0.01726,0.01949,null,null
236,0.01723,0.01942,null,null
237,0.01724,0.01942,null,null
238,0.01729,0.01943,null,null
239,0.01725,0.01943,null,null
240,0.01725,0.01946,null,null
241,0.01723,0.01944,null,null
242,0.01723,0.01945,null,null
243,0.01726,0.01945,null,null
244,0.01724,0.01944,null,null
245,0.01723,0.01946,null,null
246,0.01725,0.01945,null,null
247,0.01725,0.01946,null,null
248,0.01727,0.01942,null,null
249,0.01727,0.01944,null,null
250,0.01728,0.01943,null,null
251,0.01727,0.01946,null,null
252,0.01724,0.01943,null,null
253,0.01725,0.01943,null,null
254,0.01723,0.01946,null,null
255,0.01725,0.01943,null,null
256,0.01722,0.01946,null,null
257,0.01727,0.01945,null,null
258,0.01722,0.01944,null,null
259,0.01724,0.01943,null,null
260,0.01726,0.01943,null,null
261,0.01726,0.01943,null,null
262,0.01726,0.01945,null,null
263,0.01726,0.01942,null,null
264,0.01724,0.01943,null,null
265,0.01724,0.01944,null,null
266,0.01727,0.01942,null,null
267,0.01727,0.01943,null,null
268,0.0173,0.01938,null,null
269,0.01727,0.01939,null,null
270,0.01727,0.01938,null,null
271,0.01727,0.01941,null,null
272,0.0173,0.01939,null,null
273,0.01731,0.01938,null,null
274,0.01728,0.01938,null,null
275,0.01731,0.01939,null,null
276,0.0173,0.01935,null,null
277,0.01731,0.01935,null,null
278,0.01731,0.01936,null,null
279,0.01731,0.01935,null,null
280,0.01731,0.01936,null,null
281,0.01731,0.01936,null,null
282,0.01729,0.01937,null,null
283,0.01729,0.01936,null,null
284,0.01731,0.01938,null,null
285,0.01732,0.01938,null,null
286,0.01728,0.01941,null,null
287,0.01727,0.01939,null,null
288,0.01728,0.0194,null,null
289,0.0173,0.01941,null,null
290,0.01731,0.0194,null,null
291,0.01731,0.01939,null,null
292,0.0173,0.01935,null,null
293,0.01729,0.01936,null,null
294,0.01733,0.01938,null,null
295,0.01733,0.01938,null,null
296,0.01732,0.01937,null,null
297,0.01731,0.01938,null,null
298,0.0173,0.0194,null,null
299,0.01731,0.01936,null,null
300,0.0173,0.01935,null,null
301,0.01732,0.01936,null,null
302,0.01732,0.01934,null,null
303,0.01733,0.0193,null,null
304,0.01735,0.01933,null,null
305,0.01735,0.01932,null,null
306,0.01733,0.01932,null,null
307,0.01737,0.01933,null,null
308,0.01732,0.01934,null,null
309,0.01733,0.01931,null,null
310,0.01732,0.01932,null,null
311,0.01732,0.01933,null,null
312,0.01737,0.01933,null,null
313,0.01733,0.01934,null,null
314,0.01734,0.01933,null,null
315,0.01736,0.01931,null,null
316,0.01736,0.01933,null,null
317,0.01737,0.01932,null,null
318,0.01736,0.01931,null,null
319,0.01736,0.01932,null,null
320,0.01735,0.01931,null,null
321,0.01734,0.01932,null,null
322,0.01737,0.01931,null,null
323,0.01735,0.01932,null,null
324,0.01737,0.0193,null,null
325,0.01736,0.01928,null,null
326,0.01737,0.01929,null,null
327,0.01735,0.01931,null,null
328,0.01734,0.01928,null,null
329,0.01734,0.01931,null,null
330,0.01736,0.0193,null,null
331,0.01733,0.01933,null,null
332,0.01735,0.01932,null,null
333,0.01735,0.01932,null,null
334,0.01737,0.01927,null,null
335,0.01737,0.0193,null,null
336,0.01737,0.01928,null,null
337,0.01737,0.01927,null,null
338,0.01735,0.01929,null,null
339,0.01736,0.0193,null,null
340,0.01735,0.01931,null,null
341,0.01735,0.01932,null,null
342,0.01732,0.01931,null,null
343,0.01737,0.0193,null,null
344,0.0174,0.01927,null,null
345,0.0174,0.01928,null,null
346,0.01736,0.01928,null,null
347,0.01737,0.01928,null,null
348,0.01736,0.01929,null,null
349,0.01737,0.01928,null,null
350,0.01735,0.01927,null,null
351,0.01735,0.01927,null,null
352,0.01735,0.01932,null,null
353,0.01739,0.01929,null,null
354,0.01736,0.01929,null,null
355,0.01735,0.01928,null,null
356,0.01736,0.01929,null,null
357,0.01735,0.01932,null,null
358,0.01737,0.01929,null,null
359,0.01738,0.0193,null,null
360,0.01736,0.0193,null,null
361,0.01735,0.01929,null,null
362,0.01738,0.01928,null,null
363,0.01736,0.01928,null,null
364,0.01743,0.01928,null,null
365,0.01739,0.01929,null,null
366,0.01739,0.01926,null,null
367,0.01737,0.01926,null,null
368,0.01736,0.01928,null,null
369,0.01737,0.01925,null,null
370,0.01738,0.01925,null,null
371,0.01742,0.01926,null,null
372,0.01739,0.01923,null,null
373,0.01738,0.01924,null,null
374,0.01736,0.01926,null,null
375,0.01737,0.01926,null,null
376,0.01738,0.01924,null,null
377,0.0174,0.01924,null,null
378,0.0174,0.01924,null,null
379,0.0174,0.01922,null,null
380,0.01741,0.01926,null,null
381,0.01741,0.01923,null,null
382,0.0174,0.01925,null,null
383,0.01739,0.01925,null,null
384,0.01739,0.01929,null,null
385,0.01739,0.01926,null,null
386,0.01741,0.01927,null,null
387,0.01741,0.01925,null,null
388,0.01741,0.01927,null,null
389,0.01738,0.01926,null,null
390,0.01739,0.01925,null,null
391,0.01739,0.01926,null,null
392,0.01742,0.01925,null,null
393,0.01744,0.01923,null,null
394,0.01741,0.01922,null,null
395,0.01741,0.01924,null,null
396,0.01743,0.01925,null,null
397,0.01744,0.01921,null,null
398,0.01747,0.01921,null,null
399,0.01744,0.01921,null,null
400,0.01742,0.01921,null,null
401,0.01742,0.01921,null,null
402,0.01742,0.01922,null,null
403,0.01746,0.01923,null,null
404,0.01745,0.0192,null,null
405,0.01745,0.01917,null,null
406,0.01744,0.01917,null,null
407,0.01743,0.01922,null,null
408,0.01742,0.01921,null,null
409,0.01744,0.01921,null,null
410,0.01744,0.01919,null,null
411,0.01745,0.0192,null,null
412,0.01744,0.01918,null,null
413,0.01744,0.01918,null,null
414,0.01745,0.01918,null,null
415,0.01745,0.01917,null,null
416,0.01743,0.01918,null,null
417,0.01746,0.01919,null,null
418,0.01751,0.01913,null,null
419,0.01753,0.0191,null,null
420,0.0175,0.01912,null,null
421,0.01749,0.01914,null,null
422,0.01746,0.01912,null,null
423,0.01747,0.01915,null,null
424,0.0175,0.01917,null,null
425,0.01749,0.01915,null,null
426,0.01749,0.01913,null,null
427,0.01749,0.01912,null,null
428,0.01749,0.01911,null,null
429,0.0175,0.01912,null,null
430,0.01752,0.0191,null,null
431,0.0175,0.0191,null,null
432,0.01751,0.01909,null,null
433,0.01751,0.01908,null,null
434,0.01753,0.01908,null,null
435,0.01753,0.01907,null,null
436,0.01753,0.01905,null,null
437,0.01754,0.01906,null,null
438,0.01756,0.01904,null,null
439,0.01755,0.01905,null,null
440,0.01757,0.01906,null,null
441,0.01755,0.01906,null,null
442,0.01752,0.01908,null,null
443,0.01751,0.0191,null,null
444,0.0175,0.01911,null,null
445,0.0175,0.01911,null,null
446,0.01753,0.01912,null,null
447,0.01755,0.01909,null,null
448,0.01753,0.01908,null,null
449,0.01753,0.01909,null,null
450,0.01751,0.01912,null,null
451,0.01753,0.01907,null,null
452,0.01757,0.0191,null,null
453,0.01754,0.01908,null,null
454,0.01751,0.01912,null,null
455,0.01753,0.0191,null,null
456,0.01753,0.01907,null,null
457,0.01755,0.01907,null,null
458,0.01753,0.01906,null,null
459,0.01751,0.01908,null,null
460,0.01751,0.01911,null,null
461,0.01752,0.01909,null,null
462,0.0175,0.01909,null,null
463,0.01749,0.01908,null,null
464,0.01753,0.01909,null,null
465,0.0175,0.01909,null,null
466,0.01749,0.01911,null,null
467,0.0175,0.01911,null,null
468,0.01752,0.01909,null,null
469,0.01753,0.01908,null,null
470,0.01751,0.01909,null,null
471,0.01754,0.01907,null,null
472,0.01756,0.01908,null,null
473,0.01755,0.01907,null,null
474,0.01755,0.01907,null,null
475,0.01754,0.01908,null,null
476,0.01754,0.0191,null,null
477,0.0175,0.01911,null,null
478,0.01753,0.01911,null,null
479,0.01751,0.01908,null,null
480,0.01752,0.0191,null,null
481,0.01754,0.0191,null,null
482,0.01752,0.01909,null,null
483,0.01752,0.01909,null,null
484,0.01754,0.0191,null,null
485,0.01752,0.01908,null,null
486,0.01752,0.01907,null,null
487,0.01754,0.01906,null,null
488,0.01752,0.01908,null,null
489,0.01753,0.01907,null,null
490,0.01756,0.01908,null,null
491,0.01757,0.01909,null,null
492,0.01751,0.01908,null,null
493,0.01753,0.01908,null,null
494,0.01752,0.01909,null,null
495,0.01751,0.0191,null,null
496,0.01752,0.0191,null,null
497,0.01751,0.01911,null,null
498,0.01751,0.01912,null,null
499,0.0175,0.01908,null,null
500,0.01752,0.01909,null,null
501,0.01753,0.01907,null,null
502,0.01753,0.0191,null,null
503,0.01752,0.01909,null,null
504,0.01754,0.01909,null,null
505,0.01752,0.01907,null,null
506,0.01754,0.01908,null,null
507,0.01751,0.01912,null,null
508,0.01749,0.0191,null,null
509,0.01753,0.0191,null,null
510,0.0175,0.01908,null,null
511,0.0175,0.01911,null,null
512,0.0175,0.01909,null,null
513,0.0175,0.01909,null,null
514,0.01749,0.0191,null,null
515,0.01752,0.01912,null,null
516,0.01754,0.01909,null,null
517,0.01752,0.01907,null,null
518,0.01753,0.01909,null,null
519,0.01751,0.0191,null,null
520,0.01751,0.01908,null,null
521,0.01751,0.01913,null,null
522,0.01751,0.01914,null,null
523,0.0175,0.01911,null,null
524,0.01752,0.01913,null,null
525,0.01752,0.01914,null,null
526,0.01749,0.01913,null,null
527,0.01748,0.01914,null,null
528,0.01749,0.01913,null,null
529,0.0175,0.01913,null,null
530,0.0175,0.01914,null,null
531,0.01749,0.01914,null,null
532,0.01749,0.01913,null,null
533,0.01747,0.01913,null,null
534,0.01751,0.01912,null,null
535,0.01751,0.01911,null,null
536,0.01751,0.01909,null,null
537,0.0175,0.01909,null,null
538,0.01751,0.01911,null,null
539,0.01749,0.0191,null,null
540,0.01751,0.0191,null,null
541,0.01752,0.01909,null,null
