MDTU,|det-1|^2,1-Re(det),Im(det)
1,2.25253,-0.2581,-0.000233899
2,2.25253,-0.2581,-0.000233899
3,2.25253,-0.2581,-0.000233899
4,2.25253,-0.2581,-0.000233899
5,2.25253,-0.2581,-0.000233899
6,2.25253,-0.2581,-0.000233899
7,2.25253,-0.2581,-0.000233899
8,2.25253,-0.2581,-0.000233899
9,2.25253,-0.2581,-0.000233899
10,2.25253,-0.2581,-0.000233899
11,2.25253,-0.2581,-0.000233899
12,100.511,-6.12744,0.000306058
13,77.9884,-5.36668,0.00180501
14,76.0651,-5.33705,-0.000852096
15,68.7899,-5.09143,0.00172156
16,57.1221,-4.6099,-0.00143587
17,50.905,-4.3667,0.000218183
18,46.9247,-4.13467,0.0017414
19,46.0789,-4.1033,0.00109063
20,41.871,-3.96962,0.000395901
21,36.0665,-3.67532,0.000626796
22,28.6278,-3.25068,-0.000554175
23,30.3928,-3.32345,-0.0015822
24,26.1585,-3.07331,-0.00128278
25,28.9306,-3.22649,0.00145034
26,28.9306,-3.22649,0.00145034
27,28.1776,-3.2035,0.000304453
28,26.4486,-3.04098,0.000728399
29,26.4486,-3.04098,0.000728399
30,26.4036,-2.98641,0.000517673
31,25.8854,-2.96872,-0.000674998
32,24.363,-2.8708,-0.00113425
33,27.1374,-3.04283,-0.00106192
34,28.2558,-3.15402,0.000588764
35,22.6722,-2.85922,-0.000831628
36,26.4343,-3.06848,0.000199582
37,20.6872,-2.68953,4.85469e-05
38,18.3187,-2.53183,-0.000629992
39,19.2527,-2.60013,0.00073873
40,17.4595,-2.52454,0.000274636
41,15.9772,-2.37894,0.000523099
42,15.9772,-2.37894,0.000523099
43,15.4041,-2.38848,0.000186882
44,12.8607,-2.20569,-3.97855e-05
45,12.894,-2.17036,0.000830326
46,12.6621,-2.15096,7.7663e-05
47,13.6411,-2.22249,-8.39184e-05
48,13.3994,-2.17615,0.000368064
49,14.7552,-2.25692,-0.000817782
50,14.0855,-2.17942,0.000130326
51,13.4741,-2.06888,0.00013005
52,15.0034,-2.1772,0.000557585
53,12.748,-2.0036,0.000480779
54,12.4196,-1.95579,0.000198405
55,13.493,-2.0286,0.00029855
56,12.0255,-1.88199,-0.000176457
57,11.0896,-1.80657,-0.000543945
58,12.2149,-1.95125,-0.00064377
59,13.179,-1.98548,0.000184921
60,13.3229,-1.98808,-4.61735e-06
61,11.8368,-1.9012,-0.000412986
62,12.8204,-1.98048,-0.000526513
63,10.9998,-1.81443,-3.47154e-05
64,12.6835,-2.00379,-3.59036e-05
65,13.6055,-2.11944,0.00073542
66,12.7649,-2.02935,-0.000445774
67,10.7659,-1.84125,0.000507094
68,10.7659,-1.84125,0.000507094
69,9.99676,-1.75344,0.000288186
70,8.69874,-1.60682,-0.000419857
71,9.27837,-1.65148,-0.000551636
