MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.979323,0.172422,0.173223,0.00600692
2,0.979323,0.172422,0.173223,0.00600692
3,0.979323,0.172422,0.173223,0.00600692
4,0.979323,0.172422,0.173223,0.00600692
5,0.979323,0.172422,0.173223,0.00600692
6,0.979323,0.172422,0.173223,0.00600692
7,0.979323,0.172422,0.173223,0.00600692
8,0.979323,0.172422,0.173223,0.00600692
9,0.979323,0.172422,0.173223,0.00600692
10,0.979323,0.172422,0.173223,0.00600692
11,0.979323,0.172422,0.173223,0.00600692
12,0.986812,0.954168,0.834758,0.00593326
13,0.987365,0.802081,0.85579,0.00260779
14,0.988429,0.827185,1.02931,0.00495391
15,0.989464,0.790445,0.991031,0.0111214
16,0.987083,0.918674,0.866729,0.00994358
17,0.98934,0.845937,0.969151,0.0085274
18,0.983099,0.878902,0.96516,0.0145007
19,0.983133,1.16974,0.998405,0.0112748
20,0.989029,1.19745,1.00976,0.00412163
21,0.988471,1.18408,0.954873,0.0042427
22,0.984693,1.08506,0.968555,0.005221
23,0.983766,1.07386,1.02727,0.00256252
24,0.986297,1.07484,0.990001,0.00869882
25,0.986414,1.10308,0.962871,0.00749944
26,0.986414,1.10308,0.962871,0.00749944
27,0.987888,1.06618,0.824266,0.00549943
28,0.985894,1.02948,0.824782,0.00468418
29,0.985894,1.02948,0.824782,0.00468418
30,0.980596,1.28435,0.859339,0.00151477
31,0.982354,1.32901,0.884168,0.00306972
32,0.981984,1.34996,0.814429,0.00497774
33,0.980805,1.06703,0.812187,0.00209303
34,0.983742,1.01,0.780668,0.00202409
35,0.988471,1.085,0.876412,0.00377822
36,0.986212,1.04318,0.897953,0.00300143
37,0.981915,1.0743,0.90895,0.00251353
38,0.982982,1.078,0.745739,0.0115891
39,0.985206,0.837814,0.799646,0.00877491
40,0.991187,0.956936,0.844095,0.00230934
41,0.987716,0.940084,0.894895,0.00642578
42,0.987716,0.940084,0.894895,0.00642578
43,0.992243,0.910396,0.833839,0.00288245
44,0.994984,1.00083,0.759289,0.00595324
45,0.991829,1.06326,0.802748,0.00457753
46,0.992319,1.02839,0.733082,0.00787022
47,0.991236,0.943535,0.683107,0.0138497
48,0.992393,0.869871,0.660497,0.00434771
49,0.98935,0.689129,0.640306,0.00406196
50,0.981605,0.718288,0.610871,0.00770159
51,0.975067,0.658035,0.63549,0.00339336
52,0.972519,0.592769,0.513905,0.00693299
53,0.972515,0.654655,0.534301,0.00483098
54,0.972349,0.579181,0.599548,0.00983211
55,0.970115,0.442896,0.614596,0.00723198
56,0.965628,0.461028,0.606214,0.00581239
57,0.967852,0.354631,0.487691,0.00752925
58,0.97772,0.379354,0.450998,0.00395336
59,0.974186,0.497821,0.284053,0.0123236
60,0.975689,0.374406,0.386145,0.00940515
61,0.9832,0.547108,0.389621,0.0152983
62,0.986445,0.569929,0.307525,0.00956586
63,0.985523,0.54648,0.292302,0.00462746
64,0.990525,0.521407,0.349421,0.00757427
65,0.997317,0.511987,0.31319,0.0020152
66,0.999806,0.426573,0.39985,0.00374982
67,0.99914,0.364161,0.373282,0.00500566
68,0.99914,0.364161,0.373282,0.00500566
69,0.994502,0.363785,0.403714,0.00161703
70,0.995359,0.354071,0.29355,0.00260394
71,0.994142,0.305822,0.33316,0.00897539
72,1.001,0.330247,0.290382,0.00630674
73,0.993545,0.317353,0.287936,0.00427264
74,0.982462,0.364233,0.318904,0.008686
75,0.980753,0.399832,0.413908,0.00789553
76,0.983554,0.349607,0.382176,0.0102781
77,0.983554,0.349607,0.382176,0.0102781
78,0.981407,0.436689,0.413061,0.00863417
79,0.981407,0.436689,0.413061,0.00863417
80,0.986847,0.51429,0.473618,0.00318025
81,0.981635,0.448381,0.426194,0.00457099
82,0.983141,0.486104,0.472891,0.00216629
83,0.983575,0.390995,0.477142,0.00510916
84,0.985761,0.4027,0.324514,0.00405273
85,0.988274,0.276186,0.319619,0.00451819
86,0.989714,0.288961,0.307321,0.00220024
87,0.989563,0.366107,0.349753,0.00435194
88,0.993573,0.30328,0.44795,0.0028564
89,0.987257,0.381167,0.419062,0.00155145
90,0.979683,0.341175,0.340096,0.00187775
91,0.979683,0.341175,0.340096,0.00187775
92,0.982056,0.375099,0.391297,0.0038901
93,0.985623,0.323819,0.520435,0.00376786
94,0.989656,0.299262,0.441027,0.00543324
95,0.989569,0.411006,0.468078,0.0100443
96,0.991466,0.473845,0.492098,0.00571299
97,0.989202,0.491792,0.510285,0.010957
98,0.989202,0.491792,0.510285,0.010957
99,0.987668,0.464737,0.402754,0.00716608
100,0.984571,0.471906,0.43896,0.00865928
101,0.99033,0.561332,0.392869,0.00451504
102,0.99033,0.561332,0.392869,0.00451504
103,0.988721,0.660446,0.308055,0.011265
104,0.976715,0.596073,0.231362,0.00632874
105,0.975971,0.493276,0.316303,0.00739676
106,0.981827,0.453633,0.335853,0.00762435
107,0.980932,0.359872,0.368615,0.00559309
108,0.975575,0.404346,0.306398,0.00416276
109,0.973972,0.361053,0.280227,0.00682402
110,0.973181,0.319007,0.2993,0.00339095
111,0.971117,0.371731,0.230158,0.00795033
112,0.975686,0.401963,0.195967,0.01181
113,0.972301,0.376936,0.241144,0.00290977
114,0.97066,0.428089,0.26429,0.00388712
115,0.97066,0.428089,0.26429,0.00388712
116,0.973475,0.458875,0.27095,0.00340689
117,0.972442,0.445994,0.240442,0.0023103
118,0.976955,0.365387,0.303423,0.00260382
119,0.976635,0.360196,0.337478,0.00687653
120,0.980614,0.305515,0.308578,0.00229196
121,0.978051,0.343858,0.298214,0.00671756
122,0.978051,0.343858,0.298214,0.00671756
123,0.976556,0.39372,0.276364,0.00353866
124,0.979465,0.346352,0.313181,0.00784393
125,0.97946,0.32454,0.298271,0.00304586
126,0.979738,0.353445,0.310177,0.00186572
127,0.978831,0.359716,0.294006,0.00403374
128,0.982421,0.423782,0.235726,0.00168665
129,0.98324,0.391312,0.205111,0.00648922
130,0.980021,0.383652,0.287752,0.00528758
131,0.980093,0.391842,0.302271,0.00748371
132,0.976877,0.3671,0.385744,0.00434244
133,0.976356,0.438296,0.339901,0.00756964
134,0.970881,0.408004,0.339221,0.00484515
135,0.976368,0.424716,0.315649,0.00714912
136,0.983825,0.312361,0.368933,0.0144236
137,0.979946,0.411138,0.368841,0.00717979
138,0.978966,0.379696,0.378008,0.00502268
139,0.983294,0.507432,0.411075,0.00258652
140,0.982504,0.557693,0.381028,0.00595839
141,0.985512,0.431184,0.278606,0.0103867
142,0.98147,0.398048,0.277003,0.0105851
143,0.979726,0.449095,0.33316,0.00836644
144,0.98027,0.487864,0.341158,0.00362383
145,0.978554,0.498584,0.309888,0.00615818
146,0.979797,0.523811,0.331402,0.0081681
147,0.983416,0.417131,0.277855,0.00302565
148,0.983666,0.385917,0.256666,0.000435866
149,0.983666,0.385917,0.256666,0.000435866
150,0.979799,0.489481,0.359997,0.00533542
151,0.977777,0.39946,0.322153,0.0041885
152,0.981525,0.424893,0.345567,0.00282504
153,0.986683,0.30493,0.381481,0.00124106
154,0.984279,0.266713,0.364802,0.00417515
155,0.985229,0.297519,0.316058,0.00207588
156,0.991381,0.254748,0.296028,0.00487726
157,0.988672,0.355422,0.232667,0.00530284
158,0.986921,0.267859,0.31509,0.000310125
159,0.983495,0.275743,0.225592,0.00195705
160,0.98574,0.198307,0.209964,0.00213247
161,0.989571,0.175958,0.19543,0.00691346
162,0.990028,0.212006,0.207477,0.00879057
163,0.988116,0.201797,0.184072,0.00309662
164,0.99251,0.17475,0.214366,0.00654449
165,0.993028,0.188214,0.253363,0.00387004
166,0.990682,0.187039,0.234593,0.00502078
167,0.992494,0.239728,0.254529,0.0111715
168,0.996563,0.243386,0.223228,0.0059509
169,0.998897,0.232104,0.232238,0.00509813
170,0.997663,0.181797,0.30449,0.00360514
171,0.99642,0.200636,0.3047,0.00423381
172,0.99642,0.200636,0.3047,0.00423381
173,0.991922,0.263314,0.346246,0.00348968
174,0.99916,0.270206,0.295631,0.0040704
175,1.001,0.192926,0.304509,0.00658497
176,1.001,0.192926,0.304509,0.00658497
177,0.999282,0.226256,0.329635,0.00172999
178,1.00041,0.224429,0.32796,0.00376293
179,0.997066,0.221209,0.312752,0.00626305
180,0.998245,0.218707,0.358383,0.00394936
181,0.996105,0.192179,0.306303,0.000221696
182,0.989761,0.217897,0.295713,0.00306724
183,0.991085,0.296794,0.358453,0.00337723
184,0.993256,0.333289,0.306618,0.00391749
185,0.996701,0.265959,0.293393,0.00342125
186,0.996701,0.265959,0.293393,0.00342125
187,0.999012,0.27796,0.273979,0.00435024
188,0.998655,0.245849,0.259839,0.0043018
189,1.00447,0.241256,0.258195,0.00396212
190,1.00041,0.249619,0.306654,0.00528933
191,1.00041,0.249619,0.306654,0.00528933
192,1.00041,0.249619,0.306654,0.00528933
193,0.998656,0.245063,0.331494,0.00342611
194,0.997854,0.28901,0.209818,0.00157555
195,0.99831,0.244171,0.23755,0.00587586
196,1.0022,0.30008,0.169065,0.00416574
197,0.997544,0.282945,0.155671,0.00145092
198,0.998247,0.298214,0.177613,0.00132258
199,0.993762,0.285317,0.182172,0.0055624
200,0.993762,0.285317,0.182172,0.0055624
201,0.987617,0.226625,0.149999,0.00375122
202,0.995935,0.209475,0.221321,0.00238986
203,0.992541,0.249031,0.201639,0.00480211
204,0.993062,0.155632,0.14389,0.00130602
205,0.995461,0.163363,0.185404,0.00294057
206,0.985572,0.145805,0.147651,0.00476861
207,0.985572,0.145805,0.147651,0.00476861
208,0.981015,0.180015,0.0948625,0.00171392
209,0.980789,0.234944,0.129608,0.00168076
210,0.9795,0.240519,0.15274,0.00741155
211,0.976969,0.231416,0.135401,0.00599953
212,0.984879,0.215119,0.159924,0.00555256
213,0.989708,0.211549,0.167593,0.00400946
214,0.989708,0.211549,0.167593,0.00400946
215,0.984181,0.181982,0.152599,0.00283444
216,0.992242,0.174045,0.120662,0.00331751
217,0.98508,0.181801,0.122008,0.00281727
218,0.986428,0.194749,0.139173,0.00652447
219,0.981334,0.211686,0.105989,0.00321171
220,0.981334,0.211686,0.105989,0.00321171
221,0.983647,0.337736,0.115647,0.00266933
222,0.989909,0.309165,0.170055,0.00406283
223,0.990867,0.331569,0.191091,0.00690269
224,0.990867,0.331569,0.191091,0.00690269
225,0.98716,0.276222,0.20175,0.00381574
226,0.982953,0.260497,0.196126,0.00219893
227,0.98484,0.255824,0.181546,0.00223231
228,0.98484,0.255824,0.181546,0.00223231
229,0.986446,0.243793,0.212065,0.0040838
230,0.98216,0.365342,0.28506,0.00306851
231,0.98202,0.308085,0.303528,0.00222835
232,0.98202,0.308085,0.303528,0.00222835
233,0.984019,0.313902,0.316596,0.00272249
234,0.992161,0.371724,0.337238,0.00114642
235,0.996285,0.390267,0.318943,0.00266005
236,0.994279,0.350599,0.279269,0.0020887
237,0.993439,0.314607,0.260446,0.00109871
238,0.990802,0.314996,0.239143,0.0008268
239,0.995963,0.345476,0.286157,0.00241587
240,0.995687,0.310275,0.298506,0.00302325
241,0.997884,0.319937,0.346603,0.00212374
242,0.99574,0.316278,0.336495,0.00559929
243,0.99574,0.316278,0.336495,0.00559929
244,0.991032,0.366845,0.280408,0.00659429
245,0.987985,0.361213,0.284951,0.00270837
246,0.988287,0.313716,0.304152,0.00181486
247,0.98706,0.330689,0.292476,0.00478942
248,0.98706,0.330689,0.292476,0.00478942
249,0.988263,0.262361,0.341062,0.00448203
250,0.988263,0.262361,0.341062,0.00448203
251,0.988209,0.24962,0.37978,0.00231969
252,0.990396,0.254138,0.423901,0.00406836
253,0.990396,0.254138,0.423901,0.00406836
254,0.992344,0.298677,0.382418,0.00365864
255,0.99015,0.300431,0.40958,0.0061269
256,0.99169,0.244867,0.497933,0.000671242
257,0.992282,0.239996,0.417464,0.00447172
258,0.990189,0.328413,0.402505,0.00369858
