ReTr(L),ImTr(L)
0.719815,0.557702
0.692201,0.599742
0.690266,0.598125
0.68767,0.605527
0.686029,0.604936
0.70266,0.580706
0.693364,0.600912
0.688932,0.604909
0.702979,0.591962
0.701588,0.596179
0.677369,0.618666
0.65042,0.648671
0.667751,0.627181
0.682163,0.617485
0.680612,0.61973
0.677296,0.62477
0.675732,0.623711
0.679898,0.612944
0.676964,0.624694
0.698004,0.60008
0.686442,0.616461
0.697031,0.596093
0.699994,0.596958
0.706166,0.588899
0.700946,0.596885
0.700946,0.596885
0.678785,0.626871
0.683629,0.615043
0.693274,0.61223
0.670265,0.630831
0.670265,0.630831
0.670265,0.630831
0.665512,0.637271
0.67612,0.625156
0.681395,0.625219
0.675161,0.632166
0.675161,0.632166
0.67315,0.632564
0.676288,0.627167
0.685882,0.615354
0.685882,0.615354
0.685882,0.615354
0.685882,0.615354
0.683429,0.619082
0.69057,0.609845
0.69057,0.609845
0.69057,0.609845
0.677644,0.624777
0.677644,0.624777
0.663971,0.638819
0.663971,0.638819
0.663971,0.638819
0.661539,0.645837
0.661539,0.645837
0.660579,0.645479
0.660579,0.645479
0.675329,0.625436
0.675329,0.625436
0.672902,0.630319
0.68048,0.623746
0.682006,0.622486
0.682006,0.622486
0.689433,0.61678
0.690774,0.616187
0.690774,0.616187
0.68134,0.629439
0.649587,0.659543
0.641694,0.666801
0.649473,0.656166
0.649473,0.656166
0.641209,0.667934
0.641209,0.667934
0.649948,0.664338
0.646604,0.663045
0.640238,0.661949
0.643578,0.665835
0.641962,0.66158
0.632419,0.675089
0.632419,0.675089
0.632419,0.675089
0.651091,0.657868
0.67239,0.634617
0.680556,0.624698
0.680327,0.62737
0.680327,0.62737
0.680327,0.62737
0.680327,0.62737
0.692425,0.613639
0.694811,0.617501
0.684955,0.62462
0.684955,0.62462
0.673995,0.633435
0.677621,0.638395
0.683412,0.626571
0.675616,0.631625
0.67488,0.631951
0.670229,0.637798
0.670229,0.637798
0.683728,0.626108
0.677937,0.634259
0.708025,0.596351
0.723586,0.580231
0.718271,0.586174
0.690133,0.615143
0.6675,0.638906
0.6675,0.638906
0.6675,0.638906
0.6675,0.638906
0.6675,0.638906
0.6675,0.638906
0.6675,0.638906
0.677418,0.633068
0.65644,0.654991
0.609299,0.699279
0.603853,0.701959
0.596025,0.706976
0.600286,0.703245
0.560625,0.740659
0.544571,0.746044
0.50374,0.77895
0.498736,0.777229
0.507552,0.77555
0.507552,0.77555
0.499047,0.781186
0.499047,0.781186
0.49811,0.781514
0.524925,0.760951
0.524925,0.760951
0.511038,0.774455
0.504076,0.7793
0.504076,0.7793
0.525077,0.760042
0.511385,0.772329
0.511385,0.772329
0.533505,0.76201
0.54078,0.749493
0.510435,0.769239
0.478464,0.793326
0.48931,0.786426
0.479925,0.789725
0.463539,0.803491
0.482335,0.786924
0.482335,0.786924
0.48017,0.787005
0.464707,0.797981
0.465699,0.799986
0.500718,0.782354
0.501251,0.778064
0.476349,0.796135
0.47412,0.797408
0.475505,0.794453
0.47601,0.796896
0.5043,0.777022
0.47906,0.788689
0.468985,0.79634
0.468985,0.79634
0.468985,0.79634
0.461191,0.800638
0.471625,0.795488
0.477498,0.791007
0.47015,0.796629
0.479928,0.794275
0.468075,0.799116
0.508375,0.773285
0.469201,0.799269
0.505185,0.771874
0.505185,0.771874
0.482945,0.790966
0.460657,0.801235
0.475687,0.794218
0.459585,0.802865
0.452266,0.804006
0.452266,0.804006
0.452266,0.804006
0.437061,0.811681
0.442055,0.813586
0.42078,0.826085
0.426878,0.822354
0.416141,0.82843
0.414106,0.829354
0.414106,0.829354
0.448735,0.812987
0.448735,0.812987
0.457427,0.805527
0.435123,0.817963
0.431661,0.821424
0.416409,0.831311
0.388019,0.842264
0.42056,0.824906
0.42056,0.824906
0.43827,0.815015
0.426492,0.822093
0.410275,0.830154
0.39994,0.83759
0.39994,0.83759
0.365909,0.853769
0.365909,0.853769
0.320384,0.870386
0.332678,0.864815
0.317554,0.867964
0.351077,0.854193
0.354687,0.856521
0.354687,0.856521
0.354687,0.856521
0.35918,0.856106
0.3128,0.874942
0.282351,0.88005
0.289829,0.879099
0.286521,0.882025
0.325582,0.866701
0.352635,0.856877
0.352169,0.857648
0.355105,0.854029
0.355105,0.854029
0.335289,0.863466
0.375227,0.849936
0.336995,0.860959
0.324704,0.866941
0.303109,0.874722
0.300642,0.878351
0.297551,0.873677
0.316351,0.869046
0.279089,0.882578
0.279089,0.882578
0.293006,0.87787
0.288907,0.877021
0.288907,0.877021
0.26072,0.889671
0.254806,0.889042
0.251049,0.891888
0.251745,0.891734
0.283906,0.877344
0.240948,0.895073
0.240287,0.896529
0.27877,0.885706
0.292405,0.876966
0.313734,0.868542
0.313734,0.868542
0.313734,0.868542
0.320601,0.868839
0.331781,0.864194
0.310756,0.872759
0.343058,0.864559
0.360975,0.85582
0.347009,0.861759
0.35682,0.856656
0.363254,0.851274
0.363254,0.851274
0.378453,0.84269
0.352451,0.857386
0.343342,0.857656
0.366503,0.849849
0.374343,0.846815
0.394078,0.836407
0.38583,0.842479
0.318578,0.870507
0.318578,0.870507
0.3155,0.873751
