t,G,F1,F2,F3
1,0.002191,0.002518,null,null
2,0.002191,0.002517,null,null
3,0.002192,0.002519,null,null
4,0.002189,0.002517,null,null
5,0.00218,0.002443,null,null
6,0.002178,0.00244,null,null
7,0.002179,0.002439,null,null
8,0.002179,0.00244,null,null
9,0.002178,0.002442,null,null
10,0.002177,0.002441,null,null
11,0.002178,0.002444,null,null
12,0.002176,0.002443,null,null
13,0.002176,0.002448,null,null
14,0.002172,0.002447,null,null
15,0.002172,0.002448,null,null
16,0.002172,0.002449,null,null
17,0.002172,0.00245,null,null
18,0.002169,0.002451,null,null
19,0.002169,0.002452,null,null
20,0.002173,0.00245,null,null
21,0.006518,0.007345,null,null
22,0.006515,0.007342,null,null
23,0.006522,0.007346,null,null
24,0.00652,0.007339,null,null
25,0.00653,0.007344,null,null
26,0.006523,0.007343,null,null
27,0.00652,0.007349,null,null
28,0.006519,0.007343,null,null
29,0.006525,0.007339,null,null
30,0.00652,0.007338,null,null
31,0.006527,0.007338,null,null
32,0.006521,0.007337,null,null
33,0.006524,0.007334,null,null
34,0.006523,0.007342,null,null
35,0.006523,0.007338,null,null
36,0.006519,0.00735,null,null
37,0.006518,0.007343,null,null
38,0.006517,0.007343,null,null
39,0.006522,0.00734,null,null
40,0.006522,0.007343,null,null
41,0.007674,0.008639,null,null
42,0.007675,0.008647,null,null
43,0.007674,0.008644,null,null
44,0.00767,0.008646,null,null
45,0.00766,0.008644,null,null
46,0.007663,0.008648,null,null
47,0.007662,0.008655,null,null
48,0.007657,0.008648,null,null
49,0.007657,0.008655,null,null
50,0.007658,0.008651,null,null
51,0.007656,0.008661,null,null
52,0.007653,0.008655,null,null
53,0.007658,0.008661,null,null
54,0.007654,0.008667,null,null
55,0.00765,0.008661,null,null
56,0.007651,0.008676,null,null
57,0.007645,0.008674,null,null
58,0.007645,0.008675,null,null
59,0.007645,0.008673,null,null
60,0.007645,0.008672,null,null
61,0.007646,0.008672,null,null
62,0.00764,0.008677,null,null
63,0.007643,0.008678,null,null
64,0.007639,0.008682,null,null
65,0.007645,0.008676,null,null
66,0.007638,0.008677,null,null
67,0.007639,0.00868,null,null
68,0.007634,0.008683,null,null
69,0.007629,0.008685,null,null
70,0.00764,0.008688,null,null
71,0.007637,0.008683,null,null
72,0.007635,0.008681,null,null
73,0.007638,0.008682,null,null
74,0.007636,0.008676,null,null
75,0.007639,0.008685,null,null
76,0.007643,0.008671,null,null
77,0.00764,0.008678,null,null
78,0.007641,0.008675,null,null
79,0.007642,0.008681,null,null
80,0.007637,0.008684,null,null
81,0.007634,0.008679,null,null
82,0.007645,0.008687,null,null
83,0.007637,0.008684,null,null
84,0.007638,0.008687,null,null
85,0.007645,0.008687,null,null
86,0.007644,0.008689,null,null
87,0.007634,0.008688,null,null
88,0.007637,0.008681,null,null
89,0.007635,0.008681,null,null
90,0.007639,0.008684,null,null
91,0.007632,0.008692,null,null
92,0.007631,0.008689,null,null
93,0.007633,0.008689,null,null
94,0.007631,0.008695,null,null
95,0.007632,0.008695,null,null
96,0.007631,0.008692,null,null
97,0.007632,0.008687,null,null
98,0.007641,0.008688,null,null
99,0.007641,0.008685,null,null
100,0.007638,0.008685,null,null
101,0.008657,0.009845,null,null
102,0.008656,0.009852,null,null
103,0.008655,0.009845,null,null
104,0.008658,0.009866,null,null
105,0.008649,0.00986,null,null
106,0.008643,0.009849,null,null
107,0.008644,0.009859,null,null
108,0.00864,0.009862,null,null
109,0.008638,0.009871,null,null
110,0.008627,0.009867,null,null
111,0.008635,0.009872,null,null
112,0.008637,0.009877,null,null
113,0.008631,0.009875,null,null
114,0.008638,0.009866,null,null
115,0.008638,0.009866,null,null
116,0.008639,0.009869,null,null
117,0.00863,0.009866,null,null
118,0.008633,0.00987,null,null
119,0.008637,0.009865,null,null
120,0.008639,0.009877,null,null
121,0.00863,0.009872,null,null
122,0.008629,0.009873,null,null
123,0.008634,0.009868,null,null
124,0.008635,0.009887,null,null
125,0.008616,0.009889,null,null
126,0.008622,0.009889,null,null
127,0.008622,0.009886,null,null
128,0.008618,0.009898,null,null
129,0.008608,0.00991,null,null
130,0.008606,0.009904,null,null
131,0.0086,0.009916,null,null
132,0.008602,0.009905,null,null
133,0.008599,0.009902,null,null
134,0.008601,0.009917,null,null
135,0.008594,0.009917,null,null
136,0.008595,0.009919,null,null
137,0.008587,0.009919,null,null
138,0.008588,0.009918,null,null
139,0.008597,0.009923,null,null
140,0.00859,0.009923,null,null
141,0.008585,0.009918,null,null
142,0.008591,0.009922,null,null
143,0.008589,0.009931,null,null
144,0.008581,0.009927,null,null
145,0.008587,0.009925,null,null
146,0.008593,0.009922,null,null
147,0.008593,0.00992,null,null
148,0.008591,0.00992,null,null
149,0.008588,0.009927,null,null
150,0.008586,0.009922,null,null
151,0.008586,0.009924,null,null
152,0.008589,0.009924,null,null
153,0.008587,0.009925,null,null
154,0.008586,0.009931,null,null
155,0.00858,0.009937,null,null
156,0.008582,0.009932,null,null
157,0.008585,0.009933,null,null
158,0.008591,0.009932,null,null
159,0.00859,0.009931,null,null
160,0.008578,0.009932,null,null
161,0.008581,0.009934,null,null
162,0.008588,0.009931,null,null
163,0.008586,0.009933,null,null
164,0.008577,0.009938,null,null
165,0.008584,0.009933,null,null
166,0.008579,0.009933,null,null
167,0.008576,0.009937,null,null
168,0.008577,0.009947,null,null
169,0.008569,0.009947,null,null
170,0.008569,0.00995,null,null
171,0.00857,0.009949,null,null
172,0.008577,0.009944,null,null
173,0.00857,0.009949,null,null
174,0.008567,0.009949,null,null
175,0.00857,0.009953,null,null
176,0.008566,0.009956,null,null
177,0.008565,0.009951,null,null
178,0.008567,0.009956,null,null
179,0.008561,0.009965,null,null
180,0.008557,0.009961,null,null
181,0.00857,0.00996,null,null
182,0.008564,0.009967,null,null
183,0.008551,0.009971,null,null
184,0.008558,0.009972,null,null
185,0.008557,0.009964,null,null
186,0.008557,0.009975,null,null
187,0.008551,0.009974,null,null
188,0.008547,0.009981,null,null
189,0.008546,0.009984,null,null
190,0.008539,0.009995,null,null
191,0.008539,0.009986,null,null
192,0.008537,0.009985,null,null
193,0.008537,0.009984,null,null
194,0.008538,0.009986,null,null
195,0.008534,0.009987,null,null
196,0.008536,0.009986,null,null
197,0.008539,0.00998,null,null
198,0.008546,0.009982,null,null
199,0.008545,0.009984,null,null
200,0.008547,0.009981,null,null
201,0.008542,0.009981,null,null
202,0.008545,0.009979,null,null
203,0.008543,0.009975,null,null
204,0.008541,0.00998,null,null
205,0.008539,0.009991,null,null
206,0.008543,0.009982,null,null
207,0.008536,0.01,null,null
208,0.008529,0.009996,null,null
209,0.008535,0.009988,null,null
210,0.008533,0.009998,null,null
211,0.00853,0.01,null,null
212,0.00853,0.009996,null,null
213,0.008535,0.009992,null,null
214,0.008541,0.009987,null,null
215,0.008534,0.009996,null,null
216,0.008525,0.009997,null,null
217,0.00853,0.009999,null,null
218,0.008528,0.01,null,null
219,0.008525,0.01,null,null
220,0.008523,0.01,null,null
221,0.008518,0.01,null,null
222,0.008519,0.01002,null,null
223,0.00852,0.01002,null,null
224,0.008521,0.01002,null,null
225,0.008522,0.01001,null,null
226,0.008517,0.01002,null,null
227,0.008519,0.01002,null,null
228,0.008519,0.01002,null,null
229,0.008516,0.01002,null,null
230,0.008515,0.01003,null,null
231,0.008521,0.01002,null,null
232,0.008513,0.01002,null,null
233,0.008521,0.01002,null,null
234,0.008525,0.01002,null,null
235,0.008508,0.01002,null,null
236,0.008518,0.01002,null,null
237,0.008514,0.01002,null,null
238,0.008511,0.01001,null,null
239,0.008515,0.01001,null,null
240,0.008517,0.01002,null,null
241,0.008514,0.01002,null,null
242,0.008518,0.01002,null,null
243,0.008516,0.01002,null,null
244,0.008509,0.01002,null,null
245,0.008506,0.01003,null,null
246,0.008498,0.01003,null,null
247,0.0085,0.01003,null,null
248,0.008502,0.01003,null,null
249,0.008499,0.01004,null,null
250,0.008498,0.01004,null,null
251,0.008498,0.01005,null,null
252,0.008498,0.01004,null,null
253,0.008496,0.01004,null,null
254,0.008495,0.01005,null,null
255,0.00849,0.01005,null,null
256,0.008492,0.01005,null,null
257,0.008486,0.01005,null,null
258,0.008495,0.01005,null,null
259,0.008495,0.01005,null,null
260,0.008496,0.01005,null,null
261,0.008495,0.01004,null,null
262,0.008496,0.01004,null,null
263,0.008496,0.01006,null,null
264,0.008495,0.01006,null,null
265,0.008485,0.01006,null,null
266,0.008482,0.01006,null,null
267,0.008487,0.01006,null,null
268,0.008484,0.01006,null,null
269,0.008479,0.01006,null,null
270,0.008482,0.01007,null,null
271,0.00848,0.01006,null,null
272,0.008482,0.01006,null,null
273,0.008471,0.01007,null,null
274,0.00847,0.01007,null,null
275,0.008472,0.01007,null,null
276,0.008477,0.01007,null,null
277,0.00848,0.01007,null,null
278,0.00848,0.01007,null,null
279,0.00847,0.01007,null,null
280,0.008478,0.01007,null,null
281,0.008467,0.01006,null,null
282,0.008476,0.01006,null,null
283,0.008482,0.01006,null,null
