MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.71655,0.750267,-1.5439
2,1.71655,0.750267,-1.5439
3,1.71655,0.750267,-1.5439
4,2.40539,1.10036,-2.13895
5,2.36963,1.08964,-2.10425
6,2.41548,1.11022,-2.14521
7,2.35749,1.02056,-2.12513
8,2.37221,0.988786,-2.15631
9,2.46735,1.14592,-2.18511
10,2.38838,1.22736,-2.04888
11,2.34781,1.183,-2.02799
12,2.41728,1.20116,-2.09772
13,2.27366,0.984665,-2.04938
14,2.26593,1.03737,-2.01452
15,2.18914,0.935203,-1.97932
16,2.25637,0.976183,-2.03427
17,2.25055,1.07366,-1.97794
18,2.22986,1.06291,-1.96023
19,2.20853,1.00227,-1.96801
20,2.21864,0.99249,-1.98427
21,2.23309,1.0333,-1.97964
22,2.20996,1.07046,-1.93341
23,2.22553,1.04036,-1.96739
24,2.2443,0.986669,-2.01578
25,2.2443,0.986669,-2.01578
26,2.29329,1.04628,-2.0407
27,2.23876,1.01879,-1.99351
28,2.25895,1.07029,-1.9893
29,2.25895,1.07029,-1.9893
30,2.25895,1.07029,-1.9893
31,2.23263,1.16205,-1.90637
32,2.22666,1.26063,-1.83544
33,2.2735,1.32283,-1.84903
34,2.19504,1.30436,-1.76547
35,2.17618,1.34873,-1.70783
36,2.17163,1.34052,-1.7085
37,2.11718,1.37626,-1.60884
38,2.15166,1.34122,-1.68249
39,2.22566,1.37193,-1.75254
40,2.24614,1.4123,-1.74657
41,2.27324,1.41924,-1.77577
42,2.2053,1.42775,-1.68073
43,2.21122,1.44154,-1.67673
44,2.21983,1.47985,-1.65459
45,2.19841,1.43795,-1.66292
46,2.1931,1.41601,-1.67469
47,2.1931,1.41601,-1.67469
48,2.18124,1.32456,-1.73301
49,2.18124,1.32456,-1.73301
50,2.22412,1.28248,-1.81713
51,2.12181,1.23252,-1.72713
52,2.11638,1.21353,-1.73389
53,2.11638,1.21353,-1.73389
54,2.11172,1.21446,-1.72755
55,2.16607,1.30492,-1.72888
56,2.18418,1.3039,-1.75228
57,2.16428,1.31955,-1.71548
58,2.16428,1.31955,-1.71548
59,2.16428,1.31955,-1.71548
60,2.19236,1.33188,-1.74142
61,2.20521,1.32261,-1.76456
62,2.27302,1.32499,-1.8469
63,2.27302,1.32499,-1.8469
64,2.26325,1.41096,-1.7696
65,2.29545,1.42362,-1.80066
66,2.27532,1.44397,-1.75842
67,2.3102,1.40468,-1.83409
68,2.30304,1.38153,-1.84266
69,2.27895,1.43634,-1.76933
70,2.33606,1.49107,-1.79829
71,2.33606,1.49107,-1.79829
72,2.39704,1.46904,-1.89412
73,2.39704,1.46904,-1.89412
74,2.37886,1.43477,-1.89747
75,2.38409,1.46836,-1.87825
76,2.40947,1.47555,-1.90481
77,2.51953,1.40397,-2.09211
78,2.54744,1.49989,-2.05907
79,2.43103,1.42474,-1.96977
80,2.40422,1.49774,-1.8807
81,2.40422,1.49774,-1.8807
82,2.40422,1.49774,-1.8807
83,2.38553,1.47197,-1.87725
84,2.39011,1.40264,-1.93526
85,2.34701,1.44695,-1.84791
86,2.2254,1.39162,-1.73661
87,2.23706,1.24774,-1.85677
88,2.23706,1.24774,-1.85677
89,2.25382,1.27375,-1.85937
90,2.25278,1.29406,-1.84403
91,2.27199,1.34247,-1.83296
92,2.29081,1.3164,-1.8748
93,2.22303,1.22405,-1.85568
94,2.16942,1.16167,-1.83219
95,2.19962,1.17494,-1.85952
96,2.20897,1.21956,-1.8418
97,2.36662,1.26659,-1.99916
98,2.3766,1.40641,-1.91578
99,2.31632,1.30818,-1.91154
100,2.26407,1.27628,-1.87006
101,2.29813,1.28482,-1.90543
102,2.19049,1.3465,-1.72777
103,2.12047,1.2991,-1.67593
104,2.14907,1.28485,-1.72269
105,2.1647,1.3952,-1.6551
106,2.07708,1.33734,-1.58928
107,2.08367,1.37081,-1.56926
108,2.10545,1.40051,-1.5721
109,2.04132,1.36941,-1.51383
110,1.99743,1.32193,-1.49741
111,1.99743,1.32193,-1.49741
112,1.99743,1.32193,-1.49741
113,2.01299,1.32459,-1.51578
114,2.06263,1.45418,-1.46281
115,2.06094,1.50887,-1.40385
116,1.99959,1.43607,-1.39142
117,1.93839,1.4301,-1.3085
118,1.91042,1.42166,-1.27616
119,1.90575,1.35248,-1.34264
120,1.83707,1.31879,-1.27891
121,1.9256,1.39363,-1.32881
122,1.9256,1.39363,-1.32881
123,1.93033,1.39869,-1.33035
124,1.87815,1.43394,-1.21295
125,1.88551,1.4134,-1.24798
126,1.91231,1.38442,-1.3192
127,1.94417,1.44419,-1.30157
128,1.91717,1.43951,-1.26623
129,1.87032,1.35185,-1.29251
130,1.87032,1.35185,-1.29251
131,1.87032,1.35185,-1.29251
132,1.87032,1.35185,-1.29251
133,1.85231,1.31327,-1.30628
134,1.89532,1.32682,-1.35344
135,1.93361,1.39383,-1.34018
136,1.92093,1.40435,-1.31064
137,1.91717,1.448,-1.25652
138,1.92574,1.47922,-1.23303
139,1.92574,1.47922,-1.23303
140,1.92574,1.47922,-1.23303
141,1.84211,1.36858,-1.23303
142,1.86217,1.36283,-1.26901
143,1.83147,1.28348,-1.30651
144,1.82981,1.2541,-1.33245
145,1.78109,1.15363,-1.35699
146,1.78109,1.15363,-1.35699
147,1.78109,1.15363,-1.35699
148,1.78109,1.15363,-1.35699
149,1.82751,1.15803,-1.41378
150,1.8477,1.17328,-1.42738
151,1.81789,1.12918,-1.42467
152,1.82309,1.12524,-1.4344
153,1.80847,1.177,-1.37304
154,1.83957,1.23856,-1.36015
155,1.8372,1.23471,-1.36044
156,1.83999,1.20466,-1.39082
157,1.83999,1.20466,-1.39082
158,1.83999,1.20466,-1.39082
159,1.83999,1.20466,-1.39082
160,1.80625,1.13962,-1.40136
161,1.79767,1.08324,-1.43464
162,1.79767,1.08324,-1.43464
163,1.78894,1.09628,-1.41368
164,1.83227,1.10058,-1.4649
165,1.83227,1.10058,-1.4649
166,1.83227,1.10058,-1.4649
167,1.81641,1.08109,-1.45965
168,1.7717,1.01992,-1.44868
169,1.77159,0.997061,-1.46438
170,1.77159,0.997061,-1.46438
171,1.71769,0.979425,-1.41109
172,1.71769,0.979425,-1.41109
173,1.76192,1.00925,-1.44422
174,1.76192,1.00925,-1.44422
175,1.76192,1.00925,-1.44422
176,1.77396,1.03163,-1.44315
177,1.77396,1.03163,-1.44315
178,1.79143,1.04387,-1.45588
179,1.81865,1.07989,-1.46332
180,1.76874,1.06321,-1.41352
181,1.77437,1.09879,-1.39322
182,1.7677,1.06531,-1.41063
183,1.69595,1.07073,-1.31521
184,1.82162,1.14334,-1.41812
185,1.77719,1.10091,-1.39514
186,1.69629,1.08563,-1.30338
187,1.704,1.03903,-1.35057
188,1.60595,0.920536,-1.31594
189,1.60595,0.920536,-1.31594
190,1.58501,0.922973,-1.28855
191,1.5532,0.889376,-1.27336
192,1.59699,0.935928,-1.294
193,1.6056,0.902276,-1.3281
194,1.6056,0.902276,-1.3281
195,1.60563,0.912782,-1.32094
196,1.62826,0.960128,-1.31506
197,1.62826,0.960128,-1.31506
198,1.66434,1.02063,-1.31466
199,1.68558,1.05306,-1.31615
200,1.64354,1.10677,-1.21502
201,1.66871,1.204,-1.15541
202,1.66473,1.19095,-1.16317
203,1.65584,1.24662,-1.08984
204,1.65691,1.24147,-1.09731
205,1.60722,1.24765,-1.01319
206,1.66581,1.27668,-1.07005
207,1.63744,1.27896,-1.02249
208,1.64167,1.25158,-1.06238
209,1.62656,1.29305,-0.986776
210,1.62656,1.29305,-0.986776
211,1.64845,1.30909,-1.00184
212,1.68873,1.35758,-1.00439
213,1.68873,1.35758,-1.00439
214,1.68873,1.35758,-1.00439
215,1.72351,1.39761,-1.00855
216,1.69213,1.38211,-0.976248
217,1.68489,1.4238,-0.900911
218,1.68489,1.4238,-0.900911
219,1.7013,1.40763,-0.955513
220,1.64326,1.40119,-0.858463
221,1.68787,1.4592,-0.848329
222,1.74112,1.4964,-0.89011
223,1.70336,1.48607,-0.83248
224,1.70082,1.47485,-0.847126
225,1.70082,1.47485,-0.847126
226,1.68161,1.44375,-0.862205
227,1.67597,1.46876,-0.807238
228,1.71885,1.52032,-0.801912
229,1.71885,1.52032,-0.801912
230,1.71885,1.52032,-0.801912
231,1.71885,1.52032,-0.801912
232,1.71885,1.52032,-0.801912
233,1.71885,1.52032,-0.801912
234,1.71885,1.52032,-0.801912
235,1.71885,1.52032,-0.801912
236,1.67997,1.49311,-0.770005
237,1.69551,1.45343,-0.873095
238,1.69551,1.45343,-0.873095
239,1.69551,1.45343,-0.873095
240,1.69551,1.45343,-0.873095
241,1.71437,1.45652,-0.904225
242,1.69066,1.48985,-0.799169
243,1.64876,1.45875,-0.768423
244,1.70472,1.50541,-0.79987
245,1.66613,1.46862,-0.786848
246,1.71912,1.50498,-0.830903
247,1.71912,1.50498,-0.830903
248,1.71912,1.50498,-0.830903
249,1.7024,1.48821,-0.826674
250,1.73551,1.54499,-0.790569
251,1.74159,1.5781,-0.736719
252,1.76123,1.57646,-0.785306
253,1.73926,1.60042,-0.68095
254,1.75156,1.61127,-0.686843
255,1.75156,1.61127,-0.686843
256,1.78871,1.66219,-0.660751
257,1.78871,1.66219,-0.660751
258,1.83127,1.70927,-0.657236
259,1.83127,1.70927,-0.657236
260,1.83127,1.70927,-0.657236
261,1.83127,1.70927,-0.657236
262,1.83127,1.70927,-0.657236
263,1.83127,1.70927,-0.657236
264,1.73352,1.62124,-0.61372
265,1.73352,1.62124,-0.61372
266,1.68906,1.58263,-0.590105
267,1.68199,1.58377,-0.566353
268,1.68199,1.58377,-0.566353
