t,walltime
10,1166
20,1179
30,389.6
40,378.7
50,339.8
60,409.4
70,373.1
80,330.1
90,477.8
100,520.5
110,295.3
120,301.5
130,317.8
140,294.3
150,291.1
160,285.5
170,291.3
180,294.7
190,296.3
200,296.4
210,313.4
220,306.5
230,314.2
240,313.8
250,314.9
260,324.9
270,311.7
280,313.7
290,311
300,309
310,281.3
320,757.9
330,913.5
340,1511
350,300.8
360,286.2
370,287.9
380,290.7
390,280.3
400,302
410,315
420,313.4
430,315.3
440,316.9
450,313.3
460,314.1
470,314.8
480,310.4
490,313.3
500,316.7
510,322
520,312.9
530,305.1
540,306.5
550,308.9
560,305.7
570,308
580,313.1
590,307
600,286.1
610,288.4
620,280.4
630,302.1
640,325.1
650,326.3
660,306.5
670,283.6
680,293.6
690,288.9
700,289.5
710,274.8
720,273.7
730,273.1
740,277.5
750,280.3
760,284.6
770,295.6
780,299.4
790,292.9
800,274.5
810,280.2
820,273.6
830,271.8
840,268.7
850,267
860,272.2
870,276.3
880,269.9
890,271.3
900,268.9
910,271.7
920,274.2
930,273.8
940,268.7
950,263.9
960,265.4
970,266.8
980,272.2
990,279.2
1000,295.4
1010,293.6
1020,296.6
1030,288.8
1040,278.2
1050,282.3
1060,281.2
1070,285.3
1080,280.1
1090,279.3
1100,282.9
1110,287.4
1120,292.6
1130,289.2
1140,283
1150,282.9
1160,286.6
1170,280.5
1180,287.9
1190,271.3
1200,273.2
1210,273.4
1220,263.8
1230,264.8
1240,268
1250,268
1260,260.4
1270,266.3
1280,267.9
1290,258.4
1300,264.6
1310,266.5
1320,270
1330,267.5
1340,263.1
1350,271.6
1360,272.5
1370,271.5
1380,264.5
1390,272.7
1400,273.8
1410,272.3
1420,275.4
1430,273.8
1440,268.3
1450,265.8
1460,268.7
1470,265
1480,262.7
1490,260
1500,262.4
1510,272.8
1520,266.1
1530,264.7
1540,260
1550,264.5
1560,264.2
1570,263.4
1580,255.4
1590,266.6
1600,262.5
1610,261.5
1620,269.8
1630,263.4
1640,263
1650,271.2
1660,271.3
1670,279.1
1680,271.3
1690,272.5
1700,273.7
1710,280.7
1720,273
1730,272.4
1740,284.1
1750,288.3
1760,287.2
1770,273.3
1780,276.9
1790,277.8
1800,268.1
1810,269.4
1820,266.1
1830,284.8
1840,266.6
1850,272.4
1860,263.8
1870,273.3
1880,274.7
1890,266.8
1900,281.1
1910,284.6
1920,269.7
1930,268.5
1940,268.5
1950,264.4
1960,265.6
1970,268.7
1980,260.8
1990,262.1
2000,260.3
2010,270.3
2020,272.7
2030,272.9
2040,271.3
2050,275.1
2060,275.7
2070,276.3
2080,279
2090,280.2
2100,268.4
2110,268.2
2120,274.1
2130,274.2
2140,272.8
2150,270.5
2160,273.9
2170,269.7
2180,271.6
2190,261.8
2200,258.3
2210,257.9
2220,263.8
2230,272.5
2240,270.4
2250,272.7
2260,272.8
2270,269.2
2280,270.6
2290,276.6
2300,273.4
2310,269.9
2320,257.7
2330,257.4
2340,257.5
