t,G,F1,F2,F3
1,0.002419,0.002513,null,null
2,0.002419,0.002512,null,null
3,0.002412,0.002452,null,null
4,0.002404,0.002448,null,null
5,0.002404,0.002445,null,null
6,0.002404,0.002447,null,null
7,0.002405,0.002449,null,null
8,0.002403,0.002449,null,null
9,0.002403,0.00245,null,null
10,0.002401,0.002447,null,null
11,0.002401,0.002451,null,null
12,0.0024,0.002451,null,null
13,0.0024,0.002453,null,null
14,0.002399,0.002452,null,null
15,0.002399,0.002455,null,null
16,0.002398,0.002453,null,null
17,0.0024,0.002454,null,null
18,0.002397,0.002456,null,null
19,0.002395,0.002456,null,null
20,0.002394,0.002457,null,null
21,0.009577,0.009826,null,null
22,0.009583,0.009829,null,null
23,0.009577,0.009844,null,null
24,0.009573,0.009841,null,null
25,0.009572,0.00985,null,null
26,0.009566,0.009849,null,null
27,0.009564,0.009847,null,null
28,0.009562,0.009857,null,null
29,0.009553,0.009856,null,null
30,0.009556,0.009859,null,null
31,0.009561,0.009856,null,null
32,0.00956,0.009861,null,null
33,0.009553,0.009858,null,null
34,0.00956,0.009859,null,null
35,0.009555,0.009863,null,null
36,0.009552,0.009859,null,null
37,0.009553,0.009861,null,null
38,0.009555,0.009856,null,null
39,0.00955,0.009862,null,null
40,0.009554,0.009864,null,null
41,0.009547,0.009874,null,null
42,0.009544,0.009873,null,null
43,0.00955,0.00987,null,null
44,0.00955,0.009872,null,null
45,0.009539,0.00987,null,null
46,0.009539,0.009872,null,null
47,0.009541,0.009881,null,null
48,0.009535,0.009883,null,null
49,0.009529,0.009888,null,null
50,0.009528,0.009885,null,null
51,0.00953,0.009882,null,null
52,0.009528,0.009895,null,null
53,0.009517,0.009897,null,null
54,0.00953,0.009896,null,null
55,0.009533,0.009901,null,null
56,0.009522,0.009905,null,null
57,0.009514,0.009907,null,null
58,0.009519,0.0099,null,null
59,0.009519,0.009919,null,null
60,0.0095,0.009911,null,null
61,0.009509,0.009914,null,null
62,0.009504,0.009922,null,null
63,0.009494,0.009922,null,null
64,0.009503,0.009922,null,null
65,0.009503,0.009915,null,null
66,0.009501,0.009923,null,null
67,0.009501,0.009928,null,null
68,0.009499,0.009937,null,null
69,0.009493,0.009927,null,null
70,0.009492,0.009934,null,null
71,0.009491,0.00993,null,null
72,0.009494,0.009932,null,null
73,0.009492,0.009931,null,null
74,0.009491,0.009934,null,null
75,0.009487,0.009941,null,null
76,0.009479,0.009945,null,null
77,0.009487,0.009937,null,null
78,0.009491,0.009934,null,null
79,0.009489,0.009928,null,null
80,0.009491,0.009931,null,null
81,0.009492,0.009934,null,null
82,0.009489,0.009945,null,null
83,0.009475,0.00995,null,null
84,0.009479,0.009942,null,null
85,0.009481,0.009946,null,null
86,0.009484,0.009944,null,null
87,0.009485,0.009938,null,null
88,0.009478,0.009942,null,null
89,0.009479,0.009943,null,null
90,0.009482,0.009946,null,null
91,0.009474,0.009938,null,null
92,0.009482,0.00994,null,null
93,0.009485,0.009937,null,null
94,0.009481,0.009945,null,null
